"TID","TR"
"TID_TUTORIAL_CANNON_1","Hoş geldin şef! Seni dört gözle bekliyorduk."
"TID_TUTORIAL_CANNON_2","Burası yeni köyümüz. Burada her şey çok güzel, ama bir sorun var..."
"TID_TUTORIAL_CANNON_3","GOBLİNLER! Çabuk, köyü savunmak için bir top yapalım!"
"TID_TUTORIAL_CANNON_4","Topu köye yerleştirelim. Belediye Binasını korumalıyız!"
"TID_TUTORIAL_CANNON_5","Cimrilik etmenin sırası değil. İşleri hızlandırmak için taş kullanalım!"
"TID_TUTORIAL_DEFEND_1","Har! Goblinler, SALDIRIN!"
"TID_TUTORIAL_DEFEND_1b","Şuna bak! Yine sefil insanlar!"
"TID_TUTORIAL_DEFEND_2","Uf, bunu ucuz atlattık. Teşekkürler şef!"
"TID_TUTORIAL_DEFEND_4","Köyümüz büyülü topraklar üzerinde olduğundan binalar kendi kendilerine onarılıyor."
"TID_TUTORIAL_DEFEND_5","Harr, ALTIN! Biz goblinler altını çok severiz!"
"TID_TUTORIAL_DEFEND_BUTTON","Gelin bakalım!"
"TID_TUTORIAL_WORKER_1","Vay, iyiydi! Şimdi bu köyü savaşabilir hale getirmemiz lazım."
"TID_TUTORIAL_WORKER_2","İkinci bir inşaatçı tutarak aynı anda iki inşaata başlayabiliriz."
"TID_TUTORIAL_ELIXIR_1","Birlik eğitmek ve Bina inşa etmek için İksir gerekir."
"TID_TUTORIAL_ELIXIR_2","Yer altından İksir çıkarabiliriz. Haydi deneyelim!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Toplayıcı yalnızca az bir miktar İksir depolayabilir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Daha fazlasını depolamak için bir İksir Deposu inşa edelim!"
"TID_TUTORIAL_GOLD_STORAGE_1","Altın rezervimizi saklamak için de güvenli bir yer gerekiyor."
"TID_TUTORIAL_GOLD_STORAGE_2","Altınlarımızı saklayabileceğimiz bir Altın Deposu inşa edelim!"
"TID_TUTORIAL_BARRACK_1","Şef, bu goblinlerle savaşmak için bir ordu lazım! Haydi bir Kışla inşa edelim."
"TID_TUTORIAL_TRAIN_1","Şimdi biraz birlik eğitelim!"
"TID_TUTORIAL_TRAIN_2","Kışlaya dokun ve Birlik Eğit'i seç."
"TID_TUTORIAL_CHANGE_NAME","Harika bir savaştı! Tarihimize ne adla geçmek istersin?"
"TID_TUTORIAL_TOWN_HALL_1","Goblinlerden aldığımız Altınlarla Belediye Binamızı yükseltebiliriz."
"TID_TUTORIAL_TOWN_HALL_2","Harika! Belediye Binasını yükselttiğimize göre yeni binalar inşa edebiliriz. Yeni binaları Dükkanda bulabilirsin."
"TID_TUTORIAL_ACHIEVEMENTS","Yeni mücadele arıyorsan buraya dokunman yeterli."
"TID_TUTORIAL_ACHIEVEMENTS2","Şef, kesinlikle işini biliyorsun. Tüm köy sana güveniyor!"
"TID_GOBLIN_SPEAKS_1","Haarr! Sizinle daha işimiz bitmedi."
"TID_GOBLIN_SPEAKS_2","Bizi bir kez yenmiş olabilirsiniz ama bu goblin kampı çok daha güçlü."
"TID_TUTORIAL_GOLDSTORAGE","Değerli Altınlarını saklayacak bir yere de ihtiyacın var!"
"TID_TUTORIAL_ELIXIRSTORAGE","İksirin de bir yerde depolanması gerekiyor."
"TID_LOCKED_IN_TUTORIAL","Bu özelliği açmak için eğitim aşamasını tamamla!"
"TID_TUTORIAL_ATTACK_NPC_1","Fildişi Kuledeki Büyücüler bize yardıma geldi! Haydi şu goblin kampını yok edelim!"
"TID_TUTORIAL_ATTACK_NPC_2","Çok iyiydi. Şu yeşil yaratıklara günlerini gösterme zamanı geldi!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Saldır!"
"TID_NPC_NAME_TUTORIAL","Ödeşme"
"TID_NPC_NAME_TUTORIAL2","Goblin Ormanı"
"TID_JOINALLIANCEQUESTION","Klan davetini kabul edelim mi?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Koruma Altındayken Yapılan Saldırılar"
"TID_POPUP_SHIELD_REMOVAL","İstediğin zaman Eşleşme Bulabilirsin ancak saldırırsan kalkan süren kısalır. Saldırı maliyetinden daha az kalkanın varsa kalkanı kaybedersin."
"TID_UPDATE_TROOP_LEVEL","<number>. seviyeye yükselt"
"TID_LEVEL_UP","Seviye Atladın!"
"TID_NEW_ITEMS_UNLOCKED","Yeni Öğelerin Kilidi Açıldı"
"TID_MISSION_SCREEN_TITLE","Görevler"
"TID_MISSION_REWARD","Ödül:"
"TID_MISSION_COMPLETE_TITLE","Görev Tamamlandı!"
"TID_ATTACK_LOCKED","Bu özelliği açmak için Belediye Binasını 2. seviyeye yükselt!"
"TID_RANKTITLE","Derece"
"TID_BUTTON_REPAIR","Onar"
"TID_DIAMOND_PACK_1","Taş Yığını"
"TID_DIAMOND_PACK_2","Taş Torbası"
"TID_DIAMOND_PACK_3","Taş Çuvalı"
"TID_DIAMOND_PACK_4","Taş Kutusu"
"TID_DIAMOND_PACK_5","Taş Sandığı"
"TID_TRAIN_TUTORIAL_ARROW","Basılı tut"
"TID_DIAMOND_SHOP_PACK","<number> Taş"
"TID_GOLD_SHOP_PACK","<number> Altın"
"TID_ELIXIR_SHOP_PACK","<number> İksir"
"TID_RESOURCE_PACK_GOLD_FULL","Altın Depolarını Doldur"
"TID_RESOURCE_PACK_ELIXIR_FULL","İksir Depolarını Doldur"
"TID_RESOURCE_PACK_GOLD_10","Depoları %10 Doldur"
"TID_RESOURCE_PACK_ELIXIR_10","Depoları %10 Doldur"
"TID_RESOURCE_PACK_GOLD_50","Depoları Yarım Doldur"
"TID_RESOURCE_PACK_ELIXIR_50","Depoları Yarım Doldur"
"TID_CONTAINER_MAX","Maks: <amount>"
"TID_SHOP_AVAILABLE","İnşa edilen:"
"TID_BATTLE_LOG_COL_1","Rakip:"
"TID_BATTLE_LOG_COL_2","Kaybedilen kaynaklar:"
"TID_BATTLE_LOG_COL_3","Sonuç:"
"TID_PVP_BUTTON","Eşleşme Bul"
"TID_NPC_ATTACK_BUTTON","Saldır"
"TID_NPC1","Goblin Karakolu"
"TID_NPC2","Kayalık Hisar"
"TID_NPC3","Goblin Koridoru"
"TID_NPC4","Toplu Hücum"
"TID_NPC5","İki Dumanlı Namlu"
"TID_NPC6","Altına Hücum"
"TID_NPC7","Majino Hattı"
"TID_NPC8","Fare Vadisi"
"TID_NPC9","Kaba Kuvvet"
"TID_NPC10","Gobboköy"
"TID_NPC11","Havanın H'si"
"TID_NPC12","Mega Patlatıcı"
"TID_NPC13","Hareketsiz Nesne"
"TID_NPC14","Budak Hisar"
"TID_NPC15","Gözcü Kulesi"
"TID_NPC16","Ahmak Altını"
"TID_NPC17","Geçiş Yolu"
"TID_NPC18","Şişme Kale"
"TID_NPC19","Fikova"
"TID_NPC20","Gobbo Kampüsü"
"TID_NPC21","Hüzünlü Elveda"
"TID_NPC22","Ommahha Sahili"
"TID_NPC23","Çelik Duvarlar"
"TID_NPC24","Sicilya Savunması"
"TID_NPC25","Obsidiyen Kule"
"TID_NPC26","Ok Başı"
"TID_NPC27","Kırmızı Halı"
"TID_NPC28","Doğal Savunma"
"TID_NPC29","Çelik Koridor"
"TID_NPC30","Kraliçenin Hilesi"
"TID_NPC31","Tam Cephe"
"TID_NPC32","Zırhlı Şempanze"
"TID_NPC33","Hatalı Kuleler"
"TID_NPC34","Nokta Adam"
"TID_NPC35","Üç A"
"TID_NPC36","Goblin Pikniği"
"TID_NPC37","Yemle ve Değiştir"
"TID_NPC38","Yan Hasar"
"TID_NPC39","Akıllıca Seç"
"TID_NPC40","Mega Kötü"
"TID_NPC41","Kristal Kabuk"
"TID_NPC42","Buz Gibi Soğuk"
"TID_NPC43","Atlaya Atlaya"
"TID_NPC44","Eviye"
"TID_NPC45","Tekerlekli Terör"
"TID_NPC46","Mega Malikane"
"TID_NPC47","P.E.K.K.A Oyun Evi"
"TID_NPC48","Şerbet Kuleleri"
"TID_NPC49","Goblin Kral s.1"
"TID_NPC50","Goblin Kral s.2"
"TID_MULTIPLAYER","Çok oyunculu"
"TID_SINGLEPLAYER","Tek Oyuncu"
"TID_MULTIPLAYER_POINTS","Kupaların:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Yeterli Taş yok"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Satın almak ister misin?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Dükkana Gir"
"TID_TRAINING_INFO","Birden fazla birlik eğitmek için birim simgesine dokun ve basılı tut."
"TID_TRAINING_INFO2","Birimleri eğitmek ya da yeniden düzenlemek için sürükle"
"TID_FINISH_TRAINING","Eğitimi Bitir:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Yeni Facebook oturumu"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Şu anki oyununu bu Facebook hesabına bağlamak istiyor musun?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Yeni Game Center oturumu"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Şu anki oyununu bu Game Center hesabına kaydetmek istiyor musun?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Yeni Google Play ile Giriş"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Mevcut oyununu bu Google hesabına kaydetmek istiyor musun?"
"TID_GEM_POPUP_TEXT","Taşın kalmadı. Dükkana git ve bir miktar daha al!"
"TID_FRIEND_LIST_TEAMUP_1","Arkadaşlarla Savaş"
"TID_FRIEND_LIST_TEAMUP_2","Arkadaşlık istekleri burada görünür"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Arkadaşlarını gittikleri her yerde takip et!"
"TID_TROOP_SPEED_UP_SUCCESS","Birlik eğitimi bitti!"
"TID_UPDATING_CONTENT","İçerik indiriliyor"
"TID_LOADING","Yükleniyor"
"TID_SHUTDOWN_STARTED","Oyun kısa bir bakım için 5 dakika kapanacak. Bu sırada saldırı yapılamaz."
"TID_SHUTDOWN_ATTACK_DISABLED","Bakım bitinceye kadar saldırı yapılamaz."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center Uyarısı"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Şef <name> adlı kişinin Belediye Binası <number>. seviye olan köyünü yüklemek istiyor musun? Uyarı: Mevcut oyundaki ilerleme kaybolur."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google Hesabı Uyarısı"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Şef <name> adlı kişinin Belediye Binası <number>. seviye olan köyünü yüklemek istiyor musun? Uyarı: Mevcut oyundaki ilerleme kaybolur."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook Uyarısı"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Bu Facebook hesabı başka bir Clash of Clans oyununa zaten bağlı. Mevcut oyununa bağlayalım mı?"
"TID_VIEW_HIGHSCORES","Tüm dünyadaki en güçlü Klanları ve Oyuncuları görün."
"TID_STARS_TOTAL","Toplam Yıldız:"
"TID_SETTINGS_SCREEN_TITLE","Ayarlar"
"TID_SETTINGS_NAME","Ad"
"TID_SETTINGS_CHANGENAMENOTE","NOT! Adını sadece bir kez değiştirebilirsin!"
"TID_SETTINGS_MUSIC","Müzik"
"TID_SETTINGS_SFX","Ses Efektleri"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Bağlandı"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Bağlı değil"
"TID_SETTINGS_SNOW","Kar"
"TID_FEEDBACK_BUTTON","Sorun bildir"
"TID_FEEDBACK_EMAIL_TITLE","Clash%20of%20Clans%20için%20geribildirim"
"TID_ABOUT_BUTTON","Hakkında"
"TID_GIVE_NAME_TITLE","Adım..."
"TID_BUTTON_DONE","Tamam"
"TID_RATE_APP_TITLE","Clash of Clans'e puan ver"
"TID_RATE_APP_MESSAGE","Değerli görüşlerini bize iletmek için App Store'da Clash of Clans'e puan ver ve inceleme yaz!"
"TID_RATE_APP_MESSAGE_ANDROID","Değerli görüşlerini bize iletmek için Google Play'de Clash of Clans'e puan ver ve inceleme yaz!"
"TID_BUTTON_RATE_APP_LATER","Sonra"
"TID_BUTTON_RATE_APP_REVIEW","İncele"
"TID_BUTTON_RATE_APP_NEVER","Asla"
"TID_COME_BACK_NOTIFICATION_SMALL","Geri dön Şef! Ordunun sana ihtiyacı var."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Köyünün bir lidere ihtiyacı var. Geri dön Şef!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hey, geri dön, köyünün bir lidere ihtiyacı var."
"TID_SETTINGS_ON","Açık"
"TID_SETTINGS_OFF","Kapalı"
"TID_INVALID_NAME","Geçersiz ad! Lütfen başka bir ad dene."
"TID_MULTIPLAYER_COST","Eşleşme maliyeti:"
"TID_MULTIPLAYER_SHIELD_COST","Saldırı maliyeti:"
"TID_MAP_LOCATION_1","P.E.K.K.A Gölü"
"TID_MAP_LOCATION_2","Yasak Orman"
"TID_MAP_LOCATION_3","Zafer Vadisi"
"TID_MAP_LOCATION_4","Barbaristan"
"TID_MAP_LOCATION_5","Donmuş Göl"
"TID_MAP_LOCATION_6","Yağmacı Çayı"
"TID_MAP_LOCATION_7","Taşlı Göl"
"TID_MAP_LOCATION_8","Aslanlı Kemer"
"TID_MAP_LOCATION_9","Acı Göl"
"TID_MAP_LOCATION_10","Goblin Kampı"
"TID_MAP_LOCATION_11","Kokmuş Deniz"
"TID_MAP_LOCATION_12","Altın Meşe Hanı"
"TID_MAP_LOCATION_13","Muazzam Geçit"
"TID_MAP_LOCATION_14","Terkedilmiş Sığınak"
"TID_NAME_TOO_SHORT","Ad çok kısa!"
"TID_BUILDER","İnşaatçı:"
"TID_GUARD_BUY_CONFIRMATION","Koruma etkinleştirildi!"
"TID_SHIELD_BUY_CONFIRMATION","Kalkan etkinleştirildi!"
"TID_RESOURCE_BUY_CONFIRMATION","Kaynaklar alındı!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> alındı!</c>"
"TID_BATTLECOST","Maliyet:"
"TID_CLAN_TOTAL_POINTS","Toplam puan:"
"TID_CLAN_MEMBERS","Üyeler:"
"TID_CLAN_MEMBERS_COUNT","Üye <count>/<max>"
"TID_CLAN_TYPE","Tür:"
"TID_TAP_TO_VIEW","Ayrıntıları görmek için dokun"
"TID_ALLIANCE_REQUEST_ACCEPTED","Klanımıza hoş geldin!"
"TID_ALLIANCE_REQUEST_DECLINED","Klan isteği reddedildi!"
"TID_ADD_FRIENDS_INFO","Game Center arkadaşları, Game Center'da oturum açtığında görünürler"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play arkadaşları yakında!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Klan Kalesini Tekrar İnşa Et"
"TID_REPAIR_CLAN_CASTLE","Klanların Kilidini Aç"
"TID_REPAIR_CLAN_CASTLE_2","Yeni müttefikler bulmak, takviye almak, Klan Savaşlarına ve Klan Oyunlarına katılmak için bir Klana katıl.\n\nArkadaşlarınla oynamak, yeni üyeler almak ve herkese adını duyurmak için kendi Klanını oluştur!"
"TID_POPUP_ABOUT_TO_SELL","Emin misin?"
"TID_TRAP_MINE_INFO","Hiçbir şey, gizlenmiş bir bomba kadar iyi 'UZAK DUR' diyemez."
"TID_TRAP_EJECTOR_INFO","Bu düzenek, davetsiz misafirleri köyünden bir anda sepetler!"
"TID_WALL_INFO","Köyün güvenliğini sağlayan duvarlar, atış menzilindeki düşmanları oyalamak için de iyi bir yöntemdir."
"TID_ABOUT","Hazırlayanlar\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2024 Supercell Ltd. Tüm Hakları Saklıdır.\nABD Patent başvurusu yapıldı.\nBu yazılımın kullanımı, www.supercell.com adresindeki Hizmet Koşullarına ve Gizlilik Politikasına tabidir."
"TID_GEM_BUY_CONFIRMATION","<amount> taş alındı!"
"TID_MULTIDEVICE_INFO","Oyundaki ilerleme durumunuzu kaybetmemek ve oyununuzu birden fazla cihazda oynamak için bir Supercell ID hesabıyla giriş yapın."
"TID_GUARD_INFO","En iyi saldırı ve savunma yöntemi! Koruma, diğer herkese saldırmana olanak verirken köyünü saldırılardan korur. Sadece Kalkan yokken kullanılabilir."
"TID_SHIELD_INFO","Uzun ömürlü savunma! Kalkanlar, köyüne saldırı yapılmasını önler ancak sen başkasına saldırırsan Kalkanın kalan süresi azalır. Birden fazla Kalkan satın alırsan süreleri birbirine eklenir."
"TID_PLACEMENT_HINT_TUTORIAL1","Birliklerini göndermek için boş bir yere birden fazla kez dokun"
"TID_PLACEMENT_HINT_TUTORIAL2","Parmağını basılı tutarak birden fazla birlik gönderebilirsin"
"TID_PLACEMENT_HINT","Birlikleri göndermek için dokun ya da basılı tut."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Şu Goblinleri durdur!"
"TID_ACHIEVEMENT_NPC_STARS","Sefer Haritası üzerinde <number> Yıldız kazan"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Daha Büyük ve Daha İyi"
"TID_ACHIEVEMENT_TOWN_HALL","Belediye Binasını <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Tatlı Zafer!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Çok oyunculu savaşlarda toplam <number> kupa kazan"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Yaratıkları Sal"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Kışla'da şunun kilidini aç: <name>"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Harika ve Düzenli"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","<number> engel kaldır (ağaçlar, kayalar, çalılıklar)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Muhtaç Arkadaş"
"TID_ACHIEVEMENT_DONATE_UNITS","<number> Klan Kalesi kapasitesinde takviye asker bağışla"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Altın Kapmaca"
"TID_ACHIEVEMENT_LOOT_GOLD","<number> altın çal"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","İksir Macerası"
"TID_ACHIEVEMENT_LOOT_ELIXIR","<number> iksir çal"
"TID_ACHIEVEMENT_CASTLE_TITLE","İmparatorluk Kurucusu"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Klan Kalesini Tekrar İnşa Et"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Klan Kalesini <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Duvar Düşmanı"
"TID_ACHIEVEMENT_DESTROY_WALLS","Çok oyunculu savaşlarda <number> Duvar yok et"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Ezer"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Çok oyunculu savaşlarda <number> Belediye Binası yok et"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Fatih"
"TID_ACHIEVEMENT_PVP_ATTACKS","<number> çok oyunculu savaş kazan"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Sağlam"
"TID_ACHIEVEMENT_PVP_DEFENSES","<number> saldırıya karşı başarıyla savun"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Havan Düşmanı"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Çok oyunculu savaşlarda <number> Havan yok et"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Kahramanca Soygun"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","<number> Kara İksir çal"
"TID_MOREGAMES","Daha Fazla Oyun"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Ödülünü Al"
"TID_POPUP_ACHIEVEMENTS_TITLE","Başarılar"
"TID_ACHIEVEMENTS_INFO","Game Center'da da olan başarılar"
"TID_ACHIEVEMENTS_INFO_ANDROID","Google Play'de de olan başarılar"
"TID_ACHIEVEMENTS_COMPLETED","Tamamlanan:"
"TID_ACHIEVEMENTS_REWARD","Ödüller:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Başarı tamamlandı! <number> taş kazandın."
"TID_X","x"
"TID_NO_MESSAGES","Yeni mesaj yok"
"TID_NO_MESSAGES_TEXT","Klan Kalesi'ni yeniden inşa ettiğinde klan davetiyeleri buraya gelir"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Dil ayarları"
"TID_POPUP_CHANGE_LANGUAGE","Dil ayarlarını değiştirmek istediğinden emin misin?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Klan Turnuvası"
"TID_LEADERBOARDBANNER_REWARD","Zirvedeki 3 Klan için ödüller (klandaki ilk 20 kişiye eşit paylaştırılır)"
"TID_LEADERBOARDBANNER_TIMELEFT","Bitmesine:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Koca Kasa"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Bir Altın Deposunu <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","İnşaatçı Düşmanı"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Çok oyunculu savaşlarda <number> İnşaatçı Kulübesi yok et"
"TID_MOVEMENT_SPEED","Hareket Hızı:"
"TID_TRAP_SUPERBOMB","Dev Bomba"
"TID_TRAP_SUPERBOMB_INFO","Büyük patlamalar için birebir dev bir bomba."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Başarı Tamamlandı!"
"TID_PUSH_ATTACKED","Köyün <attacker> tarafından basıldı!"
"TID_SURRENDER_POPUP_TITLE","Teslim olalım mı?"
"TID_SURRENDER_POPUP_TEXT","Şef, geri çekilme emri vermek istediğinden emin misin? Ordumuz mağlup olacak!"
"TID_END_BATTLE_POPUP_TITLE","Savaşı bitirelim mi?"
"TID_END_BATTLE_POPUP_TEXT","Şef, çarpışmayı şimdi bitirmek istediğinden emin misin?"
"TID_SHIELD_ON_COOLDOWN","Kalkan henüz kullanılamaz!"
"TID_COOLDOWN","Bekleme süresi:"
"TID_WAITING_FOR_COOLDOWN","Açılmasına kalan süre:"
"TID_FAQ_BUTTON","Yardım ve destek"
"TID_FAQ_WINDOW_TITLE","Yardım ve destek"
"TID_FORUMS_BUTTON","Forum"
"TID_HINT_WELCOME","Bir zamanlar sihirli bir ormandaki bir açıklıkta..."
"TID_HINT_UPGRADE_CANNONS","Savunmanı geliştirmek için toplarını yükselt"
"TID_HINT_SHIELD","Clash of Clans'e ara vermek mi istiyorsun? Kupalarını korumak için bir kalkan satın al!"
"TID_HINT_UPGRADE_TROOPS","Ordunu geliştir! Laboratuvar inşa et ve birliklerini yükselt"
"TID_HINT_UPGRADE_MINES","Altının mı bitti? Altın madenlerini yükseltmeyi dene"
"TID_HINT_BUY_TROOP_HOUSING","Güçlü bir ordu kurmak için Ordu Kamplarını yükselt!"
"TID_HINT_UPGRADE_WALLS","Düşmanı yavaşlatmak için duvarlarını yükselt"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Toplar gibi savunma binaları yükseltilirken atış yapamaz"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Altın Madenleri ve İksir Toplayıcıları, yükseltilirken kaynak üretemez"
"TID_HINT_RESOURCE_LOSSES","Köyün tamamen imha edilse bile bir miktar Altının ve İksirin kalır."
"TID_HINT_DEFENSE","İyi bir savunma oluşturmak en az güçlü bir saldırı kadar önemlidir."
"TID_HINT_BARBARIAN_TARGET","Barbarlar bina türü ayırt etmeden en yakın hedefe saldırmaya meyillidir."
"TID_HINT_ARCHER_TARGET","Okçular menzillerindeki tüm hedeflere saldırırlar."
"TID_HINT_GOBLIN_TARGET","Goblinler, Altın ve İksir konusunda açgözlüdür. En sevdikleri hedefler kaynak binalarıdır."
"TID_HINT_GOBLIN_DAMAGE","Goblinler kaynak binalarına iki kat hasar verir."
"TID_HINT_GIANT_TARGET","Devler, Toplar gibi savunma binalarına saldırmayı tercih eder."
"TID_HINT_GIANT_DEPLOY","Devler çok dayanıklıdır. Savunma binalarını oyalamak için Devleri önden gönderebilirsin."
"TID_HINT_WALLBREAKER_TARGET","Duvar Yıkıcılar, duvarlarda delikler açarak düşman binalarına ulaşmanı sağlar."
"TID_HINT_WALLBREAKER_DAMAGE","Duvar Yıkıcılar duvarlara büyük hasar verir, ama bunu yaparken kendilerini de havaya uçururlar."
"TID_HINT_BALLOON_TARGET","Balonlar, öncelikli olarak Top gibi düşman savunma unsurlarını hedef alır."
"TID_HINT_BALLOON_AIR","Balon uçan bir birimdir, yani Top ve Havanlar onu hedef alamaz."
"TID_HINT_WIZARD_INFO","Büyücüler büyük hasar verir ama çok dayanıklı değildir."
"TID_HINT_HEALER_INFO","Şifacılar, kara birimlerimizi iyileştirir ama düşmanlara saldırmaz."
"TID_HINT_HEALER_AIR","Şifacı uçan bir birimdir. Hava Savunması ve Okçu Kuleleri onu kolaylıkla düşürebilir."
"TID_HINT_DRAGON_AIR","Ejderha, kara ve havadaki hedeflere saldırabilen güçlü bir uçan birimdir."
"TID_HINT_PEKKA_INFO","P.E.K.K.A bir şövalye mi? Samuray mı? Robot mu? Kimse bilmiyor!"
"TID_HINT_PEKKA_TRAP","P.E.K.K.A.'nın zırhı o kadar ağır ki, Yaylı Tuzak onu fırlatamaz."
"TID_HINT_CANNON_TARGET","Toplar, kara birliklerine ateş edebilir."
"TID_HINT_MORTAR_TARGET","Havanlar, yalnızca karadaki hedefleri vurabilir."
"TID_HINT_MORTAR_DAMAGE","Havanlar, hedef yakınında bulunan bütün kara birimlerine hasar verir."
"TID_HINT_ARCHER_TOWER_TARGET","Okçu Kuleleri, kara ve hava birimlerini hedef alabilir."
"TID_HINT_AIR_DEFENSE_TARGET","Hava Savunma roketleri, uçan birimlere karşı işe yarar."
"TID_HINT_WIZARD_TOWER_DAMAGE","Büyücü Kulesi, menzilindeki bütün birimlere hasar verir."
"TID_HINT_WIZARD_TOWER_TARGET","Büyücü Kulesi, kara ve hava birimlerini hedef alabilir."
"TID_HINT_TESLA_HIDDEN","Gizli Tesla kulesi, düşmanlar yakına girene kadar görünmez."
"TID_HINT_TESLA_TARGET","Gizli Tesla, kara ve hava birimlerine saldırabilir."
"TID_HINT_TRAPS_TARGET","Tuzaklar, düşmanlar yakına girene kadar görünmez."
"TID_HINT_OBSTACLES","Kaya ve ağaç gibi engellerin temizlenmesi bazen taş kazandırabilir."
"TID_HINT_BATTLE_LOG","Savaş Günlüğü, köyüne yapılan saldırılarla ilgili bilgi verir."
"TID_HINT_REPLAY","Savaş Tekrarlarını Savaş Günlüğünden izleyebilirsin!"
"TID_HINT_ENEMY_TOWN_HALL","Düşmanın belediye binasını yok etmek, bir yıldız kazandırır."
"TID_HINT_CLAN_CASTLE","Klan Kalesindeki birlikler, köyünü savunur."
"TID_HINT_CAMP","Kamplardaki birlikler ise sadece saldırı içindir, köyünü savunmazlar."
"TID_HINT_SHIELD2","Etkin bir Kalkan seni her türlü saldırıdan korurken başkalarına saldırdığında süresi kısalır."
"TID_HINT_SHIELD_GAIN","Bir saldırgan, köyünü tahrip ederse ücretsiz bir Kalkan alırsın."
"TID_HINT_SHIELD_GAIN_TIME","Köyün çok zarar görürse daha uzun süre etkin olacak bir Kalkan kazanırsın."
