"TID","PT"
"TID_TUTORIAL_GOLD_STORAGE_2","Construa um depósito de ouro para armazenarmos mais ouro!"
"TID_TUTORIAL_BARRACK_1","Chefe, precisamos de um exército para lutar contra os Goblins! Vamos construir um quartel."
"TID_TUTORIAL_TRAIN_1","Agora vamos treinar algumas tropas!"
"TID_TUTORIAL_TRAIN_2","Toque no quartel e selecione \qTreinar tropas\q."
"TID_TUTORIAL_CHANGE_NAME","Que batalha incrível! Qual será o seu nome em nossa história?"
"TID_TUTORIAL_TOWN_HALL_1","Com o ouro que pegamos dos Goblins, podemos melhorar o centro da vila."
"TID_TUTORIAL_TOWN_HALL_2","Excelente! Agora podemos construir novas estruturas da loja graças à melhoria do centro da vila."
"TID_TUTORIAL_ACHIEVEMENTS","Se estiver à procura de novos desafios, basta tocar aqui."
"TID_TUTORIAL_ACHIEVEMENTS2","Chefe, você obviamente sabe o que está fazendo. A vila inteira está contando com você!"
"TID_GOBLIN_SPEAKS_1","Argh! Eu não terminei com você ainda."
"TID_GOBLIN_SPEAKS_2","Você pode ter me derrotado uma vez, mas este acampamento Goblin é muito mais difícil."
"TID_TUTORIAL_GOLDSTORAGE","Você também precisa de um lugar para armazenar o seu precioso ouro!"
"TID_TUTORIAL_ELIXIRSTORAGE","O elixir precisa de um lugar para ser armazenado também."
"TID_LOCKED_IN_TUTORIAL","Complete o tutorial para desbloquear este recurso!"
"TID_TUTORIAL_ATTACK_NPC_1","Os Magos da Torre estão aqui para nos ajudar! Vamos acabar com o acampamento Goblin!"
"TID_TUTORIAL_ATTACK_NPC_2","Isso aí. Agora vamos detonar uns verdinhos!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Atacar!"
"TID_NPC_NAME_TUTORIAL","Hora do Troco"
"TID_NPC_NAME_TUTORIAL2","Floresta Goblin"
"TID_JOINALLIANCEQUESTION","Aceitar o convite do clã?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Ataque com escudo ativo"
"TID_POPUP_SHIELD_REMOVAL","Você pode procurar uma partida a qualquer momento, mas o seu escudo será reduzido se começar um ataque. Se tiver menos do que o custo do ataque, seu escudo será removido."
"TID_UPDATE_TROOP_LEVEL","Melhorar para o nível <number>."
"TID_LEVEL_UP","Subiu de nível!"
"TID_NEW_ITEMS_UNLOCKED","Novos itens desbloqueados"
"TID_MISSION_SCREEN_TITLE","Missões"
"TID_MISSION_REWARD","Recompensa:"
"TID_MISSION_COMPLETE_TITLE","Missão concluída!"
"TID_ATTACK_LOCKED","Melhore o Centro da Vila para o nível 2 para desbloquear este recurso!"
"TID_RANKTITLE","Posição"
"TID_BUTTON_REPAIR","Reparar"
"TID_DIAMOND_PACK_1","Pilha de Gemas"
"TID_DIAMOND_PACK_2","Bolsa de Gemas"
"TID_DIAMOND_PACK_3","Saco de Gemas"
"TID_DIAMOND_PACK_4","Caixa de Gemas"
"TID_DIAMOND_PACK_5","Baú de Gemas"
"TID_TRAIN_TUTORIAL_ARROW","Segurar"
"TID_DIAMOND_SHOP_PACK","<number> gemas"
"TID_GOLD_SHOP_PACK","<number> unidades de ouro"
"TID_ELIXIR_SHOP_PACK","<number> unidades de elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Encher depósitos de ouro"
"TID_RESOURCE_PACK_ELIXIR_FULL","Encher depósitos de elixir"
"TID_RESOURCE_PACK_GOLD_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_ELIXIR_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_GOLD_50","Encher depósitos +50%"
"TID_RESOURCE_PACK_ELIXIR_50","Encher depósitos +50%"
"TID_CONTAINER_MAX","Máx.: <amount>"
"TID_SHOP_AVAILABLE","Construiu:"
"TID_BATTLE_LOG_COL_1","Oponente:"
"TID_BATTLE_LOG_COL_2","Recursos perdidos:"
"TID_BATTLE_LOG_COL_3","Resultado:"
"TID_PVP_BUTTON","Procurar partida"
"TID_NPC_ATTACK_BUTTON","Atacar"
"TID_NPC1","Posto Avançado Goblin"
"TID_NPC2","Forte Rochoso"
"TID_NPC3","Luva Goblin"
"TID_NPC4","Corrida da Bala de Canhão"
"TID_NPC5","Dois Canos Fumegantes"
"TID_NPC6","Corrida do Ouro"
"TID_NPC7","Linha Maginot"
"TID_NPC8","Vale dos Ratos"
"TID_NPC9","Força Bruta"
"TID_NPC10","Gobbotown"
"TID_NPC11","M de Morteiro"
"TID_NPC12","Megadetonador"
"TID_NPC13","Objeto Imóvel"
"TID_NPC14","Forte Knobs"
"TID_NPC15","Torre de Vigia"
"TID_NPC16","Ouro de Tolo"
"TID_NPC17","Via"
"TID_NPC18","Castelo Inflável"
"TID_NPC19","Fikova"
"TID_NPC20","Gobbo Campus"
"TID_NPC21","Danny Boy"
"TID_NPC22","Ommahha Beech"
"TID_NPC23","Muros de Aço"
"TID_NPC24","Defesa Siciliana"
"TID_NPC25","Torre Obsidiana"
"TID_NPC26","Ponta de Flecha"
"TID_NPC27","Tapete Vermelho"
"TID_NPC28","Defesa Natural"
"TID_NPC29","Luva de Aço"
"TID_NPC30","Estratagema da Rainha"
"TID_NPC31","Batida de Frente"
"TID_NPC32","Chimpanzé de Armadura"
"TID_NPC33","Torres Falhas"
"TID_NPC34","Homem de Frente"
"TID_NPC35","AAA"
"TID_NPC36","Piquenique Goblin"
"TID_NPC37","Surpreender e Trocar"
"TID_NPC38","Efeito Colateral"
"TID_NPC39","Escolha Sabiamente"
"TID_NPC40","Mega Mau"
"TID_NPC41","Crosta de Cristal"
"TID_NPC42","Frio como Gelo"
"TID_NPC43","Pula-Pula"
"TID_NPC44","Pia de Cozinha"
"TID_NPC45","Terror Rolante"
"TID_NPC46","Megamansão"
"TID_NPC47","Teatro P.E.K.K.A"
"TID_NPC48","Torres Sherbet"
"TID_NPC49","Rei Goblin v.1"
"TID_NPC50","Rei Goblin v.2"
"TID_MULTIPLAYER","Multijogador"
"TID_SINGLEPLAYER","Modo Campanha"
"TID_MULTIPLAYER_POINTS","Seus troféus:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Gemas insuficientes"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Quer mais?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Entrar na loja"
"TID_TRAINING_INFO","Toque e segure o ícone de unidade para treinar várias tropas."
"TID_TRAINING_INFO2","Arraste unidades para treiná-las ou reordená-las."
"TID_FINISH_TRAINING","Concluir treinamento:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Novo login do Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Quer vincular o jogo atual a esta conta do Facebook?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Novo login do Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Quer salvar o jogo atual nesta conta do Game Center?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Novo login do Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Quer salvar o jogo atual nesta conta do Google?"
"TID_GEM_POPUP_TEXT","Você está sem gemas. Vá à loja para adquirir mais!"
"TID_FRIEND_LIST_TEAMUP_1","Clash com amigos"
"TID_FRIEND_LIST_TEAMUP_2","Pedidos de amizade aparecerão aqui."
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Siga seus amigos aonde eles forem!"
"TID_TROOP_SPEED_UP_SUCCESS","Treinamento de tropas concluído!"
"TID_UPDATING_CONTENT","Baixando conteúdo"
"TID_LOADING","Carregando"
"TID_SHUTDOWN_STARTED","O jogo será suspenso para um intervalo de manutenção em 5 minutos. Os ataques ficarão desativados durante o intervalo."
"TID_SHUTDOWN_ATTACK_DISABLED","Os ataques são desativados durante o intervalo de manutenção."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Quer carregar a vila de <name> com Centro da Vila de nível <number>? Atenção: o progresso do jogo atual será perdido."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta da conta do Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Quer carregar a vila de <name> com Centro da Vila de nível <number>? Atenção: o progresso do jogo atual será perdido."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Esta conta do Facebook já está vinculada a outro jogo do Clash of Clans. Deseja vinculá-la ao jogo atual?"
"TID_VIEW_HIGHSCORES","Ver os melhores clãs e jogadores do mundo todo."
"TID_STARS_TOTAL","Total de estrelas:"
"TID_SETTINGS_SCREEN_TITLE","Configurações"
"TID_SETTINGS_NAME","Nome"
"TID_SETTINGS_CHANGENAMENOTE","ATENÇÃO! Só é possível alterar seu nome uma vez!"
"TID_SETTINGS_MUSIC","Música"
"TID_SETTINGS_SFX","Efeitos sonoros"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Desconectado"
"TID_SETTINGS_SNOW","Neve"
"TID_FEEDBACK_BUTTON","Relatar um problema"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20do%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Sobre"
"TID_GIVE_NAME_TITLE","Meu nome é..."
"TID_BUTTON_DONE","Concluído"
"TID_RATE_APP_TITLE","Avalie o Clash of Clans"
"TID_RATE_APP_MESSAGE","Avalie o Clash of Clans na App Store e dê sua preciosa opinião!"
"TID_RATE_APP_MESSAGE_ANDROID","Avalie o Clash of Clans no Google Play e dê sua preciosa opinião!"
"TID_BUTTON_RATE_APP_LATER","Mais tarde"
"TID_BUTTON_RATE_APP_REVIEW","Avaliar"
"TID_BUTTON_RATE_APP_NEVER","Nunca"
"TID_COME_BACK_NOTIFICATION_SMALL","Volte, chefe! Seu exército precisa de você!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Sua vila precisa de um líder! Volte, chefe!"
"TID_COME_BACK_NOTIFICATION_LARGE","Ei, volte! Sua vila precisa de um líder."
"TID_SETTINGS_ON","Sim"
"TID_SETTINGS_OFF","Não"
"TID_INVALID_NAME","Nome inválido! Tente outro."
"TID_MULTIPLAYER_COST","Custo da partida:"
"TID_MULTIPLAYER_SHIELD_COST","Custo do ataque:"
"TID_MAP_LOCATION_1","Lago de P.E.K.K.A"
"TID_MAP_LOCATION_2","Floresta Proibida"
"TID_MAP_LOCATION_3","Vale da Vitória"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Lago Congelado"
"TID_MAP_LOCATION_6","Riacho do Saqueador"
"TID_MAP_LOCATION_7","Lago da Pedra"
"TID_MAP_LOCATION_8","Arco Aslan"
"TID_MAP_LOCATION_9","Lago Azedo"
"TID_MAP_LOCATION_10","Acampamento Goblin"
"TID_MAP_LOCATION_11","Mar Podre"
"TID_MAP_LOCATION_12","Hospedaria Carvalho Dourado"
"TID_MAP_LOCATION_13","Passagem Colossal"
"TID_MAP_LOCATION_14","Esconderijo abandonado"
"TID_NAME_TOO_SHORT","Nome muito curto!"
"TID_BUILDER","Construtor:"
"TID_GUARD_BUY_CONFIRMATION","Guarda ativa!"
"TID_SHIELD_BUY_CONFIRMATION","Escudo ativado!"
"TID_RESOURCE_BUY_CONFIRMATION","Recursos recebidos!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> recebido!</c>"
"TID_BATTLECOST","Custo:"
"TID_CLAN_TOTAL_POINTS","Total de pontos:"
"TID_CLAN_MEMBERS","Membros:"
"TID_CLAN_MEMBERS_COUNT","Membros: <count>/<max>"
"TID_CLAN_TYPE","Tipo:"
"TID_TAP_TO_VIEW","Toque para ver detalhes."
"TID_ALLIANCE_REQUEST_ACCEPTED","Bem-vindo ao nosso clã!"
"TID_ALLIANCE_REQUEST_DECLINED","Pedido de clã recusado!"
"TID_ADD_FRIENDS_INFO","Os amigos do Game Center aparecem quando você se conecta ao serviço."
"TID_ADD_FRIENDS_INFO_ANDROID","Em breve, amigos do Google Play!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Reconstruir Castelo do Clã"
"TID_REPAIR_CLAN_CASTLE","Desbloquear clãs"
"TID_REPAIR_CLAN_CASTLE_2","Entre num clã para fazer novos aliados, receber reforços e participar dos Jogos do Clã e das Guerras de Clãs.\n\nVocê também pode criar seu próprio clã para jogar com amigos, recrutar novos membros e marcar presença no reino!"
"TID_POPUP_ABOUT_TO_SELL","Tem certeza?"
"TID_TRAP_MINE_INFO","Nada diz \qCAI FORA\q tão bem quanto a boa e velha bomba escondida."
"TID_TRAP_EJECTOR_INFO","Esta engenhoca vai atirar os visitantes indesejados para longe de sua propriedade!"
"TID_WALL_INFO","Muros são excelentes para proteger sua vila e manter os inimigos na linha de fogo."
"TID_ABOUT","Créditos\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2024 Supercell Ltd. Todos os direitos reservados.\nPatente pendente nos EUA.\nO uso deste software está sujeito aos Termos de Uso e à Política de Privacidade disponíveis em www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","<amount> gemas recebidas!"
"TID_MULTIDEVICE_INFO","Inicie uma sessão com seu Supercell ID para proteger seu progresso e jogar em diversos dispositivos."
"TID_GUARD_INFO","O melhor ataque é a defesa! A guarda previne ataques contra a sua vila e permite que você ataque os outros o quanto quiser. Só está disponível quando o escudo não está ativo."
"TID_SHIELD_INFO","Defesas de longa duração! Escudos impedem todos os ataques, mas o tempo restante do escudo diminui se você atacar. Se você comprar mais de um escudo, as durações serão somadas."
"TID_PLACEMENT_HINT_TUTORIAL1","Toque várias vezes em uma área vazia para mobilizar suas tropas."
"TID_PLACEMENT_HINT_TUTORIAL2","Você pode mobilizar várias unidades mantendo o dedo pressionado."
"TID_PLACEMENT_HINT","Toque ou mantenha pressionado para mobilizar tropas."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Pegue esses Goblins!"
"TID_ACHIEVEMENT_NPC_STARS","Ganhe <number> estrelas no mapa do modo campanha."
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Maior e melhor"
"TID_ACHIEVEMENT_TOWN_HALL","Melhore o Centro da Vila para o nível <number>."
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Doce vitória!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Conquiste <number> troféus em batalhas multijogador."
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Solte as feras"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Desbloqueie <name> no quartel."
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Limpo e arrumado"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Remova <number> obstáculos (árvores, pedras, arbustos)."
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Amigo em apuros"
"TID_ACHIEVEMENT_DONATE_UNITS","Doe <number> vezes a capacidade do Castelo do Clã em reforços."
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Corrida do ouro"
"TID_ACHIEVEMENT_LOOT_GOLD","Saqueie <number> unidades de ouro."
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Ladrão de elixir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Saqueie <number> unidades de elixir."
"TID_ACHIEVEMENT_CASTLE_TITLE","Construtor de império"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Reconstrua o Castelo do Clã."
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Melhore o Castelo do Clã para o nível <number>."
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Detonador de muros"
"TID_ACHIEVEMENT_DESTROY_WALLS","Destrua <number> muros em batalhas multijogador."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Humilhador"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Destrua <number> Centros da Vila em batalhas multijogador."
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conquistador"
"TID_ACHIEVEMENT_PVP_ATTACKS","Vença <number> batalhas multijogador."
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Indestrutível"
"TID_ACHIEVEMENT_PVP_DEFENSES","Defenda-se de <number> ataques."
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Espanca-morteiro"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Destrua <number> morteiros em batalhas multijogador."
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Assalto heroico"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Saqueie <number> unidades de elixir negro."
"TID_MOREGAMES","Mais jogos"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Recompensa"
"TID_POPUP_ACHIEVEMENTS_TITLE","Conquistas"
"TID_ACHIEVEMENTS_INFO","Conquistas também no Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Conquistas também no Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Concluídas:"
"TID_ACHIEVEMENTS_REWARD","Recompensas:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Conquista concluída! Você recebeu <number> gemas."
"TID_X","x"
"TID_NO_MESSAGES","Nenhuma mensagem nova."
"TID_NO_MESSAGES_TEXT","Após reconstruir o Castelo do Clã, você receberá convites de clãs aqui."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Configurações de idioma"
"TID_POPUP_CHANGE_LANGUAGE","Tem certeza de que quer alterar as configurações de idioma?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Torneio de clãs"
"TID_LEADERBOARDBANNER_REWARD","Os 3 melhores clãs recebem (dividido igualmente entre os 20 melhores jogadores do clã):"
"TID_LEADERBOARDBANNER_TIMELEFT","Termina em:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Cofres maiores"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Melhore um depósito de ouro para o nível <number>."
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Detonador de sindicatos"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Destrua <number> cabanas do construtor em batalhas multijogador."
"TID_MOVEMENT_SPEED","Velocidade:"
"TID_TRAP_SUPERBOMB","Bomba Gigante"
"TID_TRAP_SUPERBOMB_INFO","Quando precisar de uma grande explosão, use a bomba gigante."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Conquista concluída!"
"TID_PUSH_ATTACKED","Sua vila foi invadida por <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Render-se?"
"TID_SURRENDER_POPUP_TEXT","Chefe, tem certeza de que deseja dar a ordem de retirada? Nosso exército será derrotado!"
"TID_END_BATTLE_POPUP_TITLE","Encerrar a batalha?"
"TID_END_BATTLE_POPUP_TEXT","Chefe, quer mesmo encerrar a luta agora?"
"TID_SHIELD_ON_COOLDOWN","Escudo ainda não disponível!"
"TID_COOLDOWN","Espera:"
"TID_WAITING_FOR_COOLDOWN","Disponível:"
"TID_FAQ_BUTTON","Ajuda e suporte"
"TID_FAQ_WINDOW_TITLE","Ajuda e suporte"
"TID_FORUMS_BUTTON","Fóruns"
"TID_HINT_WELCOME","Era uma vez uma clareira em uma floresta mágica..."
"TID_HINT_UPGRADE_CANNONS","Melhore seus canhões para aprimorar a defesa contra intrusos."
"TID_HINT_SHIELD","Vai dar um tempo no Clash of Clans? Compre um escudo para proteger seus troféus!"
"TID_HINT_UPGRADE_TROOPS","Aperfeiçoe seu exército! Construa o laboratório e melhore suas tropas."
"TID_HINT_UPGRADE_MINES","Acabou o ouro? Melhore suas minas de ouro!"
"TID_HINT_BUY_TROOP_HOUSING","Melhore os acampamentos e forme um grande exército!"
"TID_HINT_UPGRADE_WALLS","Melhore seus muros para dificultar a vida do inimigo."
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Estruturas defensivas como canhões não podem atirar enquanto são melhoradas."
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Minas de ouro e coletores de elixir não geram recursos enquanto são melhorados."
"TID_HINT_RESOURCE_LOSSES","Mesmo que sua vila seja completamente destruída, sempre sobra um pouco de ouro e de elixir."
"TID_HINT_DEFENSE","Construir boas defesas é tão essencial quanto o ataque agressivo."
"TID_HINT_BARBARIAN_TARGET","Os Bárbaros tendem a atacar o alvo mais perto, independentemente do tipo de construção."
"TID_HINT_ARCHER_TARGET","Arqueiras acertam o que estiver a seu alcance."
"TID_HINT_GOBLIN_TARGET","Goblins são ávidos por ouro e elixir. Seus alvos favoritos são construções de recursos."
"TID_HINT_GOBLIN_DAMAGE","Goblins causam o dobro de dano às construções de recursos."
"TID_HINT_GIANT_TARGET","Gigantes preferem atacar estruturas defensivas, como canhões."
"TID_HINT_GIANT_DEPLOY","Gigantes podem causar muito dano. Mobilize-os primeiro para atrair a atenção dos defensores."
"TID_HINT_WALLBREAKER_TARGET","Destruidores de Muros abrem buracos que permitem atacar construções inimigas."
"TID_HINT_WALLBREAKER_DAMAGE","Os Destruidores de Muros causam grande dano aos muros do inimigo, mas explodem no processo."
"TID_HINT_BALLOON_TARGET","Os Balões atacam principalmente as defesas inimigas, como os canhões."
"TID_HINT_BALLOON_AIR","O Balão é uma unidade de voo. Por isso, canhões e morteiros não podem atingi-lo."
"TID_HINT_WIZARD_INFO","Os Magos podem causar grande dano, mas não podem receber muito em troca."
"TID_HINT_HEALER_INFO","As Curadoras curam unidades terrestres, mas não atacam inimigos."
"TID_HINT_HEALER_AIR","A Curadora é uma unidade de voo. Defesas aéreas e Torres Arqueiras podem abatê-la rapidamente."
"TID_HINT_DRAGON_AIR","O Dragão é uma unidade de voo poderosa que pode atacar alvos terrestres e aéreos."
"TID_HINT_PEKKA_INFO","P.E.K.K.A é uma amazona? Samurai? Robô? Ninguém sabe!"
"TID_HINT_PEKKA_TRAP","A armadura da P.E.K.K.A é tão pesada que a armadilha de mola não tem nenhum efeito sobre ela."
"TID_HINT_CANNON_TARGET","Canhões só atiram em unidades terrestres."
"TID_HINT_MORTAR_TARGET","Morteiros só podem atacar alvos terrestres."
"TID_HINT_MORTAR_DAMAGE","Morteiros danificam todas as unidades terrestres perto do local atingido."
"TID_HINT_ARCHER_TOWER_TARGET","As Torres Arqueiras atingem unidades aéreas e terrestres."
"TID_HINT_AIR_DEFENSE_TARGET","Foguetes de defesa aérea só funcionam contra unidades de voo."
"TID_HINT_WIZARD_TOWER_DAMAGE","A Torre do Mago danifica todas as unidades na área alvo."
"TID_HINT_WIZARD_TOWER_TARGET","A Torre do Mago pode atingir unidades terrestres e aéreas."
"TID_HINT_TESLA_HIDDEN","A tesla oculta fica escondida até que o adversário chegue perto o bastante."
"TID_HINT_TESLA_TARGET","A tesla oculta pode atacar unidades terrestres e aéreas."
"TID_HINT_TRAPS_TARGET","Os adversários só conseguem ver as armadilhas ao chegarem perto o bastante."
"TID_HINT_OBSTACLES","Remover obstáculos, como rochas e árvores, pode dar recompensas em gemas."
"TID_HINT_BATTLE_LOG","O registro de batalhas mostra dados sobre os ataques à sua vila."
"TID_HINT_REPLAY","Você pode ver replays das batalhas no registro de batalhas!"
"TID_HINT_ENEMY_TOWN_HALL","A destruição de um Centro da Vila inimigo sempre rende uma estrela."
"TID_HINT_CLAN_CASTLE","As tropas no Castelo do Clã defenderão a vila."
"TID_HINT_CAMP","As tropas nos acampamentos servem só para ataque e não defenderão a vila."
"TID_HINT_SHIELD2","Um escudo ativo protege contra todos os ataques, mas atacar os outros reduzirá a sua duração."
"TID_HINT_SHIELD_GAIN","Você recebe um escudo gratuito quando um jogador destrói sua vila."
"TID_HINT_SHIELD_GAIN_TIME","Você recebe um escudo de maior duração quando sua vila é muito danificada."
"TID_HINT_SHIELD_LOSE","Se você atacar outro jogador enquanto tiver um escudo ativo, perderá algumas horas do escudo."
"TID_HINT_SHIELD_SINGLE_PLAYER","Você pode atacar a horda de Goblins (jogue missões no modo campanha) sem perder o escudo ativo."
"TID_HINT_SINGLE_PLAYER_REWARDS","Precisa de mais ouro para uma melhoria? Roube-o dos Goblins em uma missão do modo campanha!"
"TID_HINT_TROPHY_COUNT","Os troféus ganhos serão deduzidos dos troféus de seus adversários!"
"TID_HINT_ACHIEVEMENT_GEMS","Conclua conquistas para ganhar gemas!"
"TID_HINT_UNLOCKS","Melhore o Centro da Vila para desbloquear construções e novos níveis de melhoria para as construções atuais."
"TID_HINT_REBUILD_CLANCASTLE","Reconstrua o Castelo do Clã para unir forças com outros jogadores!"
"TID_HINT_CLAN_REINFORCEMENTS","Use o Castelo do Clã para pedir reforços aos membros do clã!"
"TID_HINT_CLAN_TROOP_DEPLOY","Você pode usar as tropas de reforço do Castelo do Clã para defender a vila de um ataque inimigo ou mobilizá-las ao atacar."
"TID_HINT_SPELL_LIGTHNING","O Feitiço de Relâmpago danifica unidades e construções em uma área reduzida."
"TID_HINT_SPELL_HEALING","O Feitiço de Cura cria um círculo que regenera as unidades dentro dele."
"TID_HINT_SPELL_RAGE","O Feitiço de Fúria cria um círculo de fúria que torna as unidades dentro dele mais fortes e mais rápidas."
