"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","PartsLayout","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","BuildAnimSWF","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnits","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","DamageMulti","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","SpawnOnAttack","SummonTroopCount","SplashAirAndGround","RandomizeTarget","ReflectsDamage","Loot","Reward","UnoccupiedPartsLayout"
,4,,,,,,,"capital_multimortar_lvl4",,,,,,,,,,33000,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,110,,,,,,"Multi Mortar Attack",,,,,,,"Multi Mortar Hit","CapitalMortar Ammo4",,,,,,,"cc_mortar_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,
,5,,,,,,,"capital_multimortar_lvl5",,,,,,,,,,55000,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,120,,,,,,"Multi Mortar Attack",,,,,,,"Multi Mortar Hit","CapitalMortar Ammo4",,,,,,,"cc_mortar_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,
"Super Wizard Tower",1,"TID_CAPBUILD_SUPERWIZARDTOWER","TID_CAPBUILD_SUPERWIZARDTOWER_INFO","Defense",,,"sc/buildings_cc.sc","capital_wizard_tower_lvl1",,,"dummy_particle","ruin_wizard_tower",,,,,"CapitalResource",6500,1,3,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,550,,,,2000,,,60,,,,,,"Building Destroyed",,"Super Wizard Tower Attack",,225,10,128,60,"Super Wizard Attack Chain","Super Wizard Hit",,,"sc/buildings_cc.sc","rock_destructed_tiles2",1,1,,"cc_cannon_big_base","TRUE","TRUE",,,,,,,,,,,,,,,,,"Wizard Tower Pickup","Wizard Tower Placing",,"Capital Super Wizard",1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,"TRUE",,150,0,
,2,,,,,,,"capital_wizard_tower_lvl2",,,,,,,,,,13000,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,70,,,,,,,,"Super Wizard Tower Attack",,,,,,,,,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,"Capital Super Wizard",1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,
,3,,,,,,,"capital_wizard_tower_lvl3",,,,,,,,,,26000,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,80,,,,,,,,"Super Wizard Tower Attack",,,,,,,,,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,"Capital Super Wizard",1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
,4,,,,,,,"capital_wizard_tower_lvl4",,,,,,,,,,42000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,90,,,,,,,,"Super Wizard Tower Attack",,,,,,,,,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,"Capital Super Wizard",1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,
,5,,,,,,,"capital_wizard_tower_lvl5",,,,,,,,,,70000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,100,,,,,,,,"Super Wizard Tower Attack",,,,,,,,,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,"Capital Super Wizard",1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,
"Air Bombs",1,"TID_CAPBUILD_AIRBOMBS","TID_CAPBUILD_AIRBOMBS_INFO","Defense",,,"sc/buildings_cc.sc","cc_airDefence_factory_lvl1",,,"dummy_particle","ruin_air_bombs",,,,,"CapitalResource",6000,1,3,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,850,,,,3000,,,225,,,,,,"Building Destroyed",,"Air Defence Barrel Attack",,,,,,,"Capital Air Bomb Hit","Air Bomb Projectile1",,"sc/buildings_cc.sc","rockWood_destructed_tiles2",1,1,,"cc_cannon_big_base","TRUE","FALSE",,,,,,,,,,,120,,,,,,"Air Defence Pickup","Air Defence Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,180,0,
,2,,,,,,,"cc_airDefence_factory_lvl2",,,,,,,,,,12000,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,,,,,,,,,250,,,,,,,,"Air Defence Barrel Attack",,,,,,,"Capital Air Bomb Hit","Air Bomb Projectile1",,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,
,3,,,,,,,"cc_airDefence_factory_lvl3",,,,,,,,,,24000,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,275,,,,,,,,"Air Defence Barrel Attack",,,,,,,"Capital Air Bomb Hit","Air Bomb Projectile2",,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,
,4,,,,,,,"cc_airDefence_factory_lvl4",,,,,,,,,,39000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,300,,,,,,,,"Air Defence Barrel Attack",,,,,,,"Capital Air Bomb Hit","Air Bomb Projectile2",,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,
,5,,,,,,,"cc_airDefence_factory_lvl5",,,,,,,,,,65000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,325,,,,,,,,"Air Defence Barrel Attack",,,,,,,"Capital Air Bomb Hit","Air Bomb Projectile3",,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,
"Rapid Rockets",1,"TID_CAPBUILD_RAPID_ROCKETS","TID_CAPBUILD_RAPID_ROCKETS_INFO","Defense",,,"sc/buildings_cc.sc","capital_airdefense_lvl1",,,"dummy_particle","ruin_rapid_rockets",,,,,"CapitalResource",5500,1,4,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,700,,,,550,,,260,,,,,"TRUE","Building Destroyed",,"Air Defence Mini Attack",,,,,,,"Rapid Rocket Hit","RapidRocketProjectile",,"sc/buildings_cc.sc","wood_destructed_tiles2",1,1,,"cc_cannon_small_base","TRUE","FALSE",,,,,,,,,,,,,,,,,"Air Defence Pickup","Air Defence Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,130,0,
,2,,,,,,,"capital_airdefense_lvl2",,,,,,,,,,11000,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,295,,,,,,,,,,,,,,,"Rapid Rocket Hit",,,"sc/buildings_cc.sc","wood_destructed_tiles2",,,,"cc_cannon_small_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,
,3,,,,,,,"capital_airdefense_lvl3",,,,,,,,,,22000,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,330,,,,,,,,,,,,,,,"Rapid Rocket Hit",,,"sc/buildings_cc.sc","rockWood_destructed_tiles2",,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,
,4,,,,,,,"capital_airdefense_lvl4",,,,,,,,,,36000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,365,,,,,,,,,,,,,,,"Rapid Rocket Hit",,,"sc/buildings_cc.sc","rockWood_destructed_tiles2",,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,
,5,,,,,,,"capital_airdefense_lvl5",,,,,,,,,,60000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,400,,,,,,,,,,,,,,,"Rapid Rocket Hit",,,"sc/buildings_cc.sc","rockWood_destructed_tiles2",,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
"Crusher",1,"TID_CAPBUILD_CRUSHER","TID_CAPBUILD_CRUSHER_INFO","Defense",,,"sc/buildings_cc.sc","capital_crusher_lvl1",,,"dummy_particle","ruin_crusher",,,,,"CapitalResource",4000,1,4,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,170,,,,3500,,2200,150,,,,,,"Building Destroyed",,"CrusherAttack",,,,,,,"Generic Hit",,,"sc/buildings_cc.sc","rock_destructed_tiles2",1,1,,"cc_cannon_small_base","FALSE","TRUE",,,,,,,,,,,210,,,,,,"Basic Turret Pickup","Basic Turret Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,150,,,,,,,,,,,,130,0,
,2,,,,,,,"capital_crusher_lvl2",,,,,,,,,,8000,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,,,,,,,,,175,,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"cc_cannon_small_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,
,3,,,,,,,"capital_crusher_lvl3",,,,,,,,,,16000,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,200,,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,
,4,,,,,,,"capital_crusher_lvl4",,,,,,,,,,27000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,225,,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,
,5,,,,,,,"capital_crusher_lvl5",,,,,,,,,,45000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,250,,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"cc_cannon_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
"Mega Tesla",1,"TID_CAPBUILD_MEGATESLA","TID_CAPBUILD_MEGATESLA_INFO","Defense",,,"sc/buildings_cc.sc","cc_mega_tesla_lvl1_setup",,,"dummy_particle","ruin_mega_tesla",,,,,"CapitalResource",7000,1,4,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,600,,,,4000,,,150,,,,,,"Building Destroyed",,"CapitalMegaTesla Attack_1",,225,2,128,20,"CapitalMegaTesla Attack_1_chain","Mega Tesla Hit",,,"sc/buildings_cc.sc","rockWood_destructed_tiles2",1,1,,,"TRUE","TRUE",,,,,,,,,,,,,,,,,"Tesla Pickup","Tesla Placing",,,,,,,,,"TRUE",,,600,"cc_mega_tesla_lvl1","Megatesla Appear",,,,,,,,,,,,,,,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,160,0,
,2,,,,,,,"cc_mega_tesla_lvl2_setup",,,,,,,,,,14000,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,175,,,,,,,,"CapitalMegaTesla Attack_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cc_mega_tesla_lvl2",,,,,,,,,,,,,,,,,,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
,3,,,,,,,"cc_mega_tesla_lvl3_setup",,,,,,,,,,28000,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,200,,,,,,,,"CapitalMegaTesla Attack_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cc_mega_tesla_lvl3",,,,,,,,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,
,4,,,,,,,"cc_mega_tesla_lvl4_setup",,,,,,,,,,45000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,225,,,,,,,,"CapitalMegaTesla Attack_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cc_mega_tesla_lvl4",,,,,,,,,,,,,,,,,,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,
,5,,,,,,,"cc_mega_tesla_lvl5_setup",,,,,,,,,,75000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,250,,,,,,,,"CapitalMegaTesla Attack_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cc_mega_tesla_lvl5",,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,
"Giant Cannon",1,"TID_BUILDING_GIANT_CANNON","TID_GIANT_CANNON_INFO","Defense",,,"sc/buildings_cc.sc","capital_giant_cannon_lvl1",,,"dummy_particle","ruin_giant_cannon",,,,,"CapitalResource",10000,1,5,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,,1000,,,,5000,,,80,,,,,,"Building Destroyed",,"Giant Cannon Attack",,,,,,,"Generic Hit","Giant Cannon Projectile",,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"cc_rocket_big_base","FALSE","TRUE",,,,,,,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,"TRUE",100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,"TRUE",,340,0,
,2,,,,,,,"capital_giant_cannon_lvl2",,,,,,,,,,20000,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,,,,,,,,,90,,,,,,,,"Giant Cannon Attack",,,,,,,,"Giant Cannon Projectile",,"sc/buildings_cc.sc","rockWood_destructed_tiles3",,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,
,3,,,,,,,"capital_giant_cannon_lvl3",,,,,,,,,,40000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,,,,,,,,,100,,,,,,,,"Giant Cannon Attack",,,,,,,,"Giant Cannon Projectile",,"sc/buildings_cc.sc","rockWood_destructed_tiles3",,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,
,4,,,,,,,"capital_giant_cannon_lvl4",,,,,,,,,,63000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,,,,,,,,,110,,,,,,,,"Giant Cannon Attack",,,,,,,,"Giant Cannon Projectile",,"sc/buildings_cc.sc","rock_destructed_tiles3",,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,
,5,,,,,,,"capital_giant_cannon_lvl5",,,,,,,,,,105000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,120,,,,,,,,"Giant Cannon Attack",,,,,,,,"Giant Cannon Projectile",,"sc/buildings_cc.sc","rock_destructed_tiles3",,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,
"Rocket Artillery",1,"TID_CAPBUILD_ROCKET","TID_CAPBUILD_ROCKET_INFO","Defense",,,"sc/buildings_cc.sc","capital_mortar_lvl1",,,"dummy_particle","ruin_rocket_artillery",,,,,"CapitalResource",12500,1,5,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,1200,,,,4000,,,140,,,,,,"Building Destroyed",,"Rocket Attack",,,,,,,"Super_Bomb","Rocket Artillery Ammo1",,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"cc_rocket_big_base","TRUE","TRUE",,,,,,,,,,300,200,,,,,,"Scattershot Pickup","Scattershot Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"TRUE",,,360,0,
,2,,,,,,,"capital_mortar_lvl2",,,,,,,,,,25000,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,160,,,,,,,,"Rocket Attack",,,,,,,"Super_Bomb","Rocket Artillery Ammo1",,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,
,3,,,,,,,"capital_mortar_lvl3",,,,,,,,,,50000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,180,,,,,,,,"Rocket Attack",,,,,,,"Super_Bomb","Rocket Artillery Ammo2",,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,
,4,,,,,,,"capital_mortar_lvl4",,,,,,,,,,78000,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,200,,,,,,,,"Rocket Attack",,,,,,,"Super_Bomb","Rocket Artillery Ammo2",,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,
,5,,,,,,,"capital_mortar_lvl5",,,,,,,,,,130000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,220,,,,,,,,"Rocket Attack",,,,,,,"Super_Bomb","Rocket Artillery Ammo5",,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,
