"Barbarian",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer9_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer9_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer9_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer9_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer9_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer10",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer10_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer10_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer10_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer10_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer10_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Archer11",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"archer11_run1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"idle","TRUE",,,"archer11_idle1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"attack","TRUE",,5,"archer11_attack1","FALSE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"celebrate","TRUE",,,"archer11_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
,"spawn","TRUE",,,"archer11_cheer1","TRUE","TRUE","sc/chr_archer.sc",,,,,,,,,,
"Giant",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant2_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant2_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant2_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant2_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant2_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant2_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant3_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",10,,"giant3_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant3_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant3_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant3_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",1,,"giant3_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant6_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant6_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant6_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant6_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant6_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant6_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant7_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",10,,"giant7_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant7_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant7_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant7_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",4,,"giant7_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant8_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant8_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant8_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant8_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant8_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant8_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant9_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant9_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant9_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant9_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant9_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant9_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant10",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant10_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant10_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant10_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant10_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant10_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant10_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant11",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant11_walk1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"idle","TRUE",,,"giant11_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant11_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,16,"giant11_attack2","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,,"TRUE",1,14,"giant11_attack3","FALSE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant11_idle1","TRUE","TRUE","sc/chr_giant.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant1_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant1_spec_walk1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"idle","TRUE",,,"giant1_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant1_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,16,"giant1_spec_attack2","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,14,"giant1_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant1_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant2_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant2_spec_walk1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"idle","TRUE",10,,"giant2_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant2_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,16,"giant2_spec_attack2","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,14,"giant2_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"celebrate","TRUE",4,,"giant2_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant3_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant3_spec_walk1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"idle","TRUE",,,"giant3_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant3_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,16,"giant3_spec_attack2","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,14,"giant3_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant3_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant4_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant4_spec_walk1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"idle","TRUE",,,"giant4_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant4_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,16,"giant4_spec_attack2","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,14,"giant4_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant4_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Giant5_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"giant5_spec_walk1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"idle","TRUE",,,"giant5_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"attack","TRUE",1,14,"giant5_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,16,"giant5_spec_attack2","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,,"TRUE",1,14,"giant5_spec_attack3","FALSE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"celebrate","TRUE",,,"giant5_spec_idle1","TRUE","TRUE","sc/chr_giant2.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon2_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon2_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon2_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon2_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon3_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon3_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon3_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon3_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon4_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon4_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon4_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon4_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon5_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon5_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon5_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon5_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon6_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon6_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon6_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon6_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon7_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon7_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon7_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon7_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon8_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon8_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon8_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon8_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Dragon9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"dragon9_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"idle","TRUE",,,"dragon9_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"attack","TRUE",,2,"dragon9_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"celebrate","TRUE",,,"dragon9_fly1","TRUE","TRUE","sc/chr_dragon.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin1_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin1_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin1_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin1_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin2_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin2_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin2_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin2_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin3_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin3_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin3_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin3_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin6_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin6_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin6_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin6_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin7_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin7_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin7_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin7_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin8_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin8_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin8_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin8_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin9_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin9_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
