"TID","NL"
"TID_TUTORIAL_DEFEND_5","Gwarh, GOUD! Wij kobolden zijn dol op goud!"
"TID_TUTORIAL_DEFEND_BUTTON","Kom maar op!"
"TID_TUTORIAL_WORKER_1","Wauw, dat gaat lekker! Nu moeten we dit dorp gevechtsklaar zien te krijgen."
"TID_TUTORIAL_WORKER_2","Neem een tweede bouwvakker aan om twee gebouwen tegelijkertijd te bouwen."
"TID_TUTORIAL_ELIXIR_1","Je gebruikt elixir om troepen te trainen en gebouwen te bouwen."
"TID_TUTORIAL_ELIXIR_2","Je kunt elixir uit de grond pompen. Probeer het maar eens!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","De pomp kan maar een kleine hoeveelheid elixir opslaan."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Bouw een elixirtank zodat we er zoveel mogelijk van kunnen opslaan!"
"TID_TUTORIAL_GOLD_STORAGE_1","We hebben ook een veilige plek nodig om ons goud in te bewaren."
"TID_TUTORIAL_GOLD_STORAGE_2","Bouw een goudkluis zodat we meer goud kunnen opslaan!"
"TID_TUTORIAL_BARRACK_1","Chief, we hebben een leger nodig om tegen die kobolden te vechten! Bouw een kazerne."
"TID_TUTORIAL_TRAIN_1","Train nu wat troepen!"
"TID_TUTORIAL_TRAIN_2","Tik op de kazerne en selecteer Troepen trainen."
"TID_TUTORIAL_CHANGE_NAME","Dat was een geweldig gevecht! Hoe wil je worden genoemd?"
"TID_TUTORIAL_TOWN_HALL_1","Met het goud dat we van de kobolden hebben afgepakt, kunnen we het stadhuis upgraden."
"TID_TUTORIAL_TOWN_HALL_2","Goed gedaan! Dankzij de upgrade van het stadhuis kunnen we nu nieuwe gebouwen kopen in de winkel."
"TID_TUTORIAL_ACHIEVEMENTS","Als je nieuwe uitdagingen zoekt, tik dan hier."
"TID_TUTORIAL_ACHIEVEMENTS2","Chief, je weet wat je te doen staat. Het hele dorp rekent op je!"
"TID_GOBLIN_SPEAKS_1","Gwaaarh! Je bent nog niet van me af."
"TID_GOBLIN_SPEAKS_2","Je mag me dan een keer verslagen hebben, maar dit koboldenkamp is heel wat lastiger."
"TID_TUTORIAL_GOLDSTORAGE","Je hebt een plek nodig om al dat waardevolle goud in op te bergen!"
"TID_TUTORIAL_ELIXIRSTORAGE","Dat elixir moet ook ergens worden opgeslagen."
"TID_LOCKED_IN_TUTORIAL","Voltooi de tutorial om deze functie te ontgrendelen!"
"TID_TUTORIAL_ATTACK_NPC_1","De tovenaars van de ivoren toren zijn hier om ons te helpen! Schakel het koboldenkamp uit!"
"TID_TUTORIAL_ATTACK_NPC_2","Goed gedaan. Tijd om die groene gluiperds een lesje te leren!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Aanvallen!"
"TID_NPC_NAME_TUTORIAL","Wraak"
"TID_NPC_NAME_TUTORIAL2","Koboldbos"
"TID_JOINALLIANCEQUESTION","Uitnodiging van clan accepteren?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Aanvallen met schild"
"TID_POPUP_SHIELD_REMOVAL","Je kunt op elk moment iemand vinden om tegen te vechten, maar de duur van je schild neemt af als je een aanval start. Als de duur minder is dan de aanvalskosten, wordt je schild verwijderd."
"TID_UPDATE_TROOP_LEVEL","Upgraden naar level <number>"
"TID_LEVEL_UP","Hoger level!"
"TID_NEW_ITEMS_UNLOCKED","Nieuwe voorwerpen ontgrendeld"
"TID_MISSION_SCREEN_TITLE","Missies"
"TID_MISSION_REWARD","Beloning:"
"TID_MISSION_COMPLETE_TITLE","Missie voltooid!"
"TID_ATTACK_LOCKED","Upgrade het stadhuis naar level 2 om deze functie te ontgrendelen!"
"TID_RANKTITLE","Rang"
"TID_BUTTON_REPAIR","Repareren"
"TID_DIAMOND_PACK_1","Stapel edelstenen"
"TID_DIAMOND_PACK_2","Zak edelstenen"
"TID_DIAMOND_PACK_3","Buidel edelstenen"
"TID_DIAMOND_PACK_4","Krat edelstenen"
"TID_DIAMOND_PACK_5","Bak edelstenen"
"TID_TRAIN_TUTORIAL_ARROW","Ingedrukt houden"
"TID_DIAMOND_SHOP_PACK","<number> edelstenen"
"TID_GOLD_SHOP_PACK","<number> goud"
"TID_ELIXIR_SHOP_PACK","<number> elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Vul goudkluizen"
"TID_RESOURCE_PACK_ELIXIR_FULL","Vul elixirtanks"
"TID_RESOURCE_PACK_GOLD_10","Vul kluizen met 10%"
"TID_RESOURCE_PACK_ELIXIR_10","Vul kluizen met 10%"
"TID_RESOURCE_PACK_GOLD_50","Vul kluizen met 50%"
"TID_RESOURCE_PACK_ELIXIR_50","Vul kluizen met 50%"
"TID_CONTAINER_MAX","Max: <amount>"
"TID_SHOP_AVAILABLE","Gebouwd:"
"TID_BATTLE_LOG_COL_1","Tegenstander:"
"TID_BATTLE_LOG_COL_2","Grondstoffen verloren:"
"TID_BATTLE_LOG_COL_3","Resultaat:"
"TID_PVP_BUTTON","Tegen- stander zoeken"
"TID_NPC_ATTACK_BUTTON","Aanvallen"
"TID_NPC1","Koboldbuitenpost"
"TID_NPC2","Rotsfort"
"TID_NPC3","Koboldknuppel"
"TID_NPC4","Kanonsregen"
"TID_NPC5","Twee rokende lopen"
"TID_NPC6","Goudkoorts"
"TID_NPC7","Op de korrel"
"TID_NPC8","Rattenvallei"
"TID_NPC9","Brute kracht"
"TID_NPC10","Koboldstad"
"TID_NPC11","M voor mortier"
"TID_NPC12","Megaknaller"
"TID_NPC13","Onbeweeglijk voorwerp"
"TID_NPC14","Goudfort"
"TID_NPC15","Wachttoren"
"TID_NPC16","Nepgoud"
"TID_NPC17","Gepokt en gemazeld"
"TID_NPC18","Springkasteel"
"TID_NPC19","Fikova"
"TID_NPC20","Koboldcampus"
"TID_NPC21","Doordouwer"
"TID_NPC22","Ommahha Biets"
"TID_NPC23","Muren van staal"
"TID_NPC24","Siciliaanse verdediging"
"TID_NPC25","Obsidiaantoren"
"TID_NPC26","Pijlpunt"
"TID_NPC27","Rode loper"
"TID_NPC28","Natuurkracht"
"TID_NPC29","Stalen zenuwen"
"TID_NPC30","Majestueus"
"TID_NPC31","Mokerslag"
"TID_NPC32","Apenpakkie"
"TID_NPC33","Pechtoren"
"TID_NPC34","Vechtjas"
"TID_NPC35","Tien met een griffel"
"TID_NPC36","Koboldwalhalla"
"TID_NPC37","Aan de haak"
"TID_NPC38","Onvoorziene schade"
"TID_NPC39","Kies-pijn"
"TID_NPC40","Megaboos"
"TID_NPC41","Kristalkorst"
"TID_NPC42","IJskoud"
"TID_NPC43","Spring-in-'t-veld"
"TID_NPC44","Aanrecht"
"TID_NPC45","Rollende terreur"
"TID_NPC46","Megavilla"
"TID_NPC47","P.E.K.K.A.'s speelhuis"
"TID_NPC48","Sorbettorens"
"TID_NPC49","Koboldkoning v.1"
"TID_NPC50","Koboldkoning v.2"
"TID_MULTIPLAYER","Multiplayer"
"TID_SINGLEPLAYER","Eén speler"
"TID_MULTIPLAYER_POINTS","Jouw trofeeën:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Niet genoeg edelstenen"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Wil je meer kopen?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Naar winkel"
"TID_TRAINING_INFO","Tik en houd het pictogram van de eenheid ingedrukt om meerdere troepen te trainen."
"TID_TRAINING_INFO2","Sleep eenheden om ze te trainen of anders in te delen."
"TID_FINISH_TRAINING","Training voltooien:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nieuwe Facebook-aanmelding"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Wil je het huidige spel aan dit Facebook-account koppelen?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nieuwe Game Center-aanmelding"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Wil je het huidige spel op dit Game Center-account opslaan?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nieuwe Google Play Sign-In"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Wil je het huidige spel op dit Google-account opslaan?"
"TID_GEM_POPUP_TEXT","Je edelstenen zijn op. Ga naar de winkel voor meer!"
"TID_FRIEND_LIST_TEAMUP_1","Clash met vrienden"
"TID_FRIEND_LIST_TEAMUP_2","Vriendenverzoeken worden hier weergegeven"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Volg je vrienden waar ze ook gaan!"
"TID_TROOP_SPEED_UP_SUCCESS","Troepentraining voltooid!"
"TID_UPDATING_CONTENT","Materiaal wordt gedownload"
"TID_LOADING","Bezig met laden"
"TID_SHUTDOWN_STARTED","Het spel zal wegens onderhoud over 5 minuten worden uitgeschakeld. Gedurende het onderhoud is aanvallen niet mogelijk."
"TID_SHUTDOWN_ATTACK_DISABLED","Gedurende het onderhoud is aanvallen niet mogelijk."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center-melding"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Wil je het dorp van <name> met stadhuislevel <number> laden? Waarschuwing: de voortgang in het huidige spel gaat dan verloren."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google-accountmelding"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Wil je het dorp van <name> met stadhuislevel <number> laden? Waarschuwing: de voortgang in het huidige spel gaat dan verloren."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-melding"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Dit Facebook-account is al gekoppeld aan een ander Clash of Clans-spel. Wil je het aan je huidige spel koppelen?"
"TID_VIEW_HIGHSCORES","Bekijk de sterkste clans en spelers ter wereld."
"TID_STARS_TOTAL","Sterren in totaal:"
"TID_SETTINGS_SCREEN_TITLE","Instellingen"
"TID_SETTINGS_NAME","Naam"
"TID_SETTINGS_CHANGENAMENOTE","LET OP! Je kunt je naam maar één keer wijzigen!"
"TID_SETTINGS_MUSIC","Muziek"
"TID_SETTINGS_SFX","Geluidseffecten"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Verbonden"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Losgekoppeld"
"TID_SETTINGS_SNOW","Sneeuw"
"TID_FEEDBACK_BUTTON","Een probleem melden"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20voor%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Info"
"TID_GIVE_NAME_TITLE","Mijn naam is..."
"TID_BUTTON_DONE","Klaar"
"TID_RATE_APP_TITLE","Beoordeel Clash of Clans"
"TID_RATE_APP_MESSAGE","Beoordeel Clash of Clans in de App Store om ons te vertellen wat je ervan vindt!"
"TID_RATE_APP_MESSAGE_ANDROID","Boordeel Clash of Clans op Google Play om ons waardevolle feedback te geven!"
"TID_BUTTON_RATE_APP_LATER","Later"
"TID_BUTTON_RATE_APP_REVIEW","Beoordelen"
"TID_BUTTON_RATE_APP_NEVER","Nooit"
"TID_COME_BACK_NOTIFICATION_SMALL","Kom terug, chief! Je leger heeft je nodig."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Je dorp heeft een leider nodig. Kom terug, chief!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hé, kom terug! Je dorp heeft een leider nodig."
"TID_SETTINGS_ON","Aan"
"TID_SETTINGS_OFF","Uit"
"TID_INVALID_NAME","Ongeldige naam! Probeer een andere naam."
"TID_MULTIPLAYER_COST","Kosten zoekactie:"
"TID_MULTIPLAYER_SHIELD_COST","Aanvalskosten:"
"TID_MAP_LOCATION_1","Meer van P.E.K.K.A."
"TID_MAP_LOCATION_2","Verboden woud"
"TID_MAP_LOCATION_3","Victorievallei"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Bevroren meer"
"TID_MAP_LOCATION_6","Plunderbaai"
"TID_MAP_LOCATION_7","Stenen meer"
"TID_MAP_LOCATION_8","Aslanboog"
"TID_MAP_LOCATION_9","Zuurvijver"
"TID_MAP_LOCATION_10","Koboldenkamp"
"TID_MAP_LOCATION_11","Bedorven zee"
"TID_MAP_LOCATION_12","Goudstulpje"
"TID_MAP_LOCATION_13","Kolossale pas"
"TID_MAP_LOCATION_14","Verlaten uitkijkpost"
"TID_NAME_TOO_SHORT","De naam is te kort!"
"TID_BUILDER","Bouwvakkers:"
"TID_GUARD_BUY_CONFIRMATION","Bescherming geactiveerd!"
"TID_SHIELD_BUY_CONFIRMATION","Schild geactiveerd!"
"TID_RESOURCE_BUY_CONFIRMATION","Grondstoffen ontvangen!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> ontvangen!</c>"
"TID_BATTLECOST","Kosten:"
"TID_CLAN_TOTAL_POINTS","Totaal aantal punten:"
"TID_CLAN_MEMBERS","Leden:"
"TID_CLAN_MEMBERS_COUNT","Leden <count>/<max>"
"TID_CLAN_TYPE","Type:"
"TID_TAP_TO_VIEW","Tik voor meer details"
"TID_ALLIANCE_REQUEST_ACCEPTED","Welkom bij onze clan!"
"TID_ALLIANCE_REQUEST_DECLINED","Clanverzoek afgewezen!"
"TID_ADD_FRIENDS_INFO","Game Center-vrienden verschijnen als je bent aangemeld bij Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play-vrienden komt binnenkort!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Clankasteel repareren"
"TID_REPAIR_CLAN_CASTLE","Clans ontgrendelen"
"TID_REPAIR_CLAN_CASTLE_2","Sluit je aan bij een clan om nieuwe bondgenoten te maken, versterkingen te ontvangen en mee te doen aan clanoorlogen en de clanspelen.\n\nRicht je eigen clan op om met vrienden te spelen, nieuwe leden te werven en je te onderscheiden in het rijk!"
"TID_POPUP_ABOUT_TO_SELL","Weet je het zeker?"
"TID_TRAP_MINE_INFO","Niets zegt duidelijker 'WEGWEZEN' dan een goed verborgen bom."
"TID_TRAP_EJECTOR_INFO","Deze kleine stuiter gooit alle ongewenste bezoekers van je grondgebied!"
"TID_WALL_INFO","Muren zijn geweldig om je dorp te beschermen en je vijanden in de vuurlinie te houden."
"TID_ABOUT","Credits\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012-2023 Supercell Ltd. Alle rechten voorbehouden.\nIn afwachting van Amerikaans octrooi.\nIeder gebruik van deze software is onderhevig aan de Algemene voorwaarden en het Privacybeleid op www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","<amount> edelstenen ontvangen!"
"TID_MULTIDEVICE_INFO","Meld je aan met je Supercell ID-account om je voortgang veilig te stellen en op meerdere apparaten te spelen."
"TID_GUARD_INFO","Het beste op het gebied van aanval en verdediging! Beschermingen voorkomen aanvallen op je dorp, terwijl jij zelf anderen gewoon kunt aanvallen. Alleen beschikbaar als er geen schild actief is."
"TID_SHIELD_INFO","Langdurige verdediging! Schilden voorkomen een aanval op je dorp, maar als je zelf aanvalt, vermindert de schildduur. Als je meerdere schilden koopt, wordt hun schildduur bij elkaar opgeteld."
"TID_PLACEMENT_HINT_TUTORIAL1","Tik meerdere keren op een leeg gebied om je troepen in te zetten"
"TID_PLACEMENT_HINT_TUTORIAL2","Zet meerdere troepen in door je vinger op het scherm te houden."
"TID_PLACEMENT_HINT","Tik of houd ingedrukt om troepen in te zetten"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Pak die kobolden!"
"TID_ACHIEVEMENT_NPC_STARS","Win <number> sterren op de campagnekaart"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Groter en beter"
"TID_ACHIEVEMENT_TOWN_HALL","Upgrade het stadhuis naar level <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Zoete overwinning!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Behaal <number> trofeeën in multiplayergevechten"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Laat de monsters los"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Ontgrendel een <name> in de kazerne"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Opgeruimd staat netjes"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Verwijder <number> obstakels (bomen, rotsen, struiken)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Behoeftige vrienden"
"TID_ACHIEVEMENT_DONATE_UNITS","Doneer versterkingen met een clankasteelcapaciteit van <number>"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Goudgraai"
"TID_ACHIEVEMENT_LOOT_GOLD","Steel <number> goud"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Elixirescapade"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Steel <number> elixir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Rijkbouwer"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Repareer het clankasteel"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Upgrade het clankasteel naar level <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Muurknaller"
"TID_ACHIEVEMENT_DESTROY_WALLS","Vernietig <number> muren in multiplayergevechten"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Vernederaar"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Vernietig <number> stadhuizen in multiplayergevechten"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Veroveraar"
"TID_ACHIEVEMENT_PVP_ATTACKS","Win <number> multiplayergevechten"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Onbreekbaar"
"TID_ACHIEVEMENT_PVP_DEFENSES","Verdedig je met succes tegen <number> aanvallen"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mortiermoller"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Vernietig <number> mortieren in multiplayergevechten"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Oppermachtige overval"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Steel <number> eenheden duister-elixir"
"TID_MOREGAMES","Meer games"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Opeisen"
"TID_POPUP_ACHIEVEMENTS_TITLE","Prestaties"
"TID_ACHIEVEMENTS_INFO","Prestaties ook in Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Prestaties ook in Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Voltooid:"
"TID_ACHIEVEMENTS_REWARD","Beloningen:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Prestatie voltooid! Je hebt <number> edelstenen ontvangen."
"TID_X","x"
"TID_NO_MESSAGES","Geen nieuwe berichten"
"TID_NO_MESSAGES_TEXT","Zodra je het clankasteel hebt gerepareerd, kun je hier clanuitnodigingen ontvangen."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Taalinstellingen"
"TID_POPUP_CHANGE_LANGUAGE","Weet je zeker dat je de taalinstellingen wilt veranderen?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Clantoernooi"
"TID_LEADERBOARDBANNER_REWARD","De 3 beste clans krijgen: (evenredig verdeeld over de beste 20 spelers van de clan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Eindigt over:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Grotere schatkisten"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Upgrade een goudkluis naar level <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Stakingbreker"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Vernietig <number> bouwketen in multiplayergevechten"
"TID_MOVEMENT_SPEED","Bewegingssnelheid:"
"TID_TRAP_SUPERBOMB","Reuzenbom"
"TID_TRAP_SUPERBOMB_INFO","Zoek je een grote knaller? Gebruik dan de reuzenbom."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Prestatie voltooid!"
"TID_PUSH_ATTACKED","Je dorp werd aangevallen door <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Overgave?"
"TID_SURRENDER_POPUP_TEXT","Weet je zeker dat je je wilt terugtrekken? Ons leger wordt dan verslagen!"
"TID_END_BATTLE_POPUP_TITLE","Gevecht stoppen?"
"TID_END_BATTLE_POPUP_TEXT","Weet je zeker dat je het gevecht nu wilt beëindigen?"
"TID_SHIELD_ON_COOLDOWN","Schild nog niet beschikbaar!"
"TID_COOLDOWN","Afkoeltijd:"
"TID_WAITING_FOR_COOLDOWN","Beschikbaar:"
"TID_FAQ_BUTTON","Hulp en ondersteuning"
"TID_FAQ_WINDOW_TITLE","Hulp en ondersteuning"
"TID_FORUMS_BUTTON","Forums"
"TID_HINT_WELCOME","Er was eens een open plek in een betoverend bos..."
"TID_HINT_UPGRADE_CANNONS","Upgrade je kanonnen om je beter tegen indringers te kunnen beschermen."
"TID_HINT_SHIELD","Even een pauze bij Clash of Clans? Koop een schild om je trofeeën te beschermen!"
"TID_HINT_UPGRADE_TROOPS","Verbeter je leger! Bouw het laboratorium en upgrade je troepen."
"TID_HINT_UPGRADE_MINES","Geen goud meer? Probeer je goudmijnen te upgraden."
"TID_HINT_BUY_TROOP_HOUSING","Upgrade je legerkampen om een enorm leger te bouwen!"
"TID_HINT_UPGRADE_WALLS","Upgrade je muren om de vijand te vertragen."
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Verdedigingswerken, zoals kanonnen, kunnen niet schieten wanneer deze worden geüpgraded."
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Goudmijnen en elixirpompen leveren geen grondstoffen op als ze worden geüpgraded."
"TID_HINT_RESOURCE_LOSSES","Zelfs als je dorp volledig wordt verwoest, houd je altijd een beetje goud en elixir over."
"TID_HINT_DEFENSE","Het opbouwen van een goede verdediging is net zo belangrijk als agressief aanvallen."
"TID_HINT_BARBARIAN_TARGET","Barbaren vallen meestal het dichtstbijzijnde gebouw aan, ongeacht het type."
"TID_HINT_ARCHER_TARGET","Boogschutters vallen alles binnen hun bereik aan."
"TID_HINT_GOBLIN_TARGET","Kobolden zijn gek op goud en elixir. Hun favoriete doelwitten zijn gebouwen met grondstoffen."
"TID_HINT_GOBLIN_DAMAGE","Kobolden richten dubbele schade aan bij grondstofgebouwen."
"TID_HINT_GIANT_TARGET","Reuzen vallen het liefste verdedigingswerken zoals kanonnen aan."
"TID_HINT_GIANT_DEPLOY","Reuzen kunnen heel wat schade verdragen. Zet deze als eerste in om de aandacht van de verdedigers te trekken."
"TID_HINT_WALLBREAKER_TARGET","Muurbrekers knallen gaten in muren die je de toegang versperren."
"TID_HINT_WALLBREAKER_DAMAGE","Muurbrekers brengen zware schade toe aan de muren van de vijand, maar blazen zichzelf daarbij wel op."
"TID_HINT_BALLOON_TARGET","Ballonnen richten zich vooral op de verdediging van de vijand, zoals kanonnen."
"TID_HINT_BALLOON_AIR","De ballon is een vliegende eenheid en kan niet door kanonnen en mortieren worden neergehaald."
"TID_HINT_WIZARD_INFO","Tovenaars kunnen veel schade aanrichten, maar kunnen zelf maar weinig weerstaan."
"TID_HINT_HEALER_INFO","Helers kunnen je grondeenheden genezen, maar vallen geen vijanden aan."
"TID_HINT_HEALER_AIR","De heler is een vliegende eenheid. Luchtafweer en boogschuttertorens kunnen haar snel neerschieten."
"TID_HINT_DRAGON_AIR","De draak is een machtige, vliegende eenheid die zowel grond- als luchtdoelen kan aanvallen."
"TID_HINT_PEKKA_INFO","Is P.E.K.K.A. een ridder? Een samoerai? Een robot? Niemand die het weet!"
"TID_HINT_PEKKA_TRAP","Het pantser van P.E.K.K.A. is zo zwaar dat de veerval er geen effect op heeft."
"TID_HINT_CANNON_TARGET","Kanonnen kunnen alleen gronddoelen aanvallen."
"TID_HINT_MORTAR_TARGET","Mortieren kunnen alleen gronddoelen beschieten."
"TID_HINT_MORTAR_DAMAGE","Mortieren richten schade aan bij alle grondeenheden in de buurt van de geraakte locatie."
"TID_HINT_ARCHER_TOWER_TARGET","Boogschuttertorens kunnen zowel lucht- als grondeenheden aanvallen."
"TID_HINT_AIR_DEFENSE_TARGET","Luchtafweerraketten werken alleen tegen vliegende eenheden."
"TID_HINT_WIZARD_TOWER_DAMAGE","De tovenaarstoren richt schade aan bij alle eenheden in het doelgebied."
"TID_HINT_WIZARD_TOWER_TARGET","De tovenaarstoren kan zowel lucht- als grondeenheden aanvallen."
"TID_HINT_TESLA_HIDDEN","De verborgen Teslatoren blijft verborgen voor aanvallers totdat deze voldoende zijn genaderd."
"TID_HINT_TESLA_TARGET","De verborgen Tesla kan zowel lucht- als grondeenheden aanvallen."
"TID_HINT_TRAPS_TARGET","Vallen blijven verborgen voor aanvallers totdat deze voldoende zijn genaderd."
"TID_HINT_OBSTACLES","Het opruimen van obstakels, zoals rotsen en bomen, levert je soms edelstenen op."
"TID_HINT_BATTLE_LOG","Het gevechtslogboek toont informatie over aanvallen op je dorp."
"TID_HINT_REPLAY","Met het gevechtslogboek kun je gevechten nogmaals bekijken."
"TID_HINT_ENEMY_TOWN_HALL","Als je een stadhuis van de vijand verwoest, levert je dat altijd een ster op."
"TID_HINT_CLAN_CASTLE","Troepen in het clankasteel zullen je dorp helpen verdedigen."
"TID_HINT_CAMP","Troepen in de legerkampen zijn alleen bestemd voor aanvallen. Ze zullen je dorp niet helpen verdedigen."
"TID_HINT_SHIELD2","Een actief schild beschermt je tegen aanvallen, hoewel de gebruiksduur afneemt als je zelf anderen aanvalt."
"TID_HINT_SHIELD_GAIN","Je krijgt een gratis schild als een aanvaller je dorp verwoest."
"TID_HINT_SHIELD_GAIN_TIME","Je krijgt een schild dat langer meegaat wanneer je dorp ernstig is beschadigd."
"TID_HINT_SHIELD_LOSE","Als je een andere speler aanvalt terwijl je een actief schild hebt, vermindert de schildduur met een aantal uren."
"TID_HINT_SHIELD_SINGLE_PLAYER","Je kunt de koboldhorde aanvallen (speel missies met één speler) zonder je actieve schild te verliezen."
"TID_HINT_SINGLE_PLAYER_REWARDS","Heb je wat meer goud nodig voor een upgrade? Pak het van de kobolden af in single-player-missies!"
"TID_HINT_TROPHY_COUNT","De trofeeën die jij wint, raakt je tegenstander kwijt!"
"TID_HINT_ACHIEVEMENT_GEMS","Voltooi prestaties om gratis groene edelstenen te verdienen!"
"TID_HINT_UNLOCKS","Upgrade je stadhuis om nieuwe gebouwen en nieuwe upgradelevels voor je huidige gebouwen te ontgrendelen."
"TID_HINT_REBUILD_CLANCASTLE","Repareer het verwoeste clankasteel om met andere spelers te kunnen samenwerken!"
"TID_HINT_CLAN_REINFORCEMENTS","Gebruik het clankasteel om versterkingen van je clangenoten te vragen!"
"TID_HINT_CLAN_TROOP_DEPLOY","De versterkingen in je clankasteel kunnen je dorp tegen een vijandelijke aanval verdedigen, maar je kunt ze ook bij een aanval inzetten."
"TID_HINT_SPELL_LIGTHNING","De bliksemspreuk brengt schade toe aan eenheden en gebouwen in een klein gebied."
"TID_HINT_SPELL_HEALING","De genezingsspreuk creëert een genezende cirkel die eenheden binnen de cirkel geneest."
"TID_HINT_SPELL_RAGE","De woedespreuk creëert een cirkel van woede die eenheden binnen de cirkel sterker en sneller maakt."
"TID_HINT_SPELL_JUMP","De sprongspreuk creëert een tijdelijke route over vijandelijke muren waarvan je troepen gebruik kunnen maken."
