"TID","MS"
"TID_TUTORIAL_CANNON_1","Selamat datang, Ketua! Kami sedang menunggu anda..."
"TID_TUTORIAL_CANNON_2","Ini kampung baharu kami. Kehidupan di sini sempurna sehinggalah..."
"TID_TUTORIAL_CANNON_3","Alamak, GOBLIN! Cepat, bina meriam untuk mempertahankan kampung!"
"TID_TUTORIAL_CANNON_4","Letakkan meriam di kampung. Kita mesti melindungi Dewan Bandaran!"
"TID_TUTORIAL_CANNON_5","Ketua, anda boleh membelanjakan sedikit permata untuk mempercepatkannya!"
"TID_TUTORIAL_DEFEND_1","Argh! Goblin sekalian, SERAAAANG!!"
"TID_TUTORIAL_DEFEND_1b","Kakaka, apa ni? Satu lagi manusia yang kecil dan lemah!"
"TID_TUTORIAL_DEFEND_2","Ah, memang sengit tadi. Terima kasih, Ketua!"
"TID_TUTORIAL_DEFEND_4","Kampung ini dibina di dalam lingkungan barisan lei. Bangunan akan membaiki sendiri secara automatik!"
"TID_TUTORIAL_DEFEND_5","Wah, EMAS! Goblin suka emas!"
"TID_TUTORIAL_DEFEND_BUTTON","Lawanlah!"
"TID_TUTORIAL_WORKER_1","Wah, hebat! Sekarang, kita perlu berlengkapkan kampung ini untuk melawan."
"TID_TUTORIAL_WORKER_2","Mengupah pembina kedua akan membenarkan anda memulakan dua pembinaan secara serentak."
"TID_TUTORIAL_ELIXIR_1","Eliksir digunakan untuk melatih askar dan membina bangunan."
"TID_TUTORIAL_ELIXIR_2","Anda boleh mengepam eliksir dari bawah tanah. Mari cuba!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Pengumpul hanya boleh menyimpan sedikit eliksir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Mari bina penyimpan eliksir supaya kita boleh menyimpan lebih banyak!"
"TID_TUTORIAL_GOLD_STORAGE_1","Kami juga memerlukan tempat yang selamat untuk menyimpan emas kita."
"TID_TUTORIAL_GOLD_STORAGE_2","Bina penyimpan emas supaya kita boleh menyimpan lebih banyak emas!"
"TID_TUTORIAL_BARRACK_1","Ketua, kita memerlukan tentera untuk melawan Goblin! Mari bina berek."
"TID_TUTORIAL_TRAIN_1","Sekarang, mari melatih beberapa askar!"
"TID_TUTORIAL_TRAIN_2","Ketik berek dan pilih ‘Latih Askar´"
"TID_TUTORIAL_CHANGE_NAME","Itu pertempuran yang hebat! Ayuh menamakan kampung ini untuk diingati dalam sejarah kami."
"TID_TUTORIAL_TOWN_HALL_1","Kita boleh menaik taraf Dewan Bandaran menggunakan emas yang kita ambil daripada Goblin."
"TID_TUTORIAL_TOWN_HALL_2","Bagus! Sekarang, kita boleh membina bangunan baharu dari kedai selepas menaik taraf Dewan Bandaran."
"TID_TUTORIAL_ACHIEVEMENTS","Jika anda sedang mencari cabaran baharu, ketik di sini."
"TID_TUTORIAL_ACHIEVEMENTS2","Ketua, nampaknya anda tahu apa yang perlu dilakukan. Seluruh kampung ini akan mengharapkan anda!"
"TID_GOBLIN_SPEAKS_1","Grrrr! Aku belum selesai dengan kau lagi."
"TID_GOBLIN_SPEAKS_2","Kau mungkin telah kalahkan aku satu kali, tapi kem Goblin ini lebih kuat."
"TID_TUTORIAL_GOLDSTORAGE","Anda juga memerlukan tempat untuk menyimpan semua emas anda!"
"TID_TUTORIAL_ELIXIRSTORAGE","Eliksir juga memerlukan tempat penyimpanan."
"TID_LOCKED_IN_TUTORIAL","Lengkapkan tutorial untuk membuka kunci ciri ini!"
"TID_TUTORIAL_ATTACK_NPC_1","Ahli Sihir dari Menara Gading datang membantu kita! Ayuh tewaskan kem Goblin!"
"TID_TUTORIAL_ATTACK_NPC_2","Bagus. Sekarang, mari lawan Goblin!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Serang!"
"TID_NPC_NAME_TUTORIAL","Tuntut Bela"
"TID_NPC_NAME_TUTORIAL2","Hutan Goblin"
"TID_JOINALLIANCEQUESTION","Terima jemputan Klan?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Menyerang Semasa Berpelindung"
"TID_POPUP_SHIELD_REMOVAL","Anda boleh cari padanan pada bila-bila masa tetapi pelindung anda akan disingkatkan jika anda memulakan serangan. Jika anda mempunyai kurang kos serangan, pelindung anda akan dibuang."
"TID_UPDATE_TROOP_LEVEL","Naik taraf ke tahap <number>"
"TID_LEVEL_UP","Naik Tahap!"
"TID_NEW_ITEMS_UNLOCKED","Item Baharu Dibuka Kunci!"
"TID_MISSION_SCREEN_TITLE","Misi"
"TID_MISSION_REWARD","Ganjaran:"
"TID_MISSION_COMPLETE_TITLE","Misi Lengkap!"
"TID_ATTACK_LOCKED","Naik taraf Dewan Bandaran ke tahap 2 untuk membuka kunci ciri ini!"
"TID_RANKTITLE","Kedudukan"
"TID_BUTTON_REPAIR","Bina Semula"
"TID_DIAMOND_PACK_1","Timbunan Permata"
"TID_DIAMOND_PACK_2","Beg Permata"
"TID_DIAMOND_PACK_3","Guni Permata"
"TID_DIAMOND_PACK_4","Kotak Permata"
"TID_DIAMOND_PACK_5","Peti Permata"
"TID_TRAIN_TUTORIAL_ARROW","Tahan"
"TID_DIAMOND_SHOP_PACK","<number> Permata"
"TID_GOLD_SHOP_PACK","<number> Emas"
"TID_ELIXIR_SHOP_PACK","<number> Eliksir"
"TID_RESOURCE_PACK_GOLD_FULL","Isi Penyimpan Emas"
"TID_RESOURCE_PACK_ELIXIR_FULL","Isi Penyimpan Eliksir"
"TID_RESOURCE_PACK_GOLD_10","Isi Penyimpanan 10%"
"TID_RESOURCE_PACK_ELIXIR_10","Isi Penyimpanan 10%"
"TID_RESOURCE_PACK_GOLD_50","Isi Penyimpanan Separuh"
"TID_RESOURCE_PACK_ELIXIR_50","Isi Penyimpanan Separuh"
"TID_CONTAINER_MAX","Maksimum: <amount>"
"TID_SHOP_AVAILABLE","Dibina:"
"TID_BATTLE_LOG_COL_1","Pihak Lawan:"
"TID_BATTLE_LOG_COL_2","Sumber hilang:"
"TID_BATTLE_LOG_COL_3","Hasil:"
"TID_PVP_BUTTON","Cari Padanan"
"TID_NPC_ATTACK_BUTTON","Serang"
"TID_NPC1","Outpost Goblin"
"TID_NPC2","Kubu Batuan"
"TID_NPC3","Gauntlet Goblin"
"TID_NPC4","Larian Bebola Meriam"
"TID_NPC5","Dua Tong Rokok"
"TID_NPC6","Gegas Emas"
"TID_NPC7","Barisan Maginot"
"TID_NPC8","Lembah Tikus"
"TID_NPC9","Daya Kasar"
"TID_NPC10","Gobbotown"
"TID_NPC11","M untuk Mortar"
"TID_NPC12","Peletup Mega"
"TID_NPC13","Objek Tidak Boleh Bergerak"
"TID_NPC14","Tombol Kubu"
"TID_NPC15","Menara Pemerhati"
"TID_NPC16","Emas Palsu"
"TID_NPC17","Lebuh Lalu"
"TID_NPC18","Istana Melantun"
"TID_NPC19","Fikova"
"TID_NPC20","Kampus Gobbo"
"TID_NPC21","Danny Si Budak Lelaki"
"TID_NPC22","Ommahha Beech"
"TID_NPC23","Benteng Keluli"
"TID_NPC24","Pertahanan Sisilian"
"TID_NPC25","Menara Obsidian"
"TID_NPC26","Kepala Anak Panah"
"TID_NPC27","Karpet Merah"
"TID_NPC28","Pertahanan Semula Jadi"
"TID_NPC29","Gauntlet Keluli"
"TID_NPC30","Daya Helah Permaisuri"
"TID_NPC31","Serangan Depan"
"TID_NPC32","Chimp Memakai Perisai"
"TID_NPC33","Menara Tidak Kukuh"
"TID_NPC34","Lelaki Suka Berbalah"
"TID_NPC35","A Gandaan TIga"
"TID_NPC36","Perkelahan Goblin"
"TID_NPC37","Umpan dan Tukar"
"TID_NPC38","Kerosakan Kolateral"
"TID_NPC39","Pilih Dengan Bijak"
"TID_NPC40","Kejahatan Mega"
"TID_NPC41","Kerak Kristal"
"TID_NPC42","Sejuk seperti Ais"
"TID_NPC43","Lompat Sekeliling"
"TID_NPC44","Singki Dapur"
"TID_NPC45","Keganasan Gulungan"
"TID_NPC46","Megamansion"
"TID_NPC47","Rumah Mainan P.E.K.K.A"
"TID_NPC48","Menara Serbat"
"TID_NPC49","Raja Goblin v.1"
"TID_NPC50","Raja Goblin v.2"
"TID_MULTIPLAYER","Berbilang Pemain"
"TID_SINGLEPLAYER","Seorang Pemain"
"TID_MULTIPLAYER_POINTS","Trofi Anda:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Tidak cukup Permata"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Anda inginkan lebih banyak?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Masuk Kedai"
"TID_TRAINING_INFO","Ketik dan tahan ikon unit untuk melatih berbilang askar."
"TID_TRAINING_INFO2","Seret unit untuk dilatih atau susunnya semula"
"TID_FINISH_TRAINING","Selesaikan Latihan:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Log Masuk Facebook Baru"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Anda ingin memautkan permainan anda sekarang dengan akaun Facebook ini?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Log Masuk Game Center Baru"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Anda ingin menyimpan permainan anda sekarang dengan akaun Game Center ini?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Daftar Masuk Google Play Baru"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Anda ingin menyimpan permainan anda sekarang pada akaun Google ini?"
"TID_GEM_POPUP_TEXT","Anda kehabisan permata. Pergi ke Kedai untuk mendapatkan lagi!"
"TID_FRIEND_LIST_TEAMUP_1","Clash Dengan Rakan"
"TID_FRIEND_LIST_TEAMUP_2","Permintaan rakan akan muncul di sini"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Ikut rakan anda ke mana sahaja mereka pergi!"
"TID_TROOP_SPEED_UP_SUCCESS","Latihan askar selesai!"
"TID_UPDATING_CONTENT","Memuat turun kandungan"
"TID_LOADING","Memuat"
"TID_SHUTDOWN_STARTED","Permainan ditutup untuk rehat penyelenggaraan singkat dalam 5 minit. Menyerang dinyahdayakan sewaktu rehat."
"TID_SHUTDOWN_ATTACK_DISABLED","Menyerang dinyahdaya sehingga rehat penyelenggaraan tamat."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Anda ingin memuatkan kampung <name> Ketua dengan Dewan Bandaran tahap <number>? Amaran: perkembangan dalam permainan semasa akan hilang."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Akaun Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Anda ingin memuatkan kampung <name> Ketua dengan Dewan Bandaran tahap <number>? Amaran: perkembangan dalam permainan semasa akan hilang."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Akaun Facebook ini sudah dipautkan ke permainan Clash of Clans lain. Pautkannya ke permainan anda sekarang?"
"TID_VIEW_HIGHSCORES","Lihat Klan & Pemain paling kuat di seluruh dunia."
"TID_STARS_TOTAL","Jumlah Bintang:"
"TID_SETTINGS_SCREEN_TITLE","Tetapan"
"TID_SETTINGS_NAME","Nama"
"TID_SETTINGS_CHANGENAMENOTE","PERHATIAN! Anda hanya boleh menukar nama anda sekali!"
"TID_SETTINGS_MUSIC","Muzik"
"TID_SETTINGS_SFX","Kesan Bunyi"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Disambungkan"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Dinyahsambungkan"
"TID_SETTINGS_SNOW","Salji"
"TID_FEEDBACK_BUTTON","Laporkan isu"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Tentang"
"TID_GIVE_NAME_TITLE","Saya..."
"TID_BUTTON_DONE","Selesai"
"TID_RATE_APP_TITLE","Nilaikan Clash of Clans"
"TID_RATE_APP_MESSAGE","Sila nilaikan atau semak semula Clash of Clans di Gedung Aplikasi untuk memberikan kami maklum balas berharga!"
"TID_RATE_APP_MESSAGE_ANDROID","Sila nilaikan atau semak semula Clash of Clans di Google Play untuk memberikan kami maklum balas berharga!"
"TID_BUTTON_RATE_APP_LATER","Kemudian"
"TID_BUTTON_RATE_APP_REVIEW","Kajian Semula"
"TID_BUTTON_RATE_APP_NEVER","Tidak"
"TID_COME_BACK_NOTIFICATION_SMALL","Kembalilah Ketua! Tentera anda perlukan anda"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Kampung anda memerlukan seorang ketua. Kembalilah Ketua!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hei kembalilah, kampung anda memerlukan seorang ketua"
"TID_SETTINGS_ON","Hidup"
"TID_SETTINGS_OFF","Mati"
"TID_INVALID_NAME","Nama tidak sah! Sila cuba yang lain."
"TID_MULTIPLAYER_COST","Kos perlawanan:"
"TID_MULTIPLAYER_SHIELD_COST","Kos serangan:"
"TID_MAP_LOCATION_1","Tasik P.E.K.K.A"
"TID_MAP_LOCATION_2","Hutan Terlarang"
"TID_MAP_LOCATION_3","Lembah Kemenangan"
"TID_MAP_LOCATION_4","Orang Gasar"
"TID_MAP_LOCATION_5","Tasik Beku"
"TID_MAP_LOCATION_6","Anak Sungai Perampas"
"TID_MAP_LOCATION_7","Tasik Batu"
"TID_MAP_LOCATION_8","Lengkuk Aslan"
"TID_MAP_LOCATION_9","Tasik Masam"
"TID_MAP_LOCATION_10","Kem Goblin"
"TID_MAP_LOCATION_11","Laut Busuk"
"TID_MAP_LOCATION_12","Gold Oaks Inn"
"TID_MAP_LOCATION_13","Melepasi Raksasa"
"TID_MAP_LOCATION_14","Tempat Persembunyian Terbiar"
"TID_NAME_TOO_SHORT","Nama terlalu pendek!"
"TID_BUILDER","Pembina:"
"TID_GUARD_BUY_CONFIRMATION","Pengawal diaktifkan!"
"TID_SHIELD_BUY_CONFIRMATION","Pelindung diaktifkan!"
"TID_RESOURCE_BUY_CONFIRMATION","Sumber diterima!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> diterima!</c>"
"TID_BATTLECOST","Kos:"
"TID_CLAN_TOTAL_POINTS","Jumlah mata:"
"TID_CLAN_MEMBERS","Ahli:"
"TID_CLAN_MEMBERS_COUNT","Ahli <count>/<max>"
"TID_CLAN_TYPE","Jenis:"
"TID_TAP_TO_VIEW","Ketik untuk melihat butiran"
"TID_ALLIANCE_REQUEST_ACCEPTED","Selamat datang ke klan kami!"
"TID_ALLIANCE_REQUEST_DECLINED","Permintaan klan ditolak!"
"TID_ADD_FRIENDS_INFO","Rakan Game Center kelihatan apabila anda melog ke Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Rakan Google Play akan datang!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Bina Semula Istana Klan"
"TID_REPAIR_CLAN_CASTLE","Buka Kunci Klan"
"TID_REPAIR_CLAN_CASTLE_2","Sertai Klan untuk mencipta sekutu baharu, terima bantuan tentera dan menyertai Perang Klan dan Permainan Klan.\n\nCipta Klan anda sendiri untuk bermain bersama rakan, merekrut ahli baharu dan mencipta nama di Alam ini!"
"TID_POPUP_ABOUT_TO_SELL","Anda pasti?"
"TID_TRAP_MINE_INFO","Tiada apa menyatakan 'PERGI JAUH' seperti bom tersembunyi gaya lama yang bagus ini."
"TID_TRAP_EJECTOR_INFO","Perangkap yang melantun sedikit ini akan membuang pelawat tidak diingini keluar dari kawasan anda!"
"TID_WALL_INFO","Benteng paling sesuai untuk memastikan kampung anda selamat dan musuh anda dibakar."
"TID_ABOUT","Kredit\n\n<names>\n\nClash of Clans ™ <version>\nHak Cipta 2012-2023 Supercell Ltd. Hak Cipta Terpelihara.\nPaten AS Belum Selesai\nSemua penggunaan perisian ini tertakluk pada Terma dan Syarat serta Dasar Privasi di www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","<amount> permata diterima!"
"TID_MULTIDEVICE_INFO","Log masuk menggunakan akaun Supercell ID anda untuk melindungi kemajuan anda dan bermain pada beberapa peranti."
"TID_GUARD_INFO","Terbaik dalam serangan dan pertahanan! Pengawal menghalang serangan pada kampung anda sementara itu membolehkan anda menyerang musuh lain yang anda inginkan. Hanya tersedia semasa Pelindung rosak."
"TID_SHIELD_INFO","Pertahanan berlanjutan! Pelindung menghalang serangan pada kampung anda tetapi baki masa Pelindung akan berkurangan jika anda menyerang. Jika anda membeli lebih daripada satu Pelindung, tempohnya akan ditambah."
"TID_PLACEMENT_HINT_TUTORIAL1","Ketik beberapa kali dalam kawasan kosong untuk mengerahkan askar anda"
"TID_PLACEMENT_HINT_TUTORIAL2","Anda boleh mengerahkan berbilang askar dengan menahan jari anda"
"TID_PLACEMENT_HINT","Ketik atau tekan dan tahan untuk mengerahkan askar"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Tangkap Goblin itu!"
"TID_ACHIEVEMENT_NPC_STARS","Memenangi <number> bintang di Peta Kempen"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Lebih Besar & Lebih Baik"
"TID_ACHIEVEMENT_TOWN_HALL","Naik taraf Dewan Bandaran ke tahap <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Kemenangan Indah!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Capai sejumlah <number> trofi dalam pertempuran berbilang pemain"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Lepaskan Binatang"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Buka kunci <name> dalam Berek"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Kemas dan Bersih"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Buang <number> halangan (pokok, batu, semak)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Rakan yang Memerlukan"
"TID_ACHIEVEMENT_DONATE_UNITS","Derma <number> kapasiti Istana Klan berbaloi untuk peneguhan"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Cekau Emas"
"TID_ACHIEVEMENT_LOOT_GOLD","Curi <number> emas"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Perbuatan Berani dan Nakal Eliksir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Curi <number> eliksir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Pembina Empayar"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Bina Semula Istana Klan"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Naik Taraf Istana Klan ke tahap <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Penghilang Benteng"
"TID_ACHIEVEMENT_DESTROY_WALLS","Hapuskan <number> Benteng dalam pertempuran Berbilang Pemain"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Penghina"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Hapuskan <number> Dewan Bandaran dalam pertempuran Berbilang Pemain"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Penakluk"
"TID_ACHIEVEMENT_PVP_ATTACKS","Memenangi <number> pertempuran berbilang pemain"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Tidak Terkalah"
"TID_ACHIEVEMENT_PVP_DEFENSES","Berjaya bertahan daripada <number> serangan"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mauler Mortar"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Hapuskan <number> Mortar dalam pertempuran Berbilang Pemain"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Rompakan Wiraan"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Curi <number> Eliksir Kejahatan"
"TID_MOREGAMES","Lebih Banyak Permainan"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Tuntut"
"TID_POPUP_ACHIEVEMENTS_TITLE","Pencapaian"
"TID_ACHIEVEMENTS_INFO","Pencapaian juga dalam Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Pencapaian juga dalam Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Selesai:"
"TID_ACHIEVEMENTS_REWARD","Ganjaran:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Pencapaian lengkap! Anda mendapat <number> permata."
"TID_X","x"
"TID_NO_MESSAGES","Tiada mesej buat masa ini"
"TID_NO_MESSAGES_TEXT","Setelah anda membina semula Istana Klan, anda akan menerima jemputan klan di sini"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Tetapan bahasa"
"TID_POPUP_CHANGE_LANGUAGE","Anda pasti ingin menukar tetapan bahasa?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Perlawanan Klan"
"TID_LEADERBOARDBANNER_REWARD","3 Klan Terhebat menerima: (dibahagikan sama rata antara 20 pemain terhebat bagi klan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Tamat dalam:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Kofer Lebih Besar"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Naik taraf Penyimpan Emas ke tahap <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Penghilang Kesatuan"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Musnahkan <number> Pondok Pembina dalam pertempuran Berbilang Pemain"
"TID_MOVEMENT_SPEED","Kelajuan pergerakan:"
"TID_TRAP_SUPERBOMB","Bom Gergasi"
"TID_TRAP_SUPERBOMB_INFO","Apabila anda mencari Letupan Besar, anda memerlukan Bom Gergasi."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Pencapaian Lengkap!"
"TID_PUSH_ATTACKED","Kampung anda telah diserang oleh <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Menyerah Kalah?"
"TID_SURRENDER_POPUP_TEXT","Ketua, anda pasti ingin memberikan perintah untuk mengundur? Tentera kita akan kalah!"
"TID_END_BATTLE_POPUP_TITLE","Tamatkan Pertempuran?"
"TID_END_BATTLE_POPUP_TEXT","Ketua, anda pasti ingin menamatkan serangan sekarang?"
"TID_SHIELD_ON_COOLDOWN","Pelindung belum ada!"
"TID_COOLDOWN","Masa menunggu:"
"TID_WAITING_FOR_COOLDOWN","Ada:"
"TID_FAQ_BUTTON","Bantuan dan sokongan"
"TID_FAQ_WINDOW_TITLE","Bantuan dan sokongan"
"TID_FORUMS_BUTTON","Forum"
"TID_HINT_WELCOME","Pada suatu hari di tempat luas di hutan ajaib..."
"TID_HINT_UPGRADE_CANNONS","Naik taraf meriam anda untuk mempertingkatkan pertahanan anda daripada pengganggu"
"TID_HINT_SHIELD","Berehat daripada Clash of Clans? Beli Pelindung untuk melindungi trofi anda!"
"TID_HINT_UPGRADE_TROOPS","Tingkatkan tentera anda! Bina Makmal dan naik taraf askar anda"
"TID_HINT_UPGRADE_MINES","Kehabisan emas? Cuba naik taraf lombong emas anda"
"TID_HINT_BUY_TROOP_HOUSING","Naik taraf Kem Tentera anda untuk membina tentera secara besar-besaran!"
"TID_HINT_UPGRADE_WALLS","Naik taraf benteng anda untuk memperlahankan musuh"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Bangunan pertahanan seperti Meriam tidak boleh menembak semasa dinaik taraf"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Lombong Emas dan Pengumpul Eliksir tidak menjana sumber semasa dinaik taraf"
"TID_HINT_RESOURCE_LOSSES","Walaupun jika kampung anda dihapuskan sepenuhnya, anda sentiasa menyimpan sedikit Emas dan Eliksir anda"
"TID_HINT_DEFENSE","Membina pertahanan yang baik sama penting seperti serangan agresif"
"TID_HINT_BARBARIAN_TARGET","Orang Gasar mudah menyerang benda terdekat, tidak kira jenis bangunan"
"TID_HINT_ARCHER_TARGET","Pemanah menyerang apa jua berdekatannya"
"TID_HINT_GOBLIN_TARGET","Goblin tamak Emas dan Eliksir. Sasaran kegemaran mereka ialah bangunan sumber"
"TID_HINT_GOBLIN_DAMAGE","Goblin menyebabkan kerosakan dua kali ganda kepada bangunan sumber"
"TID_HINT_GIANT_TARGET","Gergasi memilih untuk menyerang struktur pertahanan seperti Meriam"
"TID_HINT_GIANT_DEPLOY","Gergasi boleh menyebabkan banyak kerosakan. Kerahkan mereka dahulu untuk menarik perhatian pertahanan."
"TID_HINT_WALLBREAKER_TARGET","Pemecah Benteng meletupkan lubang ke dalam benteng, membuka laluan untuk menyerang bangunan musuh."
"TID_HINT_WALLBREAKER_DAMAGE","Pemecah Benteng menyebabkan kerosakan besar pada benteng musuh, tetapi meletup sendiri dalam proses itu"
"TID_HINT_BALLOON_TARGET","Belon menyasarkan terutama sekali pertahanan musuh seperti Meriam"
"TID_HINT_BALLOON_AIR","Belon ialah unit terbang, yang bermaksud Meriam dan Mortar tidak boleh menyasarkannya"
"TID_HINT_WIZARD_INFO","Ahli Sihir boleh menyebabkan kerosakan tinggi, tetapi tidak mengambil banyak sebagai pulangan"
"TID_HINT_HEALER_INFO","Penyembuh boleh menyembuhkan unit daratan anda, tetapi tidak menyerang musuh"
"TID_HINT_HEALER_AIR","Penyembuh ialah unit terbang. Pertahanan Udara dan Menara Pemanah boleh menembaknya dengan pantas"
"TID_HINT_DRAGON_AIR","Naga ialah unit berterbangan berkuasa yang boleh menyerang sasaran daratan dan udara"
"TID_HINT_PEKKA_INFO","Adakah P.E.K.K.A satria? Samurai? Robot? Tiada siapa tahu!"
"TID_HINT_PEKKA_TRAP","Perisai pada P.E.K.K.A terlalu berat sehingga Perangkap Spring tidak berkesan padanya."
"TID_HINT_CANNON_TARGET","Meriam hanya boleh menembak unit daratan"
"TID_HINT_MORTAR_TARGET","Mortar hanya boleh menembak sasaran daratan"
"TID_HINT_MORTAR_DAMAGE","Mortar menyebabkan kerosakan percikan ke semua unit daratan berdekatan lokasi sasaran"
"TID_HINT_ARCHER_TOWER_TARGET","Menara Pemanah boleh menyasarkan unit udara dan daratan"
"TID_HINT_AIR_DEFENSE_TARGET","Roket Pertahanan Udara hanya berkesan terhadap unit terbang"
"TID_HINT_WIZARD_TOWER_DAMAGE","Menara Ahli Sihir menyebabkan kerosakan terhadap semua unit dalam kawasan sasaran"
"TID_HINT_WIZARD_TOWER_TARGET","Menara Ahli Sihir boleh menyasarkan unit daratan dan udara"
"TID_HINT_TESLA_HIDDEN","Menara Tesla Tersembunyi disembunyikan daripada penyerang sehingga mereka datang cukup dekat"
"TID_HINT_TESLA_TARGET","Tesla Tersembunyi boleh menyerang unit udara dan daratan"
"TID_HINT_TRAPS_TARGET","Perangkap tersembunyi daripada penyerang sehingga mereka datang cukup dekat"
"TID_HINT_OBSTACLES","Membuang halangan seperti batu dan pokok kadangkala memberi ganjaran Permata kepada anda"
"TID_HINT_BATTLE_LOG","Log Perang menunjukkan maklumat mengenai serangan terhadap kampung anda"
"TID_HINT_REPLAY","Anda boleh menonton Main Semula Pertempuran daripada Log Perang!"
"TID_HINT_ENEMY_TOWN_HALL","Menghapuskan Dewan Bandaran musuh sentiasa memberikan anda satu bintang"
"TID_HINT_CLAN_CASTLE","Askar dalam Istana Klan akan mempertahankan kampung anda"
"TID_HINT_CAMP","Askar dalam Kem adalah untuk menyerang sahaja - mereka tidak akan mempertahankan kampung anda"
"TID_HINT_SHIELD2","Pelindung aktif melindungi anda daripada serangan, walaupun menyerang orang lain akan menyingkatkannya."
