"TID","FI"
"TID_BATTLE_LOG","Taistelut"
"TID_BATTLE_INBOX","Viestit"
"TID_VICTORY","Voitto"
"TID_DEFEAT","Tappio"
"TID_WHAT_YOU_GOT","Sait:"
"TID_TROOPS_USED","Käytetyt joukot:"
"TID_TOTAL_DAMAGE","Kokonaistuho:"
"TID_SCORE","Pisteet:"
"TID_YOU_HAVE_BEEN_ATTACKED","Päällikkö, kylääsi hyökättiin!"
"TID_YOU_HAVE_BEEN_ATTACKED_TITLE","Vihollisen hyökkäys"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","Päällikkö, kylääsi hyökättiin, kun olit poissa!"
"TID_TUTORIAL_CANNON_1","Tervetuloa, päällikkö! Sinua onkin jo kaivattu."
"TID_TUTORIAL_CANNON_2","Tämä on uusi kyläsi, eikö se olekin hieno! Elämä täällä olisi rattoisaa, ellei..."
"TID_TUTORIAL_CANNON_3","Voi ei, hiidet hyökkäävät! Rakenna äkkiä tykki puolustamaan kylää!"
"TID_TUTORIAL_CANNON_4","Sijoita tykki kylän keskelle. Meidän on suojattava päärakennus!"
"TID_TUTORIAL_CANNON_5","Päällikkö, voit nopeuttaa rakentamista vihreillä jalokivillä!"
"TID_TUTORIAL_DEFEND_1","Hähää, täältä tullaan! Hiidet HYÖKKÄYKSEEN!"
"TID_TUTORIAL_DEFEND_1b","Äääähh, mitä ihmettä? Taas yksi ihmisen ketale!"
"TID_TUTORIAL_DEFEND_2","Huh, läheltä piti! Kiitos paljon, päällikkö!"
"TID_TUTORIAL_DEFEND_4","Rakensimme kylän maagiselle maaperälle. Sen ansiosta tykki korjautuu itsestään."
"TID_TUTORIAL_DEFEND_5","Hähää, KULTAA! Me hiidet rakastamme kultaa!"
"TID_TUTORIAL_DEFEND_BUTTON","Anna palaa!"
"TID_TUTORIAL_WORKER_1","Vau, hienosti toimittu! Nyt meidän on laitettava kylä taistelukuntoon."
"TID_TUTORIAL_WORKER_2","Palkkaamalla toisen rakentajan voit aloittaa kaksi rakennusurakkaa samanaikaisesti."
"TID_TUTORIAL_ELIXIR_1","Tarvitsemme eliksiiriä joukkojen kouluttamiseen ja monien rakennusten rakentamiseen."
"TID_TUTORIAL_ELIXIR_2","Voit pumpata eliksiiriä maan uumenista. Kokeillaan!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Pumppu voi varastoida vain pienen määrän eliksiiriä."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Rakennetaan varastosäiliö, jotta voimme pumpata lisää eliksiiriä!"
"TID_TUTORIAL_GOLD_STORAGE_1","Tarvitsemme myös turvallisen paikan, jonne varastoida kultaa."
"TID_TUTORIAL_GOLD_STORAGE_2","Rakennetaan siis kultavarasto!"
"TID_TUTORIAL_BARRACK_1","Päällikkö, tarvitsemme armeijan taistelemaan hiisiä vastaan! Rakennetaan parakki!"
"TID_TUTORIAL_TRAIN_1","Nyt on aika kouluttaa joukkoja!"
"TID_TUTORIAL_TRAIN_2","Napauta parakkia, ja valitse Kouluta joukkoja."
"TID_TUTORIAL_CHANGE_NAME","Sepä oli upea taistelu! Miten haluat nimesi kirjoitettavan historian kirjoihin?"
"TID_TUTORIAL_TOWN_HALL_1","Hiisiltä anastamallamme kullalla voimme päivittää päärakennuksen."
"TID_TUTORIAL_TOWN_HALL_2","Erinomaista! Päärakennuksen päivittämisen ansioista voimme nyt rakentaa uusia rakennuksia."
"TID_TUTORIAL_ACHIEVEMENTS","Jos etsit uusia haasteita suoritettavaksi, napauta tästä."
"TID_TUTORIAL_ACHIEVEMENTS2","Päällikkö, sinulla on selkeästi homma hallussa. Koko kylä luottaa kykyihisi!"
"TID_GOBLIN_SPEAKS_1","Hähäää! Et pääsekään minusta eroon näin helpolla!"
"TID_GOBLIN_SPEAKS_2","Saatoit nitistää minut kerran, mutta tämä hiisileiri onkin paljon kovempi pala purtavaksi."
"TID_TUTORIAL_GOLDSTORAGE","Tarvitset myös paikan, jonne varastoida kallisarvoinen kultasi!"
"TID_TUTORIAL_ELIXIRSTORAGE","Eliksiirille tarvitaan myös varastosäiliö."
"TID_LOCKED_IN_TUTORIAL","Avaa tämä ominaisuus käymällä opastus läpi!"
"TID_TUTORIAL_ATTACK_NPC_1","Norsunluutornin velhot ovat tulleet avuksemme! Tuhotaan hiisien leiri!"
"TID_TUTORIAL_ATTACK_NPC_2","Mainiota! Nyt mennään ja nitistetään hiidet!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Hyökkää!"
"TID_NPC_NAME_TUTORIAL","Kosto on suloinen"
"TID_NPC_NAME_TUTORIAL2","Hiisimetsä"
"TID_JOINALLIANCEQUESTION","Hyväksy klaanikutsu?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Hyökkää kilven ollessa aktivoituna"
"TID_POPUP_SHIELD_REMOVAL","Voit etsiä sopivia vihollisia milloin vain, mutta kilpesi aikaa lyhennetään, jos aloitat hyökkäyksen. Jos kilpesi aikaa on jäljellä vähemmän kuin mitä siitä lyhennetään, kilpesi poistetaan."
"TID_UPDATE_TROOP_LEVEL","Päivitä tasolle <number>."
"TID_LEVEL_UP","Uusi taso!"
"TID_NEW_ITEMS_UNLOCKED","Uusia tuotteita on avautunut."
"TID_MISSION_SCREEN_TITLE","Tehtävät:"
"TID_MISSION_REWARD","Palkinto:"
"TID_MISSION_COMPLETE_TITLE","Tehtävä suoritettu!"
"TID_ATTACK_LOCKED","Päivitä päärakennus tasolle 2 avataksesi tämän ominaisuuden."
"TID_RANKTITLE","Sijoitus"
"TID_BUTTON_REPAIR","Korjaa"
"TID_DIAMOND_PACK_1","Jalokivikeko"
"TID_DIAMOND_PACK_2","Jalokivipussi"
"TID_DIAMOND_PACK_3","Jalokivisäkki"
"TID_DIAMOND_PACK_4","Jalokivilaatikko"
"TID_DIAMOND_PACK_5","Jalokiviarkku"
"TID_TRAIN_TUTORIAL_ARROW","Pidä pohjassa."
"TID_DIAMOND_SHOP_PACK","<number> jalokiveä"
"TID_GOLD_SHOP_PACK","<number> kultaa"
"TID_ELIXIR_SHOP_PACK","<number> eliksiiriä"
"TID_RESOURCE_PACK_GOLD_FULL","Täytä kultavarastot"
"TID_RESOURCE_PACK_ELIXIR_FULL","Täytä eliksiirisäiliöt"
"TID_RESOURCE_PACK_GOLD_10","Täytä 10 % varastoista"
"TID_RESOURCE_PACK_ELIXIR_10","Täytä 10 % varastoista"
"TID_RESOURCE_PACK_GOLD_50","Täytä varastot puolilleen"
"TID_RESOURCE_PACK_ELIXIR_50","Täytä varastot puolilleen"
"TID_CONTAINER_MAX","Enintään: <amount>"
"TID_SHOP_AVAILABLE","Rakenna:"
"TID_BATTLE_LOG_COL_1","Vastustaja:"
"TID_BATTLE_LOG_COL_2","Menetetyt resurssit:"
"TID_BATTLE_LOG_COL_3","Lopputulos:"
"TID_PVP_BUTTON","Hae taistelu"
"TID_NPC_ATTACK_BUTTON","Hyökkää"
"TID_NPC1","Hiisien etuvartio"
"TID_NPC2","Kivilinnake"
"TID_NPC3","Hiidenkiuas"
"TID_NPC4","Tykinkuulajuoksu"
"TID_NPC5","Piiput tulessa"
"TID_NPC6","Kultakuume"
"TID_NPC7","Tulilinjalla"
"TID_NPC8","Rottalaakso"
"TID_NPC9","Raakaa voimaa"
"TID_NPC10","Hiisikylä"
"TID_NPC11","M niin kuin mörssäri"
"TID_NPC12","Miekkamyrsky"
"TID_NPC13","Järkähtämätön"
"TID_NPC14","Korkeat panokset"
"TID_NPC15","Vartiotorni"
"TID_NPC16","Kultaakin kalliimpaa"
"TID_NPC17","Ota kiinni jos saat"
"TID_NPC18","Pomppulinna"
"TID_NPC19","Räjähdyspiste"
"TID_NPC20","Hiisiopisto"
"TID_NPC21","Kyläpahanen"
"TID_NPC22","Hiidenlinna"
"TID_NPC23","Täyttä terästä"
"TID_NPC24","Sisilialainen puolustus"
"TID_NPC25","Velholinnake"
"TID_NPC26","Nuolenpää"
"TID_NPC27","Punainen matto"
"TID_NPC28","Sähköä ilmassa"
"TID_NPC29","Rautanyrkki"
"TID_NPC30","Kuningattaren kaarti"
"TID_NPC31","Täyslaidallinen"
"TID_NPC32","Kultainen haarniska"
"TID_NPC33","Huojuvat tornit"
"TID_NPC34","Linnan vartija"
"TID_NPC35","Labyrintti"
"TID_NPC36","Hiisien piknik"
"TID_NPC37","Suuri puhallus"
"TID_NPC38","Sivulliset uhrit"
"TID_NPC39","Valitse viisaasti"
"TID_NPC40","Paha paikka"
"TID_NPC41","Kristallikuorrutus"
"TID_NPC42","Jäätävää menoa"
"TID_NPC43","Ansa on viritetty"
"TID_NPC44","Hornankattila"
"TID_NPC45","Vierivä kauhu"
"TID_NPC46","Hulppea kartano"
"TID_NPC47","P.E.K.K.A:n leikkimökki"
"TID_NPC48","Pääkallopaikka"
"TID_NPC49","Hiisikuningas 1"
"TID_NPC50","Hiisikuningas 2"
"TID_MULTIPLAYER","Moninpeli"
"TID_SINGLEPLAYER","Yksinpeli"
"TID_MULTIPLAYER_POINTS","Pokaalisi:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Ei tarpeeksi jalokiviä"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Haluatko lisää?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Mene kauppaan"
"TID_TRAINING_INFO","Napauta ja pidä yksikkökuvaketta pohjassa kouluttaaksesi useita joukkoja kerralla."
"TID_TRAINING_INFO2","Vedä yksiköitä koulutettavaksi tai järjestä ne uudelleen."
"TID_FINISH_TRAINING","Viimeistele:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Uusi Facebook-kirjautuminen"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Haluatko yhdistää nykyisen pelisi tähän Facebook-tiliin?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Uusi Game Center -kirjautuminen"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Haluatko tallentaa nykyisen pelisi tälle Game Center -tilille?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Uusi Google Play -kirjautuminen"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Haluatko tallentaa nykyisen pelisi tälle Google-tilille?"
"TID_GEM_POPUP_TEXT","Sinulla ei ole jalokiviä. Voit ostaa niitä lisää kaupasta!"
"TID_FRIEND_LIST_TEAMUP_1","Pelaa kavereiden kanssa."
"TID_FRIEND_LIST_TEAMUP_2","Kaveripyynnöt ilmestyvät tänne."
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Seuraa kavereitasi kaikkialle!"
"TID_TROOP_SPEED_UP_SUCCESS","Joukkojen koulutus suoritettu!"
"TID_UPDATING_CONTENT","Sisältöä ladataan."
"TID_LOADING","Lataa"
"TID_SHUTDOWN_STARTED","Peli suljetaan 5 minuutin kuluttua lyhyen huoltokatkon ajaksi. Hyökkääminen on estetty katkon aikana."
"TID_SHUTDOWN_ATTACK_DISABLED","Hyökkääminen on estetty huoltokatkon ajaksi."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Centerin ilmoitus"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Haluatko ladata päällikön <name> kylän, jossa on tason <number> päärakennus? Varoitus: Nykyisen pelin kylä menetetään."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google tilin ilmoitus"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Haluatko ladata päällikön <name> kylän, jossa on tason <number> päärakennus? Varoitus: Nykyisen pelin kylä menetetään."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-ilmoitus"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Tämä Facebook-tili on jo yhdistetty toiseen Clash of Clans -peliin. Haluatko yhdistää tilin nykyiseen peliin?"
"TID_VIEW_HIGHSCORES","Tutustu maailman vahvimpiin klaaneihin ja pelaajiin."
"TID_STARS_TOTAL","Tähtiä yhteensä:"
"TID_SETTINGS_SCREEN_TITLE","Asetukset"
"TID_SETTINGS_NAME","Nimi"
"TID_SETTINGS_CHANGENAMENOTE","HUOMAA: Voit vaihtaa nimesi vain kerran!"
"TID_SETTINGS_MUSIC","Musiikki"
"TID_SETTINGS_SFX","Äänitehosteet"
"TID_SETTINGS_GOOGLE","Google Play -kirjautuminen"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Yhdistetty"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Yhteys katkaistu"
"TID_SETTINGS_SNOW","Lumi"
"TID_FEEDBACK_BUTTON","Ilmoita ongelmasta"
"TID_FEEDBACK_EMAIL_TITLE","Palautetta%20Clash%20of%20Clansille"
"TID_ABOUT_BUTTON","Tietoja"
"TID_GIVE_NAME_TITLE","Nimeni on..."
"TID_BUTTON_DONE","Valmis"
"TID_RATE_APP_TITLE","Arvostele Clash of Clans"
"TID_RATE_APP_MESSAGE","Arvostele Clash of Clans App Storessa, ja anna meille arvokasta palautetta!"
"TID_RATE_APP_MESSAGE_ANDROID","Arvostele Clash of Clans Google Playssa, ja anna meille arvokasta palautetta!"
"TID_BUTTON_RATE_APP_LATER","Myöhemmin"
"TID_BUTTON_RATE_APP_REVIEW","Arvostele"
"TID_BUTTON_RATE_APP_NEVER","Ei koskaan"
"TID_COME_BACK_NOTIFICATION_SMALL","Päällikkö, tule takaisin! Armeijasi tarvitsee sinua!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Kyläsi tarvitsee johtajaansa. Päällikkö, tule takaisin!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hei, tulethan takaisin? Kyläsi tarvitsee johtajaansa."
"TID_SETTINGS_ON","Päällä"
"TID_SETTINGS_OFF","Pois"
"TID_INVALID_NAME","Nimi on virheellinen. Kokeile jotain toista."
"TID_MULTIPLAYER_COST","Ottelun kulut:"
"TID_MULTIPLAYER_SHIELD_COST","Hyökkäyskulut:"
"TID_MAP_LOCATION_1","P.E.K.K.A-järvi"
"TID_MAP_LOCATION_2","Kielletty metsä"
"TID_MAP_LOCATION_3","Voiton laakso"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Jäätynyt järvi"
"TID_MAP_LOCATION_6","Saalistajan poukama"
"TID_MAP_LOCATION_7","Kivijärvi"
"TID_MAP_LOCATION_8","Leijonan kaari"
"TID_MAP_LOCATION_9","Hapanjärvi"
"TID_MAP_LOCATION_10","Hiisileiri"
"TID_MAP_LOCATION_11","Mätämeri"
"TID_MAP_LOCATION_12","Kultaisten tammien taverna"
"TID_MAP_LOCATION_13","Suunnaton sola"
"TID_MAP_LOCATION_14","Hiisikuninkaan piilopaikka"
"TID_NAME_TOO_SHORT","Nimi on liian lyhyt!"
"TID_BUILDER","Rakentaja:"
"TID_GUARD_BUY_CONFIRMATION","Suoja aktivoitu!"
"TID_SHIELD_BUY_CONFIRMATION","Kilpi aktivoitu!"
"TID_RESOURCE_BUY_CONFIRMATION","Sait resursseja!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> vastaanotettu!</c>"
"TID_BATTLECOST","Kulut:"
"TID_CLAN_TOTAL_POINTS","Yhteispisteet:"
"TID_CLAN_MEMBERS","Jäsenet:"
"TID_CLAN_TYPE","Klaanityyppi:"
"TID_TAP_TO_VIEW","Napauta nähdäksesi tiedot."
"TID_ALLIANCE_REQUEST_ACCEPTED","Tervetuloa klaaniimme!"
"TID_ALLIANCE_REQUEST_DECLINED","Klaanipyyntö hylätty!"
"TID_ADD_FRIENDS_INFO","Game Center -kaverit ilmestyvät, kun olet kirjautuneena Game Centeriin."
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play -kaverit tulevat pian!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Kunnosta klaanilinna"
"TID_REPAIR_CLAN_CASTLE","Avaa klaanit"
"TID_REPAIR_CLAN_CASTLE_2","Liittymällä klaaniin voit hankkia uusia liittolaisia, vastaanottaa vahvistusjoukkoja ja osallistua klaanisotiin.\n\nLuo oma klaanisi, niin voit pelata kavereidesi kanssa, värvätä uusia jäseniä ja jättää jälkesi Clashin historiaan."
"TID_POPUP_ABOUT_TO_SELL","Oletko varma?"
"TID_TRAP_MINE_INFO","Mikään ei komenna vihollista pysymään loitolla samoin kuin vanha kunnon piilotettu pommi."
"TID_TRAP_EJECTOR_INFO","Tämä poukkoileva pikku yllätys heittää luvattomat vierailijat kauas pihamaaltasi!"
"TID_WALL_INFO","Muurit suojaavat kylääsi ja pitävät kätevästi viholliset tulilinjalla."
"TID_ABOUT","Tekijät\n\n<names>\n\nClash of Clans ™ <version>\nTekijänoikeudet 2012-2017 Supercell Oy. Kaikki oikeudet pidätetään.\nOdottaa patenttia Yhdysvalloissa.\nTämän ohjelmiston kaikenlainen käyttö on osoitteessa www.supercell.net olevien käyttöehtojen ja yksityisyyskäytännön alaista.\nVoit ottaa yhteyttä tukeen osoitteella clashofclans.feedback@supercell.net.\n\nMPEG Layer-3 -äänikoodausteknologian käyttöoikeudet on saatu yhtiöiltä Fraunhofer IIS ja Thomson Licensing."
"TID_ABOUT_ANDROID","Tekijät\n\n<names>\n\nClash of Clans ™ <version>\nTekijänoikeudet 2012-2017 Supercell Oy. Kaikki oikeudet pidätetään.\nOdottaa patenttia Yhdysvalloissa.\nTämän ohjelmiston kaikenlainen käyttö on osoitteessa www.supercell.net olevien käyttöehtojen ja yksityisyyskäytännön alaista.\nVoit ottaa yhteyttä tukeen osoitteella clashofclans.android@supercell.net.\n\nFMOD-äänijärjestelmä, tekijänoikeudet © Firelight Technologies Pty, Ltd., 1994-2017.\n\nMPEG Layer-3 -äänikoodausteknologian käyttöoikeudet on saatu yhtiöiltä Fraunhofer IIS ja Thomson Licensing."
"TID_GEM_BUY_CONFIRMATION","Sait <amount> jalokiveä!"
"TID_MULTIDEVICE_INFO","Kirjaudu Game Center -tilillesi tallentaaksesi etenemisesi pelissä ja pelataksesi useammilla iOS-laitteilla."
"TID_GUARD_INFO","Suoja on paras apu sekä hyökkäyksessä että puolustuksessa. Se estää hyökkäykset kylääsi, mutta sallii sinun hyökätä halutessasi viholliskyliin. Suojaa voi käyttää vain silloin, kun kilpi ei ole aktiivisena."
"TID_SHIELD_INFO","Pitkäkestoista suojaa! Kilpi estää hyökkäykset kylääsi, mutta hyökätessäsi viholliskylään jäljellä olevaa kilpiaikaa lyhennetään. Jos ostat useita kilpiä, niiden ajat lasketaan yhteen."
"TID_PLACEMENT_HINT_TUTORIAL1","Napauta tyhjällä alueella useita kertoja sijoittaaksesi joukkosi."
"TID_PLACEMENT_HINT_TUTORIAL2","Voit sijoittaa useita yksiköitä kerralla pitämällä sormesi pohjassa."
"TID_PLACEMENT_HINT","Napauta tai pidä sormea pohjassa sijoittaaksesi joukkoja."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Hiisi vieköön!"
"TID_ACHIEVEMENT_NPC_STARS","Voita <number> tähteä sotaretkikartalla."
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Suurempi ja mahtavampi"
"TID_ACHIEVEMENT_TOWN_HALL","Päivitä päärakennus tasolle <number>."
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Voitto on suloinen!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Voita <number> pokaalia moninpelitaisteluista."
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Peto on irti!"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Avaa <name> parakissa."
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Sillä siisti"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Poista <number> estettä (puuta, kiveä, pensasta)."
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Hädässä ystävä tunnetaan"
"TID_ACHIEVEMENT_DONATE_UNITS","Lahjoita vahvistusjoukkoja <number> klaanilinnapaikan verran."
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Kultakaappari"
"TID_ACHIEVEMENT_LOOT_GOLD","Varasta <number> kultaa."
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Eliksiirisieppari"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Varasta <number> eliksiiriä."
"TID_ACHIEVEMENT_CASTLE_TITLE","Imperiumin rakentaja"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Kunnosta klaanilinna."
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Päivitä klaanilinna tasolle <number>."
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Muurinmurskaaja"
"TID_ACHIEVEMENT_DESTROY_WALLS","Tuhoa <number> muuria moninpelitaisteluissa."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Nöyryyttäjä"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Tuhoa <number> päärakennusta moninpelitaisteluissa."
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Valloittaja"
"TID_ACHIEVEMENT_PVP_ATTACKS","Voita <number> moninpelitaistelua."
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Voittamaton"
"TID_ACHIEVEMENT_PVP_DEFENSES","Puolusta voitokkaasti <number> hyökkäystä vastaan."
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mörssärin möyhentäjä"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Tuhoa <number> mörssäriä moninpelitaisteluissa."
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Eeppinen ryöstökeikka"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Varasta <number> mustaa eliksiiriä."
"TID_MOREGAMES","Lisää pelejä"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Lunasta palkinto"
"TID_POPUP_ACHIEVEMENTS_TITLE","Saavutukset"
"TID_ACHIEVEMENTS_INFO","Saavutukset näkyvät myös Game Centerissä."
"TID_ACHIEVEMENTS_INFO_ANDROID","Saavutukset näkyvät myös Google Playssa."
"TID_ACHIEVEMENTS_COMPLETED","Suoritettu:"
"TID_ACHIEVEMENTS_REWARD","Palkinnot:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Saavutus suoritettu! Sait <number> jalokiveä."
"TID_X","x"
"TID_NO_MESSAGES","Sinulla ei ole uusia viestejä."
"TID_NO_MESSAGES_TEXT","Kun olet korjannut klaanilinnan, voit vastaanottaa klaanikutsuja tänne."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Kieliasetukset"
"TID_POPUP_CHANGE_LANGUAGE","Haluatko varmasti muuttaa kieliasetuksiasi?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Klaaniturnaus"
"TID_LEADERBOARDBANNER_REWARD","3 parasta klaania saavat: (Jaetaan tasan klaanin 20 parhaan pelaajan kesken.)"
"TID_LEADERBOARDBANNER_TIMELEFT","Päättyy:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Kylän suurimmat arkut"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Päivitä kultavarasto tasolle <number>."
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Remonttimiehen kauhu"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Tuhoa <number> rakentajan mökkiä moninpelitaisteluissa."
"TID_MOVEMENT_SPEED","Liikkumisnopeus:"
"TID_TRAP_SUPERBOMB","Jättipommi"
"TID_TRAP_SUPERBOMB_INFO","Kun kaipaat kovaa jytinää, jättipommi on paikallaan."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Saavutus suoritettu!"
"TID_PUSH_ATTACKED","<attacker> teki yllätyshyökkäyksen kylääsi!"
"TID_SURRENDER_POPUP_TITLE","Antaudu?"
"TID_SURRENDER_POPUP_TEXT","Päällikkö, haluatko varmasti antaa perääntymiskäskyn? Armeijamme kärsii karvaan tappion!"
"TID_END_BATTLE_POPUP_TITLE","Keskeytä taistelu?"
"TID_END_BATTLE_POPUP_TEXT","Päällikkö, haluatko varmasti keskeyttää taistelun nyt?"
"TID_SHIELD_ON_COOLDOWN","Suoja ei ole vielä saatavilla."
"TID_COOLDOWN","Palautumisaika:"
"TID_WAITING_FOR_COOLDOWN","Saatavilla:"
"TID_FAQ_BUTTON","Ohje ja tuki"
"TID_FAQ_WINDOW_TITLE","Ohje ja tuki"
"TID_FORUMS_BUTTON","Foorumit"
"TID_FAQ_TITLE_SHIELD","Mikä kilpi on ja miten se toimii?"
"TID_FAQ_TEXT_SHIELD","Kilpi estää muita pelaajia hyökkäämästä kylääsi. Menetät kilven, kun sen aika kuluu umpeen. Jos hyökkäät viholliskyliin kilven ollessa aktiivisena, kilven aikaa lyhennetään. Kun vihollinen tuhoaa kyläsi, saat automaattisesti uuden kilven vähintään 12 tunnin ajaksi. Voit myös ostaa pitempikestoisia kilpiä kaupasta."
"TID_FAQ_TITLE_DESTROYED","Mitä tapahtuu, kun kilpi tai suoja poistuu?"
"TID_FAQ_TEXT_DESTROYED","Jos sinulla ei ole aktiivista kilpeä tai suojaa poistuessasi pelistä, kyläsi jää vihollisten hyökkäysten armoille. Hyökkäävä pelaaja pystyy varastamaan osan resursseistasi, mutta ei koskaan kaikkea. Voit suojella kylääsi puolustusrakennuksilla, muureilla ja ansoilla sekä ostamalla lisää kilpiä ja suojia kaupasta. Esteet ja kartan reuna eivät estä vihollisjoukkoja hyökkäämästä!"
"TID_FAQ_TITLE_CLAN","Kuinka voin liittyä klaaniin tai perustaa klaanin?"
"TID_FAQ_TEXT_CLAN","Liittyäksesi klaaniin sinun on ensin kunnostettava klaanilinna. Kun se on valmis, napauta sitä ja valitse joko klaaniin liittyminen tai klaanin luominen. Klaanilinnaan sijoitetaan myös klaanikavereidesi lahjoittamat vahvistusjoukot ja loitsut. Klaanilinnan joukot suojelevat kylääsi. Sen joukot ja loitsut ovat myös käytössäsi, kun hyökkäät muiden pelaajien kyliin."
"TID_FAQ_TITLE_RECRUIT","Miten saan lisää jäseniä klaaniini?"
"TID_FAQ_TEXT_RECRUIT","Voit kutsua klaaniisi Game Center- tai Facebook-kavereitasi tai muita pelaajia yleisen chatin kautta.\n\nKutsuaksesi Game Center- tai Facebook-kaverisi hänen täytyy ensin pelata Clash of Clansia, yhdistää pelinsä joko Game Centeriin tai Facebookiin ja korjata klaanilinnansa. Tämän jälkeen näet hänet kaverilistallasi, jossa voit napauttaa hänen nimeään ja valita listalta Kutsu. Yleisen chatin kautta kutsuminen toimii samaan tapaan: Napauta pelaajan viestiä, ja valitse listalta Kutsu."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Voit kutsua klaaniisi Google Play- tai Facebook-kavereitasi tai muita pelaajia yleisen chatin kautta.\n\nKutsuaksesi Google Play- tai Facebook-kaverisi hänen täytyy ensin pelata Clash of Clansia, yhdistää pelinsä joko Google Playhin tai Facebookiin ja korjata klaanilinnansa. Tämän jälkeen näet hänet kaverilistallasi, jossa voit napauttaa hänen nimeään ja valita listalta Kutsu. Yleisen chatin kautta kutsuminen toimii samaan tapaan: Napauta pelaajan viestiä, ja valitse listalta Kutsu."
"TID_FAQ_TITLE_RESET","Voiko pelin asentaa uudelleen ja aloittaa alusta?"
"TID_FAQ_TEXT_RESET","Tällä hetkellä pelin uudelleen aloittaminen ei ole mahdollista. Voit kuitenkin aloittaa uuden pelin millä tahansa toisella laitteella, jolla ei ole aikaisemmin pelattu Clash of Clansia."
