"TID","RU"
"TID_TUTORIAL_TRAIN_1","Теперь давай тренировать войска!"
"TID_TUTORIAL_TRAIN_2","Коснись казармы и выбери \qТренировать войска\q."
"TID_TUTORIAL_CHANGE_NAME","Это было великое сражение! Под каким именем ты войдешь в историю?"
"TID_TUTORIAL_TOWN_HALL_1","Благодаря золоту, которое мы забрали у гоблинов, можно улучшить ратушу."
"TID_TUTORIAL_TOWN_HALL_2","Прекрасно! Теперь мы сможем строить новые здания благодаря улучшению ратуши."
"TID_TUTORIAL_ACHIEVEMENTS","Если ищешь новых подвигов, просто коснись иконки."
"TID_TUTORIAL_ACHIEVEMENTS2","Вождь, кажется, ты знаешь, что делаешь. Вся деревня рассчитывает на тебя!"
"TID_GOBLIN_SPEAKS_1","Гва-а-арх! Я с тобой еще не закончил."
"TID_GOBLIN_SPEAKS_2","Пусть однажды победа досталась тебе, но этот гоблинский лагерь тебе не по зубам!"
"TID_TUTORIAL_GOLDSTORAGE","Нужно место, чтобы хранить твое золото!"
"TID_TUTORIAL_ELIXIRSTORAGE","Эликсиру тоже нужно место хранения."
"TID_LOCKED_IN_TUTORIAL","Завершите обучение, чтобы открыть эту возможность!"
"TID_TUTORIAL_ATTACK_NPC_1","Колдуны из башни слоновой кости пришли нам на помощь! Давай уничтожим лагерь гоблинов!"
"TID_TUTORIAL_ATTACK_NPC_2","Славно. Давай-ка надерем побольше зеленых задниц!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","В бой!"
"TID_NPC_NAME_TUTORIAL","Плата"
"TID_NPC_NAME_TUTORIAL2","Гоблинский лес"
"TID_JOINALLIANCEQUESTION","Принять приглашение в клан?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Атака под щитом"
"TID_POPUP_SHIELD_REMOVAL","Найти противника можно в любое время, но время действия щита сократится, если начать атаку. Если времени осталось меньше, чем уйдет за атаку, щит исчезнет."
"TID_UPDATE_TROOP_LEVEL","Повысить уровень до <number>-го"
"TID_LEVEL_UP","Новый уровень!"
"TID_NEW_ITEMS_UNLOCKED","Доступен новый предмет"
"TID_MISSION_SCREEN_TITLE","Задание"
"TID_MISSION_REWARD","Награда:"
"TID_MISSION_COMPLETE_TITLE","Задание выполнено!"
"TID_ATTACK_LOCKED","Чтобы открыть, повысьте уровень ратуши до 2-го!"
"TID_RANKTITLE","Ранг"
"TID_BUTTON_REPAIR","Восстановить"
"TID_DIAMOND_PACK_1","Горсть кристаллов"
"TID_DIAMOND_PACK_2","Мешок кристаллов"
"TID_DIAMOND_PACK_3","Куль кристаллов"
"TID_DIAMOND_PACK_4","Ящик кристаллов"
"TID_DIAMOND_PACK_5","Сундук кристаллов"
"TID_TRAIN_TUTORIAL_ARROW","Удерживайте"
"TID_DIAMOND_SHOP_PACK","Кристаллы: <number>"
"TID_GOLD_SHOP_PACK","Золото: <number>"
"TID_ELIXIR_SHOP_PACK","Эликсир: <number>"
"TID_RESOURCE_PACK_GOLD_FULL","Наполнить золотохранилище"
"TID_RESOURCE_PACK_ELIXIR_FULL","Наполнить эликсирохранилище"
"TID_RESOURCE_PACK_GOLD_10","Наполнить хранилища на 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Наполнить хранилища на 10 %"
"TID_RESOURCE_PACK_GOLD_50","Наполнить хранилища на 1/2"
"TID_RESOURCE_PACK_ELIXIR_50","Наполнить хранилища на 1/2"
"TID_CONTAINER_MAX","Макс.: <amount>"
"TID_SHOP_AVAILABLE","Построено:"
"TID_BATTLE_LOG_COL_1","Противник:"
"TID_BATTLE_LOG_COL_2","Потеряно ресурсов:"
"TID_BATTLE_LOG_COL_3","Исход:"
"TID_PVP_BUTTON","Подбор"
"TID_NPC_ATTACK_BUTTON","В атаку"
"TID_NPC1","Гоблинский аванпост"
"TID_NPC2","Каменистый форт"
"TID_NPC3","Гоблинская перчатка"
"TID_NPC4","Побег от пушек"
"TID_NPC5","Два дымящихся бочонка"
"TID_NPC6","Золотая лихорадка"
"TID_NPC7","Линия Мажино"
"TID_NPC8","Крысиная долина"
"TID_NPC9","Грубая сила"
"TID_NPC10","Гоблиноград"
"TID_NPC11","\qМ\q значит \qМортира\q"
"TID_NPC12","Мегабластер"
"TID_NPC13","Недвижимый предмет"
"TID_NPC14","Форт на холме"
"TID_NPC15","Сторожевая башня"
"TID_NPC16","Псевдозолото"
"TID_NPC17","Водный путь"
"TID_NPC18","Надувной замок"
"TID_NPC19","Фикува"
"TID_NPC20","Логово гоблинов"
"TID_NPC21","Малыш Денни"
"TID_NPC22","Бук Оммахха"
"TID_NPC23","Стальные стены"
"TID_NPC24","Сицилианская защита"
"TID_NPC25","Обсидиановая башня"
"TID_NPC26","Наконечник стрелы"
"TID_NPC27","Ковровая дорожка"
"TID_NPC28","Природная защита"
"TID_NPC29","Стальная перчатка"
"TID_NPC30","Королевский гамбит"
"TID_NPC31","Полный вперед"
"TID_NPC32","Мартышка в доспехах"
"TID_NPC33","Рухнувшие башни"
"TID_NPC34","Представитель"
"TID_NPC35","Тройное А"
"TID_NPC36","Гоблинский пикник"
"TID_NPC37","Приманка"
"TID_NPC38","Разменная монета"
"TID_NPC39","Выбирай с умом"
"TID_NPC40","Мегазло"
"TID_NPC41","Хрустальная корка"
"TID_NPC42","Лютый холод"
"TID_NPC43","Вокруг да около"
"TID_NPC44","Кухонная раковина"
"TID_NPC45","Кружащийся кошмар"
"TID_NPC46","Мегапоместье"
"TID_NPC47","Игровой домик П.Е.К.К.А."
"TID_NPC48","Башни из шербета"
"TID_NPC49","Король гоблинов 1"
"TID_NPC50","Король гоблинов 2"
"TID_MULTIPLAYER","Многопользоват. режим"
"TID_SINGLEPLAYER","Одиночная игра"
"TID_MULTIPLAYER_POINTS","Ваши трофеи:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Нужно больше кристаллов"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Хотите получить еще?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","В магазин"
"TID_TRAINING_INFO","Коснитесь и удерживайте иконку воинов, чтобы отправить на тренировку нескольких сразу."
"TID_TRAINING_INFO2","Перетащите воинов, чтобы обучить, или выберите заново"
"TID_FINISH_TRAINING","Закончить тренировку:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Новая учетная запись Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Хотите привязать текущую игру к этой учетной записи Facebook?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Новая учетная запись Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Хотите сохранить текущую игру в этой учетной записи Game Center?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Вход в новую учетную запись Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Хотите сохранить текущую игру в этой учетной записи Google?"
"TID_GEM_POPUP_TEXT","Кристаллы закончились. Посетите магазин, чтобы купить еще!"
"TID_FRIEND_LIST_TEAMUP_1","Сражайтесь с друзьями"
"TID_FRIEND_LIST_TEAMUP_2","Здесь будут приглашения в друзья"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Будьте в курсе всех новостей друзей!"
"TID_TROOP_SPEED_UP_SUCCESS","Тренировка войск окончена!"
"TID_UPDATING_CONTENT","Загрузка материалов"
"TID_LOADING","Загрузка"
"TID_SHUTDOWN_STARTED","Через 5 минут игра ненадолго станет недоступна в связи с техническими работами. Нападение в этот период будет невозможно."
"TID_SHUTDOWN_ATTACK_DISABLED","Атаки отключены до завершения технического перерыва."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление от Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Хотите загрузить деревню вождя <name> с <number>-м уровнем ратуши? Внимание: данные о текущей игре будут утеряны."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление от Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Хотите загрузить деревню вождя <name> с <number>-м уровнем ратуши? Внимание: данные о текущей игре будут утеряны."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление от Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Эта учетная запись Facebook уже привязана к другой игре Clash of Clans. Хотите привязать ее к этой игре?"
"TID_VIEW_HIGHSCORES","Узнайте больше о сильнейших кланах и игроках со всего мира."
"TID_STARS_TOTAL","Звезд получено:"
"TID_SETTINGS_SCREEN_TITLE","Настройки"
"TID_SETTINGS_NAME","Имя"
"TID_SETTINGS_CHANGENAMENOTE","Внимание! Имя можно сменить лишь однажды!"
"TID_SETTINGS_MUSIC","Музыка"
"TID_SETTINGS_SFX","Звуковые эффекты"
"TID_SETTINGS_GOOGLE","Вход в Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Подключено"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Отключено"
"TID_SETTINGS_SNOW","Снег"
"TID_FEEDBACK_BUTTON","Сообщить о проблеме"
"TID_FEEDBACK_EMAIL_TITLE","Отзыв%20о%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","О программе"
"TID_GIVE_NAME_TITLE","Меня зовут..."
"TID_BUTTON_DONE","Готово"
"TID_RATE_APP_TITLE","Оценить Clash of Clans"
"TID_RATE_APP_MESSAGE","Пожалуйста, поставьте оценку Clash of Clans или напишите отзыв в App Store, чтобы мы знали, что вы думаете!"
"TID_RATE_APP_MESSAGE_ANDROID","Пожалуйста поставьте оценку Clash of Clans или напишите отзыв в Google Play, чтобы мы знали, что вы думаете!"
"TID_BUTTON_RATE_APP_LATER","Позже"
"TID_BUTTON_RATE_APP_REVIEW","Оценить"
"TID_BUTTON_RATE_APP_NEVER","Никогда"
"TID_COME_BACK_NOTIFICATION_SMALL","Возвращайтесь, вождь! Вы нужны своей армии!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Деревне нужен лидер! Возвращайтесь, вождь!"
"TID_COME_BACK_NOTIFICATION_LARGE","Возвращайтесь, деревне нужен вождь!"
"TID_SETTINGS_ON","Вкл."
"TID_SETTINGS_OFF","Выкл."
"TID_INVALID_NAME","Имя не подходит! Пожалуйста, попробуйте другое."
"TID_MULTIPLAYER_COST","Цена поединка:"
"TID_MULTIPLAYER_SHIELD_COST","Цена атаки:"
"TID_MAP_LOCATION_1","Озеро П.Е.К.К.А."
"TID_MAP_LOCATION_2","Запретный лес"
"TID_MAP_LOCATION_3","Долина победы"
"TID_MAP_LOCATION_4","Варвария"
"TID_MAP_LOCATION_5","Мерзлое озеро"
"TID_MAP_LOCATION_6","Воровская бухта"
"TID_MAP_LOCATION_7","Каменное озеро"
"TID_MAP_LOCATION_8","Косая арка"
"TID_MAP_LOCATION_9","Кислое озеро"
"TID_MAP_LOCATION_10","Гоблинский лагерь"
"TID_MAP_LOCATION_11","Гнилое море"
"TID_MAP_LOCATION_12","Таверна \qЗолотые дубы\q"
"TID_MAP_LOCATION_13","Громадное ущелье"
"TID_MAP_LOCATION_14","Убежище короля гоблинов"
"TID_NAME_TOO_SHORT","Слишком короткое имя!"
"TID_BUILDER","Строитель:"
"TID_GUARD_BUY_CONFIRMATION","Защита активирована!"
"TID_SHIELD_BUY_CONFIRMATION","Щит действует!"
"TID_RESOURCE_BUY_CONFIRMATION","Ресурсы получены!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> получен!</c>"
"TID_BATTLECOST","Цена:"
"TID_CLAN_TOTAL_POINTS","Всего очков:"
"TID_CLAN_MEMBERS","Соклановцы:"
"TID_CLAN_TYPE","Вид:"
"TID_TAP_TO_VIEW","Коснитесь, чтобы узнать подробности"
"TID_ALLIANCE_REQUEST_ACCEPTED","Добро пожаловать в наш клан!"
"TID_ALLIANCE_REQUEST_DECLINED","Запрос на вступление в клан отклонен!"
"TID_ADD_FRIENDS_INFO","Друзья из Game Center появляются, когда вы подключаетесь к Game Center."
"TID_ADD_FRIENDS_INFO_ANDROID","Скоро появятся друзья из Google Play!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Восстановите крепость клана"
