"TID","FA"
"TID_TAP_TO_EXPAND","برای گسترش ضربه بزنید"
"TID_BUY_MISSING_RESOURCES_HEADER","به <resource> بیشتر نیاز دارید"
"TID_BUY_MISSING_RESOURCES_TEXT","مابقی <count> <resource> را خریداری می‌کنید؟"
"TID_BUY_MISSING_RESOURCES_HEADER_TWO","به منابع بیشتری نیاز دارید"
"TID_BUY_MISSING_RESOURCES_TEXT_TWO","مابقی <count> <resource> و <count2> <resource2> را خریداری می‌کنید؟"
"TID_BUY_RESOURCE_PACK_HEADER","<resource> خریداری می‌کنید؟"
"TID_BUY_RESOURCE_PACK_TEXT","آیا مطمئنید می‌خواهید <count> <resource> را خریداری کنید؟"
"TID_BUY_GUARD_HEADER","گارد می‌خرید؟"
"TID_BUY_SHIELD_HEADER","سپر می‌خرید؟"
"TID_BUY_SHIELD_TEXT","آیا مطمئنید می‌خواهید <name> را خریدار کنید؟"
"TID_RESOURCE_PACK_LOCKED","فصای کافی ذخیره‌سازی وجود ندارد!"
"TID_STAR1","فوق‌العاده است!"
"TID_STAR2","عالی است!"
"TID_STAR3","خوب است!"
"TID_OVERALL_DAMAGE","کل آسیب"
"TID_VILLAGE_GUARD_TITLE","گارد:"
"TID_SHIELD_TITLE","سپر:"
"TID_SHIELD_NONE","هیچکدام"
"TID_BATTLE_LOG","گزارش نبرد"
"TID_BATTLE_INBOX","پیام های دریافتی"
"TID_VICTORY","پیروزی"
"TID_DEFEAT","شکست"
"TID_WHAT_YOU_GOT","دریافت کردید:"
"TID_TROOPS_USED","نیروهای خرج شده:"
"TID_TOTAL_DAMAGE","آسیب کلی:"
"TID_SCORE","امتیاز"
"TID_YOU_HAVE_BEEN_ATTACKED","رئیس، دهکده ما مورد حمله قرار گرفت!"
"TID_YOU_HAVE_BEEN_ATTACKED_TITLE","یورش دشمن"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","رئیس، زمانی که رفته بودید، دهکده مورد حمله قرار گرفت!"
"TID_TUTORIAL_CANNON_1","رئیس خوش آمدید! ما مطمئناً منتظر شما بودیم."
"TID_TUTORIAL_CANNON_2","این دهکده جدید شماست، دوست داشتنی نیست!؟ زندگی در اینجا عالی می شد، اگر ..."
"TID_TUTORIAL_CANNON_3","اوه نه، این گروه جن‌ها است! عجله کنید، بیابید برای دفاع از دهکده توپ بسازیم!"
"TID_TUTORIAL_CANNON_4","توپ را در مرکز دهکده قرار دهید. ما باید از تالار شهر محافظت کنیم!"
"TID_TUTORIAL_CANNON_5","رئیس، می‌توانید برای بالا سرعت کارها مقداری جواهر خرج کنید!"
"TID_TUTORIAL_DEFEND_1","آهای! آنجا هستند! گروه جن‌ها ، حمممملللله!"
"TID_TUTORIAL_DEFEND_1b","اوه، این دیگر چیست؟ باز هم یک انسان ضعیف دیگر!"
"TID_TUTORIAL_DEFEND_2","اوف، خطر از بیخ گوشمان گذشت! متشکریم رئیس!"
"TID_TUTORIAL_DEFEND_4","ما دهکده را روی یک خط لی ساختیم! به این معناست که توپ به طور سحرآمیزی خود را در طی زمان تعمیر می‌کند."
"TID_TUTORIAL_DEFEND_5","اوه، طلا! ما جن‌ها خیلی طلا دوست داریم!"
"TID_TUTORIAL_DEFEND_BUTTON","آن را بیاورید!"
"TID_TUTORIAL_WORKER_1","وای، خوب پیش می‌روید! اکنون باید این دهکده را شکل جنگی دربیاوریم."
"TID_TUTORIAL_WORKER_2","استخدام یک سازنده دوم به شما اجازه می‌دهد دو ساخت‌و ساز را همزمان شروع کنید."
"TID_TUTORIAL_ELIXIR_1","اکسیر برای آموزش نیروها و ساخت بسیاری از ساختمان‌ها ضروری است."
"TID_TUTORIAL_ELIXIR_2","شما می‌توانید اکسیر را از خط لی زیرزمین پمپاژ کنید. بیابید امتحان کنیم!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","دستگاه تقطیر می‌تواند تنها مقدار اندکی اکسیر ذخیره کند."
"TID_TUTORIAL_ELIXIR_STORAGE_2","بیابید یک مخزن خمره‌ای بسازیم تا بتوانیم آنها را انبار کنیم!"
"TID_TUTORIAL_GOLD_STORAGE_1","ما همچنین به یک مکان امن برای انبار کردن طلاهایمان نیاز داریم."
"TID_TUTORIAL_GOLD_STORAGE_2","یک مخزن طلا بسازیم تا بتوانیم طلا را انبار کنیم!"
"TID_TUTORIAL_BARRACK_1","رئیس، ما برای جنگ با آن جن‌ها به ارتش نیاز داریم! بیابید پادگان بسازیم."
"TID_TUTORIAL_TRAIN_1","اکنون بیایید تعدادی نیرو آموزش دهیم!"
"TID_TUTORIAL_TRAIN_2","روی پادگان ضربه بزنید و آموزش نیروها را انتخاب کنید"
"TID_TUTORIAL_CHANGE_NAME","یک نبرد عالی بود! شما در تاریخ ما چگونه شناخته خواهید شد؟"
"TID_TUTORIAL_TOWN_HALL_1","با طلایی که از جن‌ها می‌گیریم، می‌توانیم هزینه ارتقای تالار شهر را پرداخت کنیم."
"TID_TUTORIAL_TOWN_HALL_2","کارتان خوب بود! اکنون می‌توانیم به لطف ارتقای تالار شهر، ساختمان‌های جدید بسازیم."
"TID_TUTORIAL_ACHIEVEMENTS","اگر به دنبال چالش‌های جدید می‌گردید، کافیست اینجا ضربه بزنید."
"TID_TUTORIAL_ACHIEVEMENTS2","رئیس، ظاهرا خوب می‌دانید چه کاری می‌کنید. کل دهکده روی شما حساب می‌کنند!"
"TID_GOBLIN_SPEAKS_1","بعداً می‌بینمت! کارم هنوز باهات تموم نشده."
"TID_GOBLIN_SPEAKS_2","ممکن است یک بار من را شکست داده باشی، اما این اردوگاه جن‌ خیلی سر سخت تر است."
"TID_TUTORIAL_GOLDSTORAGE","شما نیز به یک مکان برای انبار کردن طلای ارزشمند نیاز دارید!"
"TID_TUTORIAL_ELIXIRSTORAGE","این اکسیرهم لازم است جایی ذخیره شود."
"TID_LOCKED_IN_TUTORIAL","برای بازگشایی قفل این ویژگی، مورد آموزشی را تکمیل کنید!"
"TID_TUTORIAL_ATTACK_NPC_1","جادوگران برج عاج اینجا هستند تا به ما کمک کنند! بیابید از اردوگاه جن ها بیرون برویم!"
"TID_TUTORIAL_ATTACK_NPC_2","کارتان عالی بود. احالا بیابید چند تای دیگر را هم نابود کنبم!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","حمله!"
"TID_NPC_NAME_TUTORIAL","بازپرداخت"
"TID_NPC_NAME_TUTORIAL2","جنگل جن"
"TID_JOINALLIANCEQUESTION","دعوت قبیله را می‌پذیرید؟"
"TID_POPUP_SHIELD_REMOVAL_TITLE","حمله در زمان داشتن سپر"
"TID_POPUP_SHIELD_REMOVAL","شما می‌توانید در هر زمانی یک حریف بیابید، اما اگر شروع به حمله کنید مدت زمان سپرتان کوتاه خواهد شد. اگر کمتر از هزینه حمله دارید، سپرتان برداشته خواهد شد."
"TID_UPDATE_TROOP_LEVEL","ارتقا به سطح <number>"
"TID_LEVEL_UP","به سطح بالا بروید!"
"TID_NEW_ITEMS_UNLOCKED","قفل موارد جدید باز شد"
"TID_MISSION_SCREEN_TITLE","مأموریت‌ها"
"TID_MISSION_REWARD","پاداش:"
"TID_MISSION_COMPLETE_TITLE","مأموریت تمام شد!"
"TID_ATTACK_LOCKED","برای بازگشایی قفل این ویژگی، تالار شهر را به سطح 2 ارتقا دهید!"
"TID_RANKTITLE","رتبه"
"TID_BUTTON_REPAIR","بازسازی"
"TID_DIAMOND_PACK_1","توده‌ای از جواهر"
"TID_DIAMOND_PACK_2","کیسه‌ای از جواهر"
"TID_DIAMOND_PACK_3","ساکی از جواهر"
"TID_DIAMOND_PACK_4","جعبه‌ای از جواهر"
"TID_DIAMOND_PACK_5","صندوقی از جواهر"
"TID_TRAIN_TUTORIAL_ARROW","پایین نگه دارید"
"TID_DIAMOND_SHOP_PACK","<number> جواهر"
"TID_GOLD_SHOP_PACK","<number> طلا"
"TID_ELIXIR_SHOP_PACK","<number> اکسیر"
"TID_RESOURCE_PACK_GOLD_FULL","انبارهای طلا را پر کنید"
"TID_RESOURCE_PACK_ELIXIR_FULL","مخازن اکسیر را پر کنید"
"TID_RESOURCE_PACK_GOLD_10","10% انبارها را پر کنید"
"TID_RESOURCE_PACK_ELIXIR_10","10% انبارها را پر کنید"
"TID_RESOURCE_PACK_GOLD_50","نصف انبارها را پر کنید"
"TID_RESOURCE_PACK_ELIXIR_50","نصف انبارها را پر کنید"
"TID_CONTAINER_MAX","حداکثر: <amount>"
"TID_SHOP_AVAILABLE","ساخته شده:"
"TID_BATTLE_LOG_COL_1","حریف:"
"TID_BATTLE_LOG_COL_2","منابع از دست رفته:"
"TID_BATTLE_LOG_COL_3","نتیجه:"
"TID_PVP_BUTTON","یافتن یک حریف"
"TID_NPC_ATTACK_BUTTON","حمله"
"TID_NPC1","پایگاه جن"
"TID_NPC2","دژ سنگی"
"TID_NPC3","دستکش جن"
"TID_NPC4","حرکت گلوله توپ"
"TID_NPC5","بشکه های دودی"
"TID_NPC6","فرار طلایی"
"TID_NPC7","خط دفاعی ماژینو"
"TID_NPC8","دره موش"
"TID_NPC9","نیروی بی رحم"
"TID_NPC10","شهر گوژپشت"
"TID_NPC11","M مخفف خمپاره‌انداز است"
"TID_NPC12","انفجارعظیم"
"TID_NPC13","شی غیر قابل حرکت"
"TID_NPC14","مناره های دژ"
"TID_NPC15","برج دیده‌بانی"
"TID_NPC16","طلای مصنوعی"
"TID_NPC17","شاهراه"
"TID_NPC18","قلعه بادی"
"TID_NPC19","فیکووا"
"TID_NPC20","اردوگاه گوژپشت"
"TID_NPC21","دنی بوی"
"TID_NPC22","جنگل اماها"
"TID_NPC23","دیوارهای فولادی"
"TID_NPC24","دفاع سیسیلی"
"TID_NPC25","برج صخره ای"
"TID_NPC26","سر پیکان"
"TID_NPC27","فرش قرمز"
"TID_NPC28","دفاع طبیعی"
"TID_NPC29","دستکش فولادی"
"TID_NPC30","حیله ملکه"
"TID_NPC31","سینه به سینه"
"TID_NPC32","شامپانزه در زره"
"TID_NPC33","برج‌های معیوب"
"TID_NPC34","پیشاهنگ"
"TID_NPC35","سه ستاره ممتاز"
"TID_NPC36","پیکنیک جن"
"TID_NPC37","طعمه و دام"
"TID_NPC38","آسیب متوازی"
"TID_NPC39","انتخاب عاقلانه"
"TID_NPC40","شیطان بزرگ"
"TID_NPC41","پوسته کریستالی"
"TID_NPC42","به سردی یخ"
"TID_NPC43","پرش در اطراف"
"TID_NPC44","سینک آشپزخانه"
"TID_NPC45","وحشت غلتان"
"TID_NPC46","عمارت عظیم"
"TID_NPC47","خانه بازی P.E.K.K.A"
"TID_NPC48","برج‌های لیموناد"
"TID_NPC49","پادشاه جن نسخه 1"
"TID_NPC50","پادشاه جن نسخه 2"
"TID_MULTIPLAYER","چند نفره"
"TID_SINGLEPLAYER","تک نفره"
"TID_MULTIPLAYER_POINTS","جام‌های شما:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","جواهر کافی ندارید"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","آیا می‌خواهید بیشتر دریافت کنید؟"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","ورود به فروشگاه"
"TID_TRAINING_INFO","روی نماد واحد برای آموزش چندین نیرو ضربه بزنید و نگه دارید."
"TID_TRAINING_INFO2","واحدها را برای آموزش بکشید یا آنها را دوباره مرتب کنید"
"TID_FINISH_TRAINING","اتمام آموزش:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","ورود به Facebook با نام کاربری جدید"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","آیا می‌خواهید بازی کنونی‌تان را به این حساب Facebook مرتبط کنید؟"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","ورود به Game Center با نام کاربری جدید"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","آیا می‌خواهید بازی کنونی‌تان را در این حساب Game Center ذخیره کنید؟"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","ورود به Google Play با نام کاربری جدید"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","آیا می‌خواهید بازی کنونی‌تان را در این حساب Google ذخیره کنید؟"
"TID_GEM_POPUP_TEXT","جواهرهای شما به اتمام رسید. برای دریافت مقداری جواهر به فروشگاه بروید!"
"TID_FRIEND_LIST_TEAMUP_1","جنگ با دوستان"
"TID_FRIEND_LIST_TEAMUP_2","درخواست‌های دوستی اینجا نشان داده خواهند شد"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","دوستانتان را هر جایی که می‌روند دنبال کنید!"
"TID_TROOP_SPEED_UP_SUCCESS","آموزش نیروها تمام شد!"
"TID_UPDATING_CONTENT","دانلود محتوا"
"TID_LOADING","در حال بارگیری"
"TID_SHUTDOWN_STARTED","بازی به مدت 5 دقیقه برای یک تعمیر کوچک بسته خواهد شد. در طی این وقفه، حمله غیر فعال است."
"TID_SHUTDOWN_ATTACK_DISABLED","حمله تا زمانی که تعمیر تمام شود غیرفعال شده است."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","آیا می‌خواهید دهکده رئیس <name> را با سطح <number> تالار شهر بارگذاری کنید؟ هشدار: پیشرفت موجود در این بازی از دست خواهد رفت."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار حساب Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","آیا می‌خواهید دهکده رئیس <name> را با سطح <number> تالار شهر بارگذاری کنید؟ هشدار: پیشرفت موجود در این بازی از دست خواهد رفت."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","این حساب Facebook قبلاً به یک بازی Clash of Clans دیگر وصل شده است. آیا می‌خواهید آن را به بازی کنونی‌تان وصل کنید؟"
"TID_VIEW_HIGHSCORES","قویترین قبیله‌ها و بازیکنان سراسر دنیا را مشاهده کنید."
"TID_STARS_TOTAL","کل ستاره‌ها:"
"TID_SETTINGS_SCREEN_TITLE","تنظیمات"
"TID_SETTINGS_NAME","نام"
"TID_SETTINGS_CHANGENAMENOTE","توجه! شما می‌توانید تنها یک بار نامتان را تغییر دهید!"
"TID_SETTINGS_MUSIC","موزیک"
"TID_SETTINGS_SFX","جلوه‌های صوتی"
"TID_SETTINGS_GOOGLE","Google Play Sign-In"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","متصل شد"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","اتصال قطع شد"
"TID_SETTINGS_SNOW","برف"
"TID_FEEDBACK_BUTTON","گزارش یک مشکل"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","درباره"
"TID_GIVE_NAME_TITLE","نام من ... است"
"TID_BUTTON_DONE","انجام شد"
"TID_RATE_APP_TITLE","امتیاز دهی به Clash of Clans"
"TID_RATE_APP_MESSAGE","لطفاً Clash of Clans را در App Store ارزیابی کنید یا امتیاز دهید تا از نظرات ارزشمندتان مطلع شویم!"
"TID_RATE_APP_MESSAGE_ANDROID","لطفاً Clash of Clans را در Google Play ارزیابی کنید یا امتیاز دهید تا از نظرات ارزشمندتان مطلع شویم!"
"TID_BUTTON_RATE_APP_LATER","بعداً"
"TID_BUTTON_RATE_APP_REVIEW","بازبینی"
"TID_BUTTON_RATE_APP_NEVER","هرگز"
"TID_COME_BACK_NOTIFICATION_SMALL","برگرد رئیس! ارتش به تو احتیاج دارد"
"TID_COME_BACK_NOTIFICATION_MEDIUM","دهکده‌ات به یک رهبر نیاز دارد. برگرد رئیس!"
"TID_COME_BACK_NOTIFICATION_LARGE","هی برگرد، دهکده‌ات به یک رهبر نیاز دارد"
"TID_SETTINGS_ON","روشن"
"TID_SETTINGS_OFF","خاموش"
"TID_INVALID_NAME","نام نامعتبر! لطفاً یک مورد دیگر را امتحان کنید."
"TID_MULTIPLAYER_COST","هزینه رقابت:"
"TID_MULTIPLAYER_SHIELD_COST","هزینه حمله:"
"TID_MAP_LOCATION_1","دریاچه P.E.K.K.A"
"TID_MAP_LOCATION_2","جنگل ممنوعه"
"TID_MAP_LOCATION_3","دره پیروزی"
"TID_MAP_LOCATION_4","بربرستان"
"TID_MAP_LOCATION_5","دریاچه یخزده"
"TID_MAP_LOCATION_6","نهر غارتگر"
"TID_MAP_LOCATION_7","دریاچه سنگی"
"TID_MAP_LOCATION_8","کمان اصلان"
"TID_MAP_LOCATION_9","دریاچه ترش"
"TID_MAP_LOCATION_10","اردوگاه جن"
"TID_MAP_LOCATION_11","دریای فاسد"
"TID_MAP_LOCATION_12","مسافرخانه بلوط طلایی"
"TID_MAP_LOCATION_13","مسیر بزرگ"
"TID_MAP_LOCATION_14","مخفیگاه پادشاه جن"
"TID_NAME_TOO_SHORT","نام بسیار کوتاه است!"
"TID_BUILDER","سازنده:"
"TID_GUARD_BUY_CONFIRMATION","گارد فعال شد!"
"TID_SHIELD_BUY_CONFIRMATION","سپر فعال شد!"
"TID_RESOURCE_BUY_CONFIRMATION","منابع دریافت شدند!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> دریافت شد!</c>"
"TID_BATTLECOST","هزینه:"
"TID_CLAN_TOTAL_POINTS","کل امتیاز"
"TID_CLAN_MEMBERS","اعضا"
"TID_CLAN_TYPE","نوع"
"TID_TAP_TO_VIEW","برای مشاهده جزئیات ضربه بزنید"
"TID_ALLIANCE_REQUEST_ACCEPTED","به قبیله ما خوش آمدید!"
"TID_ALLIANCE_REQUEST_DECLINED","درخواست قبیله رد شد!"
"TID_ADD_FRIENDS_INFO","دوستان Game Center زمانی نشان داده می‌شوند که وارد حساب Game Center شوید"
"TID_ADD_FRIENDS_INFO_ANDROID","دوستان Google Play به زودی می‌آیند!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","بازسازی قلعه قبیله"
"TID_REPAIR_CLAN_CASTLE","بازگشایی قفل قبایل"
"TID_REPAIR_CLAN_CASTLE_2","برای یافتن متحدان جدید، دریافت نیروی کمکی و شرکت در جنگ‌های قبایل به یک قبیله بپیوندید.\n\nبرای بازی با دوستان، استخدام اعضای جدید و مطرح کردن خود در قلمروتان ، قبیله خودتان را ایجاد کنید!"
"TID_POPUP_ABOUT_TO_SELL","آیا مطمئنید؟"
"TID_TRAP_MINE_INFO","هیچ چیزی مانند یک بمب مخفی و قدیمی خوب نمی‌گوید «عقب بایستید»."
"TID_TRAP_EJECTOR_INFO","این تعداد کم فنر، نیروهای گشت دشمن را به بیرون از سرزمینتان پرتاب خواهند کرد!"
"TID_WALL_INFO","دیوارها برای امن نگه داشتن دهکده و نگه داشتن دشمنان در خط آتش عالی هستند."
"TID_ABOUT","اعتبارها\n\n<names>\n\n™Clash of Clans<version>\nحق نسخه‌برداری 2012-2017 Supercell Ltd. همه حقوق محفوظ است.\nتقاضای ثبت اختراع در ایالات متحده تسلیم شده است\nکلیه استفاده‌ها از این نرم‌افزار منوط به رعایت شرایط و مقررات و خط‌مشی حریم خصوصی موجود در آدرس www.supercell.net است.\nبرای دریافت پشتیبانی با clashofclans.feedback@supercell.net تماس بگیرید.\n\nفناوری کدگذاری صوتی MPEG Layer-3 تحت مجوز Fraunhofer IIS و Thomson Licensing است"
