"TID","TR"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","Şef, sen yokken köy saldırıya uğradı!"
"TID_TUTORIAL_CANNON_1","Hoş geldin Şef! Seni dört gözle bekliyorduk."
"TID_TUTORIAL_CANNON_2","Bu yeni köyün. Çok sevimli değil mi? Burada hayat harika olabilirdi ama..."
"TID_TUTORIAL_CANNON_3","Olamaz, Goblin Sürüsü! Çabuk, köyü savunmak için bir Top hazırlayalım!"
"TID_TUTORIAL_CANNON_4","Topu köyün ortasına yerleştir. Belediye Binasını korumalıyız!"
"TID_TUTORIAL_CANNON_5","Cimrilik etmenin zamanı değil. İşleri hızlandırmak için biraz yeşil taş harca!"
"TID_TUTORIAL_DEFEND_1","Harr, işte buradalar! Goblin Sürüsü, SALDIIIR!!"
"TID_TUTORIAL_DEFEND_1b","Haharr, şuna bak! Yine sefil insanlarla karşılaştık!"
"TID_TUTORIAL_DEFEND_2","Uf, bunu ucuz atlattık. Teşekkürler Şef!"
"TID_TUTORIAL_DEFEND_4","Köyü bir ley hattının üzerine inşa ettik. Bu sayede Top zamanla kendi kendine onarılacak."
"TID_TUTORIAL_DEFEND_5","Harr, ALTIN! Biz goblinler altını çok severiz!"
"TID_TUTORIAL_DEFEND_BUTTON","Gelin bakalım!"
"TID_TUTORIAL_WORKER_1","Vay, iyiydi! Şimdi bu köyü savaşabilir hale getirmemiz lazım."
"TID_TUTORIAL_WORKER_2","İkinci bir inşaatçı tutarak aynı anda iki inşaata başlayabilirsin."
"TID_TUTORIAL_ELIXIR_1","Birlik eğitmek ve bina inşa etmek için iksir gerekir."
"TID_TUTORIAL_ELIXIR_2","Yer altındaki ley hattından İksir çıkarabilirsin. Haydi deneyelim!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Toplayıcı yalnızca az bir miktar İksir depolayabilir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Depolamak için bir Depo inşa edelim!"
"TID_TUTORIAL_GOLD_STORAGE_1","Altın rezervimizi saklamak için de güvenli bir yer gerekiyor."
"TID_TUTORIAL_GOLD_STORAGE_2","Altın depolamak için bir Altın Deposu inşa et!"
"TID_TUTORIAL_BARRACK_1","Şef, bu goblinlerle savaşmak için bir ordu lazım! Haydi bir Kışla inşa edelim."
"TID_TUTORIAL_TRAIN_1","Şimdi biraz birlik eğitelim!"
"TID_TUTORIAL_TRAIN_2","Kışlaya dokun ve Birlik Eğit'i seç."
"TID_TUTORIAL_CHANGE_NAME","Harika bir savaştı! Tarihimize ne adla geçmek istersin?"
"TID_TUTORIAL_TOWN_HALL_1","Goblinlerden aldığımız altınla şimdi Belediye Binamızı yükseltebiliriz."
"TID_TUTORIAL_TOWN_HALL_2","İyi işti! Belediye Binasını yükselttiğimize göre yeni binalar inşa edebilirsin."
"TID_TUTORIAL_ACHIEVEMENTS","Kapışmak için yeni müsabaka arıyorsan buraya dokunman yeterli."
"TID_TUTORIAL_ACHIEVEMENTS2","Şef, kesinlikle işini biliyorsun. Tüm köy sana güveniyor!"
"TID_GOBLIN_SPEAKS_1","Haarr! Seninle işim bitmedi."
"TID_GOBLIN_SPEAKS_2","Beni bir kez yenmiş olabilirsin ama bu goblin kampı çok daha güçlü."
"TID_TUTORIAL_GOLDSTORAGE","Değerli altınlarını saklayacak bir yere de ihtiyacın var!"
"TID_TUTORIAL_ELIXIRSTORAGE","İksirin de bir yerde depolanması gerekiyor."
"TID_LOCKED_IN_TUTORIAL","Bu özelliği açmak için eğitim aşamasını tamamla!"
"TID_TUTORIAL_ATTACK_NPC_1","Fildişi Kuledeki Büyücüler bize yardıma geldi! Haydi şu goblin kampını yok edelim!"
"TID_TUTORIAL_ATTACK_NPC_2","İyi işti. Artık bu yeşil yaratıklara günlerini gösterme zamanı geldi!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Saldır!"
"TID_NPC_NAME_TUTORIAL","Ödeşme"
"TID_NPC_NAME_TUTORIAL2","Goblin Ormanı"
"TID_JOINALLIANCEQUESTION","Klan davetini kabul edelim mi?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Koruma Altındayken Yapılan Saldırılar"
"TID_POPUP_SHIELD_REMOVAL","İstediğin zaman Eşleşme Bulabilirsin ancak saldırırsan kalkan süren kısalır. Saldırı maliyetinden daha az kalkanın varsa kalkanı kaybedersin."
"TID_UPDATE_TROOP_LEVEL","<number>. seviyeye yükselt"
"TID_LEVEL_UP","Seviye Atladın!"
"TID_NEW_ITEMS_UNLOCKED","Yeni Öğelerin Kilidi Açıldı"
"TID_MISSION_SCREEN_TITLE","Görevler"
"TID_MISSION_REWARD","Ödül:"
"TID_MISSION_COMPLETE_TITLE","Görev Tamamlandı!"
"TID_ATTACK_LOCKED","Bu özelliği açmak için Belediye Binasını 2. seviyeye yükselt!"
"TID_RANKTITLE","Derece"
"TID_BUTTON_REPAIR","Onar"
"TID_DIAMOND_PACK_1","Taş Yığını"
"TID_DIAMOND_PACK_2","Taş Torbası"
"TID_DIAMOND_PACK_3","Taş Çuvalı"
"TID_DIAMOND_PACK_4","Taş Kutusu"
"TID_DIAMOND_PACK_5","Taş Sandığı"
"TID_TRAIN_TUTORIAL_ARROW","Basılı tut"
"TID_DIAMOND_SHOP_PACK","<number> Taş"
"TID_GOLD_SHOP_PACK","<number> Altın"
"TID_ELIXIR_SHOP_PACK","<number> İksir"
"TID_RESOURCE_PACK_GOLD_FULL","Altın Depolarını Doldur"
"TID_RESOURCE_PACK_ELIXIR_FULL","İksir Depolarını Doldur"
"TID_RESOURCE_PACK_GOLD_10","Depoları %10 Doldur"
"TID_RESOURCE_PACK_ELIXIR_10","Depoları %10 Doldur"
"TID_RESOURCE_PACK_GOLD_50","Depoları Yarım Doldur"
"TID_RESOURCE_PACK_ELIXIR_50","Depoları Yarım Doldur"
"TID_CONTAINER_MAX","Maks: <amount>"
"TID_SHOP_AVAILABLE","İnşa edilen:"
"TID_BATTLE_LOG_COL_1","Rakip:"
"TID_BATTLE_LOG_COL_2","Kaybedilen kaynaklar:"
"TID_BATTLE_LOG_COL_3","Sonuç:"
"TID_PVP_BUTTON","Eşleşme Bul"
"TID_NPC_ATTACK_BUTTON","Saldır"
"TID_NPC1","Goblin Karakolu"
"TID_NPC2","Kayalık Hisar"
"TID_NPC3","Goblin Koridoru"
"TID_NPC4","Toplu Hücum"
"TID_NPC5","İki Dumanlı Namlu"
"TID_NPC6","Altına Hücum"
"TID_NPC7","Majino Hattı"
"TID_NPC8","Fare Vadisi"
"TID_NPC9","Kaba Kuvvet"
"TID_NPC10","Gobboköy"
"TID_NPC11","Havanın H'si"
"TID_NPC12","Mega Patlatıcı"
"TID_NPC13","Hareketsiz Nesne"
"TID_NPC14","Budak Hisar"
"TID_NPC15","Gözcü Kulesi"
"TID_NPC16","Ahmak Altını"
"TID_NPC17","Geçiş Yolu"
"TID_NPC18","Şişme Kale"
"TID_NPC19","Fikova"
"TID_NPC20","Gobbo Kampüsü"
"TID_NPC21","Hüzünlü Elveda"
"TID_NPC22","Ommahha Sahili"
"TID_NPC23","Çelik Duvarlar"
"TID_NPC24","Sicilya Savunması"
"TID_NPC25","Obsidiyen Kule"
"TID_NPC26","Ok Başı"
"TID_NPC27","Kırmızı Halı"
"TID_NPC28","Doğal Savunma"
"TID_NPC29","Çelik Koridor"
"TID_NPC30","Kraliçenin Hilesi"
"TID_NPC31","Tam Cephe"
"TID_NPC32","Zırhlı Şempanze"
"TID_NPC33","Hatalı Kuleler"
"TID_NPC34","Nokta Adam"
"TID_NPC35","Üç A"
"TID_NPC36","Goblin Pikniği"
"TID_NPC37","Yemle ve Değiştir"
"TID_NPC38","Yan Hasar"
"TID_NPC39","Akıllıca Seç"
"TID_NPC40","Mega Kötü"
"TID_NPC41","Kristal Kabuk"
"TID_NPC42","Buz Gibi Soğuk"
"TID_NPC43","Atlaya Atlaya"
"TID_NPC44","Eviye"
"TID_NPC45","Tekerlekli Terör"
"TID_NPC46","Mega Malikane"
"TID_NPC47","P.E.K.K.A Oyun Evi"
"TID_NPC48","Şerbet Kuleleri"
"TID_NPC49","Goblin Kral s.1"
"TID_NPC50","Goblin Kral s.2"
"TID_MULTIPLAYER","Çok oyunculu"
"TID_SINGLEPLAYER","Tek Oyuncu"
"TID_MULTIPLAYER_POINTS","Kupaların:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Yeterli Taş yok"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Daha fazla almak istiyor musun?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Dükkana Gir"
"TID_TRAINING_INFO","Birden fazla birlik eğitmek için birim simgesine dokun ve basılı tut."
"TID_TRAINING_INFO2","Birimleri eğitmek ya da yeniden düzenlemek için sürükle"
"TID_FINISH_TRAINING","Eğitimi Bitir:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Yeni Facebook oturumu"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Şu anki oyununu bu Facebook hesabına bağlamak istiyor musun?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Yeni Game Center oturumu"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Şu anki oyununu bu Game Center hesabına kaydetmek istiyor musun?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Yeni Google Play ile Giriş"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Mevcut oyununu bu Google hesabına kaydetmek istiyor musun?"
"TID_GEM_POPUP_TEXT","Taşın kalmadı. Dükkana git ve bir miktar daha al!"
"TID_FRIEND_LIST_TEAMUP_1","Arkadaşlarla Savaş"
"TID_FRIEND_LIST_TEAMUP_2","Arkadaşlık istekleri burada görünür"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Arkadaşlarını gittikleri her yerde takip et!"
"TID_TROOP_SPEED_UP_SUCCESS","Birlik eğitimi bitti!"
"TID_UPDATING_CONTENT","İçerik indiriliyor"
"TID_LOADING","Yükleniyor"
"TID_SHUTDOWN_STARTED","Oyun kısa bir bakım için 5 dakika kapanacak. Bu sırada saldırı yapılamaz."
"TID_SHUTDOWN_ATTACK_DISABLED","Bakım bitinceye kadar saldırı yapılamaz."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center Uyarısı"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Şef <name> adlı kişinin Belediye Binası <number>. seviye olan köyünü yüklemek istiyor musun? Uyarı: Mevcut oyundaki ilerleme kaybolur."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google Hesabı Uyarısı"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Şef <name> adlı kişinin Belediye Binası <number>. seviye olan köyünü yüklemek istiyor musun? Uyarı: Mevcut oyundaki ilerleme kaybolur."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook Uyarısı"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Bu Facebook hesabı başka bir Clash of Clans oyununa zaten bağlı. Mevcut oyununa bağlayalım mı?"
"TID_VIEW_HIGHSCORES","Tüm dünyadaki en güçlü Klanları ve Oyuncuları görün."
"TID_STARS_TOTAL","Toplam Yıldız:"
"TID_SETTINGS_SCREEN_TITLE","Ayarlar"
"TID_SETTINGS_NAME","Ad"
"TID_SETTINGS_CHANGENAMENOTE","NOT! Adını sadece bir kez değiştirebilirsin!"
"TID_SETTINGS_MUSIC","Müzik"
"TID_SETTINGS_SFX","Ses Efektleri"
"TID_SETTINGS_GOOGLE","Google Play ile Giriş"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Bağlandı"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Bağlantı kesildi"
"TID_SETTINGS_SNOW","Kar"
"TID_FEEDBACK_BUTTON","Sorun bildir"
"TID_FEEDBACK_EMAIL_TITLE","Clash%20of%20Clans%20için%20geribildirim"
"TID_ABOUT_BUTTON","Hakkında"
"TID_GIVE_NAME_TITLE","Adım..."
"TID_BUTTON_DONE","Tamam"
"TID_RATE_APP_TITLE","Clash of Clans'e puan ver"
"TID_RATE_APP_MESSAGE","Değerli görüşlerini bize iletmek için App Store'da Clash of Clans'e puan ver ve inceleme yaz!"
"TID_RATE_APP_MESSAGE_ANDROID","Değerli görüşlerini bize iletmek için Google Play'de Clash of Clans'e puan ver ve inceleme yaz!"
"TID_BUTTON_RATE_APP_LATER","Sonra"
"TID_BUTTON_RATE_APP_REVIEW","İncele"
"TID_BUTTON_RATE_APP_NEVER","Asla"
"TID_COME_BACK_NOTIFICATION_SMALL","Geri dön Şef! Ordunun sana ihtiyacı var."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Köyünün bir lidere ihtiyacı var. Geri dön Şef!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hey, geri dön, köyünün bir lidere ihtiyacı var."
"TID_SETTINGS_ON","Açık"
"TID_SETTINGS_OFF","Kapalı"
"TID_INVALID_NAME","Geçersiz ad! Lütfen başka bir ad dene."
"TID_MULTIPLAYER_COST","Eşleşme maliyeti:"
"TID_MULTIPLAYER_SHIELD_COST","Saldırı maliyeti:"
"TID_MAP_LOCATION_1","P.E.K.K.A Gölü"
"TID_MAP_LOCATION_2","Yasak Orman"
"TID_MAP_LOCATION_3","Zafer Vadisi"
"TID_MAP_LOCATION_4","Barbaristan"
"TID_MAP_LOCATION_5","Donmuş Göl"
"TID_MAP_LOCATION_6","Yağmacı Çayı"
"TID_MAP_LOCATION_7","Taşlı Göl"
"TID_MAP_LOCATION_8","Aslanlı Kemer"
"TID_MAP_LOCATION_9","Acı Göl"
"TID_MAP_LOCATION_10","Goblin Kampı"
"TID_MAP_LOCATION_11","Kokmuş Deniz"
"TID_MAP_LOCATION_12","Altın Meşe Hanı"
"TID_MAP_LOCATION_13","Muazzam Geçit"
"TID_MAP_LOCATION_14","Goblin Kralının Gizli Yeri"
"TID_NAME_TOO_SHORT","Ad çok kısa!"
"TID_BUILDER","İnşaatçı:"
"TID_GUARD_BUY_CONFIRMATION","Koruma etkinleştirildi!"
"TID_SHIELD_BUY_CONFIRMATION","Kalkan etkinleştirildi!"
"TID_RESOURCE_BUY_CONFIRMATION","Kaynaklar alındı!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> alındı!</c>"
"TID_BATTLECOST","Maliyet:"
"TID_CLAN_TOTAL_POINTS","Toplam puan:"
"TID_CLAN_MEMBERS","Üyeler:"
"TID_CLAN_TYPE","Tür:"
"TID_TAP_TO_VIEW","Ayrıntıları görmek için dokun"
"TID_ALLIANCE_REQUEST_ACCEPTED","Klanımıza hoş geldin!"
"TID_ALLIANCE_REQUEST_DECLINED","Klan isteği reddedildi!"
"TID_ADD_FRIENDS_INFO","Game Center arkadaşları, Game Center'da oturum açtığında görünürler"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play arkadaşları yakında!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Klan Kalesini Tekrar İnşa Et"
"TID_REPAIR_CLAN_CASTLE","Klanların Kilidini Aç"
"TID_REPAIR_CLAN_CASTLE_2","Yeni ittifaklar yapmak, takviye almak ve Klan Savaşlarında yer almak için bir Klana katıl.\n\nArkadaşlarınla oynamak, yeni üyeler almak ve herkese adını duyurmak için kendi Klanını oluştur!"
"TID_POPUP_ABOUT_TO_SELL","Emin misin?"
"TID_TRAP_MINE_INFO","Hiçbir şey, gizlenmiş bir bomba kadar iyi 'UZAK DUR' diyemez."
"TID_TRAP_EJECTOR_INFO","Bu düzenek, davetsiz misafirleri davetsiz misafirleri köyünden bir anda sepetler!"
"TID_WALL_INFO","Köyün güvenliğini sağlayan duvarlar, atış menzilindeki düşmanları oyalamak için de iyi bir yöntemdir."
"TID_ABOUT","Hazırlayanlar\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tüm Hakları Saklıdır.\nABD Patenti Bekleniyor\nBu yazılımın kullanımı www.supercell.net adresindeki Hizmet Koşullarına ve Gizlilik Politikasına tabidir.\nDestek için clashofclans.feedback@supercell.net adresi ile iletişime geçin.\n\nMPEG Layer-3 ses şifreleme teknolojisi, Fraunhofer IIS ve Thomson Licensing'den lisanslanmıştır."
"TID_ABOUT_ANDROID","Hazırlayanlar\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tüm Hakları Saklıdır.\nABD Patenti Bekleniyor\nBu yazılımın kullanımı www.supercell.net adresindeki Hizmet Koşullarına ve Gizlilik Politikasına tabidir.\nDestek için clashofclans.android@supercell.net adresi ile iletişime geçin.\n\nFMOD Ses Sistemi, telif hakkı © Firelight Technologies Pty, Ltd., 1994-2017.\n\nMPEG Layer-3 ses şifreleme teknolojisi, Fraunhofer IIS ve Thomson Licensing'den lisanslanmıştır."
"TID_GEM_BUY_CONFIRMATION","<amount> taş alındı!"
"TID_MULTIDEVICE_INFO","İlerlemeni kaybetmemek ve birden çok iOS cihazı ile oynamak için Game Center hesabını kullanarak giriş yap."
"TID_GUARD_INFO","En iyi saldırı ve savunma yöntemi! Koruma, diğer herkese saldırmana olanak verirken köyünü saldırılardan korur. Sadece Kalkan yokken kullanılabilir."
"TID_SHIELD_INFO","Uzun ömürlü savunma! Kalkanlar, köyüne saldırı yapılmasını önler ancak sen başkasına saldırırsan Kalkanın kalan süresi azalır. Birden fazla Kalkan satın alırsan süreleri birbirine eklenir."
"TID_PLACEMENT_HINT_TUTORIAL1","Birliklerini göndermek için boş bir yere birden fazla kez dokun"
"TID_PLACEMENT_HINT_TUTORIAL2","Parmağını basılı tutarak birden fazla birlik gönderebilirsin"
"TID_PLACEMENT_HINT","Birlikleri göndermek için dokun ya da bas ve basılı tut"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Şu Goblinleri durdur!"
"TID_ACHIEVEMENT_NPC_STARS","Sefer Haritası üzerinde <number> yıldız kazan"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Daha Büyük ve Daha İyi"
"TID_ACHIEVEMENT_TOWN_HALL","Belediye Binasını <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Tatlı Zafer!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Çok oyunculu savaşlarda toplam <number> kupa kazan"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Yaratıkları Sal"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Kışla'da şunun kilidini aç: <name>"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Harika ve Düzenli"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","<number> engel kaldır (ağaçlar, kayalar, çalılıklar)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Muhtaç Arkadaş"
"TID_ACHIEVEMENT_DONATE_UNITS","<number> Klan Kalesi kapasitesinde takviye asker bağışla"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Altın Kapmaca"
"TID_ACHIEVEMENT_LOOT_GOLD","<number> altın çal"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","İksir Macerası"
"TID_ACHIEVEMENT_LOOT_ELIXIR","<number> iksir çal"
"TID_ACHIEVEMENT_CASTLE_TITLE","İmparatorluk Kurucusu"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Klan Kalesini Tekrar İnşa Et"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Klan Kalesini <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Duvar Düşmanı"
"TID_ACHIEVEMENT_DESTROY_WALLS","Çok oyunculu savaşlarda <number> Duvar yok et"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Ezer"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Çok oyunculu savaşlarda <number> Belediye Binası yok et"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Fatih"
"TID_ACHIEVEMENT_PVP_ATTACKS","<number> çok oyunculu savaş kazan"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Sağlam"
"TID_ACHIEVEMENT_PVP_DEFENSES","<number> saldırıya karşı başarıyla savun"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Havan Düşmanı"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Çok oyunculu savaşlarda <number> Havan yok et"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Kahramanca Soygun"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","<number> Kara İksir çal"
"TID_MOREGAMES","Daha Fazla Oyun"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Ödülünü Al"
"TID_POPUP_ACHIEVEMENTS_TITLE","Başarılar"
"TID_ACHIEVEMENTS_INFO","Game Center'da da olan başarılar"
"TID_ACHIEVEMENTS_INFO_ANDROID","Google Play'de de olan başarılar"
"TID_ACHIEVEMENTS_COMPLETED","Tamamlanan:"
"TID_ACHIEVEMENTS_REWARD","Ödüller:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Başarı tamamlandı! <number> taş kazandın."
"TID_X","x"
"TID_NO_MESSAGES","Yeni mesaj yok"
"TID_NO_MESSAGES_TEXT","Klan Kalesi'ni yeniden inşa ettiğinde klan davetiyeleri buraya gelir"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Dil ayarları"
"TID_POPUP_CHANGE_LANGUAGE","Dil ayarlarını değiştirmek istediğinden emin misin?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Klan Turnuvası"
"TID_LEADERBOARDBANNER_REWARD","Zirvedeki 3 Klan için ödüller (klandaki ilk 20 kişiye eşit paylaştırılır)"
"TID_LEADERBOARDBANNER_TIMELEFT","Bitmesine:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Koca Kasa"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Bir Altın Deposunu <number>. seviyeye yükselt"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","İnşaatçı Düşmanı"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Çok oyunculu savaşlarda <number> İnşaatçı Kulübesi yok et"
"TID_MOVEMENT_SPEED","Hareket Hızı:"
"TID_TRAP_SUPERBOMB","Dev Bomba"
"TID_TRAP_SUPERBOMB_INFO","Büyük bir patlama gerekiyorsa, Dev Bomba'ya ihtiyacın var demektir."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Başarı Tamamlandı!"
"TID_PUSH_ATTACKED","Köyün <attacker> tarafından basıldı!"
"TID_SURRENDER_POPUP_TITLE","Teslim olalım mı?"
"TID_SURRENDER_POPUP_TEXT","Şef, geri çekilme emri vermek istediğinden emin misin? Ordumuz mağlup olacak!"
"TID_END_BATTLE_POPUP_TITLE","Savaşı bitirelim mi?"
"TID_END_BATTLE_POPUP_TEXT","Şef, çarpışmayı şimdi bitirmek istediğinden emin misin?"
"TID_SHIELD_ON_COOLDOWN","Kalkan henüz kullanılamaz!"
"TID_COOLDOWN","Bekleme süresi:"
"TID_WAITING_FOR_COOLDOWN","Açılmasına kalan süre:"
"TID_FAQ_BUTTON","Yardım ve destek"
"TID_FAQ_WINDOW_TITLE","Yardım ve destek"
"TID_FORUMS_BUTTON","Forum"
"TID_FAQ_TITLE_SHIELD","Kalkan nedir ve nasıl çalışır?"
"TID_FAQ_TEXT_SHIELD","Kalkan, uzun bir süre için diğer kişilerin sana saldırmasını engeller. Süre dolduğunda kalkanı kaybedersin ve başka köylere saldırdığında ise kalkanın süresi daha çabuk dolar. Köyün bir düşman saldırısıyla yok edildiğinde otomatik olarak 12 saatlik yeni bir kalkan alırsın. Ayrıca dükkandan, daha uzun süreli kalkanlar da alabilirsin."
"TID_FAQ_TITLE_DESTROYED","Kalkan veya Koruma bittiğinde ne olur?"
"TID_FAQ_TEXT_DESTROYED","Etkin bir Kalkan veya Koruman yokken oyundan çıkarsan köyün diğer oyuncuların saldırılarına açık hale gelir. Saldıran oyuncu, kaynaklarının bir kısmını çalabilir ama tüm kaynaklarını çalamaz. Köyünü savunma binalarıyla, duvarlarla ve tuzaklarla veya dükkandan daha fazla Kalkan veya Koruma satın alarak koruyabilirsin. Arazi engelleri ve haritanın kenarı, saldıran birimleri durdurmaz!"
"TID_FAQ_TITLE_CLAN","Bir klana nasıl üye olurum veya bir klan nasıl kurarım?"
"TID_FAQ_TEXT_CLAN","Bir klana katılmak için öncelikle Klan Kalesini tekrar inşa etmelisin. İnşa ettikten sonra kaleye dokunup bir klana katılmayı ya da klan oluşturmayı seçebilirsin. Ayrıca Klan Kalesi, klan arkadaşlarının gönderdiği takviye birlikleri ve büyüleri barındırabilir. Klan Kalesinin içerisinde görevlendirilen garnizon birlikleri köyünü korur. Takviye birlikler ve büyüler diğer oyunculara saldırmak için de kullanılabilir."
"TID_FAQ_TITLE_RECRUIT","Klanıma diğer oyuncuları nasıl eklerim?"
"TID_FAQ_TEXT_RECRUIT","Game Center ve Facebook arkadaşlarını veya küresel sohbetten diğer oyuncuları klanına davet edebilirsin.\n\nFacebook veya Game Center arkadaşlarını davet etmek için arkadaşının Clash of Clans'i oynuyor olması, hesabıyla Game Center'a veya Facebook'a bağlanması ve Klan Kalesini yeniden inşa etmiş olması gerekir. Bunun ardından Arkadaşlar menüsünde arkadaşını görebilir, burada adına basıp içerik menüsünden Davet Et'i seçebilirsin. Küresel sohbetten de benzer şekilde oyuncu davet edilebilir: Oyuncunun mesajına bas ve içerik menüsünden Davet Et'i seç."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Google Play ve Facebook arkadaşlarını veya küresel sohbetten insanları Klanına davet edebilirsin.\n\nFacebook veya Google Play arkadaşlarını davet edebilmek için arkadaşının Clash of Clans'i oynuyor olması, hesabıyla Google Play veya Facebook'a bağlanması ve Klan Kalesini yeniden inşa etmiş olması gerekir. Bunun ardından arkadaşını Arkadaşlar menüsünde görebilirsin, burada ismine dokunup içerik menüsünden Davet Et'i seçebilirsin. Küresel sohbetten davet etmek de benzer şekilde çalışır: Bir oyuncunun mesajına dokun ve içerik menüsünden Davet Et'i seç."
"TID_FAQ_TITLE_RESET","Oyunu sıfırlayıp en baştan başlayabilir miyim?"
"TID_FAQ_TEXT_RESET","Şu anda oyunu en baştan başlatmak mümkün değil. Ancak daha önce Clash of Clans'ın bulunmadığı bir cihazda yeni bir oyuna başlayabilirsin."
"TID_FAQ_TEXT_RESET_ANDROID","Oyunu sıfırlamanı tavsiye etmiyoruz. Oyunu \qKaldırırsan\q (ya da bir uygulama yöneticisinden oyun verilerini temizlersen) tüm ilerlemeni kaybedersin. ÖNEMLİ: İlerlemeni yanlışlıkla kaybetmemek için lütfen Google Play ile Giriş'i kullanarak köyünü koru. Google Play ile Giriş'i bir kez kullandıktan sonra, aynı hesapla giriş yaparak istediğin zaman köyünü görebilirsin."
"TID_FAQ_TITLE_CONTROL","Savaşta birimlerimi nasıl kontrol ederim?"
"TID_FAQ_TEXT_CONTROL","Savaş sahasına bıraktığın birlikler kendi kendine hareket eder ve kontrol edilemez. Bırakılan birliklerin ilk hedefleri nişan simgesiyle gösterilir. Birimler yeteneklerine ve önceliklerine göre saldırılarını belirler. Neleri hedef aldıklarını öğrenmek için Kışlanın Birlik Eğitme ekranında birimlerin ve savunma taretlerinin bilgilerine bakabilirsin."
"TID_FAQ_TITLE_TROOPS","Savaştan sonra hayatta kalan birliklere ne oldu?"
