"TID","IT"
"TID_TUTORIAL_DEFEND_BUTTON","Avanti!"
"TID_TUTORIAL_WORKER_1","Wow, bella partenza! Adesso dobbiamo preparare il villaggio per le battaglie."
"TID_TUTORIAL_WORKER_2","Assumendo un altro costruttore potrai avviare due costruzioni contemporaneamente."
"TID_TUTORIAL_ELIXIR_1","L'elisir è fondamentale per addestrare le truppe e costruire molte strutture."
"TID_TUTORIAL_ELIXIR_2","Puoi pompare elisir dalla falda sotterranea. Proviamo!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","L'estrattore può contenere solo una piccola quantità di elisir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Costruiamo un deposito in modo da poterlo conservare."
"TID_TUTORIAL_GOLD_STORAGE_1","Ci serve anche un luogo sicuro, dove conservare le nostre riserve d'oro."
"TID_TUTORIAL_GOLD_STORAGE_2","Costruisci un deposito per lo stoccaggio dell'oro."
"TID_TUTORIAL_BARRACK_1","Capo, ci serve un esercito per combattere i goblin! Costruiamo una caserma."
"TID_TUTORIAL_TRAIN_1","Adesso addestriamo delle truppe!"
"TID_TUTORIAL_TRAIN_2","Tocca la caserma e quindi seleziona Addestra truppe."
"TID_TUTORIAL_CHANGE_NAME","È stata una battaglia grandiosa! Come potremo commemorarti nella nostra storia?"
"TID_TUTORIAL_TOWN_HALL_1","Con l'oro che abbiamo preso ai goblin, possiamo migliorare il municipio."
"TID_TUTORIAL_TOWN_HALL_2","Ottimo lavoro! Ora puoi costruire nuovi edifici grazie al municipio migliorato."
"TID_TUTORIAL_ACHIEVEMENTS","Se cerchi nuove sfide da affrontare, tocca qui."
"TID_TUTORIAL_ACHIEVEMENTS2","Capo, ovviamente sai il fatto tuo. Tutto il villaggio conta su di te!"
"TID_GOBLIN_SPEAKS_1","Graaah! Non ho ancora finito con te!"
"TID_GOBLIN_SPEAKS_2","Puoi avermi battuto una volta, ma questo accampamento di goblin è ben più tosto!"
"TID_TUTORIAL_GOLDSTORAGE","Ti serve anche un posto dove conservare tutto il tuo prezioso oro!"
"TID_TUTORIAL_ELIXIRSTORAGE","Anche l'elisir deve essere conservato da qualche parte."
"TID_LOCKED_IN_TUTORIAL","Completa il tutorial per sbloccare questa funzionalità!"
"TID_TUTORIAL_ATTACK_NPC_1","Gli stregoni della torre d'avorio sono venuti in nostro aiuto! Distruggiamo l'accampamento dei goblin!"
"TID_TUTORIAL_ATTACK_NPC_2","Ben fatto. Andiamo a prendere a pugni qualche muso verde!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Attacco!"
"TID_NPC_NAME_TUTORIAL","Rappresaglia"
"TID_NPC_NAME_TUTORIAL2","Foresta dei goblin"
"TID_JOINALLIANCEQUESTION","Accettare l'invito nel clan?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Attacco con lo scudo attivo"
"TID_POPUP_SHIELD_REMOVAL","Puoi trovare una partita in qualsiasi momento, ma la durata del tuo scudo si ridurrà se dai inizio a un attacco. Se hai meno del costo d'attacco, il tuo scudo sarà rimosso."
"TID_UPDATE_TROOP_LEVEL","Porta al livello <number>"
"TID_LEVEL_UP","Nuovo livello!"
"TID_NEW_ITEMS_UNLOCKED","Nuovi elementi sbloccati"
"TID_MISSION_SCREEN_TITLE","Missioni"
"TID_MISSION_REWARD","Ricompensa:"
"TID_MISSION_COMPLETE_TITLE","Missione compiuta!"
"TID_ATTACK_LOCKED","Porta il municipio al livello 2 per sbloccare questa funzionalità!"
"TID_RANKTITLE","Posizione"
"TID_BUTTON_REPAIR","Ricostruisci"
"TID_DIAMOND_PACK_1","Pila di gemme"
"TID_DIAMOND_PACK_2","Borsa di gemme"
"TID_DIAMOND_PACK_3","Sacco di gemme"
"TID_DIAMOND_PACK_4","Scatola di gemme"
"TID_DIAMOND_PACK_5","Cassa di gemme"
"TID_TRAIN_TUTORIAL_ARROW","Tieni premuto"
"TID_DIAMOND_SHOP_PACK","<number> gemme"
"TID_GOLD_SHOP_PACK","<number> oro"
"TID_ELIXIR_SHOP_PACK","<number> elisir"
"TID_RESOURCE_PACK_GOLD_FULL","Riempi i depositi d'oro"
"TID_RESOURCE_PACK_ELIXIR_FULL","Riempi i depositi di elisir"
"TID_RESOURCE_PACK_GOLD_10","Riempi i depositi del 10%"
"TID_RESOURCE_PACK_ELIXIR_10","Riempi i depositi del 10%"
"TID_RESOURCE_PACK_GOLD_50","Riempi i depositi a metà"
"TID_RESOURCE_PACK_ELIXIR_50","Riempi i depositi a metà"
"TID_CONTAINER_MAX","Max: <amount>"
"TID_SHOP_AVAILABLE","Ne hai:"
"TID_BATTLE_LOG_COL_1","Avversario:"
"TID_BATTLE_LOG_COL_2","Risorse perse:"
"TID_BATTLE_LOG_COL_3","Risultato:"
"TID_PVP_BUTTON","Trova una partita"
"TID_NPC_ATTACK_BUTTON","Attacca"
"TID_NPC1","Avamposto goblin"
"TID_NPC2","Forte roccioso"
"TID_NPC3","Tortura goblin"
"TID_NPC4","Fuga dal cannone"
"TID_NPC5","Canne fumanti"
"TID_NPC6","Corsa all'oro"
"TID_NPC7","Linea Maginot"
"TID_NPC8","Valle del ratto"
"TID_NPC9","Forza bruta"
"TID_NPC10","Goblinville"
"TID_NPC11","M come mortaio"
"TID_NPC12","Megabomber"
"TID_NPC13","Oggetto immobile"
"TID_NPC14","Pepita"
"TID_NPC15","Torre di guardia"
"TID_NPC16","Oro degli sciocchi"
"TID_NPC17","Divieto"
"TID_NPC18","Castello gonfiabile"
"TID_NPC19","Fikova"
"TID_NPC20","Campus goblin"
"TID_NPC21","Danny Boy"
"TID_NPC22","Spiaggggia"
"TID_NPC23","Mura d'acciaio"
"TID_NPC24","Difesa siciliana"
"TID_NPC25","Torre di ossidiana"
"TID_NPC26","Punta di freccia"
"TID_NPC27","Tappeto rosso"
"TID_NPC28","Difesa naturale"
"TID_NPC29","Guanto d'acciaio"
"TID_NPC30","Mossa della regina"
"TID_NPC31","Avanti tutta"
"TID_NPC32","Scimpanzé corazzato"
"TID_NPC33","Torri storte"
"TID_NPC34","Punteruolo"
"TID_NPC35","Tripla A"
"TID_NPC36","Picnic dei goblin"
"TID_NPC37","Civetta"
"TID_NPC38","Danni collaterali"
"TID_NPC39","Scelta saggia"
"TID_NPC40","Megamalvagio"
"TID_NPC41","Crosta di cristallo"
"TID_NPC42","Gelo"
"TID_NPC43","Saltellare"
"TID_NPC44","Lavello"
"TID_NPC45","Terrore rotolante"
"TID_NPC46","Megavilla"
"TID_NPC47","Casa dei giochi di P.E.K.K.A"
"TID_NPC48","Torri di sorbetto"
"TID_NPC49","Re goblin v1"
"TID_NPC50","Re goblin v2"
"TID_MULTIPLAYER","Multigiocatore"
"TID_SINGLEPLAYER","Giocatore singolo"
"TID_MULTIPLAYER_POINTS","I tuoi trofei:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Non hai abbastanza gemme"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Ne vuoi ancora?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Accedi al negozio"
"TID_TRAINING_INFO","Tocca e tieni premuta l'icona dell'unità per addestrare più truppe."
"TID_TRAINING_INFO2","Trascina le unità per addestrarle o riordinarle"
"TID_FINISH_TRAINING","Termina ora:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nuovo accesso Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Vuoi collegare la tua partita a questo account Facebook?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nuovo accesso Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Vuoi salvare la tua partita su questo account Game Center?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nuovo accesso Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Vuoi salvare la tua partita su questo account Google?"
"TID_GEM_POPUP_TEXT","Hai finito le gemme. Vai al negozio per ottenerne altre!"
"TID_FRIEND_LIST_TEAMUP_1","Scontrati con gli amici"
"TID_FRIEND_LIST_TEAMUP_2","Le richieste di amicizia appariranno qui"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Segui i tuoi amici ovunque vadano!"
"TID_TROOP_SPEED_UP_SUCCESS","Addestramento truppe completato!"
"TID_UPDATING_CONTENT","Download contenuto..."
"TID_LOADING","Caricamento"
"TID_SHUTDOWN_STARTED","Il gioco si chiuderà per manutenzione tra 5 minuti. Durante la manutenzione non sarà possibile attaccare."
"TID_SHUTDOWN_ATTACK_DISABLED","Non sarà possibile attaccare fino al termine della manutenzione."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare il villaggio del capo <name> con il municipio di livello <number>? Attenzione: i progressi della partita in corso andranno persi."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso account Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare il villaggio del capo <name> con il municipio di livello <number>? Attenzione: i progressi della partita in corso andranno persi."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Questo account Facebook è già collegato a un'altra partita di Clash of Clans. Vuoi collegarlo alla partita attuale?"
"TID_VIEW_HIGHSCORES","Visualizza i clan e i giocatori più forti del mondo."
"TID_STARS_TOTAL","Totale stelle:"
"TID_SETTINGS_SCREEN_TITLE","Impostazioni"
"TID_SETTINGS_NAME","Nome"
"TID_SETTINGS_CHANGENAMENOTE","ATTENZIONE! Puoi cambiare il tuo nome una volta sola!"
"TID_SETTINGS_MUSIC","Musica"
"TID_SETTINGS_SFX","Effetti sonori"
"TID_SETTINGS_GOOGLE","Accesso a Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connesso"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Disconnesso"
"TID_SETTINGS_SNOW","Neve"
"TID_FEEDBACK_BUTTON","Segnala un problema"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20per%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Informazioni"
"TID_GIVE_NAME_TITLE","Mi chiamo..."
"TID_BUTTON_DONE","Fatto"
"TID_RATE_APP_TITLE","Valuta Clash of Clans"
"TID_RATE_APP_MESSAGE","Valuta o recensisci Clash of Clans nell'App Store per darci la tua opinione."
"TID_RATE_APP_MESSAGE_ANDROID","Valuta o recensisci Clash of Clans su Google Play per darci la tua opinione."
"TID_BUTTON_RATE_APP_LATER","Più tardi"
"TID_BUTTON_RATE_APP_REVIEW","Recensisci"
"TID_BUTTON_RATE_APP_NEVER","Mai"
"TID_COME_BACK_NOTIFICATION_SMALL","Torna qui, capo! Il tuo esercito ha bisogno di te!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Il tuo villaggio ha bisogno di un leader. Torna qui, capo!"
"TID_COME_BACK_NOTIFICATION_LARGE","Ehi, torna qui, il tuo villaggio ha bisogno di un leader!"
"TID_SETTINGS_ON","Attiva"
"TID_SETTINGS_OFF","Disattiva"
"TID_INVALID_NAME","Nome non valido! Prova con un altro."
"TID_MULTIPLAYER_COST","Costo partita:"
"TID_MULTIPLAYER_SHIELD_COST","Costo attacco:"
"TID_MAP_LOCATION_1","Lago di P.E.K.K.A"
"TID_MAP_LOCATION_2","Foresta proibita"
"TID_MAP_LOCATION_3","Valle della vittoria"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Lago ghiacciato"
"TID_MAP_LOCATION_6","Baia del bottino"
"TID_MAP_LOCATION_7","Lago di pietra"
"TID_MAP_LOCATION_8","Arco di Aslan"
"TID_MAP_LOCATION_9","Lago acido"
"TID_MAP_LOCATION_10","Accampamento dei goblin"
"TID_MAP_LOCATION_11","Mare putrido"
"TID_MAP_LOCATION_12","Locanda delle Querce d'oro"
"TID_MAP_LOCATION_13","Valico colossale"
"TID_MAP_LOCATION_14","Nascondiglio del re dei goblin"
"TID_NAME_TOO_SHORT","Il nome è troppo corto!"
"TID_BUILDER","Costruttore:"
"TID_GUARD_BUY_CONFIRMATION","Guardia attivata!"
"TID_SHIELD_BUY_CONFIRMATION","Scudo attivato!"
"TID_RESOURCE_BUY_CONFIRMATION","Risorse ricevute!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> ricevuto!</c>"
"TID_BATTLECOST","Costo:"
"TID_CLAN_TOTAL_POINTS","Punti totali:"
"TID_CLAN_MEMBERS","Membri:"
"TID_CLAN_TYPE","Tipo:"
"TID_TAP_TO_VIEW","Tocca per visualizzare i dettagli"
"TID_ALLIANCE_REQUEST_ACCEPTED","Ti diamo il benvenuto nel nostro clan!"
"TID_ALLIANCE_REQUEST_DECLINED","Richiesta clan rifiutata!"
"TID_ADD_FRIENDS_INFO","Gli amici del Game Center appaiono quando hai effettuato l'accesso a Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Amici di Google Play presto in arrivo!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Ricostruisci castello del clan"
"TID_REPAIR_CLAN_CASTLE","Sblocca i clan"
"TID_REPAIR_CLAN_CASTLE_2","Unisciti a un clan per stringere nuove alleanze, ricevere rinforzi e prendere parte alle guerre tra clan.\n\nCrea il tuo clan e gioca con gli amici, recluta nuovi membri e lascia il segno nel regno!"
"TID_POPUP_ABOUT_TO_SELL","Confermi?"
"TID_TRAP_MINE_INFO","Niente dice \qSTATE ALLA LARGA\q come una bella bomba nascosta."
"TID_TRAP_EJECTOR_INFO","Questo aggeggio rimbalzante lancerà i visitatori sgraditi fuori dalla tua proprietà!"
"TID_WALL_INFO","Le mura sono perfette per tenere al sicuro il tuo villaggio e per tenere alla larga i nemici."
"TID_ABOUT","Riconoscimenti\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tutti i diritti riservati.\nBrevetto in corso di registrazione (Stati Uniti d'America).\nL'uso di questo software è soggetto alle Condizioni d'Uso e alla Normativa sulla privacy disponibili su www.supercell.net.\nPer assistenza, contattare clashofclans.feedback@supercell.net.\n\nTecnologia di codifica audio MPEG Layer-3 concessa in licenza da Fraunhofer IIS e Thomson Licensing"
"TID_ABOUT_ANDROID","Riconoscimenti\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tutti i diritti riservati.\nBrevetto in corso di registrazione (Stati Uniti d'America).\nL'uso di questo software è soggetto alle Condizioni d'Uso e alla Normativa sulla privacy disponibili su www.supercell.net.\nPer assistenza, contattare clashofclans.android@supercell.net.\n\nFMOD Sound System, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nTecnologia di codifica audio MPEG Layer-3 concessa in licenza da Fraunhofer IIS e Thomson Licensing"
"TID_GEM_BUY_CONFIRMATION","<amount> gemme ricevute!"
"TID_MULTIDEVICE_INFO","Accedi con il tuo account Game Center per salvaguardare i tuoi progressi e poter giocare con più dispositivi iOS."
"TID_GUARD_INFO","Il meglio del meglio in attacco e in difesa! La guardia previene gli attacchi al tuo villaggio permettendoti di attaccare gli altri a piacimento. Disponibile solo se lo scudo non è attivo."
"TID_SHIELD_INFO","Difese durature! Gli scudi prevengono gli attacchi al tuo villaggio, ma il tempo di durata dello scudo diminuirà se attacchi. Se acquisti più scudi, la loro durata si somma."
"TID_PLACEMENT_HINT_TUTORIAL1","Tocca più volte un'area vuota per schierare le tue truppe"
"TID_PLACEMENT_HINT_TUTORIAL2","Puoi schierare più truppe per volta tenendo premuto con il dito"
"TID_PLACEMENT_HINT","Tocca o premi e tieni premuto per schierare le truppe"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Prendi quei goblin!"
"TID_ACHIEVEMENT_NPC_STARS","Vinci <number> stelle sulla mappa Giocatore Singolo"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Grande è meglio"
"TID_ACHIEVEMENT_TOWN_HALL","Migliora il municipio al livello <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Dolce vittoria!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Ottieni un totale di <number> trofei nelle battaglie multigiocatore"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Libera le bestie"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Sblocca <name> nella caserma"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Un lavoro pulito"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Rimuovi <number> ostacoli (alberi, pietre, cespugli)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Un amico in difficoltà"
"TID_ACHIEVEMENT_DONATE_UNITS","Dona truppe pari a <number> spazi di capacità del castello del clan"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Cercatore d'oro"
"TID_ACHIEVEMENT_LOOT_GOLD","Ruba <number> unità d'oro"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Fuga con elisir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Ruba <number> unità di elisir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Costruttore di imperi"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Ricostruisci il castello del clan"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Migliora il castello del clan fino al livello <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Spacca-mura"
"TID_ACHIEVEMENT_DESTROY_WALLS","Distruggi <number> mura in battaglie multigiocatore"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Umiliazione"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Distruggi <number> municipi in battaglie multigiocatore"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conquistatore"
"TID_ACHIEVEMENT_PVP_ATTACKS","Vinci <number> battaglie multigiocatore"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Indistruttibile"
"TID_ACHIEVEMENT_PVP_DEFENSES","Difenditi con successo da <number> attacchi"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","A morte i mortai"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Distruggi <number> mortai in battaglie multigiocatore"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Colpo eroico"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Ruba <number> unità di elisir nero"
"TID_MOREGAMES","Altri giochi"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Richiedi ricompensa"
"TID_POPUP_ACHIEVEMENTS_TITLE","Obiettivi"
"TID_ACHIEVEMENTS_INFO","Obiettivi anche in Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Obiettivi anche in Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Completati:"
"TID_ACHIEVEMENTS_REWARD","Ricompense:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Obiettivo raggiunto! Hai ricevuto <number> gemme."
"TID_X","x"
"TID_NO_MESSAGES","Nessun nuovo messaggio"
"TID_NO_MESSAGES_TEXT","Appena avrai ricostruito il castello del clan, riceverai qui gli inviti ai clan"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Impostazioni lingua"
"TID_POPUP_CHANGE_LANGUAGE","Vuoi davvero modificare le impostazioni della lingua?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Torneo clan"
"TID_LEADERBOARDBANNER_REWARD","I primi 3 clan ricevono (divise in parti uguali tra i primi 20 giocatori del clan):"
"TID_LEADERBOARDBANNER_TIMELEFT","Termina tra:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Casse più grandi"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Migliora un deposito d'oro fino al livello <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Vietati i sindacati"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Distruggi <number> capanne del costruttore in battaglie multigiocatore"
"TID_MOVEMENT_SPEED","Velocità di movimento:"
"TID_TRAP_SUPERBOMB","Bomba gigante"
"TID_TRAP_SUPERBOMB_INFO","Se hai bisogno di un'esplosione potente, ti serve una bomba gigante."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Obiettivo raggiunto!"
"TID_PUSH_ATTACKED","Il tuo villaggio è stato assaltato da <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Arrendersi?"
"TID_SURRENDER_POPUP_TEXT","Capo, sei sicuro di voler dare l'ordine di ritirata? Il nostro esercito sarà sconfitto!"
"TID_END_BATTLE_POPUP_TITLE","Terminare battaglia?"
"TID_END_BATTLE_POPUP_TEXT","Capo, vuoi davvero porre fine allo scontro adesso?"
"TID_SHIELD_ON_COOLDOWN","Scudo non ancora disponibile!"
"TID_COOLDOWN","Ricarica:"
"TID_WAITING_FOR_COOLDOWN","Disponibile:"
"TID_FAQ_BUTTON","Guida e assistenza"
"TID_FAQ_WINDOW_TITLE","Guida e assistenza"
"TID_FORUMS_BUTTON","Forum"
"TID_FAQ_TITLE_SHIELD","Cos'è e come funziona lo scudo?"
"TID_FAQ_TEXT_SHIELD","Lo scudo impedisce alle altre persone di attaccarti per un lungo periodo di tempo. Lo scudo si esaurisce allo scadere del tempo e si esaurirà più in fretta attaccando altri villaggi. Se il tuo villaggio viene distrutto da un attacco nemico, ottieni automaticamente un nuovo scudo per 12 ore. Puoi anche acquistare degli scudi dalla durata superiore nel negozio."
"TID_FAQ_TITLE_DESTROYED","Cosa succede quando uno scudo o una guardia si esaurisce?"
"TID_FAQ_TEXT_DESTROYED","Se non hai uno scudo o una guardia attivi e abbandoni il gioco, il tuo villaggio sarà vulnerabile agli attacchi degli altri giocatori. Il giocatore attaccante potrà rubare alcune delle tue risorse, ma mai tutte quante. Puoi proteggere il tuo villaggio con mura, trappole ed edifici difensivi, oppure acquistando altri scudi o guardie al negozio. Gli ostacoli terrestri e i confini della mappa non fermano le unità attaccanti!"
"TID_FAQ_TITLE_CLAN","Come faccio a unirmi a un clan o a formarne uno?"
"TID_FAQ_TEXT_CLAN","Se vuoi unirti a un clan, devi prima ricostruire il castello del clan. Una volta ricostruito, toccalo per scegliere se unirti a un clan o crearne uno. Il castello del clan serve anche a ospitare le truppe e gli incantesimi di rinforzo inviati dagli altri membri del tuo clan. Le truppe stazionate al suo interno difenderanno il tuo villaggio. Le truppe e gli incantesimi di rinforzo potranno anche essere usati per attaccare gli altri giocatori."
"TID_FAQ_TITLE_RECRUIT","Come posso aumentare il numero dei membri del mio clan?"
"TID_FAQ_TEXT_RECRUIT","Puoi invitare i tuoi amici del Game Center e di Facebook nel tuo clan o invitare persone dalla chat globale.\n\nPer invitare i tuoi amici di Facebook o del Game Center, questi devono essere giocatori di Clash of Clans, essere connessi al Game Center o a Facebook con il loro account e aver ricostruito il loro castello del clan. Dopodiché potrai vederli apparire nel menu Amici, in cui potrai toccare il loro nome e scegliere Invita dalle opzioni. Similmente, puoi invitare persone dalla chat globale: tocca il messaggio di un giocatore e scegli Invita nel relativo menu."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Puoi invitare i tuoi amici di Google Play e di Facebook nel tuo clan o invitare persone dalla chat globale.\n\nPer invitare i tuoi amici di Facebook o di Google Play, questi devono essere giocatori di Clash of Clans, essere connessi a Google Play o Facebook con il loro account e aver ricostruito il loro castello del clan. Dopodiché potrai vederli apparire nel menu Amici, in cui potrai toccare il loro nome e scegliere Invita dalle opzioni. Similmente, puoi invitare persone dalla chat globale: tocca il messaggio di un giocatore e scegli Invita nel relativo menu."
"TID_FAQ_TITLE_RESET","Posso resettare il gioco e ricominciare daccapo?"
"TID_FAQ_TEXT_RESET","Attualmente non è possibile ricominciare il gioco. Tuttavia, puoi iniziare una nuova partita su qualsiasi dispositivo su cui non sia stato ancora installato Clash of Clans."
"TID_FAQ_TEXT_RESET_ANDROID","La reimpostazione del gioco non è consigliabile. Se disinstalli il gioco o cancelli i relativi dati dalla gestione delle app, perderai tutti i progressi. IMPORTANTE: effettua l'accesso a Google Play per proteggere il tuo villaggio e impedire la perdita accidentale dei progressi. Dopo che avrai effettuato l'accesso a Google Play, ti basterà accedere con lo stesso account per avere sempre il tuo villaggio sotto controllo."
"TID_FAQ_TITLE_CONTROL","Come posso controllare le mie unità in battaglia?"
"TID_FAQ_TEXT_CONTROL","Una volta schierate sul campo di battaglia, le tue truppe sono autonome e non possono più essere controllate. Al momento dello schieramento, il primo obiettivo di ogni unità è indicato con un reticolo di puntamento. Unità diverse attaccheranno in base alle loro abilità e al loro obiettivo preferito. Controlla le info delle torrette difensive e delle varie unità nella schermata \qAddestra truppe\q della caserma per sapere quali unità rappresentano il loro obiettivo."
"TID_FAQ_TITLE_TROOPS","Cos'è successo alle truppe sopravvissute alle battaglie?"
"TID_FAQ_TEXT_TROOPS","Dopo il combattimento, tutte le truppe schierate riprendono la forma di elisir e scompaiono nella terra.\n\nLa base della strategia di Clash of Clans è lo schieramento di truppe per vincere le battaglie. Pensa alle tue truppe come a delle risorse da utilizzare saggiamente. Dovresti pianificare in dettaglio ogni battaglia e cercare di usare il giusto numero del tipo di truppe più adeguate a ogni scopo. Lanciare tutte le tue truppe in combattimento senza considerare il rapporto costi/benefici può condurre a una vittoria di Pirro, dove ti ritrovi ad aver speso più risorse di quelle ottenute."
