"TID","NO"
"TID_TUTORIAL_ELIXIR_1","Man bruker eliksir til å trene soldater og bygge en rekke ulike byggverk."
"TID_TUTORIAL_ELIXIR_2","Du kan pumpe opp eliksir fra den underjordiske energilinjen. La oss prøve!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Pumpen kan bare lagre en liten mengde eliksir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","La oss bygge en lagertank slik at vi kan oppbevare mer!"
"TID_TUTORIAL_GOLD_STORAGE_1","Vi trenger også et trygt sted å lagre gullreservene våre."
"TID_TUTORIAL_GOLD_STORAGE_2","Bygg et gullager så vi kan oppbevare mer gull!"
"TID_TUTORIAL_BARRACK_1","Høvding, vi trenger en hel hær for å ta rotta på nissene. La oss bygge brakker."
"TID_TUTORIAL_TRAIN_1","La oss trene noen soldater!"
"TID_TUTORIAL_TRAIN_2","Trykk på brakkene og velg Tren soldater"
"TID_TUTORIAL_CHANGE_NAME","Denne kampen kommer til å bli sagnomsust! Hva skal vi kalle deg i historiebøkene våre?"
"TID_TUTORIAL_TOWN_HALL_1","Med gullet vi tok fra nissene, har vi råd til å oppgradere rådhuset."
"TID_TUTORIAL_TOWN_HALL_2","Godt jobba! Nå som vi har oppgradert rådhuset, kan vi bygge nye bygninger."
"TID_TUTORIAL_ACHIEVEMENTS","Hvis du er på jakt etter nye utfordringer, er det bare å trykke her."
"TID_TUTORIAL_ACHIEVEMENTS2","Høvding, du vet opplagt hva du driver med. Hele landsbyen stoler på deg!"
"TID_GOBLIN_SPEAKS_1","Grrraaah! Jeg er ikke ferdig med deg ennå."
"TID_GOBLIN_SPEAKS_2","Du klarte å slå meg én gang, men denne nisseleiren er mye sterkere."
"TID_TUTORIAL_GOLDSTORAGE","Du trenger også et sted å lagre alt det verdifulle gullet!"
"TID_TUTORIAL_ELIXIRSTORAGE","Denne eliksiren må også lagres et sted."
"TID_LOCKED_IN_TUTORIAL","Fullfør opplæringen for å låse opp denne funksjonen!"
"TID_TUTORIAL_ATTACK_NPC_1","Trollmennene fra elfenbenstårnet har kommet for å hjelpe oss. La oss utslette nisseleiren!"
"TID_TUTORIAL_ATTACK_NPC_2","Godt gjort. Kom igjen, la oss banke de grønne svina gule og blå!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Angrip!"
"TID_NPC_NAME_TUTORIAL","Hevn"
"TID_NPC_NAME_TUTORIAL2","Nisseskog"
"TID_JOINALLIANCEQUESTION","Godta klaninvitasjon?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Angrep mens man er beskyttet av skjold"
"TID_POPUP_SHIELD_REMOVAL","Du kan finne en match når du vil, men skjoldets varighet forkortes hvis du starter et angrep. Hvis du har mindre enn prisen for angrep, fjernes skjoldet ditt."
"TID_UPDATE_TROOP_LEVEL","Oppgrader til nivå <number>"
"TID_LEVEL_UP","Nivå opp!"
"TID_NEW_ITEMS_UNLOCKED","Nye gjenstander låst opp"
"TID_MISSION_SCREEN_TITLE","Oppdrag"
"TID_MISSION_REWARD","Belønning:"
"TID_MISSION_COMPLETE_TITLE","Oppdrag fullført!"
"TID_ATTACK_LOCKED","Oppgrader rådhuset til nivå 2 for å låse opp dette!"
"TID_RANKTITLE","Grad"
"TID_BUTTON_REPAIR","Bygg på nytt"
"TID_DIAMOND_PACK_1","Haug med juveler"
"TID_DIAMOND_PACK_2","Pose med juveler"
"TID_DIAMOND_PACK_3","Sekk med juveler"
"TID_DIAMOND_PACK_4","Eske med juveler"
"TID_DIAMOND_PACK_5","Kiste med juveler"
"TID_TRAIN_TUTORIAL_ARROW","Hold nede"
"TID_DIAMOND_SHOP_PACK","<number> juveler"
"TID_GOLD_SHOP_PACK","<number> gull"
"TID_ELIXIR_SHOP_PACK","<number> eliksir"
"TID_RESOURCE_PACK_GOLD_FULL","Fyll gullagrene"
"TID_RESOURCE_PACK_ELIXIR_FULL","Fyll eliksirlagrene"
"TID_RESOURCE_PACK_GOLD_10","Fyll lagrene 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Fyll lagrene 10 %"
"TID_RESOURCE_PACK_GOLD_50","Fyll lagrene halvfulle"
"TID_RESOURCE_PACK_ELIXIR_50","Fyll lagrene halvfulle"
"TID_CONTAINER_MAX","Maks: <amount>"
"TID_SHOP_AVAILABLE","Bygget:"
"TID_BATTLE_LOG_COL_1","Motstander:"
"TID_BATTLE_LOG_COL_2","Tapte ressurser:"
"TID_BATTLE_LOG_COL_3","Utfall:"
"TID_PVP_BUTTON","Finn en match"
"TID_NPC_ATTACK_BUTTON","Angrip"
"TID_NPC1","Nisseutpost"
"TID_NPC2","Steinfort"
"TID_NPC3","Nissehanske"
"TID_NPC4","Kanonrace"
"TID_NPC5","To rykende løp"
"TID_NPC6","Gullfeber"
"TID_NPC7","Maginotlinjen"
"TID_NPC8","Rottedalen"
"TID_NPC9","Rå kraft"
"TID_NPC10","Nisseby"
"TID_NPC11","M for morter"
"TID_NPC12","Megablaster"
"TID_NPC13","Stillestående gjenstand"
"TID_NPC14","Fort Knott"
"TID_NPC15","Vakttårnet"
"TID_NPC16","Narregull"
"TID_NPC17","Passasje"
"TID_NPC18","Hoppeslott"
"TID_NPC19","Fikova"
"TID_NPC20","Nisseskolen"
"TID_NPC21","Danny Boy"
"TID_NPC22","Ommahha-stranden"
"TID_NPC23","Stålmurer"
"TID_NPC24","Siciliansk forsvar"
"TID_NPC25","Obsidiantårnet"
"TID_NPC26","Pilspiss"
"TID_NPC27","Rød løper"
"TID_NPC28","Naturlig forsvar"
"TID_NPC29","Stålhanske"
"TID_NPC30","Dronninggambit"
"TID_NPC31","Rett på"
"TID_NPC32","Ape i rustning"
"TID_NPC33","Skjeve tårn"
"TID_NPC34","Punktmann"
"TID_NPC35","Trippel A"
"TID_NPC36","Nissepiknik"
"TID_NPC37","Agn og bytte"
"TID_NPC38","Omfattende skade"
"TID_NPC39","Velg med omhu"
"TID_NPC40","Megaondskap"
"TID_NPC41","Krystallskorpe"
"TID_NPC42","Iskald"
"TID_NPC43","Opp og hopp"
"TID_NPC44","Kjøkkenvask"
"TID_NPC45","Ustoppelig terror"
"TID_NPC46","Megabolig"
"TID_NPC47","P.E.K.K.As lekehus"
"TID_NPC48","Istårnet"
"TID_NPC49","Nissekonge v.1"
"TID_NPC50","Nissekonge v.2"
"TID_MULTIPLAYER","Flerspiller"
"TID_SINGLEPLAYER","Enkeltspiller"
"TID_MULTIPLAYER_POINTS","Dine trofeer:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Ikke nok juveler"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Vil du skaffe flere?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Gå til butikk"
"TID_TRAINING_INFO","Trykk og hold nede enhetsikonet for å trene flere tropper."
"TID_TRAINING_INFO2","Dra enheter for å trene eller omorganisere dem"
"TID_FINISH_TRAINING","Fullfør trening:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Ny Facebook-pålogging"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Vil du koble det gjeldende spillet til denne Facebook-kontoen?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Ny Game Center-pålogging"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Vil du lagre det gjeldende spillet på denne Game Center-kontoen?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Ny pålogging til Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Vil du lagre det gjeldende spillet på denne Google-kontoen?"
"TID_GEM_POPUP_TEXT","Du er tom for juveler. Gå til butikken for å skaffe flere."
"TID_FRIEND_LIST_TEAMUP_1","Clash med venner"
"TID_FRIEND_LIST_TEAMUP_2","Venneforespørsler vises her"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Følg vennene dine uansett hvor de drar!"
"TID_TROOP_SPEED_UP_SUCCESS","Soldattrening ferdig!"
"TID_UPDATING_CONTENT","Laster ned innhold"
"TID_LOADING","Laster"
"TID_SHUTDOWN_STARTED","Spillet lukkes for en kort vedlikeholdspause på 5 minutter. Angrep er deaktivert i pausen."
"TID_SHUTDOWN_ATTACK_DISABLED","Angrep er deaktivert til vedlikeholdspausen er over."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center-varsling"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Vil du laste inn høvding <name> sin landsby med rådhus på nivå <number>? Advarsel: Fremdriften i det gjeldende spillet vil gå tapt."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google-kontovarsel"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Vil du laste inn høvding <name> sin landsby med rådhus på nivå <number>? Advarsel: Fremdriften i det gjeldende spillet vil gå tapt."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-varsling"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Denne Facebook-kontoen er allerede koblet til et annet Clash of Clans-spill. Koble til det gjeldende spillet isteden?"
"TID_VIEW_HIGHSCORES","Se de sterkeste klanene og spillerne fra hele verden."
"TID_STARS_TOTAL","Antall stjerner:"
"TID_SETTINGS_SCREEN_TITLE","Innstillinger"
"TID_SETTINGS_NAME","Navn"
"TID_SETTINGS_CHANGENAMENOTE","OBS! Du kan endre navnet ditt bare én gang!"
"TID_SETTINGS_MUSIC","Musikk"
"TID_SETTINGS_SFX","Lydeffekter"
"TID_SETTINGS_GOOGLE","Logg på Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Tilkoblet"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Frakoblet"
"TID_SETTINGS_SNOW","Snø"
"TID_FEEDBACK_BUTTON","Rapporter et problem"
"TID_FEEDBACK_EMAIL_TITLE","Tilbakemelding%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Om"
"TID_GIVE_NAME_TITLE","Jeg heter ..."
"TID_BUTTON_DONE","Ferdig"
"TID_RATE_APP_TITLE","Vurder Clash of Clans"
"TID_RATE_APP_MESSAGE","Vurder eller skriv en omtale av Clash of Clans på App Store for å gi oss en verdifull tilbakemelding!"
"TID_RATE_APP_MESSAGE_ANDROID","Vurder eller skriv en omtale av Clash of Clans på Google Play for å gi oss en verdifull tilbakemelding!"
"TID_BUTTON_RATE_APP_LATER","Senere"
"TID_BUTTON_RATE_APP_REVIEW","Vurder"
"TID_BUTTON_RATE_APP_NEVER","Aldri"
"TID_COME_BACK_NOTIFICATION_SMALL","Kom tilbake, høvding! Armeen din trenger deg!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Landsbyen din trenger en leder. Kom tilbake, høvding!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hei, kom tilbake, landsbyen din trenger en leder!"
"TID_SETTINGS_ON","På"
"TID_SETTINGS_OFF","Av"
"TID_INVALID_NAME","Ugyldig navn! Prøv et annet."
"TID_MULTIPLAYER_COST","Kamppris:"
"TID_MULTIPLAYER_SHIELD_COST","Pris for angrep:"
"TID_MAP_LOCATION_1","P.E.K.K.As fjord"
"TID_MAP_LOCATION_2","Den forbudte skogen"
"TID_MAP_LOCATION_3","Seiersdalen"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Frossenfjord"
"TID_MAP_LOCATION_6","Røverbekken"
"TID_MAP_LOCATION_7","Steinfjord"
"TID_MAP_LOCATION_8","Aslans bue"
"TID_MAP_LOCATION_9","Surfjord"
"TID_MAP_LOCATION_10","Nisseleiren"
"TID_MAP_LOCATION_11","Det råtne havet"
"TID_MAP_LOCATION_12","Vertshuset gylne eik"
"TID_MAP_LOCATION_13","Det kolossale passet"
"TID_MAP_LOCATION_14","Nissekongens skjulested"
"TID_NAME_TOO_SHORT","Navnet er for kort!"
"TID_BUILDER","Byggere:"
"TID_GUARD_BUY_CONFIRMATION","Vakt aktivert!"
"TID_SHIELD_BUY_CONFIRMATION","Skjold aktivert!"
"TID_RESOURCE_BUY_CONFIRMATION","Ressurser mottatt!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> mottatt!</c>"
"TID_BATTLECOST","Pris:"
"TID_CLAN_TOTAL_POINTS","Poeng totalt:"
"TID_CLAN_MEMBERS","Medlemmer:"
"TID_CLAN_TYPE","Type:"
"TID_TAP_TO_VIEW","Trykk for å se detaljer"
"TID_ALLIANCE_REQUEST_ACCEPTED","Velkommen til klanen!"
"TID_ALLIANCE_REQUEST_DECLINED","Klanforespørsel avslått!"
"TID_ADD_FRIENDS_INFO","Game Center-venner vises når du er logget på Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play-venner kommer snart!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Bygg opp klanslottet igjen"
"TID_REPAIR_CLAN_CASTLE","Lås opp klaner"
"TID_REPAIR_CLAN_CASTLE_2","Bli med i en klan for å få nye allierte, motta forsterkninger og delta i klankriger.\n\nStart din egen klan for å spille med venner, rekruttere nye medlemmer og forme riket i din ånd!"
"TID_POPUP_ABOUT_TO_SELL","Er du sikker?"
"TID_TRAP_MINE_INFO","Ingenting sier «PELL DEG VEKK» som en god, gammeldags skjult bombe."
"TID_TRAP_EJECTOR_INFO","Denne spretne lille saken kaster uønskede gjester ubønnhørlig vekk fra området ditt!"
"TID_WALL_INFO","Murer er glimrende forsvarsverker, og de gjør det lett å samle fiendene innenfor skuddhold."
"TID_ABOUT","Medvirkende\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012-2017 Supercell Ltd. Med enerett.\nAmerikansk patent ventende\nAll bruk av denne programvaren er underlagt vilkårene og personvernpolicyen på www.supercell.net.\nFor brukerstøtte, kontakt clashofclans.feedback@supercell.net.\n\nLydkodingsteknologien MPEG Layer-3 er lisensiert fra Fraunhofer IIS og Thomson Licensing"
"TID_ABOUT_ANDROID","Medvirkende\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Med enerett.\nAmerikansk patent ventende\nAll bruk av denne programvaren er underlagt vilkårene og personvernpolicyen på www.supercell.net.\nFor brukerstøtte, kontakt clashofclans.android@supercell.net.\n\nFMOD Sound System, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nLydkodingsteknologien MPEG Layer-3 er lisensiert fra Fraunhofer IIS og Thomson Licensing"
"TID_GEM_BUY_CONFIRMATION","<amount> juveler mottatt!"
"TID_MULTIDEVICE_INFO","Logg inn med Game Center-kontoen din for å sikre fremdriften og spille på flere iOS-enheter."
"TID_GUARD_INFO","Det beste innen angrep og forsvar! Vakter forhindrer angrep på landsbyen din samtidig som du kan angripe andre så mye du vil. Bare tilgjengelig når skjoldet er nede!"
"TID_SHIELD_INFO","Lengevarende forsvar! Skjold hindrer angrep på landsbyen din, men skjoldets varighet reduseres dersom du angriper. Hvis du kjøper mer enn ett skjold, legges skjoldenes varighet sammen."
"TID_PLACEMENT_HINT_TUTORIAL1","Trykk flere ganger på et tomt område for å utplassere soldatene dine"
"TID_PLACEMENT_HINT_TUTORIAL2","Du kan utplassere flere soldater ved å holde fingeren nede"
"TID_PLACEMENT_HINT","Trykk eller trykk og hold for å utplassere soldater"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Ta nissene!"
"TID_ACHIEVEMENT_NPC_STARS","Vinn <number> stjerner på operasjonskartet"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Større og bedre"
"TID_ACHIEVEMENT_TOWN_HALL","Oppgrader rådhuset til nivå <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Søt seier!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Få i alt <number> trofeer i flerspillerkamper"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Slipp løs beistene"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Lås opp <name> i brakkene"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Rent og pent"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Fjern <number> hindringer (trær, steiner, busker)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Venner i nød"
"TID_ACHIEVEMENT_DONATE_UNITS","Gi bort forsterkninger tilsvarende <number> fulle klanslott"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Gullgrabber"
"TID_ACHIEVEMENT_LOOT_GOLD","Stjel <number> gull"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Eliksireskapade"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Stjel <number> eliksir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Nasjonsbygger"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Bygg opp klanslottet igjen"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Oppgrader klanslottet til nivå <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Murknuser"
"TID_ACHIEVEMENT_DESTROY_WALLS","Ødelegg <number> murer i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Fornedrer"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Ødelegg <number> rådhus i flerspillerkamper"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Erobrer"
"TID_ACHIEVEMENT_PVP_ATTACKS","Vinn <number> flerspillerkamper"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Uknuselig"
"TID_ACHIEVEMENT_PVP_DEFENSES","Forsvar deg mot <number> angrep"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mortermorder"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Ødelegg <number> mortere i flerspillerkamper"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Mestertyv"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Stjel <number> mørk eliksir"
"TID_MOREGAMES","Flere spill"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Få belønning"
"TID_POPUP_ACHIEVEMENTS_TITLE","Utmerkelser"
"TID_ACHIEVEMENTS_INFO","Utmerkelser også i Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Utmerkelser også i Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Fullført:"
"TID_ACHIEVEMENTS_REWARD","Belønninger:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Utmerkelse tildelt! Du fikk <number> juveler."
"TID_X","x"
"TID_NO_MESSAGES","Ingen nye meldinger"
"TID_NO_MESSAGES_TEXT","Så snart du har bygget opp klanslottet igjen, får du klaninvitasjoner her"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Språkinnstillinger"
"TID_POPUP_CHANGE_LANGUAGE","Er du sikker på at du vil endre språkinnstillingene?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Klanturnering"
"TID_LEADERBOARDBANNER_REWARD","De 3 beste klanene får: (likt fordelt mellom de 20 beste spillerne i klanen)"
"TID_LEADERBOARDBANNER_TIMELEFT","Slutter om:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Større lagre"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Oppgrader et gullager til nivå <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Streikebryter"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Ødelegg <number> byggerhytter i flerspillerkamper"
"TID_MOVEMENT_SPEED","Hastighet:"
"TID_TRAP_SUPERBOMB","Kjempebombe"
"TID_TRAP_SUPERBOMB_INFO","Hvis det er store smell du er ute etter, er kjempebomben veien å gå."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Utmerkelse tildelt!"
"TID_PUSH_ATTACKED","Landsbyen ble raidet av <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Overgi deg?"
"TID_SURRENDER_POPUP_TEXT","Høvding, er du sikker på at du vil gjøre retrett? Hæren vår vil tape kampen!"
"TID_END_BATTLE_POPUP_TITLE","Avslutte kampen?"
"TID_END_BATTLE_POPUP_TEXT","Høvding, er du sikker på at du vil avslutte kampen allerede nå?"
"TID_SHIELD_ON_COOLDOWN","Skjoldet er ikke tilgjengelig ennå!"
"TID_COOLDOWN","Ventetid:"
"TID_WAITING_FOR_COOLDOWN","Tilgjengelig:"
"TID_FAQ_BUTTON","Hjelp og støtte"
"TID_FAQ_WINDOW_TITLE","Hjelp og støtte"
"TID_FORUMS_BUTTON","Forum"
"TID_FAQ_TITLE_SHIELD","Hva er skjoldet, og hvordan fungerer det?"
"TID_FAQ_TEXT_SHIELD","Når du bruker skjoldet, er du immun mot angrep i en lang periode. Skjoldet forsvinner når tiden er ute. Ved angrep på andre landsbyer reduseres skjoldets varighet. Når landsbyen din blir ødelagt etter et angrep, får du automatisk et nytt skjold som varer i minst 12 timer. I butikken kan du kjøpe skjold som varer lenger."
"TID_FAQ_TITLE_DESTROYED","Hva skjer når et skjold eller en vakt utløper?"
"TID_FAQ_TEXT_DESTROYED","Hvis du ikke har aktive skjold eller vakter når du avslutter spillet, blir landsbyen sårbar for angrep fra andre spillere. Spilleren som angriper, vil kunne stjele noen av ressursene dine, men aldri alle. Du kan beskytte landsbyen med forsvarsbygninger, murer og feller, eller du kan kjøpe nye skjold og vakter i butikken. Hindringer i terrenget og kanten av kartet stopper ikke angripende enheter!"
"TID_FAQ_TITLE_CLAN","Hvordan kan jeg bli med i eller opprette en klan?"
"TID_FAQ_TEXT_CLAN","Du må gjenreise klanslottet før du kan bli med i en klan. Så snart det er gjenreist, kan du klikke på det og velge å bli med i eller opprette en klan. Klanslottet har også plass til ekstra tropper og formler fra klanmedlemmene dine. Tropper som er stasjonert inne i klanslottet, vil forsvare landsbyen din mot angrep. Ekstra tropper og formler kan også brukes til å angripe andre spillere."
"TID_FAQ_TITLE_RECRUIT","Hvordan får jeg flere medlemmer i klanen?"
"TID_FAQ_TEXT_RECRUIT","Du kan invitere venner fra Game Center og Facebook til klanen eller invitere folk fra den globale nettpraten.\n\nFør du kan invitere venner fra Game Center og Facebook, må de spille Clash of Clans, koble seg til Game Center eller Facebook med kontoen sin og ha bygget opp klanslottet sitt igjen. Når dette er gjort, ser du dem i vennemenyen, hvor du kan trykke på vennenes navn og invitere dem fra innholdsmenyen. Invitasjon fra global nettprat virker på nesten samme måte: Trykk på en spillers melding, og velg Inviter fra innholdsmenyen."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Du kan invitere venner på Google Play og Facebook til klanen eller invitere personer fra den globale nettpraten.\n\nFør du kan invitere venner fra Google Play og Facebook, må de spille Clash of Clans, koble seg til Google Play eller Facebook med kontoen sin og ha bygget opp klanslottet sitt igjen. Når dette er gjort, ser du dem i vennemenyen, hvor du kan trykke på vennenes navn og invitere dem fra innholdsmenyen. Invitasjon fra global nettprat virker på nesten samme måte: Trykk på en spillers melding, og velg Inviter fra innholdsmenyen."
"TID_FAQ_TITLE_RESET","Kan jeg tilbakestille spillet og starte på nytt fra begynnelsen?"
"TID_FAQ_TEXT_RESET","For øyeblikket er det ikke mulig å starte spillet på nytt fra begynnelsen av. Du kan imidlertid starte et nytt spill på en annen enhet der Clash of Clans ikke er spilt tidligere."
"TID_FAQ_TEXT_RESET_ANDROID","Det anbefales ikke å tilbakestille spillet. Hvis du avinstallerer spillet (eller sletter spilldataene), vil du miste all fremdriften. VIKTIG: For å hindre at du ved et uhell skal miste fremdriften, bør du logge deg på med Google Play. Når du har logget deg på med Google Play én gang, vil du alltid få landsbyen tilbake ved å logge deg inn på samme konto."
"TID_FAQ_TITLE_CONTROL","Hvordan styrer jeg enhetene mine i kamp?"
"TID_FAQ_TEXT_CONTROL","Soldatene som er plasserte på slagmarken, er selvstyrte. Du kan ikke styre dem etter at de er blitt utplassert. Når en enhet utplasseres, markerer et trådkors enhetens første mål. De forskjellige enhetene angriper ut fra sine bestemte evner og foretrukne mål. Du kan se informasjon om hver enhet i delen soldattrening på brakkeskjermen. Se også informasjon om ulike forsvarstårn for å se hva slags enheter de angriper."
"TID_FAQ_TITLE_TROOPS","Hva skjedde med soldatene som overlevde kampen?"
"TID_FAQ_TEXT_TROOPS","Når kampen er over, blir alle de utplasserte soldatene til eliksir som forsvinner i jorden.\n\nHvordan man bruker soldater for å vinne kamper, er et nøkkelelement i strategien i Clash of Clans. Tenk på soldatene dine som ressurser som må brukes klokt. Du må planlegge hver kamp nøye og prøve å bruke det riktige antallet og den riktige typen soldater. Hvis du sender alle soldatene i kamp uten å vurdere hva du kan tape og vinne, kan du fort komme til å oppleve en pyrrhosseier, dvs. at du mister flere ressurser enn du vinner."
"TID_FAQ_TITLE_BUYING","Jeg er ikke i stand til å kjøpe juveler; er ikke dette mulig i spillet?"
"TID_FAQ_TEXT_BUYING","Sørg for at enheten er stilt inn til å tillate kjøp i app. Gå til innstillinger - generelt - begrensninger, og sjekk at kjøp i app (In-App Purchases) er slått PÅ. Deretter avbryter du og starter spillet på nytt: Trykk på Hjem *(firkant)-knappen på enheten to ganger, trykk og hold Clash of Clans-ikonet til det begynner å vibrere, trykk på det røde ikonet øverst til høyre, trykk på Hjem-knappen igjen, og start Clash of Clans på nytt - nå skal du kunne kjøpe juveler."
"TID_FAQ_TEXT_BUYING_ANDROID","Pass på at du bruker en gyldig Google-konto og at den primære betalingsmetoden er gyldig og oppdatert. Du kan sjekke dette på Google Wallet-siden din. Hvis du har spørsmål om betalingsmetoder eller kansellerte bestillinger, må du kontakte Google direkte."
"TID_FAQ_TITLE_LOSTGEMS","Jeg har nettopp kjøpt juveler, men de ble ikke levert. Hva gjør jeg?"
"TID_FAQ_TEXT_LOSTGEMS","Selv om de fleste transaksjoner går som de skal, kan svaret fra en betalingsformidler eller serverne våre være tregere enn vanlig, eller det kan oppstå feil. Vent litt og se om juvelene kommer. Hvis problemet vedvarer, bør du avslutte og starte spillet på nytt. Juvelene skal da bli kreditert deg.\n\nHvis dette ikke hjelper, kan du kontakte oss ved å trykke på \qRapporter et problem\q nedenfor."
"TID_FAQ_TEXT_LOSTGEMS_ANDROID","De fleste bestillinger gjennomføres uten problemer, men noen ganger kan det ta litt tid før serverne våre mottar bekreftelse på bestillingen. Vent litt til, så får du snart juvelene dine. Hvis de ikke dukker opp, kan du prøve å avslutte spillet og starte det på nytt. Hvis du fremdeles ikke får juvelene, kan du sjekke status for bestillingen din i Google Wallet."
"TID_FAQ_TITLE_CLANSCORE","Hvorfor er klanens poengsum lavere enn alle medlemmenes poengsummer sammenlagt?"
