"TID","ES"
"TID_TUTORIAL_WORKER_1","¡Bien hecho! Ahora preparemos la aldea para combatir."
"TID_TUTORIAL_WORKER_2","Si contratas a un segundo constructor, podrás empezar dos construcciones a la vez."
"TID_TUTORIAL_ELIXIR_1","El elixir es esencial para adiestrar tropas y construir muchas estructuras."
"TID_TUTORIAL_ELIXIR_2","Puedes extraer elixir de la Línea Ley que pasa por debajo de la aldea. ¡Inténtalo!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","El recolector solo puede almacenar una pequeña cantidad de elixir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","¡Construyamos un almacén para poder guardar más!"
"TID_TUTORIAL_GOLD_STORAGE_1","También necesitamos un lugar seguro para las reservas de oro."
"TID_TUTORIAL_GOLD_STORAGE_2","¡Construye un almacén de oro para poder guardarlo!"
"TID_TUTORIAL_BARRACK_1","¡Necesitamos un ejército para luchar contra los duendes! Construyamos un cuartel."
"TID_TUTORIAL_TRAIN_1","¡Entrenemos a las tropas!"
"TID_TUTORIAL_TRAIN_2","Toca el cuartel y selecciona Entrenar."
"TID_TUTORIAL_CHANGE_NAME","¡Ha sido una gran batalla! ¿Con qué nombre deberíamos conocerte en nuestra historia?"
"TID_TUTORIAL_TOWN_HALL_1","Con el oro que les quitamos a los duendes, podemos permitirnos mejorar el ayuntamiento."
"TID_TUTORIAL_TOWN_HALL_2","¡Buen trabajo! Ahora podemos construir nuevos edificios gracias a la mejora del ayuntamiento."
"TID_TUTORIAL_ACHIEVEMENTS","Si buscas nuevos desafíos, toca aquí."
"TID_TUTORIAL_ACHIEVEMENTS2","Jefe, se nota que sabes lo que haces. ¡La aldea entera cuenta contigo!"
"TID_GOBLIN_SPEAKS_1","¡Aaaaarg! ¡Aún no he acabado contigo!"
"TID_GOBLIN_SPEAKS_2","Me has derrotado una vez, pero este campamento de duendes es mucho más duro."
"TID_TUTORIAL_GOLDSTORAGE","Además, necesitas un lugar para almacenar el oro."
"TID_TUTORIAL_ELIXIRSTORAGE","También necesitas un lugar para almacenar el elixir."
"TID_LOCKED_IN_TUTORIAL","Completa el tutorial para desbloquear esta función."
"TID_TUTORIAL_ATTACK_NPC_1","Los magos de la torre de marfil han venido a ayudarnos. ¡Arrasemos el campamento de los duendes!"
"TID_TUTORIAL_ATTACK_NPC_2","Bien hecho. Ahora, ¡vamos a darles patadas en sus verdes traseros!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Atacar"
"TID_NPC_NAME_TUTORIAL","Venganza"
"TID_NPC_NAME_TUTORIAL2","Bosque de duendes"
"TID_JOINALLIANCEQUESTION","Aceptar invitación del clan"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Atacar teniendo escudo"
"TID_POPUP_SHIELD_REMOVAL","Puedes buscar batallas en cualquier momento, pero si atacas, la duración de tu escudo se reducirá. Si esta es menor que el coste de ataque, el escudo se eliminará por completo."
"TID_UPDATE_TROOP_LEVEL","Mejorar al nivel <number>"
"TID_LEVEL_UP","¡Nuevo nivel!"
"TID_NEW_ITEMS_UNLOCKED","Nuevos objetos desbloqueados"
"TID_MISSION_SCREEN_TITLE","Misiones"
"TID_MISSION_REWARD","Recompensa:"
"TID_MISSION_COMPLETE_TITLE","¡Misión completada!"
"TID_ATTACK_LOCKED","Mejora el ayuntamiento al nivel 2 para desbloquear esto."
"TID_RANKTITLE","Rango"
"TID_BUTTON_REPAIR","Reconstruir"
"TID_DIAMOND_PACK_1","Pila de gemas"
"TID_DIAMOND_PACK_2","Bolsa de gemas"
"TID_DIAMOND_PACK_3","Saco de gemas"
"TID_DIAMOND_PACK_4","Caja de gemas"
"TID_DIAMOND_PACK_5","Cofre de gemas"
"TID_TRAIN_TUTORIAL_ARROW","Mantener"
"TID_DIAMOND_SHOP_PACK","<number> gemas"
"TID_GOLD_SHOP_PACK","<number> de oro"
"TID_ELIXIR_SHOP_PACK","<number> de elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Almacenes al 100 %"
"TID_RESOURCE_PACK_ELIXIR_FULL","Almacenes al 100 %"
"TID_RESOURCE_PACK_GOLD_10","Almacenes al 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Almacenes al 10 %"
"TID_RESOURCE_PACK_GOLD_50","Almacenes al 50 %"
"TID_RESOURCE_PACK_ELIXIR_50","Almacenes al 50 %"
"TID_CONTAINER_MAX","Máx.: <amount>"
"TID_SHOP_AVAILABLE","Tienes:"
"TID_BATTLE_LOG_COL_1","Rival:"
"TID_BATTLE_LOG_COL_2","Recursos perdidos:"
"TID_BATTLE_LOG_COL_3","Resultado:"
"TID_PVP_BUTTON","Buscar batalla"
"TID_NPC_ATTACK_BUTTON","Atacar"
"TID_NPC1","Puesto de duendes"
"TID_NPC2","Fuerte rocoso"
"TID_NPC3","Guantelete duende"
"TID_NPC4","Bola de cañón"
"TID_NPC5","Armas disparadas"
"TID_NPC6","Fiebre del oro"
"TID_NPC7","Línea Maginot"
"TID_NPC8","Valle de ratas"
"TID_NPC9","Fuerza bruta"
"TID_NPC10","Ciudad de duendes"
"TID_NPC11","Morterolandia"
"TID_NPC12","Megaexplosión"
"TID_NPC13","Impasibles"
"TID_NPC14","Mando fuerte"
"TID_NPC15","Torre vigía"
"TID_NPC16","El oro del tonto"
"TID_NPC17","Vía pública"
"TID_NPC18","Castillo de rebote"
"TID_NPC19","Fikova"
"TID_NPC20","Campus trasgus"
"TID_NPC21","El patio de mi casa"
"TID_NPC22","Playa de Ommahha"
"TID_NPC23","Muros de acero"
"TID_NPC24","Defensa siciliana"
"TID_NPC25","Torre de obsidiana"
"TID_NPC26","Cabeza de flecha"
"TID_NPC27","Alfombra roja"
"TID_NPC28","Defensa natural"
"TID_NPC29","Guantelete de acero"
"TID_NPC30","Gambito de dama"
"TID_NPC31","Ataque frontal"
"TID_NPC32","Mono armado"
"TID_NPC33","Torres defectuosas"
"TID_NPC34","Hombre punta"
"TID_NPC35","Triple A"
"TID_NPC36","Pícnic de duendes"
"TID_NPC37","Pesca con cebo"
"TID_NPC38","Daños colaterales"
"TID_NPC39","Elección sabia"
"TID_NPC40","Malvadía"
"TID_NPC41","Corteza de cristal"
"TID_NPC42","Gélido frío"
"TID_NPC43","Tierra de saltos"
"TID_NPC44","Fregadero"
"TID_NPC45","Terror rodante"
"TID_NPC46","Megamansión"
"TID_NPC47","Juguetería del P.E.K.K.A."
"TID_NPC48","Torres Sorbete"
"TID_NPC49","Reino duende I"
"TID_NPC50","Reino duende II"
"TID_MULTIPLAYER","Multijugador"
"TID_SINGLEPLAYER","Un jugador"
"TID_MULTIPLAYER_POINTS","Tus trofeos:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Gemas insuficientes"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","¿Quieres conseguir más?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Ir a la tienda"
"TID_TRAINING_INFO","Toca y mantén el icono de la tropa para entrenar a varias unidades."
"TID_TRAINING_INFO2","Arrastra unidades para entrenarlas o reordenarlas."
"TID_FINISH_TRAINING","Terminar ahora:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Conexión con Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","¿Quieres enlazar la partida actual con esta cuenta de Facebook?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Conexión con Game Center."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","¿Quieres guardar la partida actual en esta cuenta de Game Center?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Conexión con Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","¿Quieres guardar la partida actual en esta cuenta de Google?"
"TID_GEM_POPUP_TEXT","No tienes gemas. ¡Ve a la tienda a comprar más!"
"TID_FRIEND_LIST_TEAMUP_1","¡Juega a Clash of Clans con amigos!"
"TID_FRIEND_LIST_TEAMUP_2","Aquí se mostrarán las solicitudes de amistad."
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","¡Sigue a tus amigos a cualquier sitio!"
"TID_TROOP_SPEED_UP_SUCCESS","¡Entrenamiento terminado!"
"TID_UPDATING_CONTENT","Descargando contenido..."
"TID_LOADING","Cargando..."
"TID_SHUTDOWN_STARTED","Dentro de 5 minutos, el juego se detendrá por motivos de mantenimiento. No se podrá atacar durante la pausa."
"TID_SHUTDOWN_ATTACK_DISABLED","No se podrá atacar hasta que terminen las labores de mantenimiento."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","¿Quieres cargar la aldea del jefe <name> con un ayuntamiento de nivel <number>? Aviso: se perderá el progreso de la partida actual."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","¿Quieres cargar la aldea del jefe <name> con un ayuntamiento de nivel <number>? Aviso: se perderá el progreso de la partida actual."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Esta cuenta de Facebook ya está enlazada a otra partida de Clash of Clans. ¿Quieres enlazarla a la partida actual?"
"TID_VIEW_HIGHSCORES","Echa un vistazo a los mejores clanes y jugadores de todo el mundo."
"TID_STARS_TOTAL","Tus estrellas:"
"TID_SETTINGS_SCREEN_TITLE","Ajustes"
"TID_SETTINGS_NAME","Nombre"
"TID_SETTINGS_CHANGENAMENOTE","AVISO: solo puedes cambiar una vez de nombre."
"TID_SETTINGS_MUSIC","Música"
"TID_SETTINGS_SFX","Efectos de sonido"
"TID_SETTINGS_GOOGLE","Iniciar ses. en Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Desconectado"
"TID_SETTINGS_SNOW","Nieve"
"TID_FEEDBACK_BUTTON","Informar de un problema"
"TID_FEEDBACK_EMAIL_TITLE","Comentarios%20de%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Información"
"TID_GIVE_NAME_TITLE","Me llamo..."
"TID_BUTTON_DONE","Hecho"
"TID_RATE_APP_TITLE","Valorar Clash of Clans"
"TID_RATE_APP_MESSAGE","Valora o deja un comentario sobre Clash of Clans en el App Store para que sepamos tu opinión."
"TID_RATE_APP_MESSAGE_ANDROID","Valora o deja un comentario sobre Clash of Clans en Google Play para que sepamos tu opinión."
"TID_BUTTON_RATE_APP_LATER","Más tarde"
"TID_BUTTON_RATE_APP_REVIEW","Valorar"
"TID_BUTTON_RATE_APP_NEVER","Nunca"
"TID_COME_BACK_NOTIFICATION_SMALL","¡Vuelve, jefe! Tu ejército te necesita."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Tu aldea necesita un líder. ¡Vuelve, jefe!"
"TID_COME_BACK_NOTIFICATION_LARGE","¡Eh, vuelve! ¡Tu aldea necesita un líder!"
"TID_SETTINGS_ON","Sí"
"TID_SETTINGS_OFF","No"
"TID_INVALID_NAME","El nombre no es válido. Prueba con otro."
"TID_MULTIPLAYER_COST","Coste de la partida:"
"TID_MULTIPLAYER_SHIELD_COST","Coste de ataque:"
"TID_MAP_LOCATION_1","Lago del P.E.K.K.A."
"TID_MAP_LOCATION_2","Bosque prohibido"
"TID_MAP_LOCATION_3","Valle de la victoria"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Lago Helado"
"TID_MAP_LOCATION_6","Cala Botín"
"TID_MAP_LOCATION_7","Lago Piedra"
"TID_MAP_LOCATION_8","Arco Aslan"
"TID_MAP_LOCATION_9","Lago Agrio"
"TID_MAP_LOCATION_10","Campamento de duendes"
"TID_MAP_LOCATION_11","Mar Podrido"
"TID_MAP_LOCATION_12","Posada Robles de oro"
"TID_MAP_LOCATION_13","Paso Colosal"
"TID_MAP_LOCATION_14","Escondite del rey duende"
"TID_NAME_TOO_SHORT","Nombre demasiado corto"
"TID_BUILDER","Constructores:"
"TID_GUARD_BUY_CONFIRMATION","¡Guardia activada!"
"TID_SHIELD_BUY_CONFIRMATION","¡Escudo activado!"
"TID_RESOURCE_BUY_CONFIRMATION","¡Recursos recibidos!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff>¡Has recibido tu <bundle>!</c>"
"TID_BATTLECOST","Coste:"
"TID_CLAN_TOTAL_POINTS","Puntos:"
"TID_CLAN_MEMBERS","Miembros:"
"TID_CLAN_TYPE","Tipo:"
"TID_TAP_TO_VIEW","Toca para ver más detalles."
"TID_ALLIANCE_REQUEST_ACCEPTED","¡El clan te da la bienvenida!"
"TID_ALLIANCE_REQUEST_DECLINED","Se ha denegado la solicitud de clan."
"TID_ADD_FRIENDS_INFO","Los amigos de Game Center aparecen cuando inicias sesión en este servicio."
"TID_ADD_FRIENDS_INFO_ANDROID","¡Pronto estarán disponibles los amigos de Google Play!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Reconstruir el castillo del clan"
"TID_REPAIR_CLAN_CASTLE","¡Desbloqueará los clanes!"
"TID_REPAIR_CLAN_CASTLE_2","Únete a un clan para aliarte con otros jugadores, recibir tropas de refuerzo y participar en las guerras de clanes.\n\nTambién puedes crear tu propio clan para jugar con tus amigos, reclutar a nuevos miembros ¡y dejar huella en el reino!"
"TID_POPUP_ABOUT_TO_SELL","¿Seguro?"
"TID_TRAP_MINE_INFO","Nada expresa mejor lo poco bienvenidos que son los enemigos que una buena bomba oculta."
"TID_TRAP_EJECTOR_INFO","Esta divertida trampa saltarina mantendrá a las visitas no deseadas fuera de tu propiedad."
"TID_WALL_INFO","Los muros son ideales para mantener la aldea a salvo y a tus enemigos en la línea de fuego."
"TID_ABOUT","Créditos\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012-2017 Supercell Ltd. Todos los derechos reservados.\nPatente pendiente en EE. UU.\nEl uso de este software está sujeto a las Condiciones del servicio y a la Política de privacidad que encontrarás en www.supercell.net.\nPara recibir asistencia, escribe a clashofclans.feedback@supercell.net.\n\nTecnología de compresión de audio MPEG Layer-3 con licencia de Fraunhofer IIS y Thomson Licensing."
"TID_ABOUT_ANDROID","Créditos\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012-2017 Supercell Ltd. Todos los derechos reservados.\nPatente pendiente en EE. UU.\nEl uso de este software está sujeto a las Condiciones del servicio y a la Política de privacidad que encontrarás en www.supercell.net.\nPara recibir asistencia, escribe a clashofclans.feedback@supercell.net.\n\nSistema de sonido FMOD, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nTecnología de compresión de audio MPEG Layer-3 con licencia de Fraunhofer IIS y Thomson Licensing."
"TID_GEM_BUY_CONFIRMATION","¡Has recibido <amount> gemas!"
"TID_MULTIDEVICE_INFO","Conéctate con tu cuenta de Game Center para guardar tu progreso y poder jugar en varios dispositivos iOS."
"TID_GUARD_INFO","¡Lo mejor en ataque y defensa! La guardia impide que ataquen tu aldea y te permite atacar a otros cuanto quieras. Solo se puede usar cuando el escudo está desactivado."
"TID_SHIELD_INFO","¡Defensa duradera! El escudo impide que ataquen tu aldea, pero si tú atacas, el tiempo restante de tu escudo se reducirá. Si compras varios escudos, sus efectos se acumularán."
"TID_PLACEMENT_HINT_TUTORIAL1","Toca varias veces en una zona vacía para desplegar tus tropas."
"TID_PLACEMENT_HINT_TUTORIAL2","Toca y mantén para desplegar varias unidades."
"TID_PLACEMENT_HINT","Toca para desplegar una unidad o mantén para desplegar varias."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","¡A por los duendes!"
"TID_ACHIEVEMENT_NPC_STARS","Gana <number> estrellas en el modo de un jugador."
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Más grande y mejor"
"TID_ACHIEVEMENT_TOWN_HALL","Mejora el ayuntamiento al nivel <number>."
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","¡Dulce victoria!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Consigue un total de <number> trofeos en batallas multijugador."
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Libera a las bestias"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Desbloquea esta unidad en el cuartel: <name>."
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Aldea bonita y despejada"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Elimina <number> obstáculos (árboles, rocas, arbustos...)."
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Amigos en apuros"
"TID_ACHIEVEMENT_DONATE_UNITS","Dona <number> tropas de refuerzo a tus aliados a través del castillo del clan."
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Ladrón de oro"
"TID_ACHIEVEMENT_LOOT_GOLD","Roba <number> de oro."
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Ladrón de elixir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Roba <number> de elixir."
"TID_ACHIEVEMENT_CASTLE_TITLE","Levantador de imperios"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Reconstruye el castillo del clan."
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Mejora el castillo del clan al nivel <number>."
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Revientamuros"
"TID_ACHIEVEMENT_DESTROY_WALLS","Destruye <number> muros en batallas multijugador."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Humillador"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Destruye <number> ayuntamientos en batallas multijugador."
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conquistador"
"TID_ACHIEVEMENT_PVP_ATTACKS","Gana <number> batallas multijugador."
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Invencible"
"TID_ACHIEVEMENT_PVP_DEFENSES","Defiéndete con éxito de <number> ataques."
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Machacamorteros"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Destruye <number> morteros en batallas multijugador."
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Asalto heroico"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Roba <number> de elixir oscuro."
"TID_MOREGAMES","Más juegos"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Reclamar"
"TID_POPUP_ACHIEVEMENTS_TITLE","Logros"
"TID_ACHIEVEMENTS_INFO","Comparte tus logros en Game Center."
"TID_ACHIEVEMENTS_INFO_ANDROID","Comparte tus logros en Google Play."
"TID_ACHIEVEMENTS_COMPLETED","Conseguidos:"
"TID_ACHIEVEMENTS_REWARD","Recompensa:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","¡Logro conseguido! Has recibido <number> gemas."
"TID_X","x"
"TID_NO_MESSAGES","No hay mensajes nuevos"
"TID_NO_MESSAGES_TEXT","Una vez que hayas reconstruido el castillo, empezarás a recibir invitaciones."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Configuración de idioma"
"TID_POPUP_CHANGE_LANGUAGE","¿Seguro que quieres cambiar el idioma?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Torneo de clanes"
"TID_LEADERBOARDBANNER_REWARD","Los 3 primeros clanes reciben lo siguiente (a repartir equitativamente entre los 20 mejores jugadores del clan):"
"TID_LEADERBOARDBANNER_TIMELEFT","Termina en:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Almacenes más grandes"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Mejora un almacén de oro al nivel <number>."
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Antigremios"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Destruye <number> chozas de constructor en batallas multijugador."
"TID_MOVEMENT_SPEED","Velocidad:"
"TID_TRAP_SUPERBOMB","Conjunto de explosivos"
"TID_TRAP_SUPERBOMB_INFO","Si buscas provocar una gran explosión, necesitarás este exclusivo conjunto de explosivos."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","¡Logro conseguido!"
"TID_PUSH_ATTACKED","¡<attacker> ha arrasado tu aldea!"
"TID_SURRENDER_POPUP_TITLE","¿Rendirse?"
"TID_SURRENDER_POPUP_TEXT","Jefe, ¿seguro que quieres dar la orden de retirada? ¡Nuestro ejército será derrotado!"
"TID_END_BATTLE_POPUP_TITLE","Terminar batalla"
"TID_END_BATTLE_POPUP_TEXT","Jefe, ¿seguro que quieres terminar la batalla ahora?"
"TID_SHIELD_ON_COOLDOWN","¡Escudo no disponible todavía!"
"TID_COOLDOWN","Recuperación:"
"TID_WAITING_FOR_COOLDOWN","Disponible:"
"TID_FAQ_BUTTON","Ayuda y asistencia"
"TID_FAQ_WINDOW_TITLE","Ayuda y asistencia"
"TID_FORUMS_BUTTON","Foros"
"TID_FAQ_TITLE_SHIELD","¿Qué es el escudo y cómo funciona?"
"TID_FAQ_TEXT_SHIELD","El escudo impide que otros jugadores te ataquen durante un largo periodo de tiempo. Se desactiva transcurrido dicho periodo y se agota más rápido al atacar otras aldeas. Cuando tu aldea queda destruida por un ataque enemigo, consigues de forma automática y gratuita un escudo de al menos 12 horas de protección. También puedes comprar escudos de mayor duración en la tienda."
"TID_FAQ_TITLE_DESTROYED","¿Qué ocurre cuando un escudo o una guardia se agotan?"
"TID_FAQ_TEXT_DESTROYED","Cuando el escudo o la guardia se desactivan y sales del juego, tu aldea queda vulnerable a los ataques de otros jugadores. Los atacantes podrán robarte parte de los recursos, pero nunca todos. Puedes proteger tu aldea con edificios defensivos, muros y trampas, o comprando más escudos o guardias en la tienda. Ten en cuenta que los obstáculos del terreno y los márgenes del mapa no detienen a las unidades atacantes."
"TID_FAQ_TITLE_CLAN","¿Cómo puedo unirme a un clan o crear uno nuevo?"
"TID_FAQ_TEXT_CLAN","Para poder unirte a un clan, primero debes reconstruir el castillo del clan. Cuando lo hayas hecho, tócalo y elige la opción de unirte a uno o de crear el tuyo propio. El castillo del clan también alberga las tropas de refuerzo y los hechizos que te envían tus aliados. Estas tropas defenderán tu aldea, pero también podrás utilizarlas para atacar a otros jugadores, al igual que los hechizos."
"TID_FAQ_TITLE_RECRUIT","¿Cómo consigo más aliados para mi clan?"
"TID_FAQ_TEXT_RECRUIT","Puedes invitar a tus amigos a través de Game Center y de Facebook o a otros jugadores a través del chat general.\n\nEn el primer caso, tus amigos deben ser jugadores de Clash of Clans, haber conectado con Game Center o con Facebook y haber reconstruido su castillo del clan. Entonces los verás en el menú de amigos, donde podrás tocar su nombre e invitarlos a través del menú contextual. Las invitaciones del chat general funcionan de una forma parecida: toca el mensaje de un jugador y luego el botón de invitar en el menú contextual."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Puedes invitar a tus amigos a través de Google Play y de Facebook o a otros jugadores a través del chat general.\n\nEn el primer caso, tus amigos deben ser jugadores de Clash of Clans, haber conectado con Google Play o con Facebook y haber reconstruido su castillo del clan. Entonces los verás en el menú de amigos, donde podrás tocar su nombre e invitarlos a través del menú contextual. Las invitaciones del chat general funcionan de una forma parecida: toca el mensaje de un jugador y luego el botón de invitar en el menú contextual."
"TID_FAQ_TITLE_RESET","¿Puedo reiniciar la partida y volver a empezar desde el principio?"
"TID_FAQ_TEXT_RESET","En estos momentos no es posible reiniciar la partida, pero puedes empezar una nueva en un dispositivo que no tenga ninguna partida de Clash of Clans guardada."
"TID_FAQ_TEXT_RESET_ANDROID","No se recomienda reiniciar el juego. Si lo desinstalas o eliminas los datos desde el administrador de aplicaciones, perderás todo tu progreso. IMPORTANTE: Para evitar la pérdida de progreso y proteger tu aldea, conecta con Google Play. Tras hacerlo, podrás acceder a tu aldea siempre que quieras conectando con esa misma cuenta."
"TID_FAQ_TITLE_CONTROL","¿Cómo puedo controlar a mis unidades en combate?"
"TID_FAQ_TEXT_CONTROL","Una vez desplegadas en el campo de batalla, tus tropas son autónomas y no se pueden controlar. En el momento del despliegue, el primer objetivo de cada unidad se resalta con una mira. Las unidades atacarán según sus habilidades y sus preferencias de objetivo. Consulta la información de cada unidad en el menú de entrenamiento del cuartel; también puedes consultar la información de las torretas defensivas para saber qué unidad será su objetivo."
"TID_FAQ_TITLE_TROOPS","¿Qué ocurre con las tropas que sobreviven en las batallas?"
"TID_FAQ_TEXT_TROOPS","Tras el combate, todas las tropas desplegadas en el campo de batalla se convierten en elixir e impregnan la tierra.\n\nEmplear tropas para ganar batallas es la clave de la estrategia de Clash of Clans. Piensa en ellas como recursos que hay que utilizar sabiamente: deberás planificar cada batalla concienzudamente e intentar desplegar el tipo adecuado de unidades. Enviar a todas tus tropas a combatir sin sopesar los pros y los contras puede conducirte a una victoria pírrica, en la que acabas sacrificando más recursos de los que ganas."
