"TID","AR"
"TID_VILLAGE_GUARD_TITLE","حراسة:"
"TID_SHIELD_TITLE","درع:"
"TID_SHIELD_NONE","لا شيء"
"TID_BATTLE_LOG","سجل المعركة"
"TID_BATTLE_INBOX","البريد الوارد"
"TID_VICTORY","انتصار"
"TID_DEFEAT","هزيمة"
"TID_WHAT_YOU_GOT","حصلت على:"
"TID_TROOPS_USED","قوات تم استخدامها:"
"TID_TOTAL_DAMAGE","إجمالي الضرر:"
"TID_SCORE","النتيجة"
"TID_YOU_HAVE_BEEN_ATTACKED","أيها الزعيم، تعرضت قريتنا للهجوم!"
"TID_YOU_HAVE_BEEN_ATTACKED_TITLE","غارة العدو"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","أيها الزعيم، تعرضت القرية للهجوم أثناء غيابك!"
"TID_TUTORIAL_CANNON_1","مرحبًا أيها الزعيم! لقد كنا ننتظرك."
"TID_TUTORIAL_CANNON_2","هذه قريتك الجديدة، إنها جميلة! كانت الحياة هنا لتصبح مثالية لولا..."
"TID_TUTORIAL_CANNON_3","كلا، إنه حشد الغيلان! بسرعة، فلننصب مدفعًا للدفاع عن القرية!"
"TID_TUTORIAL_CANNON_4","ضع المدفع في مركز القرية. يجب أن نحمي قاعة المدينة!"
"TID_TUTORIAL_CANNON_5","أيها الزعيم، يمكنك إنفاق بعض الجواهر الخضراء لتسريع الأشياء!"
"TID_TUTORIAL_DEFEND_1","ها هم! هجوم حشد الغيلان!!"
"TID_TUTORIAL_DEFEND_1b","غواهاها، ما هذا؟ بشري ضعيف آخر!"
"TID_TUTORIAL_DEFEND_2","نجونا، كانوا على وشك هزيمتنا. شكرًا يا زعيم!"
"TID_TUTORIAL_DEFEND_4","بنينا القرية فوق أنابيب. وهذا يعني أن المدافع ستصلح نفسها بطريقة سحرية بمرور الوقت."
"TID_TUTORIAL_DEFEND_5","ذهب! نحن الغيلان نحب الذهب!"
"TID_TUTORIAL_DEFEND_BUTTON","أرنا ما لديك!"
"TID_TUTORIAL_WORKER_1","رائع، أحسنت! يجب أن نجهز هذه القرية للحرب!"
"TID_TUTORIAL_WORKER_2","استئجار بنّاء ثانٍ سيتيح لك إمكانية بدء اثنين من الإنشاءات في وقت واحد."
"TID_TUTORIAL_ELIXIR_1","الإكسير ضروري لتدريب القوات وبناء هياكل كثيرة."
"TID_TUTORIAL_ELIXIR_2","يمكنك ضخ الإكسير من الأنابيب تحت الأرض. فلنجرب هذا!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","يمكن للمستخرج تخزين كمية صغيرة من الإكسير."
"TID_TUTORIAL_ELIXIR_STORAGE_2","فلنقم ببناء وعاء تخزين حتى نتمكن من تخزين الأشياء!"
"TID_TUTORIAL_GOLD_STORAGE_1","نحتاج أيضًا إلى مكان آمن لتخزين احتياطي الذهب."
"TID_TUTORIAL_GOLD_STORAGE_2","قم ببناء مخزن ذهب حتى يمكننا تخزين الذهب!"
"TID_TUTORIAL_BARRACK_1","أيها الزعيم، نحتاج إلى جيش لمقاتلة هذه الغيلان! فلنبنِ الثكنات."
"TID_TUTORIAL_TRAIN_1","والآن فلنقم بتدريب بعض القوات!"
"TID_TUTORIAL_TRAIN_2","انقر الثكنات واختر تدريب القوات"
"TID_TUTORIAL_CHANGE_NAME","كانت هذه معركة قوية! كيف ستكون معروفًا في تاريخنا؟"
"TID_TUTORIAL_TOWN_HALL_1","يمكننا ترقية قاعة المدينة بالذهب الذي أخذناه من الغيلان."
"TID_TUTORIAL_TOWN_HALL_2","أحسنت! يمكننا الآن بناء مبانٍ جديدة بفضل ترقية قاعة المدينة."
"TID_TUTORIAL_ACHIEVEMENTS","إذا كنت تبحث عن تحديات جديدة لتفوز بها، فما عليك سوى النقر هنا."
"TID_TUTORIAL_ACHIEVEMENTS2","أيها الزعيم، من الواضح أنك بارع في ما تفعله. تعتمد عليك القرية كلها!"
"TID_GOBLIN_SPEAKS_1","لم أنته منك بعد."
"TID_GOBLIN_SPEAKS_2","ربما تمكنت من هزيمتي مرة من قبل، لكن معسكر الغيلان هذا أقوى بكثير."
"TID_TUTORIAL_GOLDSTORAGE","تحتاج أيضًا إلى مكان لتخزين كل الذهب الثمين!"
"TID_TUTORIAL_ELIXIRSTORAGE","يحتاج ذلك الإكسير إلى مكان لتخزينه أيضًا."
"TID_LOCKED_IN_TUTORIAL","أكمل العرض التعليمي لإلغاء قفل هذه الميزة!"
"TID_TUTORIAL_ATTACK_NPC_1","جاء سحرة برج العاج إلى هنا لمساعدتنا! فلنقضِ على معسكر الغيلان!"
"TID_TUTORIAL_ATTACK_NPC_2","أحسنت. والآن فلنلقن الكائنات الخضراء درسًا!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","هجوم!"
"TID_NPC_NAME_TUTORIAL","الثأر"
"TID_NPC_NAME_TUTORIAL2","غابة الغول"
"TID_JOINALLIANCEQUESTION","قبول دعوة القبيلة؟"
"TID_POPUP_SHIELD_REMOVAL_TITLE","الهجوم أثناء تفعيل الدرع"
"TID_POPUP_SHIELD_REMOVAL","يمكنك البحث عن مطابقة في أي وقت، ولكن ستنخفض مدة درعك إن بدأت هجوم. إن كان لديك أقل من تكلفة الهجوم، فستتم إزالة درعك."
"TID_UPDATE_TROOP_LEVEL","الترقية إلى المستوى <number>"
"TID_LEVEL_UP","ارتفع مستواك!"
"TID_NEW_ITEMS_UNLOCKED","تم فتح عناصر جديدة"
"TID_MISSION_SCREEN_TITLE","المهام"
"TID_MISSION_REWARD","الجائزة:"
"TID_MISSION_COMPLETE_TITLE","اكتملت المهمة!"
"TID_ATTACK_LOCKED","قم بترقية قاعة المدينة إلى المستوى 2 لإلغاء قفل هذه الميزة!"
"TID_RANKTITLE","رتبة"
"TID_BUTTON_REPAIR","إعادة بناء"
"TID_DIAMOND_PACK_1","مجموعة جواهر"
"TID_DIAMOND_PACK_2","حقيبة جواهر"
"TID_DIAMOND_PACK_3","كيس جواهر"
"TID_DIAMOND_PACK_4","صندوق جواهر"
"TID_DIAMOND_PACK_5","صندوق جواهر"
"TID_TRAIN_TUTORIAL_ARROW","ضغطة طويلة"
"TID_DIAMOND_SHOP_PACK","<number> جوهرة"
"TID_GOLD_SHOP_PACK","<number> ذهب"
"TID_ELIXIR_SHOP_PACK","<number> إكسير"
"TID_RESOURCE_PACK_GOLD_FULL","ملء مخازن الذهب"
"TID_RESOURCE_PACK_ELIXIR_FULL","ملء مخازن الإكسير"
"TID_RESOURCE_PACK_GOLD_10","ملء المخازن بمقدار 10%"
"TID_RESOURCE_PACK_ELIXIR_10","ملء المخازن بمقدار 10%"
"TID_RESOURCE_PACK_GOLD_50","ملء المخازن بمقدار النصف"
"TID_RESOURCE_PACK_ELIXIR_50","ملء المخازن بمقدار النصف"
"TID_CONTAINER_MAX","الأقصى: <amount>"
"TID_SHOP_AVAILABLE","تم بناء:"
"TID_BATTLE_LOG_COL_1","الخصم:"
"TID_BATTLE_LOG_COL_2","الموارد المفقودة:"
"TID_BATTLE_LOG_COL_3","النتيجة:"
"TID_PVP_BUTTON","البحث عن مطابقة"
"TID_NPC_ATTACK_BUTTON","هجوم"
"TID_NPC1","مركز قيادة الغول"
"TID_NPC2","حصن صخري"
"TID_NPC3","قفاز الغول"
"TID_NPC4","تشغيل المدفع"
"TID_NPC5","برميلان مدخنان"
"TID_NPC6","ذروة الذهب"
"TID_NPC7","خط ماجينو"
"TID_NPC8","وادي الفئران"
"TID_NPC9","قوة غاشمة"
"TID_NPC10","غوبوتاون"
"TID_NPC11","حرف هجائي يرمز للمدفع"
"TID_NPC12","ميغابلاستر"
"TID_NPC13","جسم لا يمكن تحريكه"
"TID_NPC14","مقابض الحصن"
"TID_NPC15","برج المراقبة"
"TID_NPC16","ذهب غير حقيقي"
"TID_NPC17","ممر"
"TID_NPC18","قلعة قفز"
"TID_NPC19","فيكوفا"
"TID_NPC20","معسكر غوبو"
"TID_NPC21","داني بوي"
"TID_NPC22","شاطئ أوماها"
"TID_NPC23","جدران من الصلب"
"TID_NPC24","جزيرة الدفاع الصقلّيّ"
"TID_NPC25","برج الصخر الأسود"
"TID_NPC26","رأس السهم"
"TID_NPC27","البساط الأحمر"
"TID_NPC28","دفاع طبيعي"
"TID_NPC29","قفاز فولاذي"
"TID_NPC30","مناورة الملكة"
"TID_NPC31","واجهة كاملة"
"TID_NPC32","أحمق يحمل درع"
"TID_NPC33","أبراج معيوبة"
"TID_NPC34","جزيرة خبير تحديد النقاط في الحرب"
"TID_NPC35","أعلى مستوى"
"TID_NPC36","نزهة الغول"
"TID_NPC37","بايت إن سويتش"
"TID_NPC38","أضرار جانبية"
"TID_NPC39","اختر بحكمة"
"TID_NPC40","شر كبير"
"TID_NPC41","قشرة كريستال"
"TID_NPC42","بارد كالثلج"
"TID_NPC43","التنقل"
"TID_NPC44","بالوعة المطبخ"
"TID_NPC45","إرهاب متداول"
"TID_NPC46","قصر هائل"
"TID_NPC47","مسرح بيكا"
"TID_NPC48","أبراج شربات"
"TID_NPC49","ملك الغول الإصدار 1"
"TID_NPC50","ملك الغول الإصدار 2"
"TID_MULTIPLAYER","متعدد اللاعبين"
"TID_SINGLEPLAYER","لاعب مفرد"
"TID_MULTIPLAYER_POINTS","كؤوسك:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","لا توجد جواهر كافية"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","هل ترغب في الحصول على المزيد؟"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","الدخول إلى المتجر"
"TID_TRAINING_INFO","اضغط مع الاستمرار على أيقونة الوحدة لتدريب قوات متعددة."
"TID_TRAINING_INFO2","اسحب الوحدات لتدريبها أو إعادة ترتيبها"
"TID_FINISH_TRAINING","إنهاء التدريب:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","تسجيل دخول جديد إلى Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","هل ترغب في ربط لعبتك الحالية بهذا الحساب على Facebook؟"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","تسجيل دخول جديد إلى Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","هل ترغب في حفظ لعبتك الحالية بهذا الحساب على Game Center؟"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","تسجيل دخول جديد إلى Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","هل ترغب في حفظ لعبتك الحالية على حساب Google هذا؟"
"TID_GEM_POPUP_TEXT","نفدت الجواهر لديك. اذهب إلى المتجر للحصول على المزيد!"
"TID_FRIEND_LIST_TEAMUP_1","تصارع مع الأصدقاء"
"TID_FRIEND_LIST_TEAMUP_2","ستظهر طلبات الصداقة هنا"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","اتبع أصدقاءك أينما ذهبوا!"
"TID_TROOP_SPEED_UP_SUCCESS","انتهى تدريب القوات!"
"TID_UPDATING_CONTENT","تنزيل المحتوى"
"TID_LOADING","يتم التحميل"
"TID_SHUTDOWN_STARTED","سيتم إغلاق اللعبة لفاصل صيانة قصير خلال 5 دقائق. يكون الهجوم مُعطلاً أثناء الفاصل."
"TID_SHUTDOWN_ATTACK_DISABLED","الهجوم مُعطل حتى ينتهي فاصل الصيانة."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","تنبيه Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","هل تريد تحميل قرية الزعيم <name> بقاعة مدينة من المستوى <number>؟ تحذير: سيتم فقدان التقدم في اللعبة الحالية."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","تنبيه حساب Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","هل تريد تحميل قرية الزعيم <name> بقاعة مدينة من المستوى <number>؟ تحذير: سيتم فقدان التقدم في اللعبة الحالية."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","تنبيه Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","حساب Facebook هذا مرتبط حاليًا بلعبة Clash of Clans أخرى. هل تريد ربطه بلعبتك الحالية بدلاً من ذلك؟"
"TID_VIEW_HIGHSCORES","عرض أقوى القبائل واللاعبين حول العالم."
"TID_STARS_TOTAL","إجمالي النجوم:"
"TID_SETTINGS_SCREEN_TITLE","الإعدادات"
"TID_SETTINGS_NAME","الاسم"
"TID_SETTINGS_CHANGENAMENOTE","ملاحظة: يمكنك تغيير اسمك مرة واحدة فقط!"
"TID_SETTINGS_MUSIC","الموسيقى"
"TID_SETTINGS_SFX","المؤثرات الصوتية"
"TID_SETTINGS_GOOGLE","تسجيل الدخول إلى Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","متصل"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","غير متصل"
"TID_SETTINGS_SNOW","ثلج"
"TID_FEEDBACK_BUTTON","الإبلاغ عن مشكلة"
"TID_FEEDBACK_EMAIL_TITLE","آراء%20حول%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","معلومات"
"TID_GIVE_NAME_TITLE","اسمي..."
"TID_BUTTON_DONE","تم"
"TID_RATE_APP_TITLE","تقييم Clash of Clans"
"TID_RATE_APP_MESSAGE","يُرجى تقييم أو مراجعة Clash of Clans على App Store لإعطائنا ملاحظات قيّمة!"
"TID_RATE_APP_MESSAGE_ANDROID","يُرجى تقييم أو مراجعة Clash of Clans على Google Play لإعطائنا ملاحظات قيّمة!"
"TID_BUTTON_RATE_APP_LATER","لاحقًا"
"TID_BUTTON_RATE_APP_REVIEW","مراجعة"
"TID_BUTTON_RATE_APP_NEVER","أبدًا"
"TID_COME_BACK_NOTIFICATION_SMALL","عُد أيها الزعيم! يحتاج جيشك إليك"
"TID_COME_BACK_NOTIFICATION_MEDIUM","تحتاج قريتك إلى قائد. عُد أيها الزعيم!"
"TID_COME_BACK_NOTIFICATION_LARGE","عُد، تحتاج قريتك إلى قائد"
"TID_SETTINGS_ON","تشغيل"
"TID_SETTINGS_OFF","إيقاف تشغيل"
"TID_INVALID_NAME","اسم غير صالح! الرجاء استخدام اسم آخر."
"TID_MULTIPLAYER_COST","تكلفة المطابقة:"
"TID_MULTIPLAYER_SHIELD_COST","تكلفة الهجوم:"
"TID_MAP_LOCATION_1","بحيرة بيكا"
"TID_MAP_LOCATION_2","الغابة المحرّمة"
"TID_MAP_LOCATION_3","وادي الانتصار"
"TID_MAP_LOCATION_4","بربريا"
"TID_MAP_LOCATION_5","بحيرة متجمدة"
"TID_MAP_LOCATION_6","جدول الناهب"
"TID_MAP_LOCATION_7","بحيرة الحجر"
"TID_MAP_LOCATION_8","قوس أصلان"
"TID_MAP_LOCATION_9","بحيرة الحامض"
"TID_MAP_LOCATION_10","معسكر الغيلان"
"TID_MAP_LOCATION_11","بحر متعفن"
"TID_MAP_LOCATION_12","نُزل البلوط الذهبي"
"TID_MAP_LOCATION_13","ممر ضخم"
"TID_MAP_LOCATION_14","مخبأ الملك الغول"
"TID_NAME_TOO_SHORT","الاسم قصير جدًا!"
"TID_BUILDER","بنّاء:"
"TID_GUARD_BUY_CONFIRMATION","تم تفعيل الحراسة!"
"TID_SHIELD_BUY_CONFIRMATION","تم تنشيط الدرع!"
"TID_RESOURCE_BUY_CONFIRMATION","الموارد المتلقاة!"
"TID_BUNDLE_BUY_CONFIRMATION","تم تلقي <ce53cff><bundle>!</c>"
"TID_BATTLECOST","التكلفة:"
"TID_CLAN_TOTAL_POINTS","إجمالي النقاط:"
"TID_CLAN_MEMBERS","الأعضاء:"
"TID_CLAN_TYPE","النوع:"
"TID_TAP_TO_VIEW","انقر لعرض التفاصيل"
"TID_ALLIANCE_REQUEST_ACCEPTED","مرحبًا بك في قبيلتنا!"
"TID_ALLIANCE_REQUEST_DECLINED","تم رفض طلب انضمامك للقبيلة!"
"TID_ADD_FRIENDS_INFO","يظهر الأصدقاء على Game Center عند تسجيل الدخول إلى Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","الأصدقاء عبر Google Play قريبًا!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","إعادة بناء قلعة القبيلة"
"TID_REPAIR_CLAN_CASTLE","إلغاء قفل القبائل"
"TID_REPAIR_CLAN_CASTLE_2","انضم إلى قبيلة لتكوين حلفاء جدد، استقبل التعزيزات وشارك في حروب القبائل.\n\nأنشئ قبيلتك الخاصة للعب مع الأصدقاء وتجنيد أعضاء جدد وضع بصمتك على العالم!"
"TID_POPUP_ABOUT_TO_SELL","أأنت واثق؟"
"TID_TRAP_MINE_INFO","لا يوجد ما يقول ابقَ بعيدًا كتحذير مثل قنبلة مخفية بالطراز القديم."
"TID_TRAP_EJECTOR_INFO","هذا الصغير سيطرد الزوار غير المرغوب بهم من ممتلكاتك!"
"TID_WALL_INFO","تعد الجدران مثالية للحفاظ على أمان قريتك وأعداؤك على خط المواجهة."
"TID_ABOUT","المشاركون\n\n<names>\n\nClash of Clans ™ <version>\nحقوق النشر محفوظة لشركة Supercell Ltd لعام 2012 - 2017. جميع الحقوق محفوظة.\nبراءة الاختراع الأمريكية معلقة\nتخضع جميع استخدامات هذا البرنامج لشروط الخدمة وسياسة الخصوصية على الموقع www.supercell.net.\nللحصول على الدعم اتصل بـ clashofclans.feedback@supercell.net.\n\nتقنية ترميز الصوت MPEG Layer-3 المرخصة من شركة Fraunhofer IIS والحاصلة على ترخيص شركة Thomson"
"TID_ABOUT_ANDROID","المشاركون\n\n<names>\n\nClash of Clans ™ <version>\nحقوق النشر محفوظة لشركة Supercell Ltd لعام 2012 - 2017. جميع الحقوق محفوظة.\nبراءة الاختراع الأمريكية معلقة\nتخضع جميع استخدامات هذا البرنامج لشروط الخدمة وسياسة الخصوصية على الموقع www.supercell.net.\nللحصول على الدعم اتصل بـ clashofclans.android@supercell.net.\n\nنظام الصوت FMOD، حقوق النشر © محفوظة لشركةFirelight Technologies Pty, Ltd لعام 1994 -2017.\n\nتقنية ترميز الصوتMPEG Layer-3 المرخصة من شركةFraunhofer IIS والحاصلة على ترخيص شركة Thomson"
"TID_GEM_BUY_CONFIRMATION","تم تلقي <amount> من الجواهر!"
"TID_MULTIDEVICE_INFO","قم بتسجيل الدخول باستخدام حساب Game Center لحماية تقدمك والعب على أجهزة iOS متعددة."
"TID_GUARD_INFO","إنها الأفضل في الهجوم والدفاع! الحراسة تمنع الهجمات على قريتك بينما تتيح لك مهاجمة الآخرين كما شئت. تكون متاحة فقط في غياب الدرع."
"TID_SHIELD_INFO","دفاع يدوم طويلاً! الدروع تمنع الهجمات على قريتك، لكن الدرع الباقي سينهار إن قمت بالهجوم. إن اشتريت أكثر من درع، فستتم إضافة مدتها."
"TID_PLACEMENT_HINT_TUTORIAL1","انقر عدة مرات في منطقة فارغة لنشر قواتك"
"TID_PLACEMENT_HINT_TUTORIAL2","يمكنك نشر قوات متعددة بالضغط المستمر بإصبعك"
"TID_PLACEMENT_HINT","انقر أو اضغط باستمرار لنشر القوات"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","أمسك بهؤلاء الغيلان!"
"TID_ACHIEVEMENT_NPC_STARS","الفوز بـ<number> من النجوم على خريطة الحملة"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","أكبر وأفضل"
"TID_ACHIEVEMENT_TOWN_HALL","ترقية قاعة المدينة إلى المستوى <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","النصر الجميل!"
"TID_ACHIEVEMENT_VICTORY_POINTS","تحقيق إجمالي <number> من الكؤوس في معارك متعددة اللاعبين"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","إطلاق الوحوش"
"TID_ACHIEVEMENT_UNIT_UNLOCK","إلغاء قفل <name> في الثكنات"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","لطيف ومحكم"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","إزالة <number> من العوائق (أشجار، صخور، شجيرات)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","الصديق وقت الضيق"
"TID_ACHIEVEMENT_DONATE_UNITS","التبرع بـ<number> من تعزيزات سعة قلعة القبيلة"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","انتزاع الذهب"
"TID_ACHIEVEMENT_LOOT_GOLD","سرقة <number> من الذهب"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","مغامرة الإكسير"
