"TID","EN"
"TID_BUTTON_REPAIR","Rebuild"
"TID_DIAMOND_PACK_1","Pile of Gems"
"TID_DIAMOND_PACK_2","Bag of Gems"
"TID_DIAMOND_PACK_3","Sack of Gems"
"TID_DIAMOND_PACK_4","Box of Gems"
"TID_DIAMOND_PACK_5","Chest of Gems"
"TID_TRAIN_TUTORIAL_ARROW","Hold down"
"TID_DIAMOND_SHOP_PACK","<number> Gems"
"TID_GOLD_SHOP_PACK","<number> Gold"
"TID_ELIXIR_SHOP_PACK","<number> Elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Fill Gold Storages"
"TID_RESOURCE_PACK_ELIXIR_FULL","Fill Elixir Storages"
"TID_RESOURCE_PACK_GOLD_10","Fill Storages by 10%"
"TID_RESOURCE_PACK_ELIXIR_10","Fill Storages by 10%"
"TID_RESOURCE_PACK_GOLD_50","Fill Storages by Half"
"TID_RESOURCE_PACK_ELIXIR_50","Fill Storages by Half"
"TID_CONTAINER_MAX","Max: <amount>"
"TID_SHOP_AVAILABLE","Built:"
"TID_BATTLE_LOG_COL_1","Opponent:"
"TID_BATTLE_LOG_COL_2","Resources lost:"
"TID_BATTLE_LOG_COL_3","Outcome:"
"TID_PVP_BUTTON","Find a Match"
"TID_NPC_ATTACK_BUTTON","Attack"
"TID_NPC1","Goblin Outpost"
"TID_NPC2","Rocky Fort"
"TID_NPC3","Goblin Gauntlet"
"TID_NPC4","Cannonball Run"
"TID_NPC5","Two Smoking Barrels"
"TID_NPC6","Gold Rush"
"TID_NPC7","Maginot Line"
"TID_NPC8","Rat Valley"
"TID_NPC9","Brute Force"
"TID_NPC10","Gobbotown"
"TID_NPC11","M is for Mortar"
"TID_NPC12","Megablaster"
"TID_NPC13","Immovable Object"
"TID_NPC14","Fort Knobs"
"TID_NPC15","Watchtower"
"TID_NPC16","Fool's Gold"
"TID_NPC17","Thoroughfare"
"TID_NPC18","Bouncy Castle"
"TID_NPC19","Fikova"
"TID_NPC20","Gobbo Campus"
"TID_NPC21","Danny Boy"
"TID_NPC22","Ommahha Beech"
"TID_NPC23","Walls of Steel"
"TID_NPC24","Sicilian Defense"
"TID_NPC25","Obsidian Tower"
"TID_NPC26","Arrow Head"
"TID_NPC27","Red Carpet"
"TID_NPC28","Natural Defense"
"TID_NPC29","Steel Gauntlet"
"TID_NPC30","Queen's Gambit"
"TID_NPC31","Full Frontal"
"TID_NPC32","Chimp in Armor"
"TID_NPC33","Faulty Towers"
"TID_NPC34","Point Man"
"TID_NPC35","Triple A"
"TID_NPC36","Goblin Picnic"
"TID_NPC37","Bait 'n Switch"
"TID_NPC38","Collateral Damage"
"TID_NPC39","Choose Wisely"
"TID_NPC40","Mega Evil"
"TID_NPC41","Crystal Crust"
"TID_NPC42","Cold as Ice"
"TID_NPC43","Jump Around"
"TID_NPC44","Kitchen Sink"
"TID_NPC45","Rolling Terror"
"TID_NPC46","Megamansion"
"TID_NPC47","P.E.K.K.A's Playhouse"
"TID_NPC48","Sherbet Towers"
"TID_NPC49","Goblin King v.1"
"TID_NPC50","Goblin King v.2"
"TID_MULTIPLAYER","Multiplayer"
"TID_SINGLEPLAYER","Single Player"
"TID_MULTIPLAYER_POINTS","Your Trophies:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Not enough Gems"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Do you want to get more?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Enter Shop"
"TID_TRAINING_INFO","Tap and hold down unit icon to train multiple troops."
"TID_TRAINING_INFO2","Drag units to train or reorder them"
"TID_FINISH_TRAINING","Finish Training:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","New Facebook login"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Do you want to link your current game to this Facebook account?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","New Game Center login"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Do you want to save your current game on this Game Center account?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","New Google Play Sign-In"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Do you want to save your current game on this Google account?"
"TID_GEM_POPUP_TEXT","You're out of gems. Go to the Shop to get some more!"
"TID_FRIEND_LIST_TEAMUP_1","Clash With Friends"
"TID_FRIEND_LIST_TEAMUP_2","Friend requests will appear here"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Follow your friends wherever they go!"
"TID_TROOP_SPEED_UP_SUCCESS","Troop training finished!"
"TID_UPDATING_CONTENT","Downloading content"
"TID_LOADING","Loading"
"TID_SHUTDOWN_STARTED","Game is closing for a short maintenance break in 5 minutes. Attacking is disabled during the break."
"TID_SHUTDOWN_ATTACK_DISABLED","Attacking is disabled until the maintenance break is over."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center Alert"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Do you want to load Chief <name>'s village with Town Hall level <number>? Warning: progress in the current game will be lost."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google Account Alert"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Do you want to load Chief <name>'s village with Town Hall level <number>? Warning: progress in the current game will be lost."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook Alert"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","This Facebook account is already linked to another Clash of Clans game. Link it to your current game instead?"
"TID_VIEW_HIGHSCORES","View the strongest Clans & Players around the world."
"TID_STARS_TOTAL","Stars Total:"
"TID_SETTINGS_SCREEN_TITLE","Settings"
"TID_SETTINGS_NAME","Name"
"TID_SETTINGS_CHANGENAMENOTE","NOTE! You can only change your name once!"
"TID_SETTINGS_MUSIC","Music"
"TID_SETTINGS_SFX","Sound Effects"
"TID_SETTINGS_GOOGLE","Google Play Sign-In"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connected"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Disconnected"
"TID_SETTINGS_SNOW","Snow"
"TID_FEEDBACK_BUTTON","Report an issue"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","About"
"TID_GIVE_NAME_TITLE","My name is..."
"TID_BUTTON_DONE","Done"
"TID_RATE_APP_TITLE","Rate Clash of Clans"
"TID_RATE_APP_MESSAGE","Please rate or review Clash of Clans on App Store to give us valuable feedback!"
"TID_RATE_APP_MESSAGE_ANDROID","Please rate or review Clash of Clans on Google Play to give us valuable feedback!"
"TID_BUTTON_RATE_APP_LATER","Later"
"TID_BUTTON_RATE_APP_REVIEW","Review"
"TID_BUTTON_RATE_APP_NEVER","Never"
"TID_COME_BACK_NOTIFICATION_SMALL","Come back Chief! Your army needs you"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Your village needs a leader. Come back Chief!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hey come back, your village needs a leader"
"TID_SETTINGS_ON","On"
"TID_SETTINGS_OFF","Off"
"TID_INVALID_NAME","Invalid name! Please try another one."
"TID_MULTIPLAYER_COST","Match cost:"
"TID_MULTIPLAYER_SHIELD_COST","Attack cost:"
"TID_MAP_LOCATION_1","Lake of P.E.K.K.A"
"TID_MAP_LOCATION_2","Forbidden Forest"
"TID_MAP_LOCATION_3","Victory Valley"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Frozen Lake"
"TID_MAP_LOCATION_6","Looter Creek"
"TID_MAP_LOCATION_7","Stone Lake"
"TID_MAP_LOCATION_8","Aslan Arc"
"TID_MAP_LOCATION_9","Sour Lake"
"TID_MAP_LOCATION_10","Goblin Camp"
"TID_MAP_LOCATION_11","Rotten Sea"
"TID_MAP_LOCATION_12","Gold Oaks Inn"
"TID_MAP_LOCATION_13","Colossal Pass"
"TID_MAP_LOCATION_14","Goblin King's Hideout"
"TID_NAME_TOO_SHORT","Name is too short!"
"TID_BUILDER","Builder:"
"TID_GUARD_BUY_CONFIRMATION","Guard activated!"
"TID_SHIELD_BUY_CONFIRMATION","Shield activated!"
"TID_RESOURCE_BUY_CONFIRMATION","Resources received!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> received!</c>"
"TID_BATTLECOST","Cost:"
"TID_CLAN_TOTAL_POINTS","Total points:"
"TID_CLAN_MEMBERS","Members:"
"TID_CLAN_TYPE","Type:"
"TID_TAP_TO_VIEW","Tap to view details"
"TID_ALLIANCE_REQUEST_ACCEPTED","Welcome to our clan!"
"TID_ALLIANCE_REQUEST_DECLINED","Clan request declined!"
"TID_ADD_FRIENDS_INFO","Game Center friends appear when you're logged into Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play friends coming soon!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Rebuild Clan Castle"
"TID_REPAIR_CLAN_CASTLE","Unlock Clans"
"TID_REPAIR_CLAN_CASTLE_2","Join a Clan to make new allies, receive reinforcements and participate in Clan Wars.\n\nCreate your own Clan to play with friends, recruit new members and make your mark on the Realm!"
"TID_POPUP_ABOUT_TO_SELL","Are you sure?"
"TID_TRAP_MINE_INFO","Nothing says 'STAY OUT' quite like a good old-fashioned hidden bomb."
"TID_TRAP_EJECTOR_INFO","This bouncy little number will toss unwanted visitors right off your property!"
"TID_WALL_INFO","Walls are great for keeping your village safe and your enemies in the line of fire."
"TID_ABOUT","Credits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. All Rights Reserved.\nUS Patent Pending\nAll use of this software is subject to Terms and Conditions and Privacy Policy at www.supercell.net.\nFor support contact clashofclans.feedback@supercell.net.\n\nMPEG Layer-3 audio coding technology licensed from Fraunhofer IIS and Thomson Licensing"
"TID_ABOUT_ANDROID","Credits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. All Rights Reserved.\nUS Patent Pending\nAll use of this software is subject to Terms and Conditions and Privacy Policy at www.supercell.net.\nFor support contact clashofclans.android@supercell.net.\n\nFMOD Sound System, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nMPEG Layer-3 audio coding technology licensed from Fraunhofer IIS and Thomson Licensing"
"TID_GEM_BUY_CONFIRMATION","<amount> gems received!"
"TID_MULTIDEVICE_INFO","Sign in using your Game Center account to safeguard your progress and play with multiple iOS devices."
"TID_GUARD_INFO","The best in offense and defense! Guard prevents attacks on your village while letting you attack others all you want. Only available while Shield is down."
"TID_SHIELD_INFO","Long-lasting defense! Shields prevent attacks on your village, but remaining Shield time will go down if you attack. If you buy more than one Shield, their durations are added up."
"TID_PLACEMENT_HINT_TUTORIAL1","Tap multiple times in an empty area to deploy your troops"
"TID_PLACEMENT_HINT_TUTORIAL2","You can deploy multiple troops by holding down your finger"
"TID_PLACEMENT_HINT","Tap or press and hold to deploy troops"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Get those Goblins!"
"TID_ACHIEVEMENT_NPC_STARS","Win <number> Stars on the Campaign Map"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Bigger & Better"
"TID_ACHIEVEMENT_TOWN_HALL","Upgrade Town Hall to level <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Sweet Victory!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Achieve a total of <number> trophies in Multiplayer battles"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Release the Beasts"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Unlock <name> in the Barracks"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Nice and Tidy"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Remove <number> obstacles (trees, rocks, bushes)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Friend in Need"
"TID_ACHIEVEMENT_DONATE_UNITS","Donate <number> Clan Castle capacity worth of reinforcements"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Gold Grab"
"TID_ACHIEVEMENT_LOOT_GOLD","Steal <number> gold"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Elixir Escapade"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Steal <number> elixir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Empire Builder"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Rebuild the Clan Castle"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Upgrade Clan Castle to level <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Wall Buster"
"TID_ACHIEVEMENT_DESTROY_WALLS","Destroy <number> Walls in Multiplayer battles"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Humiliator"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Destroy <number> Town Halls in Multiplayer battles"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conqueror"
"TID_ACHIEVEMENT_PVP_ATTACKS","Win <number> Multiplayer battles"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Unbreakable"
"TID_ACHIEVEMENT_PVP_DEFENSES","Successfully defend against <number> attacks"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mortar Mauler"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Destroy <number> Mortars in Multiplayer battles"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Heroic Heist"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Steal <number> Dark Elixir"
"TID_MOREGAMES","More Games"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Claim Reward"
"TID_POPUP_ACHIEVEMENTS_TITLE","Achievements"
"TID_ACHIEVEMENTS_INFO","Achievements also in Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Achievements also in Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Completed:"
"TID_ACHIEVEMENTS_REWARD","Rewards:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Achievement completed! You received <number> gems."
"TID_X","x"
"TID_NO_MESSAGES","No new messages currently"
"TID_NO_MESSAGES_TEXT","Once you've rebuilt the Clan Castle, you'll receive clan invitations here"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Language settings"
"TID_POPUP_CHANGE_LANGUAGE","Are you sure you want to change the language settings?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Clan Tournament"
"TID_LEADERBOARDBANNER_REWARD","The Top 3 Clans receive: (divided equally among the top 20 players of the clan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Ends in:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Bigger Coffers"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Upgrade a Gold Storage to level <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Union Buster"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Destroy <number> Builder's Huts in Multiplayer battles"
"TID_MOVEMENT_SPEED","Movement speed:"
"TID_TRAP_SUPERBOMB","Giant Bomb"
"TID_TRAP_SUPERBOMB_INFO","When you're looking for a Big Boom, you need the Giant Bomb."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Achievement Completed!"
"TID_PUSH_ATTACKED","Your village was raided by <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Surrender?"
"TID_SURRENDER_POPUP_TEXT","Chief, are you sure you want to give the order to retreat? Our army will be defeated!"
"TID_END_BATTLE_POPUP_TITLE","End Battle?"
"TID_END_BATTLE_POPUP_TEXT","Chief, are you sure you want to end the fight now?"
"TID_SHIELD_ON_COOLDOWN","Shield not yet available!"
"TID_COOLDOWN","Cooldown:"
"TID_WAITING_FOR_COOLDOWN","Available:"
"TID_FAQ_BUTTON","Help and support"
"TID_FAQ_WINDOW_TITLE","Help and support"
"TID_FORUMS_BUTTON","Forums"
"TID_FAQ_TITLE_SHIELD","What is the Shield and how does it work?"
"TID_FAQ_TEXT_SHIELD","The Shield prevents other people from attacking you for a long period of time. You lose the shield when the time runs out, and attacking other villages makes it run out sooner. When your village is destroyed by an enemy attack, you automatically get a new shield for at least 12 hours. You can also purchase longer lasting shields from the shop."
"TID_FAQ_TITLE_DESTROYED","What happens when a Shield or Guard runs out?"
"TID_FAQ_TEXT_DESTROYED","If you do not have an active Shield or Guard and you exit the game, your village will be vulnerable to attacks from other players. The attacking player will be able to steal some of your resources, but never all of them. You can protect your village with defensive buildings, walls and traps, or by buying more Shield or Guard from the shop. Terrain obstacles and the edge of the map do not stop attacking units!"
"TID_FAQ_TITLE_CLAN","How do I join or create a clan?"
"TID_FAQ_TEXT_CLAN","In order to join a clan, you must first rebuild the Clan Castle. Once it's rebuilt, you can tap it and choose to join or create a clan. The Clan Castle can also house reinforcement troops and spells from your clanmates. Troops garrisoned inside the Clan Castle will defend your village. Reinforcement troops and spells can also be used to attack other players."
"TID_FAQ_TITLE_RECRUIT","How do I get more people into my clan?"
"TID_FAQ_TEXT_RECRUIT","You can invite your Game Center and Facebook friends to your clan or invite people from global chat.\n\nIn order to invite your Facebook or Game Center friends, your friend must first play Clash of Clans, connect to Game Center or Facebook with their account and have rebuilt their Clan Castle. After this, you can see your friend in the Friends menu, where you can tap their name and choose Invite from the context menu. Inviting from global chat works in a similar way: tap a player's message, and choose Invite from the context menu."
"TID_FAQ_TEXT_RECRUIT_ANDROID","You can invite your Google Play and Facebook friends to your clan or invite people from global chat.\n\nIn order to invite your Facebook or Google Play friends, your friend must first play Clash of Clans, connect to Google Play or Facebook with their account and have rebuilt their Clan Castle. After this, you can see your friend in the Friends menu, where you can tap their name and choose Invite from the context menu. Inviting from global chat works in a similar way: tap a player's message, and choose Invite from the context menu."
"TID_FAQ_TITLE_RESET","Can I reset the game and start again from the beginning?"
"TID_FAQ_TEXT_RESET","At the moment it's not possible to restart your game. However, you can start a new game on any device that doesn't have a previous game of Clash of Clans on it."
"TID_FAQ_TEXT_RESET_ANDROID","Resetting the game is not recommended. If you 'Uninstall' the game (or clear the game's data from an app manager), you will lose all progress. IMPORTANT: To prevent accidentally losing your progress, please use Google Play Sign-In to safeguard your village. After you have used Google Play Sign-In once, you will always get your village back by signing in with the same account."
"TID_FAQ_TITLE_CONTROL","How can I control my units in battle?"
"TID_FAQ_TEXT_CONTROL","Once placed on the battlefield, your troops are autonomous and cannot be controlled once they are deployed. At the moment of deployment, each unit's first target is highlighted with crosshairs. Different units will attack according to their abilities and their preferred targets. Check each unit's info in the Barracks' Train Troops screen, and check different defensive turrets' info as well to learn which units they target."
"TID_FAQ_TITLE_TROOPS","What happened to the troops that survived the battles?"
"TID_FAQ_TEXT_TROOPS","After combat, all troops deployed on the battlefield turn back into Elixir and soak into the earth.\n\nExpending troops to win battles is at the heart of strategy in Clash of Clans. Think of your troops as resources to be spent wisely. You should plan every battle carefully and try to use the right number of the right type of troops. Throwing all your troops to combat without considering the cost versus benefit can lead to a Pyrrhic victory, where you end up spending more resources than you gained."
"TID_FAQ_TITLE_BUYING","I am unable to buy gems, there is no option in the game?"
"TID_FAQ_TEXT_BUYING","Make sure that your device is set to allow in-app purchases. Go to Settings - General - Restrictions and check that In-App Purchases is set to ON. Then quit and restart the game: push the Home *(square) button on your device twice; tap and hold the Clash of Clans icon until it starts wobbling; tap on the upper-right red icon, push Home again, relaunch Clash of Clans and you should be able to buy gems."
"TID_FAQ_TEXT_BUYING_ANDROID","Make sure that you are using a valid Google account and that your primary payment method is up to date. You can check this on your personal Google Wallet page. If you have questions about payment methods or canceled orders, please contact Google directly."
"TID_FAQ_TITLE_LOSTGEMS","I have just purchased gems but they never came through. What can I do?"
"TID_FAQ_TEXT_LOSTGEMS","While most of the transactions go smoothly, sometimes an answer from the payment provider or our servers might be slower than usual or might result in errors. Please wait some time and see if they will arrive. If this doesn't help, quit and restart the game. Your gems should be credited to you.\n\nIf this doesn't help, please contact us via the \qReport an issue\q button below."
"TID_FAQ_TEXT_LOSTGEMS_ANDROID","Most orders go smoothly, but sometimes it can take a while before our servers receive confirmation of your order. Just hang in there a little longer, the gems should arrive soon. If they don´t, try quitting and restarting the game. If you still do not have them, please check the status of your order in your Google Wallet."
"TID_FAQ_TITLE_CLANSCORE","Why is my clan's score smaller than all members' combined scores?"
"TID_FAQ_TEXT_CLANSCORE","Clan Score is calculated using a formula that uses weighted scores from all clan members. It is not the sum of all members' scores. The Clan Score is designed to allow a more competitive and fair clan ranking."
"TID_FAQ_TITLE_REPLAY","Why aren't battle replays available?"
"TID_FAQ_TEXT_REPLAY","There's a limit to how many replays can be stored in the game system at once, so it's a good idea to watch them as soon as possible. Replays can also become unavailable after a game update or maintenance."
"TID_FAQ_TITLE_MULTIACCOUNT","Can I play multiple accounts on a single device?"
"TID_FAQ_TEXT_MULTIACCOUNT","Clash of Clans supports only one account per device."
"TID_FAQ_TITLE_MULTIDEVICE","Can I connect multiple devices to the same account?"
"TID_FAQ_TEXT_MULTIDEVICE","You can play one game on multiple devices, but be sure to login to Game Center with the same account on each device. Logging into Game Center links your village to that Game Center account, and allows you to load your game on any device."
"TID_FAQ_TEXT_MULTIDEVICE_ANDROID","Yes! First make sure you have connected your village to your Google account using the Google Play Sign-In. You can then load up the same village on other Android devices by connecting to the same Google Play account via the in-game settings."
