"TID","FR"
"TID_TUTORIAL_DEFEND_2","Ouf, on l'a échappé belle. Merci, chef !"
"TID_TUTORIAL_DEFEND_4","Nous avons construit le village sur des lignes telluriques, ce qui signifie que le canon se réparera par magie au bout d'un certain temps."
"TID_TUTORIAL_DEFEND_5","Groarrrgh, de l'OR ! Nous, les gobelins, on adore l'or !"
"TID_TUTORIAL_DEFEND_BUTTON","À l'attaque !"
"TID_TUTORIAL_WORKER_1","Excellent travail, bravo ! Maintenant, il va falloir transformer ce village en machine de guerre."
"TID_TUTORIAL_WORKER_2","En embauchant un deuxième ouvrier, vous pourrez lancer deux constructions à la fois."
"TID_TUTORIAL_ELIXIR_1","L'élixir est essentiel pour la formation des troupes et la construction de nombreux bâtiments."
"TID_TUTORIAL_ELIXIR_2","Vous pouvez extraire de l'élixir des lignes telluriques. Essayez pour voir !"
"TID_TUTORIAL_ELIXIR_STORAGE_1","L'extracteur ne peut contenir qu'une petite quantité d'élixir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Construisons un réservoir pour augmenter notre capacité de stockage !"
"TID_TUTORIAL_GOLD_STORAGE_1","Il nous faut aussi un endroit sûr où stocker nos réserves d'or."
"TID_TUTORIAL_GOLD_STORAGE_2","Construisez une réserve d'or pour augmenter notre capacité de stockage !"
"TID_TUTORIAL_BARRACK_1","Chef, nous avons besoin d'une armée pour combattre ces gobelins ! Construisons une caserne."
"TID_TUTORIAL_TRAIN_1","Il est temps de former des troupes !"
"TID_TUTORIAL_TRAIN_2","Touchez la caserne, puis touchez le bouton Former."
"TID_TUTORIAL_CHANGE_NAME","Quelle bataille ! Sous quel nom souhaitez-vous entrer dans l'histoire ?"
"TID_TUTORIAL_TOWN_HALL_1","Avec l'or que nous avons pris aux gobelins, nous pouvons maintenant améliorer notre hôtel de ville."
"TID_TUTORIAL_TOWN_HALL_2","Beau travail ! Grâce à l'amélioration de l'hôtel de ville, nous pouvons désormais construire de nouveaux bâtiments."
"TID_TUTORIAL_ACHIEVEMENTS","Si vous cherchez à relever de nouveaux défis, touchez ce bouton."
"TID_TUTORIAL_ACHIEVEMENTS2","Chef, vous savez visiblement ce que vous faites. Tout le village compte sur vous !"
"TID_GOBLIN_SPEAKS_1","Groarrrgh ! Si vous croyez que c'est terminé, vous vous mettez le doigt dans l'œil."
"TID_GOBLIN_SPEAKS_2","Vous m'avez peut-être battu, mais dans ce camp gobelin, ça va chauffer !"
"TID_TUTORIAL_GOLDSTORAGE","Il nous faut aussi un endroit où stocker notre or !"
"TID_TUTORIAL_ELIXIRSTORAGE","Cet élixir a aussi besoin d'être stocké quelque part."
"TID_LOCKED_IN_TUTORIAL","Terminez le didacticiel pour débloquer cette fonction !"
"TID_TUTORIAL_ATTACK_NPC_1","Les sorciers de la tour d'ivoire sont là pour nous aider ! Détruisons le camp des gobelins !"
"TID_TUTORIAL_ATTACK_NPC_2","Bien joué. Maintenant, allons botter leurs fesses vertes !"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Attaquer"
"TID_NPC_NAME_TUTORIAL","Représailles"
"TID_NPC_NAME_TUTORIAL2","Forêt des gobelins"
"TID_JOINALLIANCEQUESTION","Accepter l'invitation de clan ?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Attaque avec un bouclier actif"
"TID_POPUP_SHIELD_REMOVAL","Vous pouvez trouver un adversaire à tout moment, mais la durée de votre bouclier sera réduite si vous attaquez. Si sa durée restante ne couvre pas le coût de l'attaque, il sera supprimé."
"TID_UPDATE_TROOP_LEVEL","Améliorer au niveau <number>"
"TID_LEVEL_UP","Niveau supérieur !"
"TID_NEW_ITEMS_UNLOCKED","Nouveaux objets débloqués"
"TID_MISSION_SCREEN_TITLE","Missions"
"TID_MISSION_REWARD","Récompense :"
"TID_MISSION_COMPLETE_TITLE","Mission effectuée !"
"TID_ATTACK_LOCKED","Améliorez l'hôtel de ville au niveau 2 pour débloquer cette fonction !"
"TID_RANKTITLE","Rang"
"TID_BUTTON_REPAIR","Réparer"
"TID_DIAMOND_PACK_1","Tas de gemmes"
"TID_DIAMOND_PACK_2","Bourse de gemmes"
"TID_DIAMOND_PACK_3","Sac de gemmes"
"TID_DIAMOND_PACK_4","Caisse de gemmes"
"TID_DIAMOND_PACK_5","Coffre de gemmes"
"TID_TRAIN_TUTORIAL_ARROW","Appuyez"
"TID_DIAMOND_SHOP_PACK","<number> gemmes"
"TID_GOLD_SHOP_PACK","<number> or"
"TID_ELIXIR_SHOP_PACK","<number> élixirs"
"TID_RESOURCE_PACK_GOLD_FULL","Remplir les réserves d'or"
"TID_RESOURCE_PACK_ELIXIR_FULL","Remplir les réservoirs d'élixir"
"TID_RESOURCE_PACK_GOLD_10","Remplir les réserves de 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Remplir les réservoirs de 10 %"
"TID_RESOURCE_PACK_GOLD_50","Remplir les réserves de moitié"
"TID_RESOURCE_PACK_ELIXIR_50","Remplir les réservoirs de moitié"
"TID_CONTAINER_MAX","Max. : <amount>"
"TID_SHOP_AVAILABLE","Construits :"
"TID_BATTLE_LOG_COL_1","Adversaire :"
"TID_BATTLE_LOG_COL_2","Ressources perdues :"
"TID_BATTLE_LOG_COL_3","Résultat :"
"TID_PVP_BUTTON","Trouver une partie"
"TID_NPC_ATTACK_BUTTON","Attaquer"
"TID_NPC1","Avant-poste gobelin"
"TID_NPC2","Muraille de taille"
"TID_NPC3","Défi gobelin"
"TID_NPC4","Course aux canons"
"TID_NPC5","Deux canons fumants"
"TID_NPC6","Ruée vers l'or"
"TID_NPC7","Ligne Maginot"
"TID_NPC8","Vallée des rats"
"TID_NPC9","Force brute"
"TID_NPC10","Gobeville"
"TID_NPC11","M comme mortier"
"TID_NPC12","Méga dégâts"
"TID_NPC13","Inamoville"
"TID_NPC14","Fort Knorx"
"TID_NPC15","Tour de guet"
"TID_NPC16","Mort d'or"
"TID_NPC17","Droit devant"
"TID_NPC18","Fort ressort"
"TID_NPC19","Fikova"
"TID_NPC20","Campus gobelin"
"TID_NPC21","Danny Boy"
"TID_NPC22","Ommahha biche"
"TID_NPC23","Remparts d'acier"
"TID_NPC24","Défense sicilienne"
"TID_NPC25","Tour d'obsidienne"
"TID_NPC26","Pointe de flèche"
"TID_NPC27","Tapis rouge"
"TID_NPC28","Défenses naturelles"
"TID_NPC29","Défi d'acier"
"TID_NPC30","Échec et mat"
"TID_NPC31","Choc frontal"
"TID_NPC32","Talon d'Achille"
"TID_NPC33","Détour des tours"
"TID_NPC34","Surplomb"
"TID_NPC35","Triple A"
"TID_NPC36","Pique-nique gobelin"
"TID_NPC37","Attrape-nigaud"
"TID_NPC38","Dégâts collatéraux"
"TID_NPC39","Choix judicieux"
"TID_NPC40","Méga méchant"
"TID_NPC41","Couronne de cristal"
"TID_NPC42","Glaglacial"
"TID_NPC43","Assaut de sauts"
"TID_NPC44","Lavabeau"
"TID_NPC45","Terreur déferlante"
"TID_NPC46","Méga manoir"
"TID_NPC47","Parc P.E.K.K.Aland"
"TID_NPC48","Tours acides"
"TID_NPC49","Roi gobelin 1"
"TID_NPC50","Roi gobelin 2"
"TID_MULTIPLAYER","Multijoueur"
"TID_SINGLEPLAYER","Solo"
"TID_MULTIPLAYER_POINTS","Vos trophées :"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Pas assez de gemmes"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Voulez-vous en obtenir plus ?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Ouvrir le magasin"
"TID_TRAINING_INFO","Touchez l'icône d'une unité et maintenez votre doigt pour en former plusieurs."
"TID_TRAINING_INFO2","Déplacez les unités pour les former ou modifier leur ordre"
"TID_FINISH_TRAINING","Terminer la formation :"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nouvelle connexion Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Voulez-vous associer votre partie à ce compte Facebook ?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nouvelle connexion à Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Voulez-vous sauvegarder votre partie sur ce compte Game Center ?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nouvelle connexion Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Voulez-vous sauvegarder votre partie sur ce compte Google ?"
"TID_GEM_POPUP_TEXT","Vous n'avez plus de gemmes. Vous pouvez vous en procurer au magasin !"
"TID_FRIEND_LIST_TEAMUP_1","Clash entre amis"
"TID_FRIEND_LIST_TEAMUP_2","Les demandes en ami s'afficheront ici"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Suivez vos amis où qu'ils aillent !"
"TID_TROOP_SPEED_UP_SUCCESS","Formation des troupes terminée !"
"TID_UPDATING_CONTENT","Téléchargement du contenu"
"TID_LOADING","Chargement"
"TID_SHUTDOWN_STARTED","Le jeu fermera dans 5 minutes pour cause de maintenance. La fonction d'attaque sera désactivée pendant la maintenance."
"TID_SHUTDOWN_ATTACK_DISABLED","La fonction d'attaque restera désactivée jusqu'à la fin de la maintenance."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger le village du chef <name> dont l'hôtel de ville est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement de compte Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger le village du chef <name> dont l'hôtel de ville est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Ce compte Facebook est déjà associé à une autre partie de Clash of Clans. L'associer à la partie en cours à la place ?"
"TID_VIEW_HIGHSCORES","Découvrez les clans et joueurs\nles plus forts du monde."
"TID_STARS_TOTAL","Total d'étoiles :"
"TID_SETTINGS_SCREEN_TITLE","Paramètres"
"TID_SETTINGS_NAME","Nom"
"TID_SETTINGS_CHANGENAMENOTE","ATTENTION : vous ne pouvez changer de nom qu'une seule fois !"
"TID_SETTINGS_MUSIC","Musique"
"TID_SETTINGS_SFX","Effets"
"TID_SETTINGS_GOOGLE","Connexion Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connecté"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Déconnecté"
"TID_SETTINGS_SNOW","Neige"
"TID_FEEDBACK_BUTTON","Signaler un problème"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","À propos de"
"TID_GIVE_NAME_TITLE","Mon nom est..."
"TID_BUTTON_DONE","OK"
"TID_RATE_APP_TITLE","Noter Clash of Clans"
"TID_RATE_APP_MESSAGE","Notez ou commentez Clash of Clans dans l'App Store pour nous donner votre avis !"
"TID_RATE_APP_MESSAGE_ANDROID","Notez ou commentez Clash of Clans dans Google Play pour nous donner votre avis !"
"TID_BUTTON_RATE_APP_LATER","Plus tard"
"TID_BUTTON_RATE_APP_REVIEW","Commenter"
"TID_BUTTON_RATE_APP_NEVER","Jamais"
"TID_COME_BACK_NOTIFICATION_SMALL","Revenez, chef ! Votre armée a besoin de vous."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Votre village a besoin d'un chef. Revenez vite !"
"TID_COME_BACK_NOTIFICATION_LARGE","Hé, revenez ! Votre village a besoin d'un chef."
"TID_SETTINGS_ON","Oui"
"TID_SETTINGS_OFF","Non"
"TID_INVALID_NAME","Nom incorrect ! Veuillez en choisir un autre."
"TID_MULTIPLAYER_COST","Coût de la recherche :"
"TID_MULTIPLAYER_SHIELD_COST","Coût des attaques :"
"TID_MAP_LOCATION_1","Lac P.E.K.K.A"
"TID_MAP_LOCATION_2","Forêt interdite"
"TID_MAP_LOCATION_3","Vallée de la victoire"
"TID_MAP_LOCATION_4","Barbariland"
"TID_MAP_LOCATION_5","Lac gelé"
"TID_MAP_LOCATION_6","Crique du pilleur"
"TID_MAP_LOCATION_7","Lac de roches"
"TID_MAP_LOCATION_8","Arc d'Aslan"
"TID_MAP_LOCATION_9","Lac acide"
"TID_MAP_LOCATION_10","Camp gobelin"
"TID_MAP_LOCATION_11","Mer putride"
"TID_MAP_LOCATION_12","Auberge des chênes dorés"
"TID_MAP_LOCATION_13","Col colossal"
"TID_MAP_LOCATION_14","Repaire du Roi gobelin"
"TID_NAME_TOO_SHORT","Nom trop court !"
"TID_BUILDER","Ouvrier :"
"TID_GUARD_BUY_CONFIRMATION","Protection activée !"
"TID_SHIELD_BUY_CONFIRMATION","Bouclier activé !"
"TID_RESOURCE_BUY_CONFIRMATION","Ressources reçues !"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> reçu !</c>"
"TID_BATTLECOST","Coût :"
"TID_CLAN_TOTAL_POINTS","Total de points :"
"TID_CLAN_MEMBERS","Membres :"
"TID_CLAN_TYPE","Type :"
"TID_TAP_TO_VIEW","Touchez pour voir les détails"
"TID_ALLIANCE_REQUEST_ACCEPTED","Bienvenue dans notre clan !"
"TID_ALLIANCE_REQUEST_DECLINED","Demande refusée !"
"TID_ADD_FRIENDS_INFO","Vos amis du Game Center apparaissent ici lorsque vous êtes connecté à Game Center."
"TID_ADD_FRIENDS_INFO_ANDROID","Vos amis Google Play apparaîtront bientôt ici !"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Réparer le château de clan"
"TID_REPAIR_CLAN_CASTLE","Débloquer les clans"
"TID_REPAIR_CLAN_CASTLE_2","Rejoignez un clan pour vous faire de nouveaux alliés, bénéficier de renforts et participer aux guerres de clans.\n\nCréez votre propre clan pour jouer avec vos amis, recruter de nouveaux membres et marquer le royaume de votre empreinte !"
"TID_POPUP_ABOUT_TO_SELL","Confirmer ?"
"TID_TRAP_MINE_INFO","Rien de mieux qu'une bonne vieille bombe cachée pour éloigner vos adversaires."
"TID_TRAP_EJECTOR_INFO","Avec ce charmant modèle à ressort, les visiteurs indésirables seront vite éjectés de votre propriété !"
"TID_WALL_INFO","Les remparts permettent de protéger votre village et de garder vos ennemis dans votre ligne de tir."
"TID_ABOUT","Crédits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tous droits réservés.\nBrevet aux États-Unis en instance.\nToute utilisation de ce logiciel est soumise aux Conditions d'utilisation et à la Politique de confidentialité sur www.supercell.net.\nPour contacter l'assistance : clashofclans.feedback@supercell.net.\n\nTechnologie de codage audio MPEG Layer-3 sous licence de Fraunhofer IIS et Thomson Licensing."
"TID_ABOUT_ANDROID","Crédits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Tous droits réservés.\nBrevet aux États-Unis en instance.\nToute utilisation de ce logiciel est soumise aux Conditions d'utilisation et à la Politique de confidentialité sur www.supercell.net.\nPour contacter l'assistance : clashofclans.android@supercell.net.\n\nFMOD Sound System, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nTechnologie de codage audio MPEG Layer-3 sous licence de Fraunhofer IIS et Thomson Licensing."
"TID_GEM_BUY_CONFIRMATION","<amount> gemmes reçues !"
"TID_MULTIDEVICE_INFO","Connectez-vous à votre compte Game Center pour sauvegarder votre progression et jouer sur différents appareils iOS."
"TID_GUARD_INFO","Le meilleur de l'attaque et de la défense ! La protection empêche toute attaque sur votre village mais vous permet d'attaquer les autres villages comme bon vous semble. Elle fonctionne uniquement en l'absence de bouclier."
"TID_SHIELD_INFO","Une défense durable ! Le bouclier empêche toute attaque sur votre village, mais sa durée diminue quand vous lancez une attaque. Si vous achetez plusieurs boucliers, leurs durées se cumulent."
"TID_PLACEMENT_HINT_TUTORIAL1","Touchez plusieurs fois une zone vide pour y déployer vos troupes."
"TID_PLACEMENT_HINT_TUTORIAL2","Vous pouvez déployer plusieurs troupes en maintenant votre doigt sur une zone."
"TID_PLACEMENT_HINT","Touchez ou appuyez pour déployer vos troupes."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","La fin des gobelins"
"TID_ACHIEVEMENT_NPC_STARS","Gagner <number> étoiles sur la carte de campagne"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Toujours plus grand"
"TID_ACHIEVEMENT_TOWN_HALL","Améliorer l'hôtel de ville au niveau <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Le goût de la victoire"
"TID_ACHIEVEMENT_VICTORY_POINTS","Remporter un total de <number> trophées lors de batailles multijoueur"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Lâchez les fauves"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Débloquer l'unité <name> dans la caserne"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Aménagement de terrain"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Supprimer <number> obstacles (arbres, rochers, buissons)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Coup de pouce"
"TID_ACHIEVEMENT_DONATE_UNITS","Donner un nombre de renforts correspondant à <number> fois la capacité du château de clan"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Vol d'or"
"TID_ACHIEVEMENT_LOOT_GOLD","Voler <number> or"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Vol d'élixir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Voler <number> élixirs"
"TID_ACHIEVEMENT_CASTLE_TITLE","Bâtisseur d'empire"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Reconstruire le château de clan"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Améliorer le château de clan au niveau <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Gare aux remparts"
"TID_ACHIEVEMENT_DESTROY_WALLS","Détruire <number> remparts lors de batailles multijoueur"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Démolisseur"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Détruire <number> hôtels de ville lors de batailles multijoueur"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conquérant"
"TID_ACHIEVEMENT_PVP_ATTACKS","Gagner <number> batailles multijoueur"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Imprenable"
"TID_ACHIEVEMENT_PVP_DEFENSES","Repousser avec succès <number> attaques"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mort aux mortiers"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Détruire <number> mortiers lors de batailles multijoueur"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Casse du siècle"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Voler <number> élixirs noirs"
"TID_MOREGAMES","Autres jeux"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Récupérer récompense"
"TID_POPUP_ACHIEVEMENTS_TITLE","Succès"
"TID_ACHIEVEMENTS_INFO","Succès aussi disponibles dans le Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Succès aussi disponibles dans Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Accomplis :"
"TID_ACHIEVEMENTS_REWARD","Récompenses :"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Succès accompli ! Vous avez reçu <number> gemmes."
"TID_X","x"
"TID_NO_MESSAGES","Aucun nouveau message"
"TID_NO_MESSAGES_TEXT","Lorsque vous aurez reconstruit le château de clan, vous recevrez les invitations du clan ici."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Paramètres de langue"
"TID_POPUP_CHANGE_LANGUAGE","Voulez-vous vraiment modifier les paramètres de langue ?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Tournoi de clan"
"TID_LEADERBOARDBANNER_REWARD","Les 3 meilleurs clans reçoivent : (répartition équitable entre les 20 meilleurs joueurs du clan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Fin dans :"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Réserves sérieuses"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Améliorer une réserve d'or au niveau <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Chômage technique"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Détruire <number> cabanes d'ouvrier lors de batailles multijoueur"
"TID_MOVEMENT_SPEED","Vitesse de déplacement :"
"TID_TRAP_SUPERBOMB","Bombe géante"
"TID_TRAP_SUPERBOMB_INFO","Si vous voulez provoquer une énorme explosion, c'est la bombe géante qu'il vous faut."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Succès accompli !"
"TID_PUSH_ATTACKED","Votre village a été attaqué par <attacker> !"
"TID_SURRENDER_POPUP_TITLE","Capituler ?"
"TID_SURRENDER_POPUP_TEXT","Chef, vous voulez vraiment battre en retraite ? Notre armée sera battue !"
"TID_END_BATTLE_POPUP_TITLE","Terminer la bataille ?"
"TID_END_BATTLE_POPUP_TEXT","Voulez-vous vraiment arrêter la bataille maintenant ?"
"TID_SHIELD_ON_COOLDOWN","Bouclier non disponible !"
"TID_COOLDOWN","Délai d'attente :"
"TID_WAITING_FOR_COOLDOWN","Disponible :"
"TID_FAQ_BUTTON","Aide et assistance"
"TID_FAQ_WINDOW_TITLE","Aide et assistance"
"TID_FORUMS_BUTTON","Forums"
"TID_FAQ_TITLE_SHIELD","Qu'est-ce qu'un bouclier et comment ça fonctionne ?"
"TID_FAQ_TEXT_SHIELD","Le bouclier empêche les autres joueurs de vous attaquer pendant une longue période. Vous perdez votre bouclier à la fin de cette période, et sa durée diminue plus rapidement quand vous attaquez d'autres villages. Si votre village est détruit par une attaque ennemie, vous bénéficiez automatiquement d'un nouveau bouclier pendant au moins 12 heures. Vous pouvez également acheter au magasin des boucliers qui dureront plus longtemps."
"TID_FAQ_TITLE_DESTROYED","Que se passe-t-il lorsque le bouclier ou la protection du village arrive à expiration ?"
"TID_FAQ_TEXT_DESTROYED","Si vous n'avez pas activé de bouclier ou de protection lorsque vous quittez le jeu, votre village pourra être attaqué par d'autres joueurs. Le joueur attaquant pourra ainsi voler une partie de vos ressources, mais vous n'en perdrez jamais la totalité. Vous pouvez protéger votre village en construisant des bâtiments défensifs et des remparts, en posant des pièges ou en achetant un bouclier ou une protection dans le magasin. Les obstacles de terrain et les bords de la carte n'empêcheront pas les attaques !"
"TID_FAQ_TITLE_CLAN","Comment créer ou rejoindre un clan ?"
"TID_FAQ_TEXT_CLAN","Avant de rejoindre un clan, vous devez réparer le château de clan. Une fois réparé, touchez-le et choisissez de rejoindre ou de créer un clan. Le château de clan peut également accueillir les troupes de renfort et les sorts envoyés par les membres de votre clan. Les troupes stationnées à l'intérieur du château de clan défendront votre village. Les troupes de renfort et les sorts peuvent également être utilisés pour attaquer d'autres joueurs."
"TID_FAQ_TITLE_RECRUIT","Comment avoir plus de membres dans mon clan ?"
"TID_FAQ_TEXT_RECRUIT","Vous pouvez inviter vos amis Game Center ou Facebook à rejoindre votre clan ou bien inviter des joueurs via le chat général.\n\nPour que vous puissiez inviter vos amis Game Center ou Facebook, ces derniers doivent jouer à Clash of Clans, s'être connectés à Game Center ou à Facebook avec leur compte et avoir reconstruit le château de clan. Vous les verrez alors apparaître dans le menu Amis, où vous pourrez toucher leur nom et choisir de les inviter dans le menu contextuel. Les invitations via le chat général fonctionnent de la même manière : touchez le message d'un joueur et sélectionnez Inviter dans le menu contextuel."
