"TID","NL"
"TID_TUTORIAL_DEFEND_2","Poeh, dat scheelde niet veel. Bedankt, Chief!"
"TID_TUTORIAL_DEFEND_4","We hebben het dorp op een leylijn gebouwd. Dat betekent dat het kanon zich na verloop van tijd op magische wijze herstelt."
"TID_TUTORIAL_DEFEND_5","Gwarh, GOUD! Wij kobolden zijn dol op goud!"
"TID_TUTORIAL_DEFEND_BUTTON","Kom maar op!"
"TID_TUTORIAL_WORKER_1","Wauw, dat gaat lekker! Nu moeten we dit dorp gevechtsklaar zien te krijgen."
"TID_TUTORIAL_WORKER_2","Neem een tweede bouwvakker aan om twee gebouwen tegelijkertijd te bouwen."
"TID_TUTORIAL_ELIXIR_1","Je hebt elixir nodig om troepen te trainen en om dingen te bouwen."
"TID_TUTORIAL_ELIXIR_2","Je kunt elixir oppompen via de ondergrondse leylijn. Probeer het maar!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","De pomp kan maar een kleine hoeveelheid elixir opslaan."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Bouw een tank zodat we er zoveel mogelijk van op kunnen slaan!"
"TID_TUTORIAL_GOLD_STORAGE_1","We hebben ook een veilige plek nodig om ons goud op te slaan."
"TID_TUTORIAL_GOLD_STORAGE_2","Bouw een goudkluis zodat we het goud veilig kunnen opbergen!"
"TID_TUTORIAL_BARRACK_1","Chief, we hebben een leger nodig om tegen die kobolden te vechten! Bouw een kazerne."
"TID_TUTORIAL_TRAIN_1","Train nu wat troepen!"
"TID_TUTORIAL_TRAIN_2","Tik op de kazerne en kies Troepen trainen."
"TID_TUTORIAL_CHANGE_NAME","Dat was een geweldig gevecht! Hoe wil je worden genoemd?"
"TID_TUTORIAL_TOWN_HALL_1","Met het goud dat we van de kobolden hebben afgepakt, kunnen we het stadhuis upgraden."
"TID_TUTORIAL_TOWN_HALL_2","Goed gedaan! Dankzij de upgrade van het stadhuis kunnen we nu nieuwe gebouwen neerzetten."
"TID_TUTORIAL_ACHIEVEMENTS","Als je nieuwe uitdagingen zoekt, tik dan hier."
"TID_TUTORIAL_ACHIEVEMENTS2","Chief, je weet wat je te doen staat. Het hele dorp rekent op je!"
"TID_GOBLIN_SPEAKS_1","Gwaaarh! Ik ben nog niet met je klaar."
"TID_GOBLIN_SPEAKS_2","Je mag me dan een keer verslagen hebben, maar dit koboldkamp is heel wat lastiger."
"TID_TUTORIAL_GOLDSTORAGE","Je hebt een plek nodig om al dat waardevolle goud op te bergen!"
"TID_TUTORIAL_ELIXIRSTORAGE","Dat elixir moet ook ergens worden opgeslagen."
"TID_LOCKED_IN_TUTORIAL","Voltooi de tutorial om deze functie te ontgrendelen!"
"TID_TUTORIAL_ATTACK_NPC_1","De tovenaars van de ivoren toren zijn hier om ons te helpen! Schakel het koboldkamp uit!"
"TID_TUTORIAL_ATTACK_NPC_2","Goed gedaan. Tijd voor een stevig potje groen geweld!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Aanvallen!"
"TID_NPC_NAME_TUTORIAL","Wraak"
"TID_NPC_NAME_TUTORIAL2","Koboldbos"
"TID_JOINALLIANCEQUESTION","Uitnodiging van clan accepteren?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Aanvallen met schild"
"TID_POPUP_SHIELD_REMOVAL","Je kunt op elk moment iemand vinden om tegen te vechten, maar de duur van je schild neemt af als je een aanval start. Als de duur minder is dan de aanvalskosten, wordt je schild verwijderd."
"TID_UPDATE_TROOP_LEVEL","Upgraden naar level <number>"
"TID_LEVEL_UP","Hoger level!"
"TID_NEW_ITEMS_UNLOCKED","Nieuwe voorwerpen ontgrendeld"
"TID_MISSION_SCREEN_TITLE","Missies"
"TID_MISSION_REWARD","Beloning:"
"TID_MISSION_COMPLETE_TITLE","Missie voltooid!"
"TID_ATTACK_LOCKED","Upgrade het stadhuis naar level 2 om deze functie te ontgrendelen!"
"TID_RANKTITLE","Rang"
"TID_BUTTON_REPAIR","Repareren"
"TID_DIAMOND_PACK_1","Stapel edelstenen"
"TID_DIAMOND_PACK_2","Zak edelstenen"
"TID_DIAMOND_PACK_3","Buidel edelstenen"
"TID_DIAMOND_PACK_4","Krat edelstenen"
"TID_DIAMOND_PACK_5","Bak edelstenen"
"TID_TRAIN_TUTORIAL_ARROW","Ingedrukt houden"
"TID_DIAMOND_SHOP_PACK","<number> edelstenen"
"TID_GOLD_SHOP_PACK","<number> goud"
"TID_ELIXIR_SHOP_PACK","<number> elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Vul goudkluizen"
"TID_RESOURCE_PACK_ELIXIR_FULL","Vul elixirtanks"
"TID_RESOURCE_PACK_GOLD_10","Vul kluizen met 10%"
"TID_RESOURCE_PACK_ELIXIR_10","Vul kluizen met 10%"
"TID_RESOURCE_PACK_GOLD_50","Vul kluizen met 50%"
"TID_RESOURCE_PACK_ELIXIR_50","Vul kluizen met 50%"
"TID_CONTAINER_MAX","Max: <amount>"
"TID_SHOP_AVAILABLE","Gebouwd:"
"TID_BATTLE_LOG_COL_1","Tegenstander:"
"TID_BATTLE_LOG_COL_2","Grondstoffen verloren:"
"TID_BATTLE_LOG_COL_3","Resultaat:"
"TID_PVP_BUTTON","Tegen- stander zoeken"
"TID_NPC_ATTACK_BUTTON","Aanvallen"
"TID_NPC1","Koboldbuitenpost"
"TID_NPC2","Rotsfort"
"TID_NPC3","Koboldknuppel"
"TID_NPC4","Kanonsregen"
"TID_NPC5","Twee rokende lopen"
"TID_NPC6","Goudkoorts"
"TID_NPC7","Op de korrel"
"TID_NPC8","Rattenvallei"
"TID_NPC9","Brute kracht"
"TID_NPC10","Koboldstad"
"TID_NPC11","M voor mortier"
"TID_NPC12","Megaknaller"
"TID_NPC13","Onbeweeglijk voorwerp"
"TID_NPC14","Goudfort"
"TID_NPC15","Wachttoren"
"TID_NPC16","Nepgoud"
"TID_NPC17","Gepokt en gemazeld"
"TID_NPC18","Springkasteel"
"TID_NPC19","Fikova"
"TID_NPC20","Koboldcampus"
"TID_NPC21","Doordouwer"
"TID_NPC22","Ommahha Biets"
"TID_NPC23","Muren van staal"
"TID_NPC24","Siciliaanse verdediging"
"TID_NPC25","Obsidiaantoren"
"TID_NPC26","Pijlpunt"
"TID_NPC27","Rode loper"
"TID_NPC28","Natuurkracht"
"TID_NPC29","Stalen zenuwen"
"TID_NPC30","Majestueus"
"TID_NPC31","Mokerslag"
"TID_NPC32","Apenpakkie"
"TID_NPC33","Pechtoren"
"TID_NPC34","Vechtjas"
"TID_NPC35","Tien met een griffel"
"TID_NPC36","Koboldwalhalla"
"TID_NPC37","Aan de haak"
"TID_NPC38","Onvoorziene schade"
"TID_NPC39","Kies-pijn"
"TID_NPC40","Megaboos"
"TID_NPC41","Kristalkorst"
"TID_NPC42","IJskoud"
"TID_NPC43","Spring-in-'t-veld"
"TID_NPC44","Aanrecht"
"TID_NPC45","Rollende terreur"
"TID_NPC46","Megavilla"
"TID_NPC47","P.E.K.K.A.'s speelhuis"
"TID_NPC48","Sorbettorens"
"TID_NPC49","Koboldkoning v.1"
"TID_NPC50","Koboldkoning v.2"
"TID_MULTIPLAYER","Multiplayer"
"TID_SINGLEPLAYER","Eén speler"
"TID_MULTIPLAYER_POINTS","Jouw trofeeën:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Niet genoeg edelstenen"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Wil je meer kopen?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Naar winkel"
"TID_TRAINING_INFO","Tik en houd het pictogram van de eenheid ingedrukt om meerdere troepen te trainen."
"TID_TRAINING_INFO2","Sleep eenheden om ze te trainen of anders in te delen"
"TID_FINISH_TRAINING","Voltooi training:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nieuwe Facebook-aanmelding"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Wil je het huidige spel aan dit Facebook-account koppelen?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nieuwe Game Center-aanmelding"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Wil je het huidige spel op dit Game Center-account opslaan?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nieuwe Google Play Sign-In"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Wil je het huidige spel op dit Google-account opslaan?"
"TID_GEM_POPUP_TEXT","Je edelstenen zijn op. Ga naar de winkel voor meer!"
"TID_FRIEND_LIST_TEAMUP_1","Clash met vrienden"
"TID_FRIEND_LIST_TEAMUP_2","Vriendenverzoeken worden hier weergegeven"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Volg je vrienden waar ze ook gaan!"
"TID_TROOP_SPEED_UP_SUCCESS","Troepentraining voltooid!"
"TID_UPDATING_CONTENT","Materiaal wordt gedownload"
"TID_LOADING","Bezig met laden"
"TID_SHUTDOWN_STARTED","Het spel zal wegens onderhoud over 5 minuten worden uitgeschakeld. Gedurende het onderhoud is aanvallen niet mogelijk."
"TID_SHUTDOWN_ATTACK_DISABLED","Gedurende het onderhoud is aanvallen niet mogelijk."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center-melding"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Wil je het dorp van <name> met stadhuislevel <number> laden? Waarschuwing: de voortgang in het huidige spel gaat dan verloren."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google-accountmelding"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Wil je het dorp van <name> met stadhuislevel <number> laden? Waarschuwing: de voortgang in het huidige spel gaat dan verloren."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-melding"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Dit Facebook-account is al gekoppeld aan een ander Clash of Clans-spel. Wil je het aan je huidige spel koppelen?"
"TID_VIEW_HIGHSCORES","Bekijk de sterkste clans en spelers ter wereld."
"TID_STARS_TOTAL","Sterren in totaal:"
"TID_SETTINGS_SCREEN_TITLE","Instellingen"
"TID_SETTINGS_NAME","Naam"
"TID_SETTINGS_CHANGENAMENOTE","LET OP! Je kunt je naam maar één keer wijzigen!"
"TID_SETTINGS_MUSIC","Muziek"
"TID_SETTINGS_SFX","Geluidseffecten"
"TID_SETTINGS_GOOGLE","Google Play Sign-In"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Verbonden"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Losgekoppeld"
"TID_SETTINGS_SNOW","Sneeuw"
"TID_FEEDBACK_BUTTON","Een probleem melden"
"TID_FEEDBACK_EMAIL_TITLE","Feedback%20voor%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Info"
"TID_GIVE_NAME_TITLE","Mijn naam is..."
"TID_BUTTON_DONE","Klaar"
"TID_RATE_APP_TITLE","Beoordeel Clash of Clans"
"TID_RATE_APP_MESSAGE","Beoordeel Clash of Clans in de App Store om ons te vertellen wat je ervan vindt!"
"TID_RATE_APP_MESSAGE_ANDROID","Boordeel Clash of Clans op Google Play om ons waardevolle feedback te geven!"
"TID_BUTTON_RATE_APP_LATER","Later"
"TID_BUTTON_RATE_APP_REVIEW","Beoordelen"
"TID_BUTTON_RATE_APP_NEVER","Nooit"
"TID_COME_BACK_NOTIFICATION_SMALL","Kom terug, chief! Je leger heeft je nodig."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Je dorp heeft een leider nodig. Kom terug, chief!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hé, kom terug! Je dorp heeft een leider nodig."
"TID_SETTINGS_ON","Aan"
"TID_SETTINGS_OFF","Uit"
"TID_INVALID_NAME","Ongeldige naam! Probeer een andere naam."
"TID_MULTIPLAYER_COST","Kosten zoekactie:"
"TID_MULTIPLAYER_SHIELD_COST","Aanvalskosten:"
"TID_MAP_LOCATION_1","Meer van P.E.K.K.A."
"TID_MAP_LOCATION_2","Verboden woud"
"TID_MAP_LOCATION_3","Victorievallei"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Bevroren meer"
"TID_MAP_LOCATION_6","Plunderbaai"
"TID_MAP_LOCATION_7","Stenen meer"
"TID_MAP_LOCATION_8","Aslanboog"
"TID_MAP_LOCATION_9","Zuurvijver"
"TID_MAP_LOCATION_10","Koboldkamp"
"TID_MAP_LOCATION_11","Bedorven zee"
"TID_MAP_LOCATION_12","Goudstulpje"
"TID_MAP_LOCATION_13","Kolossale pas"
"TID_MAP_LOCATION_14","Koboldhol"
"TID_NAME_TOO_SHORT","De naam is te kort!"
"TID_BUILDER","Bouwvakkers:"
"TID_GUARD_BUY_CONFIRMATION","Bescherming geactiveerd!"
"TID_SHIELD_BUY_CONFIRMATION","Schild geactiveerd!"
"TID_RESOURCE_BUY_CONFIRMATION","Grondstoffen ontvangen!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> ontvangen!</c>"
"TID_BATTLECOST","Kosten:"
"TID_CLAN_TOTAL_POINTS","Totaal aantal punten:"
"TID_CLAN_MEMBERS","Leden:"
"TID_CLAN_TYPE","Type:"
"TID_TAP_TO_VIEW","Tik voor meer details"
"TID_ALLIANCE_REQUEST_ACCEPTED","Welkom bij onze clan!"
"TID_ALLIANCE_REQUEST_DECLINED","Clanverzoek afgewezen!"
"TID_ADD_FRIENDS_INFO","Game Center-vrienden verschijnen als je bent aangemeld bij Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play-vrienden komt binnenkort!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Clankasteel repareren"
"TID_REPAIR_CLAN_CASTLE","Clans ontgrendelen"
"TID_REPAIR_CLAN_CASTLE_2","Sluit je aan bij een clan om nieuwe bondgenoten te maken, versterkingen te ontvangen en mee te doen aan clanoorlogen.\n\nRicht je eigen clan op om met vrienden te spelen, nieuwe leden te werven en je te onderscheiden in het rijk!"
"TID_POPUP_ABOUT_TO_SELL","Weet je het zeker?"
"TID_TRAP_MINE_INFO","Niets zegt duidelijker 'WEGWEZEN' dan een goed verborgen bom."
"TID_TRAP_EJECTOR_INFO","Deze kleine stuiter gooit alle ongewenste bezoekers van je grondgebied!"
"TID_WALL_INFO","Muren zijn geweldig om je dorp te beschermen en je vijanden in de vuurlinie te houden."
"TID_ABOUT","Credits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Alle rechten voorbehouden.\nIn afwachting van Amerikaans octrooi.\nIeder gebruik van deze software is onderhevig aan de Algemene voorwaarden en het Privacybeleid op www.supercell.net.\nNeem voor ondersteuning contact op met clashofclans.feedback@supercell.net.\n\nMPEG Layer-3-audiocoderingstechnologie onder licentie van Fraunhofer IIS en Thomson Licensing"
"TID_ABOUT_ANDROID","Credits\n\n<names>\n\nClash of Clans ™ <version>\nCopyright 2012-2017 Supercell Ltd. Alle rechten voorbehouden.\nIn afwachting van Amerikaans octrooi.\nIeder gebruik van deze software is onderhevig aan de Algemene voorwaarden en het Privacybeleid op www.supercell.net.\nNeem voor ondersteuning contact op met clashofclans.feedback@supercell.net.\n\nFMOD Sound System, copyright © Firelight Technologies Pty, Ltd., 1994-2017.\n\nMPEG Layer-3-audiocoderingstechnologie onder licentie van Fraunhofer IIS en Thomson Licensing"
"TID_GEM_BUY_CONFIRMATION","<amount> edelstenen ontvangen!"
"TID_MULTIDEVICE_INFO","Meld je aan met je Game Center-account om je voortgang te bewaren en met meerdere iOS-apparaten te spelen."
"TID_GUARD_INFO","Het beste op het gebied van aanval en verdediging! Beschermingen voorkomen aanvallen op je dorp, terwijl jij zelf anderen gewoon kunt aanvallen. Alleen beschikbaar als er geen schild actief is."
"TID_SHIELD_INFO","Langdurige verdediging! Schilden voorkomen een aanval op je dorp, maar als je zelf aanvalt, vermindert de schildduur. Als je meerdere schilden koopt, wordt hun schildduur bij elkaar opgeteld."
"TID_PLACEMENT_HINT_TUTORIAL1","Tik meerdere keren op een leeg gebied om je troepen in te zetten"
"TID_PLACEMENT_HINT_TUTORIAL2","Zet meerdere troepen in door je vinger op het scherm vast te houden"
"TID_PLACEMENT_HINT","Tik of houd ingedrukt om troepen in te zetten"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Pak die kobolden!"
"TID_ACHIEVEMENT_NPC_STARS","Win <number> sterren op de campagnekaart"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Groter en beter"
"TID_ACHIEVEMENT_TOWN_HALL","Upgrade het stadhuis naar level <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Zoete overwinning!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Behaal <number> trofeeën in multiplayergevechten"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Laat de monsters los"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Ontgrendel een <name> in de kazerne"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Opgeruimd staat netjes"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Verwijder <number> obstakels (bomen, rotsen, struiken)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Behoeftige vrienden"
"TID_ACHIEVEMENT_DONATE_UNITS","Doneer versterkingen met een clankasteelcapaciteit van <number>."
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Goudgraai"
"TID_ACHIEVEMENT_LOOT_GOLD","Steel <number> goud"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Elixirescapade"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Steel <number> elixir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Rijkbouwer"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Repareer het clankasteel"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Upgrade het clankasteel naar level <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Muurknaller"
"TID_ACHIEVEMENT_DESTROY_WALLS","Vernietig <number> muren in multiplayergevechten"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Vernederaar"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Vernietig <number> stadhuizen in multiplayergevechten"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Veroveraar"
"TID_ACHIEVEMENT_PVP_ATTACKS","Win <number> multiplayergevechten"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Onbreekbaar"
"TID_ACHIEVEMENT_PVP_DEFENSES","Verdedig je met succes tegen <number> aanvallen"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mortiermoller"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Vernietig <number> mortieren in multiplayergevechten"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Oppermachtige overval"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Steel <number> eenheden duister-elixir"
"TID_MOREGAMES","Meer games"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Beloning opeisen"
"TID_POPUP_ACHIEVEMENTS_TITLE","Prestaties"
"TID_ACHIEVEMENTS_INFO","Prestaties ook in Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Prestaties ook in Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Voltooid:"
"TID_ACHIEVEMENTS_REWARD","Beloningen:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Prestatie voltooid! Je hebt <number> edelstenen ontvangen."
"TID_X","x"
"TID_NO_MESSAGES","Geen nieuwe berichten"
"TID_NO_MESSAGES_TEXT","Zodra je het clankasteel hebt gerepareerd, kun je hier clanuitnodigingen ontvangen."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Taalinstellingen"
"TID_POPUP_CHANGE_LANGUAGE","Weet je zeker dat je de taalinstellingen wilt veranderen?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Clantoernooi"
"TID_LEADERBOARDBANNER_REWARD","De 3 beste clans krijgen: (evenredig verdeeld over de beste 20 spelers van de clan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Eindigt over:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Grotere schatkisten"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Upgrade een goudkluis naar level <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Stakingbreker"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Vernietig <number> bouwketens in multiplayergevechten"
"TID_MOVEMENT_SPEED","Bewegingssnelheid:"
"TID_TRAP_SUPERBOMB","Reuzenbom"
"TID_TRAP_SUPERBOMB_INFO","Zoek je een grote knaller? Gebruik dan de reuzenbom."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Prestatie voltooid!"
"TID_PUSH_ATTACKED","Je dorp werd aangevallen door <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Overgave?"
"TID_SURRENDER_POPUP_TEXT","Weet je zeker dat je je wilt terugtrekken? Ons leger wordt dan verslagen!"
"TID_END_BATTLE_POPUP_TITLE","Gevecht stoppen?"
"TID_END_BATTLE_POPUP_TEXT","Weet je zeker dat je het gevecht nu wilt beëindigen?"
"TID_SHIELD_ON_COOLDOWN","Schild nog niet beschikbaar!"
"TID_COOLDOWN","Afkoeltijd:"
"TID_WAITING_FOR_COOLDOWN","Beschikbaar:"
"TID_FAQ_BUTTON","Hulp en ondersteuning"
"TID_FAQ_WINDOW_TITLE","Hulp en ondersteuning"
"TID_FORUMS_BUTTON","Forums"
"TID_FAQ_TITLE_SHIELD","Wat is het schild en hoe werkt het?"
"TID_FAQ_TEXT_SHIELD","Het schild voorkomt lange tijd dat anderen je aanvallen. Je raakt het schild kwijt wanneer de tijd om is. Als je zelf een ander dorp aanvalt, dan vermindert de schildduur. Als je dorp wordt vernietigd door een vijandelijke aanval, dan krijg je automatisch een nieuw schild voor ten minste 12 uur. In de winkel kun je ook schilden kopen die langer meegaan."
"TID_FAQ_TITLE_DESTROYED","Wat gebeurt er als een schild of bescherming is verlopen?"
"TID_FAQ_TEXT_DESTROYED","Als je geen actief schild of actieve bescherming hebt en je verlaat het spel, wordt je dorp kwetsbaar voor aanvallen van andere spelers. De aanvallende speler kan dan wat van je grondstoffen inpikken, maar nooit alles. Je kunt je dorp beschermen met verdedigingswerken, muren en vallen, of door een nieuw schild of nieuwe bescherming in de winkel te kopen. Terreinobstakels en de rand van de kaart houden geen aanvallende eenheden tegen!"
"TID_FAQ_TITLE_CLAN","Hoe richt ik een clan op of word ik lid?"
"TID_FAQ_TEXT_CLAN","Je moet het clankasteel eerst repareren om je bij een clan te kunnen aansluiten. Zodra het is gerepareerd, kun je erop tikken en kun je ervoor kiezen om je bij een clan aan te sluiten of er eentje op te richten. In het clankasteel kun je ook versterkingen en spreuken van je clangenoten onderbrengen. Troepen die in het clankasteel zijn gelegerd, zullen je dorp verdedigen. Versterkingen en spreuken kunnen ook worden gebruikt om andere spelers aan te vallen."
"TID_FAQ_TITLE_RECRUIT","Hoe zorg ik dat meer mensen lid worden van mijn clan?"
"TID_FAQ_TEXT_RECRUIT","Je kunt je Game Center- en Facebook-vrienden voor je clan uitnodigen of je kunt mensen via de wereldwijde chat uitnodigen.\n\nAls je Facebook- of Game Center-vrienden wilt uitnodigen, moeten je vrienden eerst Clash of Clans spelen, verbinding maken met Game Center- of Facebook met hun account en moeten ze het clankasteel hebben gerepareerd. Hierna verschijnen je vrienden in het vriendenmenu waar je op hun naam kunt tikken om ze uit te nodigen. Uitnodigen via de wereldwijde chat werkt op een vergelijkbare manier: tik op het bericht van de speler en selecteer Uitnodigen."
"TID_FAQ_TEXT_RECRUIT_ANDROID","Je kunt je Facebook- en Google Play-vrienden voor je clan uitnodigen of je kunt mensen via de wereldwijde chat uitnodigen.\n\nAls je Facebook- of Google Play-vrienden wilt uitnodigen, moeten je vrienden eerst Clash of Clans spelen, verbinding maken met Google Play of Facebook met hun account en moeten ze het clankasteel hebben gerepareerd. Hierna verschijnen je vrienden in het vriendenmenu waar je op hun naam kunt tikken om ze uit te nodigen. Uitnodigen via de wereldwijde chat werkt op een vergelijkbare manier: tik op het bericht van de speler en selecteer Uitnodigen."
"TID_FAQ_TITLE_RESET","Kan ik mijn spel opnieuw installeren en weer helemaal opnieuw beginnen?"
"TID_FAQ_TEXT_RESET","Op dit moment is het niet mogelijk om het spel opnieuw te beginnen. Je kunt echter wel een nieuw spel op een ander apparaat beginnen waar nog geen Clash of Clans op staat."
"TID_FAQ_TEXT_RESET_ANDROID","We raden je niet aan het spel opnieuw te installeren. Als je het spel verwijdert (of de spelgegevens wist vanuit het applicatiebeheer), verlies je al je voortgang. BELANGRIJK: gebruik Google Play Sign-In om te voorkomen dat je de voortgang van je dorp per ongeluk kwijtraakt. Zodra je Google Play Sign-In hebt gebruikt, kun je je dorp altijd terugkrijgen door je met hetzelfde account aan te melden."
"TID_FAQ_TITLE_CONTROL","Hoe bestuur ik mijn troepen tijdens de strijd?"
"TID_FAQ_TEXT_CONTROL","Zodra je troepen op het slagveld staan, worden ze autonoom en kunnen ze niet meer worden bestuurd. Op het moment dat je troepen worden ingezet, wordt het eerste doelwit van elke eenheid gemarkeerd. De verschillende eenheden vallen met verschillende vaardigheden aan op doelen van hun voorkeur. Bekijk de informatie over elke eenheid in het scherm 'Troepen trainen' van de kazerne en lees tevens alles over de verdedigingswerken."
"TID_FAQ_TITLE_TROOPS","Wat is er met de troepen gebeurd die de gevechten hebben overleefd?"
"TID_FAQ_TEXT_TROOPS","Na de strijd veranderen alle ingezette troepen weer in elixir en worden ze door de aarde opgenomen.\n\nHet vergroten van legers om gevechten te winnen, vormt de basis van Clash of Clans. Beschouw je troepen als grondstoffen die je met beleid moet inzetten. Bereid elk gevecht zorgvuldig voor en probeer het juiste aantal van de juiste troepen in te zetten. Als je al je troepen lukraak inzet zonder aan de kosten te denken, kan dit ertoe leiden dat je weliswaar een gevecht wint, maar meer grondstoffen uitgeeft dan dat je verdient."
"TID_FAQ_TITLE_BUYING","Ik kan geen edelstenen kopen. Is er geen optie in het spel om dat te doen?"
"TID_FAQ_TEXT_BUYING","Zorg dat je apparaat is ingesteld voor het kopen vanuit apps. Ga naar Instellingen - Algemeen - Beperkingen en zorg dat de optie Kopen vanuit apps op AAN staat. Sluit dan het spel af en start het opnieuw op. Druk twee keer op de thuisknop (vierkant) van je apparaat. Tik op het Clash of Clans-pictogram en houd dit ingedrukt tot het begint te wiebelen. Tik op het rode pictogram rechtsboven en druk nogmaals op de thuisknop. Start Clash of Clans opnieuw en je zou edelstenen moeten kunnen kopen."
"TID_FAQ_TEXT_BUYING_ANDROID","Maak gebruik van een geldig Google-account en zorg dat je primaire betalingsmethode is bijgewerkt. Dit kun je controleren op je persoonlijke Google Wallet-pagina. Als je nog vragen hebt over betalingsmethoden of geannuleerde bestellingen, neem dan rechtstreeks contact op met Google."
