"Name","TroopLevel","TID","InfoTID","SWF","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","TrainingResource","TrainingCost","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DisableProduction","SecondaryTroop","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","SummonTroop","SummonTroopCount","SummonCooldown","SummonEffect","SummonLimit","SpawnIdle","SpawnOnAttack","StrengthWeight","ChildTroop","ChildTroopCount","SpeedDecreasePerChildTroopLost","ChildTroop0_X","ChildTroop0_Y","ChildTroop1_X","ChildTroop1_Y","ChildTroop2_X","ChildTroop2_Y","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","HitEffectOffset","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","MoveTrailEffect","BecomesTargetableEffect","BoostedIfAlone","BoostRadius","BoostDmgPerfect","BoostAttackSpeed","HideEffect","VillageType","UnitsInCamp","SpecialAbilityLevel","SpecialAbilityName","SpecialAbilityInfo","SpecialAbilityType","SpecialAbilityAttribute","SpecialAbilityAttribute2","SpecialAbilityAttribute3","SpecialAbilitySpell","SpecialAbilityEffect","SpecialAbilityIcon","DisableDonate","ScaleByTH","EnabledByCalendar","LoseHpPerTick","LoseHpInterval","UpgradeLevelByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget"
,9,,,,,,8,,4831,,,,96,,,2800000,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,680,,,,,,,,,,,,,,,,,,,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,680,,,,,,,,,,,,,,,,,
,10,,,,,,8,,4831,,,,96,,,3000000,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,800,,,,,,,,,,,,,,,,,,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,800,,,,,,,,,,,,,,,,,
,11,,,,,,8,,5314,,,,120,,,3200000,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,800,,,,,,,,,,,,,,,,,,,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,800,,,,,,,,,,,,,,,,,
,12,,,,,,8,,5314,,,,120,,,3400000,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,920,,,,,,,,,,,,,,,,,,,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,920,,,,,,,,,,,,,,,,,
,13,,,,,,8,,5845,,,,120,,,3600000,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,920,,,,,,,,,,,,,,,,,,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,920,,,,,,,,,,,,,,,,,
,14,,,,,,8,,5845,,,,144,,,3800000,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA3_new",,,,,,1060,,,,,,,,,,,,,,,,,,,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,1060,,,,,,,,,,,,,,,,,
,15,,,,,,8,,6430,,,,144,,,4000000,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA3_new",,,,,,1060,,,,,,,,,,,,,,,,,,,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,1060,,,,,,,,,,,,,,,,,
,16,,,,,,8,,6430,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA3_new",,,,,,1200,,,,,,,,,,,,,,,,,,,1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,1200,,,,,,,,,,,,,,,,,
"Moving Cannon",1,"TID_MOVING_CANNON","TID_CHARACTER_INFO_MOVING_CANNON","sc/characters.cs",5,7,4,200,200,60,"Elixir2",,12,,"Elixir2",400000,1,450,1200,,100,1,,,,"sc/ui.sc","icon_unit_movingCannon","unit_movingCannon_big","sc/info_moving_cannon.sc","Moving Cannon Cannonball",,,,,"Moving Cannon Deploy","Moving Cannon Attack",,"Moving Cannon Hit",,"false","false","true",,"Moving Cannon Die",,"MovingCannon_lvl1","Barrack2","false",,0,,,,,,,,,,,,,,,,,,,,,895,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,400,"true",,,,,,,,"Moving_cannon_move",,,,,,,,1,2,,"TID_CANNON_ABILITY_NAME","TID_CANNON_ABILITY_HELP","RespawnAsCannon",1,100,,,,,,,,,,,,,,,,
,2,,,,,,4,,200,,,,24,,,500000,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,2,100,,,,,,,,,,,,,,,,
,3,,,,,,5,,220,,,,24,,,600000,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,3,100,,,,,,,,,,,,,,,,
,4,,,,,,5,,220,,,,24,,,700000,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,4,150,,,,,,,,,,,,,,,,
,5,,,,,,5,,242,,,,24,,,800000,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,5,150,,,,,,,,,,,,,,,,
,6,,,,,,5,,242,,,,48,,,900000,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,6,150,,,,,,,,,,,,,,,,
,7,,,,,,5,,266,,,,48,,,1000000,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,7,150,,,,,,,,,,,,,,,,
,8,,,,,,5,,266,,,,72,,,1100000,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,8,200,,,,,,,,,,,,,,,,
,9,,,,,,5,,293,,,,72,,,1200000,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,9,200,,,,,,,,,,,,,,,,
,10,,,,,,5,,293,,,,72,,,1400000,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,10,200,,,,,,,,,,,,,,,,
,11,,,,,,6,,322,,,,96,,,1600000,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,11,200,,,,,,,,,,,,,,,,
,12,,,,,,6,,322,,,,96,,,2400000,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,12,300,,,,,,,,,,,,,,,,
,13,,,,,,7,,354,,,,120,,,2600000,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,13,300,,,,,,,,,,,,,,,,
,14,,,,,,7,,354,,,,120,,,3400000,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,14,300,,,,,,,,,,,,,,,,
,15,,,,,,8,,389,,,,144,,,3600000,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,15,300,,,,,,,,,,,,,,,,
,16,,,,,,8,,389,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,16,300,,,,,,,,,,,,,,,,
"Balloon2",1,"TID_BALLOON_CARRIER","TID_INFO_BALLOON_CARRIER","sc/characters.cs",5,9,6,150,1320,60,"Elixir2",,12,,"Elixir2",1100000,5,50,6000,,10,1,75,,"true","sc/ui.sc","icon_unit_skeletonBalloon","unit_skeletonCarrier_big","sc/info_witch.sc",,,,,,"Balloon Goblin Deploy","Balloon Goblin Attack",,"Balloon Goblin Hit",,"true","false","true",,"Balloon Goblin Die",,"New Balloon1","Barrack2","false",,20,"TombStone_village2",0,200,"Balloon Exposion",416,,,,,75,,,,"Balloon Skeleton",3,2700,,9,,"true",700,,,,,,,,,,,,,,,,,,,,,,-750,100,,,,,,,,,,600,500,,"true",,,,,,,,,,,,,,,,1,2,,"TID_BALLOON2_ABILITY_NAME","TID_BALLOON2_ABILITY_HELP","SpawnUnits",,,,,,,,,,,,,,,,,,
,2,,,,,,6,,1320,,,,12,,,1200000,,,6000,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon1",,,,,,100,,"Balloon Exposion",,,,,,,,,,,,,,9,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,100,,,,,,,,,,,,,,,,
,3,,,,,,7,,1452,,,,24,,,1300000,,,6000,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon1",,,,,,100,,"Balloon Exposion",,,,,,,,,,,,,,9,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,100,,,,,,,,,,,,,,,,
,4,,,,,,7,,1452,,,,24,,,1400000,,,5217,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon1",,,,,,100,,"Balloon Exposion",,,,,,,,,,,,,,9,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,100,,,,,,,,,,,,,,,,
,5,,,,,,7,,1597,,,,24,,,1500000,,,5217,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon2",,,,,,100,,"Balloon Exposion",,,,,,,,,,,,,,9,,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,4,100,,,,,,,,,,,,,,,,
,6,,,,,,7,,1597,,,,48,,,1600000,,,5217,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon2",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,6,150,,,,,,,,,,,,,,,,
,7,,,,,,7,,1757,,,,48,,,1700000,,,5217,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon2",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,6,150,,,,,,,,,,,,,,,,
,8,,,,,,7,,1757,,,,48,,,1800000,,,4537,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon2",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,6,150,,,,,,,,,,,,,,,,
,9,,,,,,7,,1933,,,,96,,,2000000,,,4537,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon3",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,6,150,,,,,,,,,,,,,,,,
,10,,,,,,7,,1933,,,,96,,,2200000,,,4537,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon3",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,9,225,,,,,,,,,,,,,,,,
,11,,,,,,7,,2126,,,,96,,,2400000,,,4537,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon3",,,,,,150,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,9,225,,,,,,,,,,,,,,,,
,12,,,,,,7,,2126,,,,120,,,2600000,,,3945,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon3",,,,,,225,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,9,225,,,,,,,,,,,,,,,,
,13,,,,,,7,,2339,,,,120,,,2800000,,,3945,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon4",,,,,,225,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,9,225,,,,,,,,,,,,,,,,
,14,,,,,,7,,2339,,,,144,,,3600000,,,3945,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon4",,,,,,225,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,12,300,,,,,,,,,,,,,,,,
,15,,,,,,8,,2573,,,,144,,,3800000,,,3945,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon4",,,,,,225,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,12,300,,,,,,,,,,,,,,,,
,16,,,,,,8,,2573,,,,,,,,,,3431,,10,,,,,,,,,,,,,,,,,,,,,,,,,"New Balloon4",,,,,,300,,"Balloon Exposion",,,,,,,,,,,,,,9,,,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,12,300,,,,,,,,,,,,,,,,
"Placeholder",1,"TID_PEKKA","TID_CHARACTER_INFO_PEKKA","sc/characters.cs",25,99,3,200,2800,60,"Elixir2",,240,,"Elixir2",300000,25,80,2500,,216,1,,,,"sc/ui.sc","icon_unit_pekka","unit_pekka_big","sc/info_pekka.sc",,,,,,"Pekka Deploy","Pekka Attack",,"Pekka Hit",,"false","false","true",,"New Pekka pre death",,"PEKKA1_new","Barrack2","false",,0,"TombStone_village2",500,100,"New Pekka death",3000,"true",,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,3000,2000,,"true",,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
"Balloon Skeleton",1,"TID_SKELETON","TID_CHARACTER_INFO_SKELETON2","sc/characters.cs",1,1,1,300,10,,"Elixir2",,,,"Elixir2",50000,1,40,1000,,20,1,,,,"sc/ui.sc","icon_unit_barbarian","unit_skeletonwarrior_withCarrier_big","sc/info_witch.sc",,,,,,"Balloon Skeleton Deploy","Skeleton Attack",,"Skeleton Hit",,"false","false","true",,"Skeleton Die",,"Balloon Skeleton",,"false",,0,,,,,,"true",,"true",,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,,"false",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
"BabyDragon2",1,"TID_BABY_DRAGON2","TID_CHARACTER_INFO_BABY_DRAGON2","sc/characters.cs",10,6,3,250,600,60,"Elixir2",,8,,"Elixir2",200000,10,250,1000,,40,1,30,,,"sc/ui.sc","icon_unit_babydragon","unit_babydragon_big","sc/info_babydragon.sc","babydragon_projectile",,,,,"Bdragon Deploy","Bdragon Attack",,"Bdragon Hit",,"true","true","true",,"Bdragon Die",,"BabyDragon_lvl1","Barrack2","false",,30,"TombStone_village2",,,,,,,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,,"true",,,,,,,,,,,,450,,,,1,2,,"TID_BDRAG2_ABILITY_NAME","TID_BDRAG2_ABILITY_HELP","RageAlone",40,20,,,,,,,,,,,,,,,,
,2,,,,,,3,,600,,,,12,,,240000,,,,,40,,,,,,,,,"babydragon_projectile",,,,,,,,,,,,,,,,"BabyDragon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,40,20,,,,,,,,,,,,,,,,
,3,,,,,,4,,660,,,,12,,,280000,,,,,44,,,,,,,,,"babydragon_projectile",,,,,,,,,,,,,,,,"BabyDragon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,40,20,,,,,,,,,,,,,,,,
,4,,,,,,4,,660,,,,24,,,320000,,,,,44,,,,,,,,,"babydragon_projectile",,,,,,,,,,,,,,,,"BabyDragon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,60,30,,,,,,,,,,,,,,,,
,5,,,,,,4,,726,,,,24,,,360000,,,,,48,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,60,30,,,,,,,,,,,,,,,,
,6,,,,,,4,,726,,,,48,,,380000,,,,,48,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,80,40,,,,,,,,,,,,,,,,
,7,,,,,,4,,799,,,,48,,,400000,,,,,53,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,80,40,,,,,,,,,,,,,,,,
,8,,,,,,4,,799,,,,48,,,1000000,,,,,53,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,100,50,,,,,,,,,,,,,,,,
,9,,,,,,5,,879,,,,72,,,1200000,,,,,58,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,100,50,,,,,,,,,,,,,,,,
,10,,,,,,5,,879,,,,72,,,1400000,,,,,58,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,100,50,,,,,,,,,,,,,,,,
,11,,,,,,6,,967,,,,96,,,1600000,,,,,64,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,100,50,,,,,,,,,,,,,,,,
,12,,,,,,6,,967,,,,96,,,2400000,,,,,64,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,120,60,,,,,,,,,,,,,,,,
,13,,,,,,7,,1064,,,,120,,,2600000,,,,,70,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,120,60,,,,,,,,,,,,,,,,
,14,,,,,,7,,1064,,,,120,,,3400000,,,,,70,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,"BabyDragon_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,140,70,,,,,,,,,,,,,,,,
,15,,,,,,8,,1170,,,,144,,,3600000,,,,,77,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,"BabyDragon_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,140,70,,,,,,,,,,,,,,,,
,16,,,,,,8,,1170,,,,,,,,,,,,77,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,"BabyDragon_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,160,80,,,,,,,,,,,,,,,,
"Dark Witch",1,"TID_DARK_WITCH","TID_CHARACTER_INFO_DARK_WITCH","sc/characters.cs",12,8,5,150,200,60,"Elixir2",,12,,"Elixir2",600000,15,400,700,,90,1,30,,,"sc/ui.sc","icon_unit_nightwitch","unit_nightwitch_big","sc/info_nightwitch.sc","Witch_projectile",,,,,"Warlock Deploy2","Warlock Attack2",,"Warlock Hit",,"false","true","true",,"Warlock Die",,"DarkWitch_lvl1","Barrack2","false",,0,"TombStone_village2",,,,,,,,,150,"true",,,"Bat",2,6800,"Warlock Summon",3,20,,2572,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,1200,200,,"true",,,,,,,,,,,,,,,,1,2,,"TID_WITCH2_ABILITY_NAME","TID_WITCH2_ABILITY_HELP","SpawnUnits",,,,,,,,,,,,,,,,,,
,2,,,,,,5,,200,,,,24,,,700000,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,"DarkWitch_lvl1",,,,,,,,,,,,,,150,,,,,2,5600,,3,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,6,,220,,,,24,,,800000,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,"DarkWitch_lvl1",,,,,,,,,,,,,,150,,,,,2,5600,,3,,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,6,,220,,,,24,,,900000,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,"DarkWitch_lvl1",,,,,,,,,,,,,,150,,,,,2,5600,,3,,,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,2,,,,,,,,,,,,,,,,,
,5,,,,,,6,,242,,,,48,,,1000000,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,"DarkWitch_lvl2",,,,,,,,,,,,,,150,,,,,2,5600,,3,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,2,,,,,,,,,,,,,,,,,
