"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU"
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Can't attack! Level difference is more than <level>","Attaque impossible. La différence de niveaux est supérieure à <level>.","Angriff nicht möglich! Levelunterschied größer als <level>","No puedes atacar, la diferencia de nivel es superior a <level>.","Impossibile attaccare: la differenza di livello è maggiore di <level>.","Je kunt niet aanvallen! Het levelverschil is meer dan <level>","Kan ikke angripe! Nivåforskjellen er større enn <level>","Impossível atacar: a diferença de nível é maior que <level>","Saldırılamaz! Seviye farkı <level> seviyeden fazla","レベル差が<level>より大きいため、攻撃できません。","不能攻击！等级相差超过<level>级","레벨이 <level> 이상 차이 나는 마을은 공격할 수 없습니다!","Напасть нельзя! Разница уровней больше, чем <level>"
"TID_ATTACK_FAIL_NEWBIE_PROTECTED","Can't attack this village because its Town Hall is below level <number>.","Attaque impossible. L'hôtel de ville de ce village est de niveau inférieur à <number>.","Angriff auf dieses Dorf nicht möglich. Rathaus-Level liegt unter <number>.","No puedes atacar esta aldea, su ayuntamiento es de nivel inferior a <number>.","Impossibile attaccare questo villaggio: il livello del municipio è inferiore a <number>.","Je kunt dit dorp niet aanvallen omdat het level van het stadhuis lager is dan <number>.","Kan ikke angripe denne landsbyen siden landsbyens rådhus ikke er på nivå <number>.","Impossível atacar a vila: o Centro da Vila está abaixo do nível <number>.","Belediye Binası <number>. seviyenin altında olduğundan bu köye saldırılamaz.","この村のタウンホールはレベルが<number>未満なので、攻撃できません！","无法攻击此村庄，因为大本营的等级低于<number>。","마을 회관이 레벨 <number>에 도달하지 못한 마을은 공격할 수 없습니다.","На деревню нельзя напасть, так как уровень Ратуши меньше <number>."
"TID_DEFAULT_VILLAGE_NAME","<name>'s Village","Village de <name>","Dorf von <name>","Aldea de <name>","Villaggio di <name>","Dorp van <name>","<name> sin landsby","Vila de <name>","<name> Köyü","<name>の村","<name>的村庄","<name>님의 마을","Деревня <name>"
"TID_BATTLE_LOG_TITLE","You've been attacked!","Vous avez été attaqué !","Du wurdest angegriffen!","¡Te han atacado!","Sei sotto attacco!","Je werd aangevallen!","Du er blitt angrepet!","Você foi atacado!","Saldırıya uğradın!","攻撃されました！","您遭到了攻击！","적이 마을을 공격했습니다!","На вас напали!"
"TID_BATTLE_LOG_ITEM","<name> attacked you <time> ago.","<name> vous a attaqué il y a <time>.","<name> hat dich vor <time> angegriffen.","<name> te ha atacado hace <time>.","<name> ti ha attaccato <time> fa.","<name> heeft je <time> geleden aangevallen.","<name> angrep deg for <time> siden.","<name> atacou você <time> atrás.","<name> sana <time> önce saldırdı.","<time>前に<name>に攻撃されました。","<name>在<time>之前攻击了您。","<name>님이 <time> 전에 마을을 공격했습니다.","Игрок <name> напал на вас <time> назад."
"TID_NO_TROOPS","You need to train some troops first.","Vous devez d'abord former des troupes.","Du musst zuerst ein paar Truppen ausbilden.","¡Entrena primero a las tropas!","Devi prima addestrare delle truppe.","Je moet eerst wat troepen trainen.","Du må trene noen soldater først.","Treine algumas tropas primeiro.","Önce biraz birlik eğitmen gerekiyor.","まずはユニットを訓練してください。","您需要先训练一些军队。","먼저 유닛을 훈련해야 합니다.","Сначала нужно тренировать войска."
"TID_ERROR_POP_UP_BANNED_TITLE","You have been banned!","Vous avez été banni !","Du wurdest verbannt!","Se te ha vetado.","Sei stato bandito!","Je bent verbannen!","Du er blitt utestengt!","Você foi banido!","Yasaklandın!","アカウント停止","您的账号被封了！","계정 일시 정지!","Вас заблокировали!"
"TID_ERROR_POP_UP_BANNED","You have been banned temporarily","Vous avez été banni temporairement !","Du wurdest vorübergehend verbannt","Se te ha vetado temporalmente.","Sei stato bandito temporaneamente","Je bent tijdelijk verbannen","Du er blitt midlertidig utestengt","Você foi banido temporariamente","Geçici olarak yasaklandın","一時的に禁止されました！","您的账号暂时被禁了！","일시적으로 로그인할 수 없습니다.","Вас временно заблокировали"
"TID_ERROR_POP_UP_BANNED_BUTTON","Okay","OK","Okay","Vale","OK","Oké","OK","Ok","Tamam","OK","确定","확인","Окей"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Connection error","Erreur de connexion","Verbindungsfehler","Error de conexión","Errore di connessione","Verbindingsfout","Tilkoblingsfeil","Erro de conexão","Bağlantı hatası","接続エラー","连接错误","접속 오류","Ошибка связи"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Unable to connect with the server. Check your internet connection and try again.","Connexion au serveur impossible. Veuillez vérifier votre connexion Internet et réessayer.","Verbindung zum Server nicht möglich. Überprüfe deine Internetverbindung und versuche es erneut.","No se ha podido conectar con el servidor. Comprueba tu conexión a Internet y vuelve a intentarlo.","Impossibile connettersi al server. Verifica la connessione a Internet e riprova.","Geen verbinding met de server. Controleer je internetverbinding en probeer het opnieuw.","Får ikke kontakt med serveren. Sjekk Internett-forbindelsen og prøv igjen.","Não foi possível conectar ao servidor. Verifique sua conexão com a Internet e tente novamente.","Sunucuya bağlanılamıyor. İnternet bağlantını kontrol et ve tekrar dene.","サーバーに接続できません。\nインターネット接続を確認して\nもう一度お試しください。","无法连接至服务器。请检查您的网络连接后再次连接。","서버에 연결할 수 없습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.","Невозможно подключиться к серверу. Проверьте подключение к интернету и попробуйте снова."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Try again","Réessayer","Erneut versuchen","Reintentar","Riprova","Probeer het opnieuw","Prøv igjen","Tentar novamente","Tekrar dene","もう一度試す","请重试","다시 시도","Попробуйте снова"
"TID_ERROR_POP_UP_CONNECTION_LOST_TITLE","Connection lost","Connexion perdue","Verbindung verloren","Conexión perdida","Connessione persa","Verbinding verbroken","Forbindelse brutt","Conexão perdida","Bağlantı koptu","接続が切断されました","连接中断","연결 실패","Связь потеряна"
"TID_ERROR_POP_UP_CONNECTION_LOST","You have lost connection with the server. Check your internet connection and try again.","Connexion au serveur perdue. Veuillez vérifier votre connexion Internet et réessayer.","Du hast die Verbindung zum Server verloren. Überprüfe deine Internetverbindung und versuche es erneut.","Se ha perdido la conexión con el servidor. Comprueba tu conexión a Internet y vuelve a intentarlo.","Connessione al server persa. Verifica la connessione a Internet e riprova.","De verbinding met de server is verbroken. Controleer je internetverbinding en probeer het opnieuw.","Forbindelsen med serveren er brutt. Sjekk Internett-forbindelsen og prøv igjen.","Conexão perdida com o servidor. Verifique sua conexão com a Internet e tente novamente.","Sunucu bağlantın koptu. İnternet bağlantını kontrol et ve tekrar dene.","サーバーとの接続が\n切断されました。\nインターネット接続を確認して\nもう一度お試しください。","与服务器失去连接，请查看您的网络连接后再次连接。","서버와의 연결이 끊어졌습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.","Соединение с сервером потеряно. Проверьте подключение к интернету и попробуйте снова."
"TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON","Try again","Réessayer","Erneut versuchen","Reintentar","Riprova","Probeer het opnieuw","Prøv igjen","Tentar novamente","Tekrar dene","もう一度試す","请重试","다시 시도","Попробуйте снова"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Anyone there?","Il y a quelqu'un ?","Jemand da?","¿Estás ahí?","C'è nessuno?","Is daar iemand?","Er det noen der?","Tem alguém aí?","Kimse var mı?","もしもーし？","有人吗？","거기 계세요?","Есть здесь кто-нибудь?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","You have been disconnected due to inactivity.","Déconnexion suite à une période d'inactivité.","Deine Verbindung wurde wegen Inaktivität getrennt.","Se te ha desconectado por inactividad.","La connessione è stata interrotta per inattività.","De verbinding is verbroken vanwege inactiviteit.","Du er blitt koblet fra på grunn av inaktivitet.","Você foi desconectado por inatividade.","Hiçbir eylemde bulunmadığın için bağlantın kesildi.","一定時間操作がなかったため、切断されました。","因为太久没有活动，您已断开连接。","활동이 없어 연결이 끊어졌습니다.","Вы отключены по причине бездействия."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Reload game","Recharger le jeu","Spiel neu laden","Volver a cargar","Ricarica gioco","Spel herladen","Last inn spillet på nytt","Recarregar o jogo","Oyunu tekrar yükle","ゲームをリロード","重新载入游戏","새로 고침","Перезапустить игру"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Login failed","Échec de la connexion","Anmeldung fehlgeschlagen","Fallo al conectar","Accesso non riuscito","Aanmelden is mislukt","Pålogging mislyktes","Falha no login","Oturum açılamadı","ログイン失敗","登录失败","로그인 실패","Не удалось войти"
"TID_ERROR_POP_UP_LOGIN_FAILED","Please try again later.","Veuillez réessayer plus tard.","Bitte versuche es später erneut.","Inténtalo de nuevo más tarde.","Riprova più tardi.","Probeer het later opnieuw.","Prøv igjen senere.","Tente novamente mais tarde.","Lütfen daha sonra tekrar dene.","あとでまたお試しください。","请稍后重试。","잠시 후 다시 시도해주세요.","Пожалуйста, попробуйте позже."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Try again","Réessayer","Erneut versuchen","Reintentar","Riprova","Probeer het opnieuw","Prøv igjen","Tentar novamente","Tekrar dene","もう一度試す","请重试","다시 시도","Попробуйте снова"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Update is available!","Une mise à jour est disponible !","Update verfügbar!","¡Actualización disponible!","È disponibile un aggiornamento!","Er is een update beschikbaar!","Oppdatering tilgjengelig!","Atualização disponível!","Güncelleme var!","ゲームのアップデートを\nダウンロードできます！","获取更新！","업데이트가 있습니다!","Доступно обновление!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Good news! A new version of the game is available.","Bonne nouvelle ! Une nouvelle version du jeu est disponible.","Gute Nachrichten! Eine neue Version des Spiels ist verfügbar.","¡Buenas noticias! Hay disponible una nueva versión del juego.","Buone notizie! È disponibile una nuova versione del gioco.","Goed nieuws! Er is een nieuwe versie van het spel beschikbaar.","Gode nyheter! En ny versjon av spillet er tilgjengelig.","Boas notícias! Uma nova versão do jogo está disponível.","İyi haber! Oyunun yeni bir sürümü var.","ゲームの新しいバージョンを\nダウンロードできます！","好消息！现在可以免费下载新版本了。","새로운 버전이 출시되었습니다. 게임을 업데이트해야 합니다.","Хорошие новости! Доступна новая версия игры!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Update","Mettre à jour","Update","Actualizar","Aggiorna","Bijwerken","Oppdater","Atualizar","Güncelle","アップデート","更新","업데이트","Обновление"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Error!","Erreur !","Fehler!","Error","Errore!","Fout opgetreden!","Feil!","Erro!","Hata!","エラー発生！","错误！","오류!","Ошибка!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Client and server are out of sync!","Le client et le serveur ne sont pas synchronisés !","Gerät/ Spiel und Server sind nicht synchron!","El cliente y el servidor no están sincronizados.","Il client e il server non sono sincronizzati!","Client en server lopen niet synchroon!","Klienten og serveren er ikke synkronisert.","O cliente e o servidor não estão sincronizados!","İstemci ve sunucu uyumlu değil!","クライアントとサーバーの同期がとれていません！","客户端和服务器不同步！","클라이언트와 서버가 동기화되지 않았습니다!","Клиент и сервер не синхронизированы!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Reload game","Recharger le jeu","Spiel neu laden","Volver a cargar","Ricarica gioco","Spel herladen","Last inn spillet på nytt","Recarregar o jogo","Oyunu tekrar yükle","ゲームをリロード","重新载入游戏","새로 고침","Перезапустить игру"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Maintenance break","Maintenance","Wartung","Servidores en mantenimiento","Manutenzione in corso","Onderhoud","Vedlikeholdspause","Intervalo de manutenção","Bakım arası","メンテナンス中","系统维护中","서버 점검","Технический перерыв"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Sorry, the servers are under maintenance. Please try again later.","Nos serveurs sont en cours de maintenance. Veuillez réessayer plus tard.","Tut uns leid, die Server werden gewartet. Bitte versuche es später erneut.","Los servidores están en mantenimiento. Inténtalo de nuevo más tarde.","Siamo spiacenti, i server sono in manutenzione. Riprova più tardi.","Sorry, er wordt momenteel gewerkt aan de servers. Probeer het later opnieuw.","Beklager, serverne vedlikeholdes. Prøv igjen senere.","Os servidores estão em manutenção. Tente novamente mais tarde.","Üzgünüz, şu anda sunuculara bakım yapılıyor. Lütfen daha sonra tekrar dene.","申し訳ございませんが、ゲームのサーバーはメンテナンス中です。あとでまたお試しください。","抱歉，服务器正在维护中。请稍后重试。","죄송합니다. 서버 점검 중입니다. 잠시 후 다시 시도해주세요.","Приносим свои извинения, но на сервере ведутся технические работы. Пожалуйста, попробуйте позже."
