"TID","VI"
"TID_BUY_MISSING_RESOURCES_HEADER","Cần thêm <resource>"
"TID_BUY_MISSING_RESOURCES_TEXT","Bạn muốn mua <count> <resource> còn thiếu không?"
"TID_BUY_MISSING_RESOURCES_HEADER_TWO","Bạn cần thêm tài nguyên"
"TID_BUY_MISSING_RESOURCES_TEXT_TWO","Mua <count> <resource> và <count2> <resource2> còn thiếu?"
"TID_BUY_RESOURCE_PACK_HEADER","Bạn có mua <resource> không?"
"TID_BUY_RESOURCE_PACK_TEXT","Bạn có chắc bạn muốn mua <count> <resource> không?"
"TID_BUY_GUARD_HEADER","Bạn có mua Khiên phòng hộ không?"
"TID_BUY_SHIELD_HEADER","Bạn có mua Khiên chắn không?"
"TID_BUY_SHIELD_TEXT","Bạn có chắc muốn mua <name> không?"
"TID_RESOURCE_PACK_LOCKED","Không đủ chỗ chứa!"
"TID_STAR1","Tuyệt vời!"
"TID_STAR2","Xuất sắc!"
"TID_STAR3","Hoàn hảo!"
"TID_OVERALL_DAMAGE","Tổng thiệt hại"
"TID_VILLAGE_GUARD_TITLE","Khiên phòng hộ:"
"TID_SHIELD_TITLE","Khiên chắn:"
"TID_SHIELD_NONE","Không có"
"TID_BATTLE_LOG","Nhật ký Chiến đấu"
"TID_BATTLE_INBOX","Hộp thư đến"
"TID_VICTORY","Chiến thắng"
"TID_DEFEAT","Bại trận"
"TID_WHAT_YOU_GOT","Bạn nhận được:"
"TID_TROOPS_USED","Số binh lính đã sử dụng:"
"TID_TOTAL_DAMAGE","Tổng sát thương:"
"TID_SCORE","Điểm số"
"TID_YOU_HAVE_BEEN_ATTACKED","Chỉ huy, làng của chúng ta đã bị tấn công!"
"TID_YOU_HAVE_BEEN_ATTACKED_TITLE","Cuộc đột kích của kẻ địch"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","Chỉ huy, làng đã bị tấn công khi bạn đi vắng!"
"TID_TUTORIAL_CANNON_1","Chào mừng Chỉ huy! Chúng tôi đang rất mong chờ bạn..."
"TID_TUTORIAL_CANNON_2","Đây là làng mới của chúng ta! Cuộc sống ở đây sẽ thật hoàn hảo nếu không vì..."
"TID_TUTORIAL_CANNON_3","Ôi không, YÊU TINH đến rồi! Nhanh lên, xây Đại bác để bảo vệ làng nào!"
"TID_TUTORIAL_CANNON_4","Hãy đặt Đại bác ở trong làng. Chúng ta cần phải bảo vệ Nhà Chính!"
"TID_TUTORIAL_CANNON_5","Chỉ huy, bạn có thể dùng ngọc để đẩy nhanh tiến độ!"
"TID_TUTORIAL_DEFEND_1","Grừ! Các Yêu tinh, TẤN CÔNGGG!"
"TID_TUTORIAL_DEFEND_1b","Gràooo, cái gì đây? Một con người nhỏ bé nữa!"
"TID_TUTORIAL_DEFEND_2","Phù, suýt chết. Cảm ơn Chỉ huy!"
"TID_TUTORIAL_DEFEND_4","Ngôi làng được xây dựng trên một Đường Ley. Nhờ vào đó, các công trình sẽ có khả năng thần kỳ là tự sửa chữa!"
"TID_TUTORIAL_DEFEND_5","Grừ, VÀNG! Yêu tinh chúng ta rất mê vàng!"
"TID_TUTORIAL_DEFEND_BUTTON","Chiến đấu nào!"
"TID_TUTORIAL_WORKER_1","Làm tốt lắm! Giờ chúng ta cần bày binh bố trận cho ngôi làng."
"TID_TUTORIAL_WORKER_2","Nếu thuê thợ xây thứ hai, bạn sẽ có thể xây hai công trình cùng một lúc."
"TID_TUTORIAL_ELIXIR_1","Tiên dược dùng để huấn luyện Binh lính và xây dựng Công trình."
"TID_TUTORIAL_ELIXIR_2","Bạn có thể bơm hút Tiên dược từ dưới lòng đất. Hãy thử xem nào!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Máy hút chỉ có thể chứa một lượng nhỏ Tiên dược."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Hãy xây Kho chứa Tiên dược để chúng ta có thể cất trữ tài nguyên này!"
"TID_TUTORIAL_GOLD_STORAGE_1","Chúng ta cũng cần một nơi an toàn để cất Vàng dự trữ."
"TID_TUTORIAL_GOLD_STORAGE_2","Hãy xây dựng Kho chứa Vàng để có thể cất trữ thêm vàng!"
"TID_TUTORIAL_BARRACK_1","Chỉ huy, chúng ta cần một đội quân để đánh bọn yêu tinh kia! Hãy xây dựng một Trại lính."
"TID_TUTORIAL_TRAIN_1","Còn bây giờ, hãy huấn luyện binh lính!"
"TID_TUTORIAL_TRAIN_2","Nhấn vào Trại lính và chọn Huấn luyện Binh lính"
"TID_TUTORIAL_CHANGE_NAME","Một trận chiến tuyệt vời! Bạn muốn được lưu danh sử sách với tên gọi gì nào?"
"TID_TUTORIAL_TOWN_HALL_1","Với số Vàng cướp được từ bọn yêu tinh, chúng ta có thể nâng cấp Nhà Chính."
"TID_TUTORIAL_TOWN_HALL_2","Làm tốt lắm! Nhờ nâng cấp Nhà Chính, hiện tại, chúng ta có thể xây thêm các công trình mới từ Cửa hàng."
"TID_TUTORIAL_ACHIEVEMENTS","Nếu bạn đang muốn tìm kiếm các thử thách mới để chinh phục, hãy nhấn vào đây."
"TID_TUTORIAL_ACHIEVEMENTS2","Chỉ huy, bạn đã rất thành thạo rồi đấy. Cả làng trông chờ vào bạn!"
"TID_GOBLIN_SPEAKS_1","Grừừừ! Ta chưa xong với ngươi đâu."
"TID_GOBLIN_SPEAKS_2","Ngươi có thể đánh bại ta một lần, nhưng trại yêu tinh này kiên cố hơn nhiều."
"TID_TUTORIAL_GOLDSTORAGE","Bạn cũng cần một chỗ để cất giữ tất cả số Vàng quý giá của mình!"
"TID_TUTORIAL_ELIXIRSTORAGE","Số Tiên dược đó cũng cần có chỗ cất trữ."
"TID_LOCKED_IN_TUTORIAL","Hãy hoàn thành phần hướng dẫn để mở khóa tính năng này!"
"TID_TUTORIAL_ATTACK_NPC_1","Các Pháp sư từ Tháp Ngà đã đến đây để giúp đỡ chúng ta! Hãy phá hủy doanh trại yêu tinh!"
"TID_TUTORIAL_ATTACK_NPC_2","Làm rất tốt. Bây giờ, hãy đánh bại vài tên yêu tinh nào!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Tấn công!"
"TID_NPC_NAME_TUTORIAL","Đánh trả"
"TID_NPC_NAME_TUTORIAL2","Rừng Yêu tinh"
"TID_JOINALLIANCEQUESTION","Chấp nhận lời mời vào Hội?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Tấn công khi có Khiên chắn"
"TID_POPUP_SHIELD_REMOVAL","Bạn có thể Tìm trận đấu bất kỳ lúc nào, tuy nhiên, Khiên chắn của bạn sẽ bị rút ngắn thời gian bảo vệ nếu bạn bắt đầu tấn công. Nếu bạn có ít hơn Chi phí Tấn công, Khiên chắn của bạn sẽ bị gỡ bỏ."
"TID_UPDATE_TROOP_LEVEL","Nâng cấp lên cấp <number>"
"TID_LEVEL_UP","Thăng Cấp!"
"TID_NEW_ITEMS_UNLOCKED","Đã mở khóa các vật phẩm mới"
"TID_MISSION_SCREEN_TITLE","Nhiệm vụ"
"TID_MISSION_REWARD","Phần thưởng:"
"TID_MISSION_COMPLETE_TITLE","Hoàn thành nhiệm vụ!"
"TID_ATTACK_LOCKED","Nâng cấp Nhà chính lên cấp 2 để mở khóa tính năng này!"
"TID_RANKTITLE","Hạng"
"TID_BUTTON_REPAIR","Xây lại"
"TID_DIAMOND_PACK_1","Đống Ngọc"
"TID_DIAMOND_PACK_2","Túi Ngọc"
"TID_DIAMOND_PACK_3","Bao Ngọc"
"TID_DIAMOND_PACK_4","Tráp Ngọc"
"TID_DIAMOND_PACK_5","Hòm Ngọc"
"TID_TRAIN_TUTORIAL_ARROW","Nhấn và giữ"
"TID_DIAMOND_SHOP_PACK","<number> viên Ngọc"
"TID_GOLD_SHOP_PACK","<number> Vàng"
"TID_ELIXIR_SHOP_PACK","<number> Tiên dược"
"TID_RESOURCE_PACK_GOLD_FULL","Nạp đầy Kho chứa Vàng"
"TID_RESOURCE_PACK_ELIXIR_FULL","Nạp đầy Kho chứa Tiên dược"
"TID_RESOURCE_PACK_GOLD_10","Nạp đầy 10% Kho chứa"
"TID_RESOURCE_PACK_ELIXIR_10","Nạp đầy 10% Kho chứa"
"TID_RESOURCE_PACK_GOLD_50","Nạp đầy nửa Kho chứa"
"TID_RESOURCE_PACK_ELIXIR_50","Nạp đầy nửa Kho chứa"
"TID_CONTAINER_MAX","Tối đa: <amount>"
"TID_SHOP_AVAILABLE","Xây dựng:"
"TID_BATTLE_LOG_COL_1","Đối thủ:"
"TID_BATTLE_LOG_COL_2","Tài nguyên bị mất:"
"TID_BATTLE_LOG_COL_3","Kết quả:"
"TID_PVP_BUTTON","Tìm\nTrận đấu"
"TID_NPC_ATTACK_BUTTON","Tấn công"
"TID_NPC1","Tiền đồn Yêu tinh"
"TID_NPC2","Pháo đài đá"
"TID_NPC3","Găng tay yêu tinh"
"TID_NPC4","Loạt đạn đại bác"
"TID_NPC5","Hai thùng thuốc súng"
"TID_NPC6","Cơn sốt vàng"
"TID_NPC7","Phòng tuyến Maginot"
"TID_NPC8","Thung lũng Chuột"
"TID_NPC9","Tấn công kiểu brute force"
"TID_NPC10","Thị trấn Gobbo"
"TID_NPC11","SC là viết tắt của Súng cối"
"TID_NPC12","Vụ nổ siêu lớn"
"TID_NPC13","Vật bất di bất dịch"
"TID_NPC14","Cổng pháo đài"
"TID_NPC15","Tháp canh"
"TID_NPC16","Vàng giả"
"TID_NPC17","Đại lộ"
"TID_NPC18","Lâu đài vui nhộn"
"TID_NPC19","Fikova"
"TID_NPC20","Trại lính Gobbo"
"TID_NPC21","Danny Boy"
"TID_NPC22","Cây sồi Ommahha"
"TID_NPC23","Tường thép"
"TID_NPC24","Hệ thống phòng thủ Sicily"
"TID_NPC25","Tháp hắc diện thạch"
"TID_NPC26","Đầu mũi tên"
"TID_NPC27","Thảm đỏ"
"TID_NPC28","Hệ thống phòng thủ tự nhiên"
"TID_NPC29","Găng tay thép"
"TID_NPC30","Thí quân cho tướng"
"TID_NPC31","Tấn công tổng lực trực diện"
"TID_NPC32","Tinh tinh mặc giáp"
"TID_NPC33","Tháp lỗi"
"TID_NPC34","Lính tiên phong"
"TID_NPC35","Ba chữ A"
"TID_NPC36","Buổi dã ngoại của yêu tinh"
"TID_NPC37","Thả mồi và chuyển đổi"
"TID_NPC38","Thiệt hại ngoài dự kiến"
"TID_NPC39","Lựa chọn khôn ngoan"
"TID_NPC40","Vô cùng độc ác"
"TID_NPC41","Lớp vỏ pha lê"
"TID_NPC42","Lạnh lẽo băng giá"
"TID_NPC43","Nhảy múa xung quanh"
"TID_NPC44","Bồn rửa chén"
"TID_NPC45","Nỗi sợ cực độ"
"TID_NPC46","Biệt thự xa hoa"
"TID_NPC47","Nhà giải trí của P.E.K.K.A"
"TID_NPC48","Tháp nước quả"
"TID_NPC49","Yêu Tinh Vương v.1"
"TID_NPC50","Yêu Tinh Vương v.2"
"TID_MULTIPLAYER","Nhiều người chơi"
"TID_SINGLEPLAYER","Người chơi đơn"
"TID_MULTIPLAYER_POINTS","Chiến tích của bạn:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Không có đủ Ngọc"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Bạn có muốn mua thêm không?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Vào Cửa hàng"
"TID_TRAINING_INFO","Nhấn và giữ biểu tượng đơn vị để huấn luyện nhiều binh lính."
"TID_TRAINING_INFO2","Kéo các đơn vị để huấn luyện hoặc sắp xếp lại"
"TID_FINISH_TRAINING","Hoàn tất Huấn luyện:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Đăng nhập Facebook mới"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Bạn có muốn liên kết trò chơi hiện tại với tài khoản Facebook này không?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Đăng nhập Game Center mới"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Bạn có muốn lưu trò chơi hiện tại vào tài khoản Game Center này không?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Đăng nhập Google Play mới"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Bạn có muốn lưu trò chơi hiện tại vào tài khoản Google này không?"
"TID_GEM_POPUP_TEXT","Bạn đã hết ngọc. Hãy đến Cửa hàng để mua thêm!"
"TID_FRIEND_LIST_TEAMUP_1","Chơi Clash Cùng Bạn bè"
"TID_FRIEND_LIST_TEAMUP_2","Yêu cầu kết bạn sẽ xuất hiện tại đây"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Theo dõi bạn bè của bạn dù họ đi đến bất cứ nơi đâu!"
"TID_TROOP_SPEED_UP_SUCCESS","Đã hoàn thành huấn luyện binh lính!"
"TID_UPDATING_CONTENT","Đang tải xuống nội dung"
"TID_LOADING","Đang tải"
"TID_SHUTDOWN_STARTED","Trò chơi đang đóng để nghỉ bảo trì trong 5 phút. Chức năng tấn công bị vô hiệu hóa trong thời gian nghỉ."
"TID_SHUTDOWN_ATTACK_DISABLED","Chức năng tấn công bị vô hiệu hóa cho đến khi thời gian nghỉ bảo trì kết thúc."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Bạn có muốn tải làng của Chỉ huy <name> với Nhà chính cấp <number> không? Cảnh báo: tiến trình trong phần chơi hiện tại sẽ bị mất."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Tài khoản Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Bạn có muốn tải làng của Chỉ huy <name> với Nhà chính cấp <number> không? Cảnh báo: tiến trình trong phần chơi hiện tại sẽ bị mất."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Tài khoản Facebook này đã được liên kết với phần chơi Clash of Clans khác. Bạn có muốn liên kết tài khoản này với phần chơi hiện tại không?"
"TID_VIEW_HIGHSCORES","Xem các Hội & Người chơi mạnh nhất trên thế giới."
"TID_STARS_TOTAL","Tổng số sao:"
"TID_SETTINGS_SCREEN_TITLE","Cài đặt"
"TID_SETTINGS_NAME","Tên"
"TID_SETTINGS_CHANGENAMENOTE","LƯU Ý! Bạn chỉ có thể đổi tên một lần!"
"TID_SETTINGS_MUSIC","Nhạc"
"TID_SETTINGS_SFX","Hiệu ứng Âm thanh"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Đã kết nối"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Đã ngắt kết nối"
"TID_SETTINGS_SNOW","Tuyết"
"TID_FEEDBACK_BUTTON","Báo cáo sự cố"
"TID_FEEDBACK_EMAIL_TITLE","Phản hồi%20về%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Giới thiệu"
"TID_GIVE_NAME_TITLE","Tên tôi là..."
"TID_BUTTON_DONE","Hoàn tất"
"TID_RATE_APP_TITLE","Đánh giá Clash of Clans"
"TID_RATE_APP_MESSAGE","Vui lòng đánh giá Clash of Clans trên App Store để gửi những phản hồi quý giá cho chúng tôi!"
"TID_RATE_APP_MESSAGE_ANDROID","Vui lòng đánh giá Clash of Clans trên Google Play để gửi những phản hồi quý giá cho chúng tôi!"
"TID_BUTTON_RATE_APP_LATER","Để sau"
"TID_BUTTON_RATE_APP_REVIEW","Nhận xét"
"TID_BUTTON_RATE_APP_NEVER","Không bao giờ"
"TID_COME_BACK_NOTIFICATION_SMALL","Hãy quay lại đi, hỡi Chỉ huy! Quân đội cần bạn"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Làng của bạn cần có thủ lĩnh. Hãy quay lại đi, hỡi Chỉ huy!"
"TID_COME_BACK_NOTIFICATION_LARGE","Này, hãy quay lại đi, làng của bạn cần có thủ lĩnh"
"TID_SETTINGS_ON","Bật"
"TID_SETTINGS_OFF","Tắt"
"TID_INVALID_NAME","Tên không hợp lệ! Vui lòng thử lại tên khác."
"TID_MULTIPLAYER_COST","Chi phí trận đấu:"
"TID_MULTIPLAYER_SHIELD_COST","Chi phí tấn công:"
"TID_MAP_LOCATION_1","Hồ P.E.K.K.A"
"TID_MAP_LOCATION_2","Rừng Cấm"
"TID_MAP_LOCATION_3","Thung lũng Khải hoàn"
"TID_MAP_LOCATION_4","Đất Man di"
"TID_MAP_LOCATION_5","Băng Hồ"
"TID_MAP_LOCATION_6","Lạch Cướp"
"TID_MAP_LOCATION_7","Thạch Hồ"
"TID_MAP_LOCATION_8","Vòm Aslan"
"TID_MAP_LOCATION_9","Hồ Chua"
"TID_MAP_LOCATION_10","Doanh trại Yêu tinh"
"TID_MAP_LOCATION_11","Biển Mục rữa"
"TID_MAP_LOCATION_12","Quán Sồi vàng"
"TID_MAP_LOCATION_13","Đèo Cả"
"TID_MAP_LOCATION_14","Nơi trú ẩn bị bỏ hoang"
"TID_NAME_TOO_SHORT","Tên quá ngắn!"
"TID_BUILDER","Thợ xây:"
"TID_GUARD_BUY_CONFIRMATION","Đã kích hoạt Khiên phòng hộ!"
"TID_SHIELD_BUY_CONFIRMATION","Đã kích hoạt Khiên chắn!"
"TID_RESOURCE_BUY_CONFIRMATION","Đã nhận tài nguyên!"
"TID_BUNDLE_BUY_CONFIRMATION","Đã nhận <ce53cff><bundle>!</c>"
"TID_BATTLECOST","Chi phí:"
"TID_CLAN_TOTAL_POINTS","Tổng điểm:"
"TID_CLAN_MEMBERS","Thành viên:"
"TID_CLAN_MEMBERS_COUNT","Hội viên: <count>/<max>"
"TID_CLAN_TYPE","Loại:"
"TID_TAP_TO_VIEW","Nhấn để xem chi tiết"
"TID_ALLIANCE_REQUEST_ACCEPTED","Chào mừng bạn gia nhập hội của chúng tôi!"
"TID_ALLIANCE_REQUEST_DECLINED","Yêu cầu gia nhập hội bị từ chối!"
"TID_ADD_FRIENDS_INFO","Bạn bè trong Game Center sẽ hiện lên khi bạn đăng nhập vào Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Tính năng bạn bè trong Google Play sẽ sớm được ra mắt!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Xây dựng lại Hội Thành"
"TID_REPAIR_CLAN_CASTLE","Mở khóa Hội"
"TID_REPAIR_CLAN_CASTLE_2","Hãy gia nhập Hội để có thêm đồng minh, nhận tiếp viện, tham gia Hội Chiến và Trò chơi Hội.\n\nLập Hội riêng của mình để chơi cùng bạn bè, tuyển thành viên mới và tạo dấu ấn của bạn trong Vương quốc này!"
"TID_POPUP_ABOUT_TO_SELL","Bạn có chắc chắn không?"
"TID_TRAP_MINE_INFO","Những quả bom ẩn truyền thống không hề có dấu hiệu cảnh báo \qHÃY TRÁNH XA\q."
"TID_TRAP_EJECTOR_INFO","Chiếc bẫy bật nẩy này sẽ hất những vị khách không mời ra khỏi lãnh thổ của bạn!"
"TID_WALL_INFO","Tường thành là công cụ thích hợp để giữ an toàn cho làng bạn và đưa quân địch vào tầm bắn."
"TID_ABOUT","Tác giả\n\n<names>\n\nClash of Clans ™ <version>\nBản quyền 2012-2024 Supercell Ltd. Bảo lưu mọi quyền.\nĐang xin cấp bằng sáng chế tại Hoa Kỳ\nTất cả việc sử dụng phần mềm này phải tuân thủ các Điều khoản & Điều kiện và Chính sách Quyền riêng tư được đăng tại www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","Đã nhận <amount> ngọc!"
"TID_MULTIDEVICE_INFO","Hãy đăng nhập bằng Supercell ID để bảo vệ an toàn cho tiến trình chơi của bạn và để có thể chơi trên nhiều thiết bị."
"TID_GUARD_INFO","Loại khiên vừa tấn công vừa phòng thủ tốt nhất! Khiên phòng hộ vừa ngăn chặn những cuộc tấn công vào làng bạn vừa cho phép bạn tấn công tất cả những người bạn muốn. Chỉ có thể sử dụng khi Khiên chắn đã hết tác dụng."
"TID_SHIELD_INFO","Phòng thủ lâu dài! Khiên chắn ngăn chặn các cuộc tấn công vào làng của bạn, nhưng thời gian còn lại của Khiên chắn sẽ giảm đi nếu bạn tấn công. Nếu bạn mua nhiều hơn một Khiên chắn, thời gian sử dụng sẽ được cộng dồn."
"TID_PLACEMENT_HINT_TUTORIAL1","Nhấn nhiều lần vào khu vực trống để triển khai binh lính của bạn"
"TID_PLACEMENT_HINT_TUTORIAL2","Bạn có thể triển khai nhiều binh lính bằng cách nhấn và giữ"
"TID_PLACEMENT_HINT","Nhấn hoặc nhấn và giữ để triển khai binh lính"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Bắt lấy bọn Yêu tinh!"
"TID_ACHIEVEMENT_NPC_STARS","Giành được <number> Sao trên Bản đồ Chiến dịch"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","To hơn & Tốt hơn"
"TID_ACHIEVEMENT_TOWN_HALL","Nâng cấp Nhà chính lên cấp <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Chiến thắng ngọt ngào!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Kiếm được tổng cộng <number> chiến tích trong các Trận chiến nhiều người chơi."
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Quái thú Xuất trận"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Mở khóa <name> trong Trại lính"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Gọn gàng và Sạch sẽ"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Loại bỏ <number> chướng ngại vật (cây cối, đá, bụi cây)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Bạn hiền lúc khốn khó"
"TID_ACHIEVEMENT_DONATE_UNITS","Đóng góp <number> lực lượng tiếp viện cho Hội Thành"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Chôm vàng"
"TID_ACHIEVEMENT_LOOT_GOLD","Đánh cắp <number> vàng"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Hành trình kiếm Tiên dược"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Đánh cắp <number> tiên dược"
"TID_ACHIEVEMENT_CASTLE_TITLE","Xây dựng Đế chế"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Xây lại Hội Thành"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Nâng cấp Hội Thành lên cấp <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Công phá Tường thành"
"TID_ACHIEVEMENT_DESTROY_WALLS","Phá hủy <number> Tường thành trong các Trận chiến nhiều người chơi."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Kẻ hạ nhục"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Phá hủy <number> Nhà chính trong các Trận chiến nhiều người chơi."
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Kẻ chinh phục"
"TID_ACHIEVEMENT_PVP_ATTACKS","Thắng <number> Trận chiến nhiều người chơi."
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Bất khả xâm phạm"
"TID_ACHIEVEMENT_PVP_DEFENSES","Phòng thủ thành công trước <number> đợt tấn công"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Kẻ diệt Súng cối"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Phá hủy <number> Súng cối trong các Trận chiến nhiều người chơi."
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Anh hùng Trộm cướp"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Đánh cắp <number> Hắc Tiên dược"
"TID_MOREGAMES","Thêm Trò chơi"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Nhận thưởng"
"TID_POPUP_ACHIEVEMENTS_TITLE","Thành tích"
"TID_ACHIEVEMENTS_INFO","Thành tích cũng có trong Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Thành tích cũng có trong Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Đã hoàn tất:"
"TID_ACHIEVEMENTS_REWARD","Phần thưởng:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Đã đạt thành tích! Bạn đã nhận được <number> ngọc."
"TID_X","x"
"TID_NO_MESSAGES","Hiện tại không có tin nhắn mới"
"TID_NO_MESSAGES_TEXT","Một khi bạn đã xây dựng lại Hội Thành xong, bạn sẽ nhận được lời mời vào hội từ đây"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Cài đặt ngôn ngữ"
"TID_POPUP_CHANGE_LANGUAGE","Bạn có chắc chắn muốn thay đổi cài đặt ngôn ngữ không?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Giải vô địch Hội"
"TID_LEADERBOARDBANNER_REWARD","3 Hội dẫn đầu nhận được: (chia đều cho 20 người chơi dẫn đầu của hội)"
"TID_LEADERBOARDBANNER_TIMELEFT","Kết thúc trong:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Rương vàng Lớn hơn"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Nâng cấp Kho chứa Vàng lên cấp độ <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Công phá Liên minh"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Phá hủy <number> Lều Thợ xây trong các Trận chiến nhiều người chơi."
