"TID","NO"
"TID_TUTORIAL_ELIXIR_STORAGE_1","Pumpen kan bare lagre en liten mengde eliksir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","La oss bygge et eliksirlager, slik at vi kan oppbevare mer!"
"TID_TUTORIAL_GOLD_STORAGE_1","Vi trenger også et trygt sted å lagre gullreservene våre."
"TID_TUTORIAL_GOLD_STORAGE_2","Bygg et gullager så vi kan oppbevare mer gull!"
"TID_TUTORIAL_BARRACK_1","Høvding, vi trenger en hel hær for å ta rotta på nissene. La oss bygge brakker."
"TID_TUTORIAL_TRAIN_1","La oss trene noen soldater!"
"TID_TUTORIAL_TRAIN_2","Trykk på brakkene og velg Tren soldater"
"TID_TUTORIAL_CHANGE_NAME","Denne kampen kommer til å bli sagnomsust! Hva skal vi kalle deg i historiebøkene våre?"
"TID_TUTORIAL_TOWN_HALL_1","Med gullet vi tok fra nissene, har vi råd til å oppgradere rådhuset."
"TID_TUTORIAL_TOWN_HALL_2","Godt jobba! Nå som vi har oppgradert rådhuset, kan vi bygge nye bygninger vi finner i butikken."
"TID_TUTORIAL_ACHIEVEMENTS","Hvis du er på jakt etter nye utfordringer, er det bare å trykke her."
"TID_TUTORIAL_ACHIEVEMENTS2","Høvding, du vet opplagt hva du driver med. Hele landsbyen stoler på deg!"
"TID_GOBLIN_SPEAKS_1","Grrraaah! Jeg er ikke ferdig med deg ennå."
"TID_GOBLIN_SPEAKS_2","Du klarte å slå meg én gang, men denne nisseleiren er mye sterkere."
"TID_TUTORIAL_GOLDSTORAGE","Du trenger også et sted å lagre alt det verdifulle gullet!"
"TID_TUTORIAL_ELIXIRSTORAGE","Denne eliksiren må også lagres et sted."
"TID_LOCKED_IN_TUTORIAL","Fullfør opplæringen for å låse opp denne funksjonen!"
"TID_TUTORIAL_ATTACK_NPC_1","Trollmennene fra elfenbenstårnet har kommet for å hjelpe oss. La oss utslette nisseleiren!"
"TID_TUTORIAL_ATTACK_NPC_2","Godt gjort. Kom igjen, la oss banke de grønne svina gule og blå!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Angrip!"
"TID_NPC_NAME_TUTORIAL","Hevn"
"TID_NPC_NAME_TUTORIAL2","Nisseskog"
"TID_JOINALLIANCEQUESTION","Godta klaninvitasjon?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Angrep mens man er beskyttet av skjold"
"TID_POPUP_SHIELD_REMOVAL","Du kan finne en match når du vil, men skjoldets varighet forkortes hvis du starter et angrep. Hvis du har mindre enn prisen for angrep, fjernes skjoldet ditt."
"TID_UPDATE_TROOP_LEVEL","Oppgrader til nivå <number>"
"TID_LEVEL_UP","Nivå opp!"
"TID_NEW_ITEMS_UNLOCKED","Nye gjenstander låst opp"
"TID_MISSION_SCREEN_TITLE","Oppdrag"
"TID_MISSION_REWARD","Belønning:"
"TID_MISSION_COMPLETE_TITLE","Oppdrag fullført!"
"TID_ATTACK_LOCKED","Oppgrader rådhuset til nivå 2 for å låse opp dette!"
"TID_RANKTITLE","Grad"
"TID_BUTTON_REPAIR","Bygg på nytt"
"TID_DIAMOND_PACK_1","Haug med juveler"
"TID_DIAMOND_PACK_2","Pose med juveler"
"TID_DIAMOND_PACK_3","Sekk med juveler"
"TID_DIAMOND_PACK_4","Eske med juveler"
"TID_DIAMOND_PACK_5","Kiste med juveler"
"TID_TRAIN_TUTORIAL_ARROW","Hold nede"
"TID_DIAMOND_SHOP_PACK","<number> juveler"
"TID_GOLD_SHOP_PACK","<number> gull"
"TID_ELIXIR_SHOP_PACK","<number> eliksir"
"TID_RESOURCE_PACK_GOLD_FULL","Fyll gullagrene"
"TID_RESOURCE_PACK_ELIXIR_FULL","Fyll eliksirlagrene"
"TID_RESOURCE_PACK_GOLD_10","Fyll lagrene 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Fyll lagrene 10 %"
"TID_RESOURCE_PACK_GOLD_50","Fyll lagrene halvfulle"
"TID_RESOURCE_PACK_ELIXIR_50","Fyll lagrene halvfulle"
"TID_CONTAINER_MAX","Maks: <amount>"
"TID_SHOP_AVAILABLE","Bygget:"
"TID_BATTLE_LOG_COL_1","Motstander:"
"TID_BATTLE_LOG_COL_2","Tapte ressurser:"
"TID_BATTLE_LOG_COL_3","Utfall:"
"TID_PVP_BUTTON","Finn en match"
"TID_NPC_ATTACK_BUTTON","Angrip"
"TID_NPC1","Nisseutpost"
"TID_NPC2","Steinfort"
"TID_NPC3","Nissehanske"
"TID_NPC4","Kanonrace"
"TID_NPC5","To rykende løp"
"TID_NPC6","Gullfeber"
"TID_NPC7","Maginotlinjen"
"TID_NPC8","Rottedalen"
"TID_NPC9","Rå kraft"
"TID_NPC10","Nisseby"
"TID_NPC11","M for morter"
"TID_NPC12","Megablaster"
"TID_NPC13","Stillestående gjenstand"
"TID_NPC14","Fort Knott"
"TID_NPC15","Vakttårnet"
"TID_NPC16","Narregull"
"TID_NPC17","Passasje"
"TID_NPC18","Hoppeslott"
"TID_NPC19","Fikova"
"TID_NPC20","Nisseskolen"
"TID_NPC21","Danny Boy"
"TID_NPC22","Ommahha-stranden"
"TID_NPC23","Stålmurer"
"TID_NPC24","Siciliansk forsvar"
"TID_NPC25","Obsidiantårnet"
"TID_NPC26","Pilspiss"
"TID_NPC27","Rød løper"
"TID_NPC28","Naturlig forsvar"
"TID_NPC29","Stålhanske"
"TID_NPC30","Dronninggambit"
"TID_NPC31","Rett på"
"TID_NPC32","Ape i rustning"
"TID_NPC33","Skjeve tårn"
"TID_NPC34","Punktmann"
"TID_NPC35","Trippel A"
"TID_NPC36","Nissepiknik"
"TID_NPC37","Agn og bytte"
"TID_NPC38","Omfattende skade"
"TID_NPC39","Velg med omhu"
"TID_NPC40","Megaondskap"
"TID_NPC41","Krystallskorpe"
"TID_NPC42","Iskald"
"TID_NPC43","Opp og hopp"
"TID_NPC44","Kjøkkenvask"
"TID_NPC45","Ustoppelig terror"
"TID_NPC46","Megabolig"
"TID_NPC47","P.E.K.K.As lekehus"
"TID_NPC48","Istårnet"
"TID_NPC49","Nissekonge v.1"
"TID_NPC50","Nissekonge v.2"
"TID_MULTIPLAYER","Flerspiller"
"TID_SINGLEPLAYER","Enkeltspiller"
"TID_MULTIPLAYER_POINTS","Dine trofeer:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Ikke nok juveler"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Vil du skaffe flere?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Gå til butikk"
"TID_TRAINING_INFO","Trykk og hold nede enhetsikonet for å trene flere tropper."
"TID_TRAINING_INFO2","Dra enheter for å trene eller omorganisere dem"
"TID_FINISH_TRAINING","Fullfør trening:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Ny Facebook-pålogging"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Vil du koble det gjeldende spillet til denne Facebook-kontoen?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Ny Game Center-pålogging"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Vil du lagre det gjeldende spillet på denne Game Center-kontoen?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Ny pålogging til Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Vil du lagre det gjeldende spillet på denne Google-kontoen?"
"TID_GEM_POPUP_TEXT","Du er tom for juveler. Gå til butikken for å skaffe flere."
"TID_FRIEND_LIST_TEAMUP_1","Clash med venner"
"TID_FRIEND_LIST_TEAMUP_2","Venneforespørsler vises her"
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","Følg vennene dine uansett hvor de drar!"
"TID_TROOP_SPEED_UP_SUCCESS","Soldattrening ferdig!"
"TID_UPDATING_CONTENT","Laster ned innhold"
"TID_LOADING","Laster"
"TID_SHUTDOWN_STARTED","Spillet lukkes for en kort vedlikeholdspause på 5 minutter. Angrep er deaktivert i pausen."
"TID_SHUTDOWN_ATTACK_DISABLED","Angrep er deaktivert til vedlikeholdspausen er over."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center-varsling"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Vil du laste inn høvding <name> sin landsby med rådhus på nivå <number>? Advarsel: Fremdriften i det gjeldende spillet vil gå tapt."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google-kontovarsel"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Vil du laste inn høvding <name> sin landsby med rådhus på nivå <number>? Advarsel: Fremdriften i det gjeldende spillet vil gå tapt."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-varsling"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Denne Facebook-kontoen er allerede koblet til et annet Clash of Clans-spill. Koble til det gjeldende spillet isteden?"
"TID_VIEW_HIGHSCORES","Se de sterkeste klanene og spillerne fra hele verden."
"TID_STARS_TOTAL","Antall stjerner:"
"TID_SETTINGS_SCREEN_TITLE","Innstillinger"
"TID_SETTINGS_NAME","Navn"
"TID_SETTINGS_CHANGENAMENOTE","OBS! Du kan endre navnet ditt bare én gang!"
"TID_SETTINGS_MUSIC","Musikk"
"TID_SETTINGS_SFX","Lydeffekter"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Tilkoblet"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Frakoblet"
"TID_SETTINGS_SNOW","Snø"
"TID_FEEDBACK_BUTTON","Rapporter et problem"
"TID_FEEDBACK_EMAIL_TITLE","Tilbakemelding%20for%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Om"
"TID_GIVE_NAME_TITLE","Jeg heter ..."
"TID_BUTTON_DONE","Ferdig"
"TID_RATE_APP_TITLE","Vurder Clash of Clans"
"TID_RATE_APP_MESSAGE","Vurder eller skriv en omtale av Clash of Clans på App Store for å gi oss en verdifull tilbakemelding!"
"TID_RATE_APP_MESSAGE_ANDROID","Vurder eller skriv en omtale av Clash of Clans på Google Play for å gi oss en verdifull tilbakemelding!"
"TID_BUTTON_RATE_APP_LATER","Senere"
"TID_BUTTON_RATE_APP_REVIEW","Vurder"
"TID_BUTTON_RATE_APP_NEVER","Aldri"
"TID_COME_BACK_NOTIFICATION_SMALL","Kom tilbake, høvding! Armeen din trenger deg!"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Landsbyen din trenger en leder. Kom tilbake, høvding!"
"TID_COME_BACK_NOTIFICATION_LARGE","Hei, kom tilbake, landsbyen din trenger en leder!"
"TID_SETTINGS_ON","På"
"TID_SETTINGS_OFF","Av"
"TID_INVALID_NAME","Ugyldig navn! Prøv et annet."
"TID_MULTIPLAYER_COST","Kamppris:"
"TID_MULTIPLAYER_SHIELD_COST","Pris for angrep:"
"TID_MAP_LOCATION_1","P.E.K.K.As fjord"
"TID_MAP_LOCATION_2","Den forbudte skogen"
"TID_MAP_LOCATION_3","Seiersdalen"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Frossenfjord"
"TID_MAP_LOCATION_6","Røverbekken"
"TID_MAP_LOCATION_7","Steinfjord"
"TID_MAP_LOCATION_8","Aslans bue"
"TID_MAP_LOCATION_9","Surfjord"
"TID_MAP_LOCATION_10","Nisseleiren"
"TID_MAP_LOCATION_11","Det råtne havet"
"TID_MAP_LOCATION_12","Vertshuset gylne eik"
"TID_MAP_LOCATION_13","Det kolossale passet"
"TID_MAP_LOCATION_14","Forlatt skjulested"
"TID_NAME_TOO_SHORT","Navnet er for kort!"
"TID_BUILDER","Byggere:"
"TID_GUARD_BUY_CONFIRMATION","Vakt aktivert!"
"TID_SHIELD_BUY_CONFIRMATION","Skjold aktivert!"
"TID_RESOURCE_BUY_CONFIRMATION","Ressurser mottatt!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff><bundle> mottatt!</c>"
"TID_BATTLECOST","Pris:"
"TID_CLAN_TOTAL_POINTS","Poeng totalt:"
"TID_CLAN_MEMBERS","Medlemmer:"
"TID_CLAN_MEMBERS_COUNT","Medlemmer: <count>/<max>"
"TID_CLAN_TYPE","Type:"
"TID_TAP_TO_VIEW","Trykk for å se detaljer"
"TID_ALLIANCE_REQUEST_ACCEPTED","Velkommen til klanen!"
"TID_ALLIANCE_REQUEST_DECLINED","Klanforespørsel avslått!"
"TID_ADD_FRIENDS_INFO","Game Center-venner vises når du er logget på Game Center"
"TID_ADD_FRIENDS_INFO_ANDROID","Google Play-venner kommer snart!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Bygg opp klanslottet igjen"
"TID_REPAIR_CLAN_CASTLE","Lås opp klaner"
"TID_REPAIR_CLAN_CASTLE_2","Bli med i en klan for å få nye allierte, motta forsterkninger og delta i klankriger og klanleker.\n\nOpprett din egen klan for å spille med venner, verve nye medlemmer og sette et personlig preg på spillet!"
"TID_POPUP_ABOUT_TO_SELL","Er du sikker?"
"TID_TRAP_MINE_INFO","Ingenting sier «PELL DEG VEKK» som en god, gammeldags skjult bombe."
"TID_TRAP_EJECTOR_INFO","Denne spretne lille saken kaster uønskede gjester ubønnhørlig vekk fra området ditt!"
"TID_WALL_INFO","Murer er glimrende forsvarsverker, og de gjør det lett å samle fiendene innenfor skuddhold."
"TID_ABOUT","Medvirkende\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012–2024 Supercell Ltd. Med enerett.\nVenter på amerikansk patent\nAll bruk av denne programvaren er underlagt vilkårene og personvernerklæringen på www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","<amount> juveler mottatt!"
"TID_MULTIDEVICE_INFO","Logg inn med en Supercell ID-konto for å beskytte fremdriften din og spille på flere enheter."
"TID_GUARD_INFO","Det beste innen angrep og forsvar! Vakter forhindrer angrep på landsbyen din samtidig som du kan angripe andre så mye du vil. Bare tilgjengelig når skjoldet er nede!"
"TID_SHIELD_INFO","Lengevarende forsvar! Skjold hindrer angrep på landsbyen din, men skjoldets varighet reduseres dersom du angriper. Hvis du kjøper mer enn ett skjold, legges skjoldenes varighet sammen."
"TID_PLACEMENT_HINT_TUTORIAL1","Trykk flere ganger på et tomt område for å utplassere soldatene dine"
"TID_PLACEMENT_HINT_TUTORIAL2","Du kan utplassere flere soldater ved å holde fingeren nede"
"TID_PLACEMENT_HINT","Trykk eller trykk og hold for å utplassere soldater"
"TID_ACHIEVEMENT_NPC_STARS_TITLE","Ta nissene!"
"TID_ACHIEVEMENT_NPC_STARS","Vinn <number> stjerner på operasjonskartet"
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Større og bedre"
"TID_ACHIEVEMENT_TOWN_HALL","Oppgrader rådhuset til nivå <number>"
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","Søt seier!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Få i alt <number> trofeer i flerspillerkamper"
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Slipp løs beistene"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Lås opp <name> i brakkene"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Rent og pent"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Fjern <number> hindringer (trær, steiner, busker)"
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Venner i nød"
"TID_ACHIEVEMENT_DONATE_UNITS","Gi bort forsterkninger tilsvarende <number> fulle klanslott"
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Gullgrabber"
"TID_ACHIEVEMENT_LOOT_GOLD","Stjel <number> gull"
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Eliksireskapade"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Stjel <number> eliksir"
"TID_ACHIEVEMENT_CASTLE_TITLE","Nasjonsbygger"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Bygg opp klanslottet igjen"
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Oppgrader klanslottet til nivå <number>"
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Murknuser"
"TID_ACHIEVEMENT_DESTROY_WALLS","Ødelegg <number> murer i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Fornedrer"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Ødelegg <number> rådhus i flerspillerkamper"
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Erobrer"
"TID_ACHIEVEMENT_PVP_ATTACKS","Vinn <number> flerspillerkamper"
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Uknuselig"
"TID_ACHIEVEMENT_PVP_DEFENSES","Forsvar deg mot <number> angrep"
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Mortermorder"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Ødelegg <number> mortere i flerspillerkamper"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Mestertyv"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Stjel <number> mørk eliksir"
"TID_MOREGAMES","Flere spill"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Få belønning"
"TID_POPUP_ACHIEVEMENTS_TITLE","Utmerkelser"
"TID_ACHIEVEMENTS_INFO","Utmerkelser også i Game Center"
"TID_ACHIEVEMENTS_INFO_ANDROID","Utmerkelser også i Google Play"
"TID_ACHIEVEMENTS_COMPLETED","Fullført:"
"TID_ACHIEVEMENTS_REWARD","Belønninger:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","Utmerkelse tildelt! Du fikk <number> juveler."
"TID_X","x"
"TID_NO_MESSAGES","Ingen nye meldinger"
"TID_NO_MESSAGES_TEXT","Så snart du har bygget opp klanslottet igjen, får du klaninvitasjoner her"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Språkinnstillinger"
"TID_POPUP_CHANGE_LANGUAGE","Er du sikker på at du vil endre språkinnstillingene?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Klanturnering"
"TID_LEADERBOARDBANNER_REWARD","De 3 beste klanene får: (likt fordelt mellom de 20 beste spillerne i klanen)"
"TID_LEADERBOARDBANNER_TIMELEFT","Slutter om:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Større lagre"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Oppgrader et gullager til nivå <number>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Streikebryter"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Ødelegg <number> byggerhytter i flerspillerkamper"
"TID_MOVEMENT_SPEED","Hastighet:"
"TID_TRAP_SUPERBOMB","Kjempebombe"
"TID_TRAP_SUPERBOMB_INFO","Hvis det er store smell du er ute etter, er kjempebomben veien å gå."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","Utmerkelse tildelt!"
"TID_PUSH_ATTACKED","Landsbyen ble raidet av <attacker>!"
"TID_SURRENDER_POPUP_TITLE","Overgi deg?"
"TID_SURRENDER_POPUP_TEXT","Høvding, er du sikker på at du vil gjøre retrett? Hæren vår vil tape kampen!"
"TID_END_BATTLE_POPUP_TITLE","Avslutte kampen?"
"TID_END_BATTLE_POPUP_TEXT","Høvding, er du sikker på at du vil avslutte kampen allerede nå?"
"TID_SHIELD_ON_COOLDOWN","Skjoldet er ikke tilgjengelig ennå!"
"TID_COOLDOWN","Ventetid:"
"TID_WAITING_FOR_COOLDOWN","Tilgjengelig:"
"TID_FAQ_BUTTON","Hjelp og støtte"
"TID_FAQ_WINDOW_TITLE","Hjelp og støtte"
"TID_FORUMS_BUTTON","Forum"
"TID_HINT_WELCOME","For lenge, lenge siden i en lysning i en magisk skog ..."
"TID_HINT_UPGRADE_CANNONS","Oppgrader kanonene dine for å forsvare deg bedre mot inntrengere"
"TID_HINT_SHIELD","Tar du en pause fra Clash of Clans? Kjøp et skjold for å beskytte trofeene dine!"
"TID_HINT_UPGRADE_TROOPS","Gjør hæren bedre! Bygg laboratoriet for å oppgradere soldatene dine"
"TID_HINT_UPGRADE_MINES","Tom for gull? Prøv å oppgradere gullgruvene"
"TID_HINT_BUY_TROOP_HOUSING","Oppgrader militærleirene dine for å bygge en enorm hær!"
"TID_HINT_UPGRADE_WALLS","Oppgrader muren for å forsinke fienden"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Forsvarsbygninger som kanoner kan ikke skyte mens de oppgraderes"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Gullgruver og eliksirpumper produserer ikke ressurser mens de oppgraderes"
"TID_HINT_RESOURCE_LOSSES","Selv om landsbyen din blir helt ødelagt, vil du alltid beholde litt gull og eliksir"
"TID_HINT_DEFENSE","Godt forsvar er like viktig som aggressivt angrep"
"TID_HINT_BARBARIAN_TARGET","Barbarer angriper vanligvis det som er nærmest, uansett hva slags bygning det er"
"TID_HINT_ARCHER_TARGET","Bueskyttere angriper alt innen rekkevidde"
"TID_HINT_GOBLIN_TARGET","Nisser tørster etter gull og eliksir. Favorittmålet deres er ressursbygninger"
"TID_HINT_GOBLIN_DAMAGE","Nisser forårsaker dobbel skade på ressursbygninger"
"TID_HINT_GIANT_TARGET","Kjemper foretrekker å angripe forsvarsbygninger som kanoner"
"TID_HINT_GIANT_DEPLOY","Kjemper kan ta imot mye skade. Utplasser dem først slik at de tiltrekker seg forsvarernes oppmerksomhet."
"TID_HINT_WALLBREAKER_TARGET","Murbrekkere sprenger hull i murer som hindrer adgang til fiendtlige bygninger."
"TID_HINT_WALLBREAKER_DAMAGE","Murbrekkere påfører stor skade på fiendens murer, men de sprenger seg selv samtidig"
"TID_HINT_BALLOON_TARGET","Ballonger angriper primært fiendeforsvar som kanoner"
"TID_HINT_BALLOON_AIR","Ballongen er en luftenhet. Det betyr at kanoner og mortere ikke kan angripe den"
"TID_HINT_WIZARD_INFO","Trollmenn påfører andre mye skade, men tåler lite selv"
"TID_HINT_HEALER_INFO","Helbredere kan helbrede bakkestyrker, men angriper ikke fiender"
"TID_HINT_HEALER_AIR","Helbrederen er en luftenhet. Luftforsvar og skyttertårn kan skyte henne ned raskt"
"TID_HINT_DRAGON_AIR","Dragen er en sterk luftenhet som kan angripe mål både på bakken og i luften"
"TID_HINT_PEKKA_INFO","Er P.E.K.K.A en ridder? En samurai? En robot? Ingen vet!"
"TID_HINT_PEKKA_TRAP","P.E.K.K.A.s rustning er så tung at sprettfellen ikke fungerer på henne."
"TID_HINT_CANNON_TARGET","Kanoner kan kun angripe bakkeenheter"
"TID_HINT_MORTAR_TARGET","Mortere kan kun angripe bakkestyrker"
"TID_HINT_MORTAR_DAMAGE","Mortere skader alle enheter i nærheten av der skuddet treffer"
"TID_HINT_ARCHER_TOWER_TARGET","Bueskyttertårn kan angripe mål i luften og på bakken"
"TID_HINT_AIR_DEFENSE_TARGET","Luftforsvarets raketter fungerer kun mot luftenheter"
"TID_HINT_WIZARD_TOWER_DAMAGE","Trollmannstårnet skader alle enheter i målområdet"
"TID_HINT_WIZARD_TOWER_TARGET","Trollmannstårnet kan angripe mål både på bakken og i luften"
"TID_HINT_TESLA_HIDDEN","Det skjulte teslatårnet er gjemt for fiendene inntil de er nærme nok"
"TID_HINT_TESLA_TARGET","Den skjulte teslaen kan angripe mål både på bakken og i luften"
"TID_HINT_TRAPS_TARGET","Feller er gjemt for fiender inntil de kommer nærme nok"
"TID_HINT_OBSTACLES","Du kan noen ganger få belønninger som juveler ved å fjerne hindringer som steiner og trær"
"TID_HINT_BATTLE_LOG","I kamphistorikken ser du informasjon om angrep mot landsbyen din"
"TID_HINT_REPLAY","Du kan se kamper i reprise via kamphistorikken!"
"TID_HINT_ENEMY_TOWN_HALL","Når du ødelegger fiendens rådhus, får du alltid en stjerne"
"TID_HINT_CLAN_CASTLE","Soldater i klanslottet forsvarer landsbyen din"
"TID_HINT_CAMP","Soldatene i leirene kan kun benyttes i angrep, de forsvarer ikke landsbyen din"
"TID_HINT_SHIELD2","Et aktivt skjold beskytter deg mot alle angrep, men skjoldets varighet forkortes når du angriper andre."
"TID_HINT_SHIELD_GAIN","Du får et gratis skjold hvis en fiende angriper landsbyen din"
"TID_HINT_SHIELD_GAIN_TIME","Hvis landsbyen din blir mye skadet, får du et skjold som varer lenger"
"TID_HINT_SHIELD_LOSE","Hvis du angriper en annen spiller mens du har et aktivt skjold, reduseres skjoldets varighet med noen timer"
"TID_HINT_SHIELD_SINGLE_PLAYER","Du kan angripe nissehorden (i enkelspilleroppdrag) uten å miste det aktive skjoldet"
"TID_HINT_SINGLE_PLAYER_REWARDS","Trenger du mer gull til en oppgradering? Stjel det fra nissene i enkelspilleroppdrag!"
"TID_HINT_TROPHY_COUNT","Trofeer som du vinner, blir trukket fra motstanderens trofeer."
"TID_HINT_ACHIEVEMENT_GEMS","Fullfør utmerkelser for å tjene grønne juveler!"
"TID_HINT_UNLOCKS","Oppgrader rådhuset for å låse opp nye bygninger og oppgradere eksisterende bygninger til et høyere nivå"
"TID_HINT_REBUILD_CLANCASTLE","Bygg opp det ødelagte klanslottet igjen for å samarbeide med andre spillere!"
"TID_HINT_CLAN_REINFORCEMENTS","Bruk klanslottet til å be om forsterkninger fra medspillere!"
"TID_HINT_CLAN_TROOP_DEPLOY","Klanslott-forsterkninger kan forsvare landsbyen din mot fiendeangrep, eller du kan bruke dem i angrep"
"TID_HINT_SPELL_LIGTHNING","Lynformelen skader enheter og bygninger innenfor et lite område."
"TID_HINT_SPELL_HEALING","Helbredelsesformelen helbreder enheter som befinner seg innenfor formelens virkeområde."
"TID_HINT_SPELL_RAGE","Raseriformelen gjør enheter som befinner seg innenfor formelens virkeområde både sterkere og raskere."
"TID_HINT_SPELL_JUMP","Hoppeformelen skaper en midlertidig vei over fiendens murer der troppene dine kan gå."
"TID_HINT_SPELL_JUMP_2","Prøv å bruke hoppeformelen for å omdirigere tropper som er opptatte med å angripe en mur."
"TID_HINT_FORUMS","Bli med i Clash of Clans-forumene! Se i Innstillinger - Mer."
"TID_HINT_LABORATORY","Du kan oppgradere soldatene i laboratoriet for å gjøre dem bedre og sterkere!"
"TID_HINT_DPS","Skadestatistikken for enheter og kanontårn måles i Skade per sekund."
"TID_HINT_LABORATORY_UPGRADES","Du kan ikke avbryte oppgraderinger i laboratoriet når de først er startet. Planlegg godt!"
"TID_HINT_USABLE_WHILE_UPGRADING","Leirer, klanslott og lagre fungerer mens de oppgraderes."
"TID_HINT_END_BATTLE","Du kan avslutte en kamp og innkassere seieren når du har vunnet minst én stjerne i kampen."
"TID_HINT_CHAT_REPORT","Hvis du ser en støtende melding i nettpraten, kan du trykke på den og velge \qRapporter\q for å rapportere spilleren."
"TID_HINT_CHAT_REPORT_LIMIT","Ikke rapporter spillere i nettpraten hvis ikke det er nødvendig - det er ingen grunn til å overdrive!"
"TID_HINT_REVENGE_OF_REVENGE","Hevnangrep er ikke tilgjengelig mot spillere som du angrep først."
"TID_HINT_BATTLE_ENDS","Kampen er over når du har brukt opp alle soldatene, klanforsterkningene og skadeformlene dine."
"TID_HINT_XBOW_LVL_8","Hvis du oppgraderer rådhuset, får du tilgang til X-buen, et nytt forsvarsvåpen."
"TID_HINT_XBOW_TARGETS_1","Du kan stille inn X-buen til å angripe mål både i luften og på bakken på kort avstand."
