"TID","ES"
"TID_TUTORIAL_ELIXIR_1","El elixir sirve para entrenar tropas y construir estructuras."
"TID_TUTORIAL_ELIXIR_2","Puedes extraer elixir de las profundidades de la aldea. ¡Inténtalo!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","El recolector solo puede almacenar una pequeña cantidad de elixir."
"TID_TUTORIAL_ELIXIR_STORAGE_2","¡Construyamos un almacén de elixir para poder guardar más!"
"TID_TUTORIAL_GOLD_STORAGE_1","También necesitamos un lugar seguro para las reservas de oro."
"TID_TUTORIAL_GOLD_STORAGE_2","¡Construye un almacén de oro para poder guardarlo!"
"TID_TUTORIAL_BARRACK_1","¡Necesitamos un ejército para luchar contra los duendes! Construyamos un cuartel."
"TID_TUTORIAL_TRAIN_1","¡Entrenemos a las tropas!"
"TID_TUTORIAL_TRAIN_2","Toca el cuartel y selecciona Entrenar."
"TID_TUTORIAL_CHANGE_NAME","¡Ha sido una gran batalla! ¿Con qué nombre deberíamos conocerte en nuestra historia?"
"TID_TUTORIAL_TOWN_HALL_1","Con el oro que les quitamos a los duendes, podemos permitirnos mejorar el ayuntamiento."
"TID_TUTORIAL_TOWN_HALL_2","¡Buen trabajo! Ahora podemos construir nuevas estructuras de la tienda gracias a la mejora del ayuntamiento."
"TID_TUTORIAL_ACHIEVEMENTS","Si buscas nuevos desafíos, toca aquí."
"TID_TUTORIAL_ACHIEVEMENTS2","Jefe, se nota que sabes lo que haces. ¡La aldea entera cuenta contigo!"
"TID_GOBLIN_SPEAKS_1","¡Aaaaarg! ¡Aún no he acabado contigo!"
"TID_GOBLIN_SPEAKS_2","Me has derrotado una vez, pero este campamento de duendes es mucho más duro."
"TID_TUTORIAL_GOLDSTORAGE","Además, necesitas un lugar para almacenar el oro."
"TID_TUTORIAL_ELIXIRSTORAGE","También necesitas un lugar para almacenar el elixir."
"TID_LOCKED_IN_TUTORIAL","Completa el tutorial para desbloquear esta función."
"TID_TUTORIAL_ATTACK_NPC_1","Los magos de la torre de marfil han venido a ayudarnos. ¡Arrasemos el campamento de los duendes!"
"TID_TUTORIAL_ATTACK_NPC_2","Bien hecho. Ahora, ¡vamos a darles patadas en sus verdes traseros!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Atacar"
"TID_NPC_NAME_TUTORIAL","Venganza"
"TID_NPC_NAME_TUTORIAL2","Bosque de duendes"
"TID_JOINALLIANCEQUESTION","Aceptar invitación del clan"
"TID_POPUP_SHIELD_REMOVAL_TITLE","Atacar teniendo escudo"
"TID_POPUP_SHIELD_REMOVAL","Puedes buscar batallas en cualquier momento, pero si atacas, la duración de tu escudo se reducirá. Si esta es menor que el coste de ataque, el escudo se eliminará por completo."
"TID_UPDATE_TROOP_LEVEL","Mejorar al nivel <number>"
"TID_LEVEL_UP","¡Nuevo nivel!"
"TID_NEW_ITEMS_UNLOCKED","Nuevos objetos desbloqueados"
"TID_MISSION_SCREEN_TITLE","Misiones"
"TID_MISSION_REWARD","Recompensa:"
"TID_MISSION_COMPLETE_TITLE","¡Misión completada!"
"TID_ATTACK_LOCKED","Mejora el ayuntamiento al nivel 2 para desbloquear esto."
"TID_RANKTITLE","Rango"
"TID_BUTTON_REPAIR","Reparar"
"TID_DIAMOND_PACK_1","Pila de gemas"
"TID_DIAMOND_PACK_2","Bolsa de gemas"
"TID_DIAMOND_PACK_3","Saco de gemas"
"TID_DIAMOND_PACK_4","Caja de gemas"
"TID_DIAMOND_PACK_5","Cofre de gemas"
"TID_TRAIN_TUTORIAL_ARROW","Mantener"
"TID_DIAMOND_SHOP_PACK","<number> gemas"
"TID_GOLD_SHOP_PACK","<number> de oro"
"TID_ELIXIR_SHOP_PACK","<number> de elixir"
"TID_RESOURCE_PACK_GOLD_FULL","Almacenes al 100 %"
"TID_RESOURCE_PACK_ELIXIR_FULL","Almacenes al 100 %"
"TID_RESOURCE_PACK_GOLD_10","Almacenes al 10 %"
"TID_RESOURCE_PACK_ELIXIR_10","Almacenes al 10 %"
"TID_RESOURCE_PACK_GOLD_50","Almacenes al 50 %"
"TID_RESOURCE_PACK_ELIXIR_50","Almacenes al 50 %"
"TID_CONTAINER_MAX","Máx.: <amount>"
"TID_SHOP_AVAILABLE","Tienes:"
"TID_BATTLE_LOG_COL_1","Rival:"
"TID_BATTLE_LOG_COL_2","Recursos perdidos:"
"TID_BATTLE_LOG_COL_3","Resultado:"
"TID_PVP_BUTTON","Buscar batalla"
"TID_NPC_ATTACK_BUTTON","Atacar"
"TID_NPC1","Puesto de duendes"
"TID_NPC2","Fuerte rocoso"
"TID_NPC3","Guantelete duende"
"TID_NPC4","Bola de cañón"
"TID_NPC5","Armas disparadas"
"TID_NPC6","Fiebre del oro"
"TID_NPC7","Línea Maginot"
"TID_NPC8","Valle de ratas"
"TID_NPC9","Fuerza bruta"
"TID_NPC10","Ciudad de duendes"
"TID_NPC11","Morterolandia"
"TID_NPC12","Megaexplosión"
"TID_NPC13","Impasibles"
"TID_NPC14","Mando fuerte"
"TID_NPC15","Torre vigía"
"TID_NPC16","El oro del tonto"
"TID_NPC17","Vía pública"
"TID_NPC18","Castillo de rebote"
"TID_NPC19","Fikova"
"TID_NPC20","Campus trasgus"
"TID_NPC21","El patio de mi casa"
"TID_NPC22","Playa de Ommahha"
"TID_NPC23","Muros de acero"
"TID_NPC24","Defensa siciliana"
"TID_NPC25","Torre de obsidiana"
"TID_NPC26","Cabeza de flecha"
"TID_NPC27","Alfombra roja"
"TID_NPC28","Defensa natural"
"TID_NPC29","Guantelete de acero"
"TID_NPC30","Gambito de dama"
"TID_NPC31","Ataque frontal"
"TID_NPC32","Mono armado"
"TID_NPC33","Torres defectuosas"
"TID_NPC34","Hombre punta"
"TID_NPC35","Triple A"
"TID_NPC36","Pícnic de duendes"
"TID_NPC37","Pesca con cebo"
"TID_NPC38","Daños colaterales"
"TID_NPC39","Elección sabia"
"TID_NPC40","Malvadía"
"TID_NPC41","Corteza de cristal"
"TID_NPC42","Gélido frío"
"TID_NPC43","Tierra de saltos"
"TID_NPC44","Fregadero"
"TID_NPC45","Terror rodante"
"TID_NPC46","Megamansión"
"TID_NPC47","Juguetería de la P.E.K.K.A."
"TID_NPC48","Torres Sorbete"
"TID_NPC49","Reino duende I"
"TID_NPC50","Reino duende II"
"TID_MULTIPLAYER","Multijugador"
"TID_SINGLEPLAYER","Un jugador"
"TID_MULTIPLAYER_POINTS","Tus trofeos:"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Gemas insuficientes"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","¿Quieres conseguir más?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Ir a la tienda"
"TID_TRAINING_INFO","Toca y mantén el icono de la tropa para entrenar a varias unidades."
"TID_TRAINING_INFO2","Arrastra unidades para entrenarlas o reordenarlas."
"TID_FINISH_TRAINING","Terminar ahora:"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Conexión con Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","¿Quieres enlazar la partida actual con esta cuenta de Facebook?"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Conexión con Game Center."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","¿Quieres guardar la partida actual en esta cuenta de Game Center?"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Conexión con Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","¿Quieres guardar la partida actual en esta cuenta de Google?"
"TID_GEM_POPUP_TEXT","No tienes gemas. ¡Ve a la tienda a comprar más!"
"TID_FRIEND_LIST_TEAMUP_1","¡Juega a Clash of Clans con amigos!"
"TID_FRIEND_LIST_TEAMUP_2","Aquí se mostrarán las solicitudes de amistad."
"TID_FRIEND_LIST_TEAMUP_2_FRIENDS","¡Sigue a tus amigos a cualquier sitio!"
"TID_TROOP_SPEED_UP_SUCCESS","¡Entrenamiento terminado!"
"TID_UPDATING_CONTENT","Descargando contenido..."
"TID_LOADING","Cargando..."
"TID_SHUTDOWN_STARTED","Dentro de 5 minutos, el juego se detendrá por motivos de mantenimiento. No se podrá atacar durante la pausa."
"TID_SHUTDOWN_ATTACK_DISABLED","No se podrá atacar hasta que terminen las labores de mantenimiento."
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","¿Quieres cargar la aldea del jefe <name> con un ayuntamiento de nivel <number>? Aviso: se perderá el progreso de la partida actual."
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","¿Quieres cargar la aldea del jefe <name> con un ayuntamiento de nivel <number>? Aviso: se perderá el progreso de la partida actual."
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Aviso de Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Esta cuenta de Facebook ya está enlazada a otra partida de Clash of Clans. ¿Quieres enlazarla a la partida actual?"
"TID_VIEW_HIGHSCORES","Echa un vistazo a los mejores clanes y jugadores de todo el mundo."
"TID_STARS_TOTAL","Tus estrellas:"
"TID_SETTINGS_SCREEN_TITLE","Ajustes"
"TID_SETTINGS_NAME","Nombre"
"TID_SETTINGS_CHANGENAMENOTE","AVISO: solo puedes cambiar una vez de nombre."
"TID_SETTINGS_MUSIC","Música"
"TID_SETTINGS_SFX","Efectos de sonido"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Desconectado"
"TID_SETTINGS_SNOW","Nieve"
"TID_FEEDBACK_BUTTON","Informar de un problema"
"TID_FEEDBACK_EMAIL_TITLE","Comentarios%20de%20Clash%20of%20Clans"
"TID_ABOUT_BUTTON","Información"
"TID_GIVE_NAME_TITLE","Me llamo..."
"TID_BUTTON_DONE","Hecho"
"TID_RATE_APP_TITLE","Valorar Clash of Clans"
"TID_RATE_APP_MESSAGE","Valora o deja un comentario sobre Clash of Clans en el App Store para que sepamos tu opinión."
"TID_RATE_APP_MESSAGE_ANDROID","Valora o deja un comentario sobre Clash of Clans en Google Play para que sepamos tu opinión."
"TID_BUTTON_RATE_APP_LATER","Más tarde"
"TID_BUTTON_RATE_APP_REVIEW","Valorar"
"TID_BUTTON_RATE_APP_NEVER","Nunca"
"TID_COME_BACK_NOTIFICATION_SMALL","¡Vuelve, jefe! Tu ejército te necesita."
"TID_COME_BACK_NOTIFICATION_MEDIUM","Tu aldea necesita un líder. ¡Vuelve, jefe!"
"TID_COME_BACK_NOTIFICATION_LARGE","¡Eh, vuelve! ¡Tu aldea necesita un líder!"
"TID_SETTINGS_ON","Sí"
"TID_SETTINGS_OFF","No"
"TID_INVALID_NAME","El nombre no es válido. Prueba con otro."
"TID_MULTIPLAYER_COST","Coste de la partida:"
"TID_MULTIPLAYER_SHIELD_COST","Coste de ataque:"
"TID_MAP_LOCATION_1","Lago de la P.E.K.K.A."
"TID_MAP_LOCATION_2","Bosque prohibido"
"TID_MAP_LOCATION_3","Valle de la victoria"
"TID_MAP_LOCATION_4","Barbaria"
"TID_MAP_LOCATION_5","Lago Helado"
"TID_MAP_LOCATION_6","Cala Botín"
"TID_MAP_LOCATION_7","Lago Piedra"
"TID_MAP_LOCATION_8","Arco Aslan"
"TID_MAP_LOCATION_9","Lago Agrio"
"TID_MAP_LOCATION_10","Campamento de duendes"
"TID_MAP_LOCATION_11","Mar Podrido"
"TID_MAP_LOCATION_12","Posada Robles de oro"
"TID_MAP_LOCATION_13","Paso Colosal"
"TID_MAP_LOCATION_14","Guarida abandonada"
"TID_NAME_TOO_SHORT","Nombre demasiado corto"
"TID_BUILDER","Constructores:"
"TID_GUARD_BUY_CONFIRMATION","¡Guardia activada!"
"TID_SHIELD_BUY_CONFIRMATION","¡Escudo activado!"
"TID_RESOURCE_BUY_CONFIRMATION","¡Recursos recibidos!"
"TID_BUNDLE_BUY_CONFIRMATION","<ce53cff>¡Has recibido tu <bundle>!</c>"
"TID_BATTLECOST","Coste:"
"TID_CLAN_TOTAL_POINTS","Puntos:"
"TID_CLAN_MEMBERS","Miembros:"
"TID_CLAN_MEMBERS_COUNT","Miembros (<count>/<max>)"
"TID_CLAN_TYPE","Tipo:"
"TID_TAP_TO_VIEW","Toca para ver más detalles."
"TID_ALLIANCE_REQUEST_ACCEPTED","¡El clan te da la bienvenida!"
"TID_ALLIANCE_REQUEST_DECLINED","Se ha denegado la solicitud de clan."
"TID_ADD_FRIENDS_INFO","Los amigos de Game Center aparecen cuando inicias sesión en este servicio."
"TID_ADD_FRIENDS_INFO_ANDROID","¡Pronto estarán disponibles los amigos de Google Play!"
"TID_GAME_CENTER","Game Center"
"TID_REPAIR_CLAN_CASTLE_TITLE","Reconstruir el castillo del clan"
"TID_REPAIR_CLAN_CASTLE","¡Desbloqueará los clanes!"
"TID_REPAIR_CLAN_CASTLE_2","Únete a un clan para aliarte con otros jugadores, recibir tropas de refuerzo y participar en las guerras de clanes y en los Juegos del Clan.\n\nTambién puedes crear tu propio clan para jugar con tus amigos, reclutar a nuevos miembros ¡y dejar huella en el reino!"
"TID_POPUP_ABOUT_TO_SELL","¿Seguro?"
"TID_TRAP_MINE_INFO","Nada expresa mejor lo poco bienvenidos que son los enemigos que una buena bomba oculta."
"TID_TRAP_EJECTOR_INFO","Esta divertida trampa saltarina mantendrá a las visitas no deseadas fuera de tu propiedad."
"TID_WALL_INFO","Los muros son ideales para mantener la aldea a salvo y a tus enemigos en la línea de fuego."
"TID_ABOUT","Créditos\n\n<names>\n\nClash of Clans™ <version>\nCopyright 2012-2024 Supercell Ltd. Todos los derechos reservados.\nSolicitud de patente en tramitación en EE. UU.\nEl uso de este software está sujeto a las Condiciones del servicio y a la Política de privacidad que encontrarás en www.supercell.com."
"TID_GEM_BUY_CONFIRMATION","¡Has recibido <amount> gemas!"
"TID_MULTIDEVICE_INFO","Inicia sesión con tu Supercell ID para guardar tu progreso y jugar en distintos dispositivos."
"TID_GUARD_INFO","¡Lo mejor en ataque y defensa! La guardia impide que ataquen tu aldea y te permite atacar a otros cuanto quieras. Solo se puede usar cuando el escudo está desactivado."
"TID_SHIELD_INFO","¡Defensa duradera! El escudo impide que ataquen tu aldea, pero si tú atacas, el tiempo restante de tu escudo se reducirá. Si compras varios escudos, sus efectos se acumularán."
"TID_PLACEMENT_HINT_TUTORIAL1","Toca varias veces en una zona vacía para desplegar tus tropas."
"TID_PLACEMENT_HINT_TUTORIAL2","Toca y mantén para desplegar varias unidades."
"TID_PLACEMENT_HINT","Toca para desplegar una unidad o mantén para desplegar varias."
"TID_ACHIEVEMENT_NPC_STARS_TITLE","¡A por los duendes!"
"TID_ACHIEVEMENT_NPC_STARS","Gana <number> estrellas en el modo de un jugador."
"TID_ACHIEVEMENT_TOWN_HALL_TITLE","Más grande y mejor"
"TID_ACHIEVEMENT_TOWN_HALL","Mejora el ayuntamiento al nivel <number>."
"TID_ACHIEVEMENT_VICTORY_POINTS_TITLE","¡Dulce victoria!"
"TID_ACHIEVEMENT_VICTORY_POINTS","Consigue un total de <number> trofeos en batallas multijugador."
"TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE","Libera a las bestias"
"TID_ACHIEVEMENT_UNIT_UNLOCK","Desbloquea esta unidad en el cuartel: <name>."
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE","Aldea bonita y despejada"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES","Elimina <number> obstáculos (árboles, rocas, arbustos...)."
"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","Amigos en apuros"
"TID_ACHIEVEMENT_DONATE_UNITS","Dona <number> tropas de refuerzo a tus aliados a través del castillo del clan."
"TID_ACHIEVEMENT_LOOT_GOLD_TITLE","Ladrón de oro"
"TID_ACHIEVEMENT_LOOT_GOLD","Roba <number> de oro."
"TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE","Ladrón de elixir"
"TID_ACHIEVEMENT_LOOT_ELIXIR","Roba <number> de elixir."
"TID_ACHIEVEMENT_CASTLE_TITLE","Levantador de imperios"
"TID_ACHIEVEMENT_CASTLE_REPAIR","Reconstruye el castillo del clan."
"TID_ACHIEVEMENT_CASTLE_UPGRADE","Mejora el castillo del clan al nivel <number>."
"TID_ACHIEVEMENT_DESTROY_WALLS_TITLE","Revientamuros"
"TID_ACHIEVEMENT_DESTROY_WALLS","Destruye <number> muros en batallas multijugador."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE","Humillador"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL","Destruye <number> ayuntamientos en batallas multijugador."
"TID_ACHIEVEMENT_PVP_ATTACKS_TITLE","Conquistador"
"TID_ACHIEVEMENT_PVP_ATTACKS","Gana <number> batallas multijugador."
"TID_ACHIEVEMENT_PVP_DEFENSES_TITLE","Invencible"
"TID_ACHIEVEMENT_PVP_DEFENSES","Defiéndete con éxito de <number> ataques."
"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","Machacamorteros"
"TID_ACHIEVEMENT_DESTROY_MORTARS","Destruye <number> morteros en batallas multijugador."
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","Asalto heroico"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","Roba <number> de elixir oscuro."
"TID_MOREGAMES","Más juegos"
"TID_ACHIEVEMENT_CLAIM_BUTTON","Reclamar"
"TID_POPUP_ACHIEVEMENTS_TITLE","Logros"
"TID_ACHIEVEMENTS_INFO","Comparte tus logros en Game Center."
"TID_ACHIEVEMENTS_INFO_ANDROID","Comparte tus logros en Google Play."
"TID_ACHIEVEMENTS_COMPLETED","Conseguidos:"
"TID_ACHIEVEMENTS_REWARD","Recompensa:"
"TID_ACHIEVEMENT_REWARD_CLAIMED","¡Logro conseguido! Has recibido <number> gemas."
"TID_X","x"
"TID_NO_MESSAGES","No hay mensajes nuevos"
"TID_NO_MESSAGES_TEXT","Una vez que hayas reconstruido el castillo, empezarás a recibir invitaciones."
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Configuración de idioma"
"TID_POPUP_CHANGE_LANGUAGE","¿Seguro que quieres cambiar el idioma?"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Torneo de clanes"
"TID_LEADERBOARDBANNER_REWARD","Los 3 primeros clanes reciben lo siguiente (a repartir equitativamente entre los 20 mejores jugadores del clan):"
"TID_LEADERBOARDBANNER_TIMELEFT","Termina en:"
"TID_ACHIEVEMENT_GOLDSTORAGE_TITLE","Almacenes más grandes"
"TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE","Mejora un almacén de oro al nivel <number>."
"TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE","Antigremios"
"TID_ACHIEVEMENT_DESTROY_BUILDER","Destruye <number> chozas de constructor en batallas multijugador."
"TID_MOVEMENT_SPEED","Velocidad:"
"TID_TRAP_SUPERBOMB","Conjunto de explosivos"
"TID_TRAP_SUPERBOMB_INFO","Si buscas provocar una gran explosión, necesitarás este exclusivo conjunto de explosivos."
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_ACHIEVEMENT_COMPLETED","¡Logro conseguido!"
"TID_PUSH_ATTACKED","¡<attacker> ha arrasado tu aldea!"
"TID_SURRENDER_POPUP_TITLE","¿Rendirse?"
"TID_SURRENDER_POPUP_TEXT","Jefe, ¿seguro que quieres dar la orden de retirada? ¡Nuestro ejército será derrotado!"
"TID_END_BATTLE_POPUP_TITLE","Terminar batalla"
"TID_END_BATTLE_POPUP_TEXT","Jefe, ¿seguro que quieres terminar la batalla ahora?"
"TID_SHIELD_ON_COOLDOWN","¡Escudo no disponible todavía!"
"TID_COOLDOWN","Recuperación:"
"TID_WAITING_FOR_COOLDOWN","Disponible:"
"TID_FAQ_BUTTON","Ayuda y asistencia"
"TID_FAQ_WINDOW_TITLE","Ayuda y asistencia"
"TID_FORUMS_BUTTON","Foros"
"TID_HINT_WELCOME","Érase una vez, en el claro de un bosque mágico..."
"TID_HINT_UPGRADE_CANNONS","Mejora tus cañones para reforzar tu defensa contra los intrusos."
"TID_HINT_SHIELD","¿Vas a dejar de jugar durante un tiempo? Compra un escudo para proteger tus trofeos."
"TID_HINT_UPGRADE_TROOPS","¡Fortalece tu ejército! Construye el laboratorio y mejora tus tropas."
"TID_HINT_UPGRADE_MINES","¿Se te ha acabado el oro? Prueba a mejorar tus minas de oro."
"TID_HINT_BUY_TROOP_HOUSING","Mejora los campamentos para aumentar la capacidad de tu ejército."
"TID_HINT_UPGRADE_WALLS","Mejora tus muros para frenar al enemigo."
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Las construcciones defensivas, como los cañones, no pueden disparar mientras se están mejorando."
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Las minas de oro y los recolectores de elixir no generan recursos mientras están siendo mejorados."
"TID_HINT_RESOURCE_LOSSES","Siempre conservarás algo de oro y elixir aunque tu aldea sea destruida por completo."
"TID_HINT_DEFENSE","Una buena defensa es tan importante como un buen ataque."
"TID_HINT_BARBARIAN_TARGET","Los bárbaros tienden a atacar las unidades más cercanas independientemente de su clase."
"TID_HINT_ARCHER_TARGET","Las arqueras atacan todo a su alcance."
"TID_HINT_GOBLIN_TARGET","Los duendes son avariciosos con el oro y el elixir, así que sus objetivos favoritos son los edificios de recursos."
"TID_HINT_GOBLIN_DAMAGE","Los duendes infligen el doble de daño a los edificios de recursos."
"TID_HINT_GIANT_TARGET","Los gigantes prefieren atacar a estructuras defensivas, como por ejemplo los cañones."
"TID_HINT_GIANT_DEPLOY","Los gigantes pueden absorber mucho daño, así que despliégalos a ellos primero para atraer el fuego enemigo."
"TID_HINT_WALLBREAKER_TARGET","Los rompemuros hacen agujeros en los muros enemigos."
"TID_HINT_WALLBREAKER_DAMAGE","Los rompemuros causan graves daños a los muros enemigos, pero se revientan a sí mismos en el proceso."
"TID_HINT_BALLOON_TARGET","Los globos bombásticos atacan las defensas enemigas, tales como cañones."
"TID_HINT_BALLOON_AIR","El globo bombástico es una unidad aérea, por lo que cañones y morteros no pueden derribarlo."
"TID_HINT_WIZARD_INFO","Los magos pueden hacer mucho daño, pero son bastante vulnerables."
"TID_HINT_HEALER_INFO","Las curanderas pueden curar a tus unidades terrestres, pero no atacarán a los enemigos."
"TID_HINT_HEALER_AIR","La curandera es una unidad voladora muy vulnerable a los cohetes de defensa y a las torres de arqueras."
"TID_HINT_DRAGON_AIR","El dragón es una poderosa unidad voladora que ataca objetivos terrestres y aéreos."
"TID_HINT_PEKKA_INFO","¿Qué es la P.E.K.K.A., un samurái o un robot? ¡Nadie lo sabe!"
"TID_HINT_PEKKA_TRAP","La armadura de la P.E.K.K.A. pesa tanto que la trampa con muelle no funciona con ella."
"TID_HINT_CANNON_TARGET","Los cañones solo pueden disparar a unidades terrestres."
"TID_HINT_MORTAR_TARGET","El mortero solo dispara a objetivos terrestres."
"TID_HINT_MORTAR_DAMAGE","El mortero inflige daño de área a todas las unidades terrestres cercanas."
"TID_HINT_ARCHER_TOWER_TARGET","Las torres de arqueras atacan a unidades tanto aéreas como terrestres."
"TID_HINT_AIR_DEFENSE_TARGET","Los cohetes de defensa solo atacan a las unidades aéreas."
"TID_HINT_WIZARD_TOWER_DAMAGE","La torre de mago inflige daño a todas las unidades que se encuentren en la zona objetivo."
"TID_HINT_WIZARD_TOWER_TARGET","La torre de mago ataca a unidades tanto aéreas como terrestres."
"TID_HINT_TESLA_HIDDEN","La torre Tesla permanece oculta hasta que los atacantes se acercan lo suficiente."
"TID_HINT_TESLA_TARGET","La torre Tesla puede atacar a unidades terrestres y aéreas."
"TID_HINT_TRAPS_TARGET","Las trampas permanecen ocultas hasta que los atacantes se acercan lo suficiente."
"TID_HINT_OBSTACLES","Puedes conseguir gemas al eliminar obstáculos como rocas y árboles."
"TID_HINT_BATTLE_LOG","El registro de batallas muestra información sobre los ataques que ha recibido tu aldea."
"TID_HINT_REPLAY","Puedes ver repeticiones de las batallas desde el registro de batallas."
"TID_HINT_ENEMY_TOWN_HALL","Destruir un ayuntamiento enemigo siempre te da una estrella."
"TID_HINT_CLAN_CASTLE","Las tropas del castillo del clan defenderán tu aldea."
"TID_HINT_CAMP","Las tropas de los campamentos solo sirven para realizar ataques, no para defender tu aldea."
"TID_HINT_SHIELD2","Un escudo activo te protege de los ataques, pero si atacas, su duración se reducirá."
"TID_HINT_SHIELD_GAIN","Recibirás un escudo gratis si un atacante destruye tu aldea."
"TID_HINT_SHIELD_GAIN_TIME","Si tu aldea sufre mucho daño, obtendrás un escudo que durará más tiempo."
"TID_HINT_SHIELD_LOSE","Si atacas a otro jugador mientras tienes un escudo activo, su duración se reducirá unas cuantas horas."
"TID_HINT_SHIELD_SINGLE_PLAYER","Tu escudo no se desactivará al atacar a los duendes en el modo de un jugador."
"TID_HINT_SINGLE_PLAYER_REWARDS","¿Necesitas más oro para realizar mejoras? ¡Róbaselo a los duendes en las batallas de un jugador!"
"TID_HINT_TROPHY_COUNT","Los trofeos que ganas se restan del total de trofeos de tu rival."
