"TID","TH"
"TID_TRAINING_SLOTS","ช่องฝึก:"
"TID_TOTAL_TRAINING_TIME","เวลาทั้งหมด:"
"TID_FINISH_BUTTON","เสร็จ"
"TID_TROOP_TRAINING_MAX","สูงสุด"
"TID_UNCLOK_FROM_LABORATORY","ปลดล็อคจากห้องทดลอง"
"TID_NOT_ENOUGH_HOUSING_SPACE","ท่านไม่มีที่มากพอในค่ายกองทัพ!"
"TID_UNLOCK_BUILDING_MULTIPLE","ปลดล็อค:"
"TID_UNLOCK_BARRACK_TROOP","ปลดล็อค <name>"
"TID_REDUCE_TIME_BARRACK_TROOP","ลดเวลาฝึกลง:"
"TID_REDUCE_TIME_BARRACK_TROOP2","ระยะเวลาฝึกใหม่: <num2>"
"TID_BUILDING_TEXT_FULL","เต็ม!"
"TID_BUILDING_TEXT_TRAIN","ฝึก"
"TID_TRAINING_SLOT_STOPPED","หยุดแล้ว!"
"TID_BUILDING_TEXT_ALERT","!!!"
"TID_TRAIN_ALL_HOUSINGS_FULL","ค่ายทั้งหมดเต็มแล้ว!"
"TID_TRAIN_ALL_HOUSINGS_FULL_INFO","อัปเกรดหรือสร้างค่ายกองทัพเพื่อจุกองกำลังมากขึ้น หรือส่งพวกเขาออกรบ!"
"TID_BUTTON_FIGHT","เริ่ม!"
"TID_BATTLE_START_TIME","การรบจะเริ่มใน:"
"TID_NEXT_MATCH","ถัดไป"
"TID_END_BATTLE_BUTTON","จบการรบ"
"TID_SURRENDER_BUTTON","ยอมแพ้"
"TID_TROOP_UPGRADE_TIME","เวลาทั้งหมด:"
"TID_MAX_TROOP_LEVEL","เลเวลสูงสุด"
"TID_LEVEL_NUM","เลเวล <number>"
"TID_BUTTON_UPGRADE_TROOPS","วิจัย"
"TID_POPUP_UPGRADE_TROOP_TITLE","เลือกว่าจะอัปเกรดอะไร"
"TID_TROOP_ALREADY_AT_MAX_LEVEL","หน่วยนี้อยู่เลเวลสูงสุดอยู่แล้ว!"
"TID_TROOP_UPGRADE_ALREADY_ONGOING","มีการอัปเกรดดำเนินอยู่แล้ว"
"TID_TROOP_UPGRADE_COMPLETED","การอัปเกรดเสร็จสิ้น: <item> เลเวล <number>"
"TID_UNITS_LEFT","เหลือ <number>"
"TID_PLAYER_ATTACKING_YOU","ผู้เล่นที่โจมตีท่าน:"
"TID_LOOT","ทรัพยากรที่ท่านเสียไป:"
"TID_OUTCOME","ผลลัพธ์:"
"TID_YOU_LOST","การป้องกันของท่านแพ้"
"TID_YOU_WIN","การป้องกันของท่านชนะ"
"TID_REVENGE","แก้แค้น"
"TID_JOINQUESTION","ต้องการเข้าร่วมหรือไม่?"
"TID_TAP_TO_EXPAND","แตะเพื่อขยาย"
"TID_BUY_MISSING_RESOURCES_HEADER","ท่านต้องมี <resource> มากกว่านี้"
"TID_BUY_MISSING_RESOURCES_TEXT","ซื้อ <count> <resource> ที่ขาดหายไปหรือไม่?"
"TID_BUY_MISSING_RESOURCES_HEADER_TWO","ท่านต้องมีทรัพยากรมากกว่านี้"
"TID_BUY_MISSING_RESOURCES_TEXT_TWO","ซื้อ <count> <resource> และ <count2> <resource2> ที่ขาดหายไปหรือไม่?"
"TID_BUY_RESOURCE_PACK_HEADER","ซื้อ <resource> หรือไม่?"
"TID_BUY_RESOURCE_PACK_TEXT","แน่ใจหรือไม่ว่าจะซื้อ <count> <resource>?"
"TID_BUY_GUARD_HEADER","ซื้อโล่พิทักษ์หรือไม่?"
"TID_BUY_SHIELD_HEADER","ซื้อโล่ป้องกันหรือไม่?"
"TID_BUY_SHIELD_TEXT","แน่ใจหรือไม่ว่าจะซื้อ <name>?"
"TID_RESOURCE_PACK_LOCKED","ไม่มีพื้นที่ในคลังเพียงพอ!"
"TID_STAR1","สุดยอด!"
"TID_STAR2","ยอดเยี่ยม!"
"TID_STAR3","สมบูรณ์แบบ!"
"TID_OVERALL_DAMAGE","ความเสียหายโดยรวม"
"TID_VILLAGE_GUARD_TITLE","โล่พิทักษ์:"
"TID_SHIELD_TITLE","โล่ป้องกัน:"
"TID_SHIELD_NONE","ไม่มี"
"TID_BATTLE_LOG","บันทึกการรบ"
"TID_BATTLE_INBOX","กล่องขาเข้า"
"TID_VICTORY","ชัยชนะ"
"TID_DEFEAT","พ่ายแพ้"
"TID_WHAT_YOU_GOT","ท่านได้รับ:"
"TID_TROOPS_USED","กองกำลังที่ใช้ไป:"
"TID_TOTAL_DAMAGE","ความเสียหายทั้งหมด:"
"TID_SCORE","คะแนน"
"TID_YOU_HAVE_BEEN_ATTACKED","ท่านหัวหน้า หมู่บ้านของเราถูกโจมตี!"
"TID_YOU_HAVE_BEEN_ATTACKED_TITLE","ศัตรูโจมตี"
"TID_YOU_HAVE_BEEN_ATTACKED_HEADER","ท่านหัวหน้า หมู่บ้านของเราถูกโจมตีตอนท่านไม่อยู่!"
"TID_TUTORIAL_CANNON_1","ยินดีต้อนรับ ท่านหัวหน้า! เราเฝ้ารอท่านอยู่..."
"TID_TUTORIAL_CANNON_2","นี่คือหมู่บ้านใหม่ของท่าน! ชีวิตที่นี่คงสมบูรณ์แบบถ้าไม่มี..."
"TID_TUTORIAL_CANNON_3","โอ้ ไม่นะ ก็อบลิน! เร็วเข้า สร้างปืนใหญ่เพื่อปกป้องหมู่บ้าน!"
"TID_TUTORIAL_CANNON_4","วางปืนใหญ่ไว้ในหมู่บ้าน เราต้องปกป้องศาลากลาง!"
"TID_TUTORIAL_CANNON_5","ท่านหัวหน้า ท่านสามารถใช้อัญมณีเร่งความเร็วสิ่งต่างๆ ได้นะ!"
"TID_TUTORIAL_DEFEND_1","กว๊าก! ก็อบลิน จู่โจมมม!!"
"TID_TUTORIAL_DEFEND_1b","กว๊ากกก อะไรน่ะ? มนุษย์กระจอกๆ อีกตัวนี่!"
"TID_TUTORIAL_DEFEND_2","ฟู่ว เกือบไปแล้วเชียว ขอบคุณท่านหัวหน้า!"
"TID_TUTORIAL_DEFEND_4","หมู่บ้านนี้สร้างอยู่บนเลย์ไลน์ สิ่งก่อสร้างต่างๆ จะใช้เวทมนตร์ซ่อมแซมตัวเอง!"
"TID_TUTORIAL_DEFEND_5","กว๊าก ทองคำ! เราเหล่าก็อบลินรักทองคำ!"
"TID_TUTORIAL_DEFEND_BUTTON","ลุยเลย!"
"TID_TUTORIAL_WORKER_1","ว้าว ไปได้สวย! ตอนนี้เราก็ต้องทำให้หมู่บ้านนี้พร้อมรบ"
"TID_TUTORIAL_WORKER_2","การจ้างช่างก่อสร้างคนที่สองจะช่วยให้ท่านสามารถเริ่มสร้างสิ่งก่อสร้างอย่างที่สองไปพร้อมๆ กันได้"
"TID_TUTORIAL_ELIXIR_1","น้ำอมฤตใช้สำหรับฝึกกองกำลังและสร้างสิ่งก่อสร้างต่างๆ"
"TID_TUTORIAL_ELIXIR_2","ท่านสามารถสูบน้ำอมฤตได้จากใต้ดิน ลองดูสิ!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","เครื่องสูบสามารถเก็บน้ำอมฤตได้เพียงจำนวนน้อยนิดเท่านั้น"
"TID_TUTORIAL_ELIXIR_STORAGE_2","สร้างคลังเก็บน้ำอมฤตดีกว่า จะได้เก็บได้เยอะๆ!"
"TID_TUTORIAL_GOLD_STORAGE_1","เราต้องการที่ปลอดภัยไว้เก็บทองคำของเราด้วย"
"TID_TUTORIAL_GOLD_STORAGE_2","สร้างคลังเก็บทองคำเพื่อเก็บสะสมทองคำเพิ่ม!"
"TID_TUTORIAL_BARRACK_1","ท่านหัวหน้า เราต้องการกองทัพไว้ต่อสู้กับ\nก็อบลินพวกนั้น! สร้างโรงทหารกันเถอะ"
"TID_TUTORIAL_TRAIN_1","เสร็จแล้วก็ฝึกกองกำลังสักหน่อย!"
"TID_TUTORIAL_TRAIN_2","แตะโรงทหารแล้วเลือกฝึกกองกำลัง"
"TID_TUTORIAL_CHANGE_NAME","เป็นการรบที่ยอดเยี่ยม! ท่านจะมีชื่อจารึกไว้ในประวัติศาสตร์ของเราเยี่ยงไร?"
"TID_TUTORIAL_TOWN_HALL_1","เรามีทองคำที่ปล้นมาจากพวกก็อบลินมากพอจะอัปเกรดศาลากลาง"
"TID_TUTORIAL_TOWN_HALL_2","ดีมาก! ตอนนี้เราสามารถสร้างสิ่งก่อสร้างใหม่ๆ จากร้านค้าเพราะได้อัปเกรดศาลากลางแล้ว"
"TID_TUTORIAL_ACHIEVEMENTS","หากท่านกำลังมองหาความท้าทายใหม่ๆ ให้เอาชนะ ก็แค่แตะตรงนี้"
"TID_TUTORIAL_ACHIEVEMENTS2","ท่านหัวหน้า ท่านดูจะรู้งานดีนะ หมู่บ้านทั้งหมู่บ้านหวังพึ่งท่าน!"
"TID_GOBLIN_SPEAKS_1","กว๊าาาาา! ข้ายังไม่หมดธุระกับเจ้าหรอก"
"TID_GOBLIN_SPEAKS_2","เจ้าอาจจะเอาชนะข้าได้ครั้งหนึ่ง แต่ค่ายก็อบลินนี้โหดหินกว่าเดิมเยอะ"
"TID_TUTORIAL_GOLDSTORAGE","ท่านต้องการที่เก็บทองคำมีค่าทั้งหมดของท่านด้วย!"
"TID_TUTORIAL_ELIXIRSTORAGE","น้ำอมฤตก็ต้องมีที่เก็บเหมือนกัน"
"TID_LOCKED_IN_TUTORIAL","ทำตามคู่มือให้เสร็จเพื่อปลดล็อคคุณสมบัตินี้!"
"TID_TUTORIAL_ATTACK_NPC_1","พ่อมดจากหอคอยงาช้างมาที่นี่เพื่อช่วยเรา! จัดการค่ายก็อบลินกันดีกว่า!"
"TID_TUTORIAL_ATTACK_NPC_2","ดีมาก คราวนี้ก็เตะก้นเขียวๆ พวกนั้นได้เลย!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","โจมตี!"
"TID_NPC_NAME_TUTORIAL","เอาคืน"
"TID_NPC_NAME_TUTORIAL2","ป่าก็อบลิน"
"TID_JOINALLIANCEQUESTION","รับคำเชิญเข้าแคลนหรือไม่?"
"TID_POPUP_SHIELD_REMOVAL_TITLE","โจมตีเมื่อมีโล่ป้องกัน"
"TID_POPUP_SHIELD_REMOVAL","ท่านสามารถหาคู่ต่อสู้เมื่อไหร่ก็ได้ แต่โล่ป้องกันของท่านจะมีอายุสั้นลงถ้าท่านเริ่มการโจมตี หากท่านมีเวลาเหลือน้อยกว่าค่าเวลาที่ใช้โจมตี โล่ป้องกันของท่านจะถูกลบออก"
"TID_UPDATE_TROOP_LEVEL","อัปเกรดเป็นเลเวล <number>"
"TID_LEVEL_UP","เลเวลอัป!"
"TID_NEW_ITEMS_UNLOCKED","ปลดล็อคไอเทมใหม่"
"TID_MISSION_SCREEN_TITLE","ภารกิจ"
"TID_MISSION_REWARD","รางวัล:"
"TID_MISSION_COMPLETE_TITLE","ภารกิจเสร็จสิ้น!"
"TID_ATTACK_LOCKED","อัปเกรดศาลากลางเป็นเลเวล 2 เพื่อปลดล็อคคุณสมบัตินี้!"
"TID_RANKTITLE","อันดับ"
"TID_BUTTON_REPAIR","สร้างใหม่"
"TID_DIAMOND_PACK_1","กองอัญมณี"
"TID_DIAMOND_PACK_2","ถุงอัญมณี"
"TID_DIAMOND_PACK_3","กระสอบอัญมณี"
"TID_DIAMOND_PACK_4","กล่องอัญมณี"
"TID_DIAMOND_PACK_5","หีบอัญมณี"
"TID_TRAIN_TUTORIAL_ARROW","แตะค้าง"
"TID_DIAMOND_SHOP_PACK","อัญมณี <number> เม็ด"
"TID_GOLD_SHOP_PACK","ทองคำ <number> เหรียญ"
"TID_ELIXIR_SHOP_PACK","น้ำอมฤต <number> หยด"
"TID_RESOURCE_PACK_GOLD_FULL","เติมคลังเก็บทองคำ"
"TID_RESOURCE_PACK_ELIXIR_FULL","เติมคลังเก็บน้ำอมฤต"
"TID_RESOURCE_PACK_GOLD_10","เติมคลัง 10%"
"TID_RESOURCE_PACK_ELIXIR_10","เติมคลัง 10%"
"TID_RESOURCE_PACK_GOLD_50","เติมคลังครึ่งหนึ่ง"
"TID_RESOURCE_PACK_ELIXIR_50","เติมคลังครึ่งหนึ่ง"
"TID_CONTAINER_MAX","สูงสุด: <amount>"
"TID_SHOP_AVAILABLE","ได้สร้าง:"
"TID_BATTLE_LOG_COL_1","คู่ต่อสู้:"
"TID_BATTLE_LOG_COL_2","ทรัพยากรที่เสียไป:"
"TID_BATTLE_LOG_COL_3","ผลลัพธ์:"
"TID_PVP_BUTTON","หาคู่ต่อสู้"
"TID_NPC_ATTACK_BUTTON","โจมตี"
"TID_NPC1","ด่านหน้าก็อบลิน"
"TID_NPC2","ป้อมปราการหิน"
"TID_NPC3","หมัดก็อบลิน"
"TID_NPC4","เผ่นหนีลูกปืนใหญ่"
"TID_NPC5","ปากกระบอกคู่ควันขโมง"
"TID_NPC6","ตื่นทอง"
"TID_NPC7","แนวป้องกันมาจิโนต์"
"TID_NPC8","หุบเหวหนู"
"TID_NPC9","ใช้แต่กำลัง"
"TID_NPC10","เมืองก็อบโบ้"
"TID_NPC11","ป. ปืนครก"
"TID_NPC12","ระเบิดตูมตาม"
"TID_NPC13","วัตถุไม่เขยื้อน"
"TID_NPC14","ปราการปุ่มปม"
